,username,date,retweets,favorites,text,mentions,hashtags,id,Compound_Score,Negative_Score,Positive_Score,Neutral_Score
39,Agent_OfThe_Bat,2017-10-13 19:54,0,1,hahaha watched totally called shit movie exactly thought going disappointed,,#HappyDeathDay,9.18988383347e+17,-0.5233,0.397,0.205,0.398
40,bedtimebonzob,2017-10-13 19:54,0,0,neutral,@blankcheckpod,,9.18988380767e+17,0.0,0.0,0.0,1.0
41,JMShowproduc,2017-10-13 19:54,0,0,went see happy death day quite happy friday,,,9.18988361364e+17,0.5423,0.239,0.454,0.307
42,OX_Bigly,2017-10-13 19:54,0,0,happy death day via,@YouTube,,9.18988319979e+17,-0.0516,0.406,0.385,0.208
43,_Ciimone,2017-10-13 19:54,0,0,happy death day better good,,,9.18988273821e+17,0.6808,0.271,0.66,0.069
44,renansarpe,2017-10-13 19:54,0,0,happy death day traduzido pra morta de nossa q parece de filme de,,,9.18988270751e+17,-0.0516,0.222,0.21,0.568
45,CheekyWankr,2017-10-13 19:54,0,0,run ads happy death day origins shadow mordor videos seems like definitely family friendly,,,9.18988269169e+17,0.802,0.156,0.484,0.36
46,Tsteve93,2017-10-13 19:54,0,0,see happy death day heard fingers,,,9.18988231962e+17,-0.0516,0.336,0.319,0.345
47,AloneIn_Vegas,2017-10-13 19:53,0,1,happy death day good go see,,,9.18988205374e+17,0.4019,0.289,0.489,0.222
48,mabybaby89,2017-10-13 19:53,0,0,watching happy death day theater,,,9.18988111925e+17,-0.0516,0.368,0.349,0.283
49,JaseBarrentine,2017-10-13 19:53,1,1,movie happy death day great,,,9.18988013866e+17,0.5994,0.285,0.569,0.146
50,crbynavery,2017-10-13 19:53,0,1,kar best dm finishes watching happy death day,,,9.18987968496e+17,0.6124,0.232,0.47,0.298
51,Jalen1k_,2017-10-13 19:52,0,0,want see happy death day,,,9.18987873009e+17,0.0258,0.358,0.459,0.183
52,SoftStudd,2017-10-13 19:52,0,1,saw happy death day lmao,,,9.18987772115e+17,0.5719,0.289,0.563,0.148
53,Jose_Munoz,2017-10-13 19:52,0,0,thinking almost got better score,@RottenTomatoes,#HappyDeathDay #BatmanvSuperman #SuicideSquad #TheSnowmanMovie,9.18987755812e+17,0.3862,0.0,0.396,0.604
54,LashaePorcha,2017-10-13 19:51,0,1,happy death day best lie,,,9.1898766568e+17,0.6124,0.283,0.572,0.145
55,moyyruiz10,2017-10-13 19:51,1,3,lol wanted see happy death day today guess,,,9.18987566254e+17,0.3818,0.253,0.422,0.325
56,jess__gotschall,2017-10-13 19:51,0,2,someone see happy death day,,,9.18987540552e+17,-0.0516,0.368,0.349,0.283
57,Vanessaaa_02,2017-10-13 19:51,1,2,wanna go see happy death day,,,9.18987488227e+17,-0.0516,0.336,0.319,0.345
58,Clovis_baloi,2017-10-13 19:51,0,1,liked video happy death day,@YouTube,,9.18987467428e+17,0.3818,0.315,0.524,0.161
59,fabiveraa,2017-10-13 19:51,7,1,wanna watch happy death day,,,9.18987466883e+17,-0.0516,0.368,0.349,0.283
60,Dark_Atmosphere,2017-10-13 19:50,1,0,generic studio equal easy see independent horror taking,,#HappyDeathDay,9.18987460235e+17,-0.2023,0.294,0.23,0.476
61,Christensens35,2017-10-13 19:50,0,0,saw actually really course knew still good,,#HappyDeathDay,9.18987448013e+17,0.4404,0.0,0.326,0.674
62,Dark_Atmosphere,2017-10-13 19:50,0,3,generic studio equal easy see independent horror taking,,#HappyDeathDay #HappyDeathDayMovie #HorrorMovies,9.18987426949e+17,-0.2023,0.294,0.23,0.476
63,krysaleah112,2017-10-13 19:50,0,1,homies seeing happy death day friday,,,9.18987423275e+17,-0.0516,0.336,0.319,0.345
64,njl247,2017-10-13 19:50,0,2,happy death day actually pretty good wow recommend,,,9.18987363355e+17,0.9042,0.177,0.732,0.091
65,kevingarcia1010,2017-10-13 19:50,0,0,kinda want watch happy death day,,,9.18987321697e+17,-0.1171,0.344,0.392,0.264
66,DexholderRachel,2017-10-13 19:50,0,2,friday watching,,#HappyDeathDay,9.18987286897e+17,0.0,0.0,0.0,1.0
67,KouterCat,2017-10-13 19:49,0,0,watching happy death day millstone,,,9.18987188352e+17,-0.0516,0.368,0.349,0.283
68,groovysara,2017-10-13 19:49,0,6,watching happy death day,,,9.18987170551e+17,-0.0516,0.406,0.385,0.208
69,__miriaam__,2017-10-13 19:49,0,2,hope happy death day good movie,,,9.18987163631e+17,0.6808,0.253,0.617,0.13
70,jeromemuscarell,2017-10-13 19:49,2,1,happy death day actually decent kinda funny,,,9.18987155888e+17,0.3415,0.275,0.444,0.282
71,Morgann_Mariee_,2017-10-13 19:49,1,2,thanks scary movie buddy,@LiveLaughKear,#HappyDeathDay,9.18987131443e+17,-0.0772,0.395,0.358,0.247
72,alliexxhemmings,2017-10-13 19:49,0,1,gonna go watch rn,,#HappyDeathDay,9.18987109113e+17,0.0,0.0,0.0,1.0
73,mixedchynaa,2017-10-13 19:49,0,0,want also go see happy death day,,,9.18987103476e+17,0.0258,0.302,0.388,0.31
74,nikilayne23,2017-10-13 19:49,0,0,watched happy death day already planning,,,9.18986984316e+17,-0.0516,0.336,0.319,0.345
75,That_Guy_Mill,2017-10-13 19:49,0,0,wanna see happy death day date cool got work morning,,,9.18986980331e+17,0.2732,0.231,0.355,0.414
76,NickPiazza_,2017-10-13 19:48,0,0,liked video happy death day live,@YouTube,,9.18986880658e+17,0.3818,0.291,0.485,0.224
77,xSam_DMx,2017-10-13 19:48,0,2,like gonna mad watch ads,,#YouTube #HappyDeathDay,9.18986848471e+17,-0.1779,0.368,0.287,0.345
78,fakegriffey,2017-10-13 19:48,1,0,im trying see happy death day,,,9.18986841315e+17,-0.0516,0.336,0.319,0.345
79,ElliottCRealtor,2017-10-13 19:47,0,0,another hit miss review happy death day movie,,#moviefiles #HappyDeathDay #FridayThe13th,9.18986699044e+17,-0.2023,0.387,0.261,0.352
80,commentng,2017-10-13 19:47,0,0,meninas assistam happy death day adorei humor filme foi bom,,,9.18986694946e+17,0.2263,0.234,0.347,0.419
81,missingwords,2017-10-13 19:47,19,89,lot heart horror movie seen recent surprisingly well,,#HappyDeathDay,9.18986661102e+17,-0.1027,0.285,0.331,0.385
82,aguero_timothy,2017-10-13 19:47,1,8,happy death day good,,,9.18986631268e+17,0.4019,0.339,0.574,0.087
83,YuanChen,2017-10-13 19:47,0,0,liked video happy death day movie review,@YouTube,,9.18986558267e+17,0.3818,0.271,0.451,0.278
84,AlexGodin24,2017-10-13 19:47,0,0,need someone see happy death day,,,9.18986503447e+17,-0.0516,0.336,0.319,0.345
85,theenuh,2017-10-13 19:47,0,0,silverado imax,@Santikos @regalcinemas,#HappyDeathDay,9.18986465782e+17,0.0,0.0,0.0,1.0
86,OldFatnSaggy,2017-10-13 19:46,0,2,gonna give happy death day movie expect much maybe,,,9.18986417787e+17,-0.0516,0.267,0.253,0.479
87,__mariahlopez,2017-10-13 19:46,0,3,happy death day good w cute parts tbh,,,9.18986389425e+17,0.6908,0.236,0.582,0.182
88,milithemom,2017-10-13 19:46,0,1,saw happy death day ugly year old would shut fuck entire said ever shut fuck,,,9.18986360191e+17,-0.8885,0.509,0.133,0.358
89,foreversam_22,2017-10-13 19:46,0,1,seeing happy death day tomorrow,,,9.18986326888e+17,-0.0516,0.368,0.349,0.283
90,cammxgarcia,2017-10-13 19:46,1,2,really trying see happy death day tbh,,,9.18986322639e+17,0.0164,0.303,0.308,0.389
91,danybarrera0314,2017-10-13 19:46,2,2,watched happy death day wasnt bad expected,,#decent,9.18986320563e+17,0.3919,0.27,0.453,0.277
92,AustinCaelan,2017-10-13 19:46,0,8,dad hesitantly taking see happy death day,,,9.18986301244e+17,-0.34,0.442,0.268,0.29
93,bunnygirle30,2017-10-13 19:46,0,0,oh happy death day look babadook also good netflix,,,9.18986273801e+17,0.4019,0.236,0.4,0.364
94,J_Cryer7,2017-10-13 19:46,0,0,happy death day looks dumb,,,9.18986260844e+17,-0.5423,0.558,0.287,0.155
95,rihya_softball8,2017-10-13 19:46,0,0,since friday love go movie theaters watch happy death day eat refillable bucket,,,9.1898620623e+17,0.6124,0.179,0.362,0.459
96,trilogyfool,2017-10-13 19:45,0,0,happy death day rn tryna go see,,,9.18986134994e+17,-0.0516,0.31,0.294,0.397
97,SMNocella,2017-10-13 19:45,0,0,happy death day bei regal cinemas brandywine town center,,,9.18986108801e+17,-0.0516,0.267,0.253,0.479
98,callmenell,2017-10-13 19:45,0,1,thus movie knew killer along fun see played,,,9.18986052056e+17,0.1027,0.287,0.38,0.333
99,ayylmichelle,2017-10-13 19:45,0,2,really want go watch happy death day tonight one go,,,9.18986048696e+17,0.101,0.241,0.327,0.432
100,Aaliyah75069706,2017-10-13 19:45,0,0,happy death day,,,9.18986023795e+17,-0.0516,0.453,0.43,0.116
101,jakebuchananan,2017-10-13 19:45,0,1,happy death day meh see groundhog day instead,,,9.18985998533e+17,-0.128,0.374,0.266,0.36
102,Amerz23,2017-10-13 19:45,0,2,seated happy death day,,,9.18985981177e+17,-0.0516,0.406,0.385,0.208
103,sportyidk,2017-10-13 19:44,0,3,figured killer happy death day minutes,,,9.18985950487e+17,-0.6705,0.55,0.248,0.201
104,Hubbard_Bubba,2017-10-13 19:44,0,3,happy death day literally worst movie ever,,,9.18985929553e+17,-0.6486,0.51,0.236,0.255
105,Pugs_Wellington,2017-10-13 19:44,0,1,saw happy death day actually pretty fun watching check,,,9.18985902571e+17,0.743,0.204,0.534,0.262
106,Klopcic15,2017-10-13 19:44,0,0,sooo came today reason showing,,#HappyDeathDay,9.18985892391e+17,0.0,0.0,0.0,1.0
107,MoneyMakingFraz,2017-10-13 19:44,2,3,think go watch happy death day deep,,,9.1898589185e+17,-0.0516,0.31,0.294,0.397
108,gabyhastings_,2017-10-13 19:44,0,0,happy death day pretty going ruin fav part talked shit girl crocs,,,9.1898588337e+17,-0.34,0.415,0.364,0.221
109,ComaCrow,2017-10-13 19:44,0,0,saw ground hog day place really bad bored go see,,,9.18985838545e+17,-0.7328,0.435,0.0,0.565
110,meriiamk,2017-10-13 19:44,0,0,happy death day,,,9.18985811043e+17,-0.0516,0.453,0.43,0.116
111,kmvz_,2017-10-13 19:44,1,14,wanna smoke wood go see happy death day,,,9.18985771205e+17,-0.0516,0.287,0.272,0.441
112,BrandiJorgensen,2017-10-13 19:44,0,0,wish someone go see happy death day,,,9.18985770509e+17,0.3612,0.273,0.448,0.28
113,stuffaboutcappi,2017-10-13 19:44,0,0,queen,,,9.18985757071e+17,0.0,0.0,0.0,1.0
114,Danieeell18,2017-10-13 19:44,3,5,exhilarating movie happy birthday,@idkeIizabeth,#HappyDeathDay,9.1898573055e+17,0.7506,0.0,0.762,0.238
115,BobbyNamdar,2017-10-13 19:44,0,0,happy death day color surprised,,,9.18985715014e+17,0.1779,0.339,0.487,0.174
116,the_timgilmore,2017-10-13 19:43,0,0,effing horror movies definitely made return,,#HappyDeathDay,9.18985695586e+17,-0.2568,0.364,0.27,0.365
117,MMorninere,2017-10-13 19:43,0,0,watched happy death day,,,9.18985645913e+17,-0.0516,0.406,0.385,0.208
118,rudy_pri,2017-10-13 19:43,0,0,happy death day trailers clips movieclips trailer,,#Movie,9.18985584018e+17,-0.0516,0.31,0.294,0.397
119,colllsss,2017-10-13 19:43,0,1,without watching horror,,#FridayThe13th #HappyDeathDay,9.18985575059e+17,0.4585,0.0,0.6,0.4
120,Rmello75,2017-10-13 19:43,0,0,rowan watching happy death day amc theater,@Elmwood,,9.18985562325e+17,-0.0516,0.31,0.294,0.397
121,chaseneveau,2017-10-13 19:43,0,0,watching happy death day silvercity cinemas,,,9.18985496533e+17,-0.0516,0.336,0.319,0.345
122,ANyjahh_,2017-10-13 19:42,0,1,happy death day matt tonight lmao,,,9.18985443152e+17,0.5719,0.269,0.524,0.207
123,xambernicole,2017-10-13 19:42,0,0,everybody mama came see happy death day,,,9.18985409925e+17,-0.0516,0.31,0.294,0.397
124,GabrielaUrsu2,2017-10-13 19:42,1,1,vou ver happy death day,,,9.18985390363e+17,-0.0516,0.368,0.349,0.283
125,isabellaafragaa,2017-10-13 19:42,0,0,happy death day soooo,,,9.18985387028e+17,-0.0516,0.406,0.385,0.208
126,JuanRibas,2017-10-13 19:42,0,0,trailer de happy death day,,,9.18985360046e+17,-0.0516,0.368,0.349,0.283
127,casssm_,2017-10-13 19:42,3,11,wanna go see happy death day,,,9.18985352287e+17,-0.0516,0.336,0.319,0.345
128,Jxzz__,2017-10-13 19:42,0,0,kinda wanna go see kinda wanna sleep,,#HappyDeathDay,9.18985323044e+17,0.0,0.0,0.0,1.0
129,SalehAlSaadoon,2017-10-13 19:42,0,0,happy death day,,,9.1898525047e+17,-0.0516,0.453,0.43,0.116
130,TomFlowers,2017-10-13 19:41,0,1,box happy death day poised exceed initial estimates million weekend,,,9.18985148167e+17,0.2023,0.235,0.343,0.422
131,arianawharry,2017-10-13 19:41,0,8,watched happy death day proud guessing killer,,,9.18985073995e+17,-0.34,0.456,0.378,0.167
132,XtremeBabado,2017-10-13 19:41,0,0,presents happy death day,@UniversalPics,#IWasMindBlownWhen,9.18985052088e+17,-0.0516,0.406,0.385,0.208
133,Stephaniee801,2017-10-13 19:41,0,10,watched happy death day killer big ass promise never complain mine ever,,,9.18985034384e+17,-0.6798,0.453,0.314,0.232
134,RiseAboveAll_,2017-10-13 19:41,0,0,happy death day actually good movie lol,,,9.18985011529e+17,0.6705,0.239,0.577,0.184
135,NortonAntiHarry,2017-10-13 19:41,0,0,happy death day director already specific plans sequel would,,,9.18984998044e+17,-0.0516,0.267,0.253,0.479
136,jasmomoa,2017-10-13 19:40,1,1,might see happy death day tomorrow,,,9.18984877391e+17,-0.0516,0.336,0.319,0.345
137,JA_hoop2,2017-10-13 19:40,0,0,happy death day tonight,,,9.18984823955e+17,-0.0516,0.406,0.385,0.208
138,GiannaRoc13,2017-10-13 19:40,0,0,literally theatres watch,,#HappyDeathDay,9.18984738878e+17,0.0,0.0,0.0,1.0
139,AMANDAJEANNN,2017-10-13 19:39,0,15,happy death day way better,,,9.18984625573e+17,0.4019,0.312,0.528,0.16
140,colehunter0416,2017-10-13 19:39,0,1,bout see happy death day going able sleep week,,,9.18984520368e+17,-0.0516,0.267,0.253,0.479
141,jilliclecats,2017-10-13 19:39,0,0,saw happy death day soooo lame,,,9.18984504836e+17,-0.4588,0.5,0.276,0.224
142,LiveLikeG,2017-10-13 19:39,0,2,wanna see happy death day,,,9.18984490298e+17,-0.0516,0.368,0.349,0.283
143,wavvvel,2017-10-13 19:38,2,3,happy death day sounds corny,,,9.1898441371e+17,-0.0516,0.368,0.349,0.283
144,JeffGeisbauer,2017-10-13 19:38,0,0,got back happy death day really good,,,9.18984379472e+17,0.4576,0.264,0.466,0.27
145,AyeM0,2017-10-13 19:38,0,0,watching,,#HappyDeathDay,9.18984364096e+17,0.0,0.0,0.0,1.0
146,WesAlist,2017-10-13 19:38,0,0,saw happy death day last night loved great,@jessica_rothe,,9.1898435835e+17,0.8316,0.199,0.597,0.204
147,vythtran,2017-10-13 19:38,0,0,way see happy death day,,,9.18984349034e+17,-0.0516,0.368,0.349,0.283
148,helloolieberher,2017-10-13 19:38,0,4,friends forcing see happy death day want go see,,,9.18984341526e+17,0.4939,0.229,0.476,0.294
149,toomuchaIex,2017-10-13 19:38,0,1,honestly tho makeup looks good rn someone come tryna see happy death day,,,9.18984312355e+17,0.6908,0.173,0.427,0.4
150,Teasila,2017-10-13 19:38,0,0,liked video happy death day,@YouTube,,9.18984311399e+17,0.3818,0.315,0.524,0.161
151,bentleybobic_,2017-10-13 19:38,0,0,happy death day,,,9.18984288792e+17,-0.0516,0.453,0.43,0.116
152,TheRyanMacLean,2017-10-13 19:38,0,4,watching happy death day friday feels right,,,9.18984283909e+17,-0.0516,0.31,0.294,0.397
153,Snapaley_,2017-10-13 19:38,0,0,happy death day,,,9.18984251844e+17,-0.0516,0.453,0.43,0.116
154,KyleSBaxter,2017-10-13 19:38,0,0,weekend already planned seeing movies great,@dailyblastlive,#TheForeigner #HappyDeathDay #DBLTake,9.18984237147e+17,0.6249,0.0,0.451,0.549
155,MarkoStankic,2017-10-13 19:38,0,0,happy death day director already specific plans sequel would tradition harold,,,9.18984216893e+17,-0.0516,0.235,0.223,0.542
156,JachaiJones,2017-10-13 19:38,0,0,going watch happy death day,,,9.18984199201e+17,-0.0516,0.368,0.349,0.283
157,Omgangellll,2017-10-13 19:37,0,1,go see happy death day together,,,9.18984186098e+17,-0.0516,0.336,0.319,0.345
158,Babyy_Dreaaaa,2017-10-13 19:37,0,0,going go see weather going,,#HappyDeathDay,9.18984181329e+17,0.0,0.0,0.0,1.0
159,JotaEseTheGeek,2017-10-13 19:37,0,0,watch ton kids normally go,,#HappyDeathDay,9.18984129349e+17,0.0,0.0,0.0,1.0
160,TaylorAnijah,2017-10-13 19:37,0,0,seeing happy death day,,,9.18984072747e+17,-0.0516,0.406,0.385,0.208
161,spookydiggs,2017-10-13 19:37,0,0,happy friday bitchesss w h p w h p,,#Friday13 #HappyDeathDay,9.18984050647e+17,0.5719,0.0,0.649,0.351
162,graysonsangeI,2017-10-13 19:37,0,9,im sick seeing hearing happy death day ads,,,9.18983961716e+17,-0.5423,0.453,0.233,0.314
163,brianamoraa,2017-10-13 19:37,11,1,want watch happy death day,,,9.18983944141e+17,0.0258,0.358,0.459,0.183
164,manicpixiedane,2017-10-13 19:36,0,1,aeris decided go see happy death day,,#HalloweenViewing,9.1898392551e+17,-0.0516,0.31,0.294,0.397
165,kcoolkoda,2017-10-13 19:36,0,1,coming someone doesnt like slasher type happy death day honestly amazing,,,9.18983859702e+17,0.6694,0.267,0.466,0.267
166,VTLink,2017-10-13 19:36,0,4,someone go see happy death day,,,9.18983832938e+17,-0.0516,0.336,0.319,0.345
167,AshyGod,2017-10-13 19:36,0,0,happy death day hilariously trash,,,9.1898380146e+17,-0.0516,0.368,0.349,0.283
168,elearoonie,2017-10-13 19:36,0,3,happy death day soooo,,,9.18983777732e+17,-0.0516,0.406,0.385,0.208
169,mario_pastran,2017-10-13 19:36,0,1,killer happy death day girl gives cupcake,,,9.18983716097e+17,-0.6705,0.516,0.233,0.252
170,2ND_CHILD_HOOD,2017-10-13 19:36,0,0,happy death day fun pretty entertaining,,,9.18983699651e+17,0.8481,0.217,0.728,0.056
171,JustMEsaaaa,2017-10-13 19:35,0,0,hope happy death day good,,,9.18983577228e+17,0.6808,0.271,0.66,0.069
172,azorahaizayn,2017-10-13 19:35,0,0,sister outttt happy death day gets love,,,9.18983537491e+17,0.6124,0.247,0.5,0.253
173,Katia_2022,2017-10-13 19:35,0,0,happy death day playing theaters bye,,,9.18983508739e+17,0.1531,0.315,0.444,0.242
174,allthemovienews,2017-10-13 19:35,0,0,happy death day director already specific plans sequel would,,,9.18983495955e+17,-0.0516,0.267,0.253,0.479
175,KaseyNewman16,2017-10-13 19:35,0,2,anyone wanna see happy death day,,,9.1898349473e+17,-0.0516,0.336,0.319,0.345
176,kareennne,2017-10-13 19:35,5,13,want watch happy death day,,,9.18983489533e+17,0.0258,0.358,0.459,0.183
177,beviralarm,2017-10-13 19:35,0,0,happy death day director already specific plans sequel,,,9.18983461759e+17,-0.0516,0.287,0.272,0.441
178,thetrailerbot,2017-10-13 19:35,0,0,new video universal happy death day playing theaters bye,,,9.18983459557e+17,0.1531,0.253,0.357,0.39
179,ReezyDeezy,2017-10-13 19:34,0,1,know like inside room,,,9.18983423045e+17,0.3612,0.0,0.455,0.545
180,TweetBrownBoy,2017-10-13 19:34,0,0,found today friday cause dang happy death day looks,,#IWasMindBlownWhen,9.18983359653e+17,-0.0516,0.267,0.253,0.479
181,MichelleALeyva,2017-10-13 19:34,0,1,muy raro de pero quiero ir al cine ver happy death day,,,9.18983338459e+17,-0.0516,0.222,0.21,0.568
182,bvbygate,2017-10-13 19:34,0,2,happy death day,,,9.18983316002e+17,-0.0516,0.453,0.43,0.116
183,M_Anne_,2017-10-13 19:34,0,2,someone go see happy death day,,,9.18983311632e+17,-0.0516,0.336,0.319,0.345
184,ThyDeathly,2017-10-13 19:34,0,9,happy death day happy friday,,,9.18983310919e+17,0.5423,0.293,0.556,0.15
185,_KidJuju,2017-10-13 19:34,0,0,upset happy death day cent song really played one reasons went watch,,,9.18983293781e+17,-0.0276,0.311,0.306,0.383
186,wayne_bowmaker,2017-10-13 19:34,0,0,trynna go see happy death day,,,9.18983292099e+17,-0.0516,0.336,0.319,0.345
187,DaytonJessica17,2017-10-13 19:34,0,0,happy death day literally irritating movie watch ever course happy ending,,,9.18983261657e+17,0.128,0.324,0.347,0.329
188,movie_bob,2017-10-13 19:34,0,0,sooo many teenagers happy death day,,,9.18983250374e+17,-0.0516,0.336,0.319,0.345
189,lilchampionman,2017-10-13 19:33,0,1,please watch happy death day gimme take,,,9.18983152328e+17,0.2732,0.281,0.432,0.288
190,ashley_baca3,2017-10-13 19:33,0,5,anyone wanna go see happy death day,,,9.18983150411e+17,-0.0516,0.31,0.294,0.397
191,__grandedame,2017-10-13 19:33,0,0,wanna see happy death day,,,9.18983140391e+17,-0.0516,0.368,0.349,0.283
192,itsdmoore,2017-10-13 19:33,0,0,check happy death day,,,9.18983074276e+17,-0.0516,0.406,0.385,0.208
193,harlaholic,2017-10-13 19:33,0,2,happy death day actually really cute,,,9.18983055691e+17,0.4754,0.281,0.503,0.216
194,MovieTicketRev,2017-10-13 19:33,0,1,find better expected worthy opening,,#HappyDeathDay #FridayThe13th,9.1898299823e+17,0.7003,0.0,0.659,0.341
195,blemforeaIs,2017-10-13 19:33,0,1,good trailer made seem epic pretty funny scenes though,,#HappyDeathDay,9.18982990831e+17,0.8402,0.0,0.6,0.4
196,ScriptFeed,2017-10-13 19:33,0,0,happy death day director already specific plans sequel would,,,9.18982967779e+17,-0.0516,0.267,0.253,0.479
197,CentralMoNews,2017-10-13 19:33,1,1,time friday film critic paislee house offers thoughts happy death day,,,9.1898295689e+17,-0.3182,0.339,0.209,0.452
198,mrjamesstidham,2017-10-13 19:32,0,0,happy death day director already specific plans sequel would,,,9.18982913496e+17,-0.0516,0.267,0.253,0.479
199,Jahmeess101,2017-10-13 19:32,0,0,happy death day murdered college student relives day death order learn true,,,9.18982872664e+17,-0.7717,0.475,0.253,0.272
200,corte_off,2017-10-13 19:32,0,0,es viernes trece happy death day es de lo que se habla ahora,,,9.18982852603e+17,-0.0516,0.21,0.199,0.591
