,username,date,retweets,favorites,text,mentions,hashtags,id,Compound_Score,Negative_Score,Positive_Score,Neutral_Score
94,_NiyMk,2017-10-14 19:40,0,1,theatre see happy death day keep mind tickers seats,,,919347334026334208,-0.0516,0.267,0.253,0.479
95,simplyycierraa_,2017-10-14 19:40,0,0,movies tonight see happy death day,,,919347277281595396,-0.0516,0.336,0.319,0.345
96,inaudible,2017-10-14 19:40,0,0,happy death day theaters fulton market happy death day new,@iPic,,919347244033368065,-0.1027,0.368,0.349,0.283
97,miauniverze,2017-10-14 19:40,0,3,happy death day gonna online really want watch,,,919347243492298752,0.101,0.275,0.373,0.352
98,BlowYourDad,2017-10-14 19:40,0,0,opened doors rolling eyes happy death day even,,,919347125380681728,-0.0516,0.287,0.272,0.441
99,Daoshia,2017-10-14 19:39,0,0,really want see happy death day,,,919347054802903040,0.1672,0.313,0.446,0.241
100,melissamedaa,2017-10-14 19:39,0,1,happy death day worth really wanna go watch,,,919347009995251712,0.1779,0.269,0.386,0.345
101,Haneulkim12,2017-10-14 19:39,0,5,happy death day good,,,919346845049954304,0.4019,0.339,0.574,0.087
102,IxDxWxC,2017-10-14 19:38,0,0,liked video moist happy death day,@YouTube,,919346828675571712,0.3818,0.291,0.485,0.224
103,RetroGamer296,2017-10-14 19:38,0,0,aaahhctober review happy death day,,,919346780852097024,-0.0516,0.368,0.349,0.283
104,jmenzsz,2017-10-14 19:38,0,4,babe got date go see happy death day life going fucking swell,,,919346702749810688,-0.0516,0.222,0.21,0.568
105,MissyShekinah,2017-10-14 19:38,0,2,happy death day good movie anyone seen stupid,,,919346661490642944,-0.1779,0.408,0.369,0.223
106,eddievercetti,2017-10-14 19:38,0,1,happy death day shocked written guy brought us horny starfire,,,919346613075591168,-0.3612,0.367,0.219,0.414
107,e_r0s,2017-10-14 19:37,0,1,happy death day,,,919346545333555200,-0.0516,0.453,0.43,0.116
108,breakintheJuls,2017-10-14 19:37,0,0,happy death day,,,919346533727985664,-0.0516,0.453,0.43,0.116
109,ToriaSecret_,2017-10-14 19:37,0,0,taking see happy death day,,,919346465520177154,-0.0516,0.368,0.349,0.283
110,OnealBilly,2017-10-14 19:37,0,0,happy death day daughter,,,919346441939816448,-0.0516,0.406,0.385,0.208
111,MaxiMejia15,2017-10-14 19:37,0,3,happy death day good save,,,919346409224228865,0.7096,0.265,0.667,0.068
112,Maddie_030405,2017-10-14 19:36,7,3,wanna go see happy death day,,,919346317192847362,-0.0516,0.336,0.319,0.345
113,KailenAldridge,2017-10-14 19:36,0,1,someone go see happy death day,,,919346316597010433,-0.0516,0.336,0.319,0.345
114,OhFears,2017-10-14 19:36,0,0,wanna die whole week straight like girl happy death day,,,919346255343570944,-0.1779,0.373,0.388,0.239
115,Blackktravv,2017-10-14 19:36,0,0,tryn go see happy death day,,,919346211957755904,-0.0516,0.336,0.319,0.345
116,liane25tigers,2017-10-14 19:36,0,0,movie kept us guessing right writers great job identity,,,919346177300189184,0.6249,0.0,0.339,0.661
117,LoveeTiaa,2017-10-14 19:36,0,1,happy death day,,,919346164201377794,-0.0516,0.453,0.43,0.116
118,B_Jennings1243,2017-10-14 19:36,0,0,hopefully see happy death day tomorrow,,,919346142650908672,0.3612,0.293,0.481,0.226
119,VodkaPoisonn,2017-10-14 19:36,0,1,happy death day great movie wish explained moreeeeee,,,919346120072896512,0.765,0.212,0.571,0.217
120,stephanie_webb0,2017-10-14 19:36,12,22,want go pumpkin patch also want see happy death day movie,,,919346097511849984,0.1027,0.227,0.366,0.407
121,teenagekiller,2017-10-14 19:35,0,1,cinemark happy death day santo sp,,,919346054008573952,-0.0516,0.336,0.319,0.345
122,faustshaus,2017-10-14 19:35,0,1,laughed way happy death day consider adding halloween movie,@kinda_cool,,919345958827249664,0.4215,0.235,0.404,0.361
123,sydlaykay,2017-10-14 19:35,0,0,want see happy death day,,,919345922265505792,0.0258,0.358,0.459,0.183
124,IFeelLikeWest,2017-10-14 19:35,0,1,happy death day fuckin trrrash,,,919345892175446017,-0.0516,0.368,0.349,0.283
125,notamykay,2017-10-14 19:35,0,2,quick reaction,,#HappyDeathDay #StardustApp,919345872558870528,0.0,0.0,0.0,1.0
126,Maikitoboii,2017-10-14 19:35,0,0,happy death day today quien,,,919345850735833088,-0.0516,0.368,0.349,0.283
127,AustinCaelan,2017-10-14 19:34,0,6,happy death day really exceeded given pretty bad movie title suggest go see,,,919345819802796032,-0.0609,0.314,0.304,0.382
128,DylanMarkMurphy,2017-10-14 19:34,0,9,also gay guy happy death day helllllaaaa,,,919345793416306688,-0.0516,0.31,0.294,0.397
129,brokeandboujeee,2017-10-14 19:34,0,0,wanna go see happy death day needa date,,,919345720968269824,-0.0516,0.287,0.272,0.441
130,sydaroo_12,2017-10-14 19:34,0,3,happy death day actually pretty good movie,,,919345657474895877,0.7096,0.234,0.587,0.18
131,ShariLauree,2017-10-14 19:34,0,0,happy death day directed christopher landon,,,919345611354329090,-0.0516,0.336,0.319,0.345
132,liane25tigers,2017-10-14 19:34,0,0,movie talk keep u edge ur seat people ol scary,@UniversalHorror,,919345584976384000,-0.4939,0.286,0.0,0.714
133,Chandler_420,2017-10-14 19:32,0,1,kicking go see happy death day guess,,,919345266624487424,-0.0516,0.31,0.294,0.397
134,sydneejoy23,2017-10-14 19:32,0,16,someone go happy death day,,,919345264749662208,-0.0516,0.368,0.349,0.283
135,robertsaborido,2017-10-14 19:32,0,0,happy death day slasher aplicada un fil narratiu de loop pur entreteniment de,,#Sitges50,919345194721570817,-0.0516,0.21,0.199,0.591
136,l3tm3liv3,2017-10-14 19:32,0,2,happydeathdaymovie,,#HappyDeathDay,919345181836460032,0.0,0.0,0.0,1.0
137,LargeMarge67,2017-10-14 19:32,0,0,latest,,#happydeathday #bladerunner2049,919345181056491527,0.0,0.0,0.0,1.0
138,12348v,2017-10-14 19:32,0,1,wanna go see happy death day,,,919345175226351616,-0.0516,0.336,0.319,0.345
139,Jaexoxo_,2017-10-14 19:31,0,0,might go see happy death day gonna make day,,,919344999304761344,-0.0516,0.267,0.253,0.479
140,desmariegg,2017-10-14 19:31,0,2,happy death day def worst movie ever seen,,,919344998944051200,-0.6486,0.479,0.222,0.299
141,BrunooZaratee00,2017-10-14 19:31,0,0,voy ver happy death day al mepa que largo llorar en el medio de la peli,,,919344935878430732,-0.0516,0.181,0.171,0.648
142,sumeyaalington,2017-10-14 19:31,0,1,exceeded liked,,#HappyDeathDay,919344819280920577,0.4215,0.0,0.737,0.263
143,ysl_kris,2017-10-14 19:30,0,2,happy death day finessed ass,,,919344817611706368,-0.5719,0.565,0.282,0.153
144,urboyyjojo,2017-10-14 19:30,0,0,wanna see happy death day,,,919344796262580224,-0.0516,0.368,0.349,0.283
145,oddfelicia_,2017-10-14 19:30,0,2,happy death day really actually enjoyed going movies often,,,919344795033722881,0.5233,0.227,0.424,0.349
146,GorTheMovieGod,2017-10-14 19:30,0,4,theater happy death day annoying loud ass kids already,,,919344730282000390,-0.7506,0.537,0.197,0.266
147,nanipunani,2017-10-14 19:30,0,1,wanna go watch happy death day,,,919344726007988224,-0.0516,0.336,0.319,0.345
148,DiddensJared,2017-10-14 19:30,0,0,going see happy death day,,,919344595808538624,-0.0516,0.368,0.349,0.283
149,CrummyLuke,2017-10-14 19:30,0,0,refer happy death day day except true even jokes,,#meta,919344576183263233,0.5574,0.224,0.489,0.287
150,amjay718,2017-10-14 19:30,0,0,awesome beautiful,@jessica_rothe,#HappyDeathDay,919344572962168832,0.8402,0.0,1.0,0.0
151,rmarquardt1011,2017-10-14 19:29,0,1,happy death day amazing,,#10,919344459762012162,0.5574,0.315,0.605,0.081
152,ggfletcher,2017-10-14 19:29,0,2,boys loved,,#HappyDeathDay,919344454372294656,0.5994,0.0,0.796,0.204
153,ylimeballard,2017-10-14 19:29,0,0,someone take go see happy death day,,,919344441663537153,-0.0516,0.31,0.294,0.397
154,amjay718,2017-10-14 19:29,0,1,saw gorgeous,@raylynn93,#happydeathday,919344400517533699,0.6124,0.0,0.8,0.2
155,Chriswillman90,2017-10-14 19:29,0,1,blumhouse guess people get enough,,,919344397434662912,0.0,0.0,0.0,1.0
156,KevDontCare,2017-10-14 19:29,0,0,buy tickets wild early shit almost sold,,#HappyDeathDay,919344383232823296,-0.5574,0.375,0.0,0.625
157,LaidiesmanVega,2017-10-14 19:28,0,1,bruh need go see,@UniversalHorror,#HappyDeathDay,919344289863176193,0.0,0.0,0.0,1.0
158,patkirchsucks,2017-10-14 19:28,0,10,alone movie theater see happy death day could ever ask,,,919344286008832001,-0.296,0.355,0.223,0.422
159,PantherGabriell,2017-10-14 19:28,0,0,tacos imagine dragons tacos,@Torchy,#happydeathday,919344233651277824,0.0,0.0,0.0,1.0
160,ItsRachelW_,2017-10-14 19:28,0,0,movie happy death day like life yknow wake dead repeat,,,919344194493263872,-0.4588,0.402,0.304,0.294
161,RascalFKennedy,2017-10-14 19:28,0,1,check film review via link,,#HappyDeathDay,919344155364438017,0.0,0.0,0.0,1.0
162,finahhnay,2017-10-14 19:27,0,1,happy death day good movie go watch scared,,,919344048279904258,-0.0516,0.391,0.379,0.23
163,CineGrades,2017-10-14 19:27,0,0,happy death day character dev creative kills solid performances lead roles fairly,,,919343973386412032,-0.0516,0.327,0.363,0.31
164,BigDaddyT__,2017-10-14 19:27,0,1,wanna see happy death day,,,919343885679292421,-0.0516,0.368,0.349,0.283
165,JustinBoone_,2017-10-14 19:26,0,6,wants go see happy death day,,,919343768108781569,-0.0516,0.336,0.319,0.345
166,ttamoniram,2017-10-14 19:26,1,0,seeing happy death day,,,919343701364797440,-0.0516,0.406,0.385,0.208
167,Dee_morgan23,2017-10-14 19:26,0,3,happy death day worst movie seen lmao,,,919343657588875265,-0.1027,0.43,0.409,0.161
168,onIyhrry,2017-10-14 19:26,0,0,got home seeing happy death day best comedy far,,,919343603834646533,0.7579,0.202,0.539,0.259
169,DontTouchThat_1,2017-10-14 19:25,0,0,happy death day groundhog day scary,,,919343524671311873,-0.5267,0.514,0.268,0.217
170,ecintron_,2017-10-14 19:25,0,0,anyone seen happy death day,,,919343500436656128,-0.0516,0.368,0.349,0.283
171,LKGaming17,2017-10-14 19:25,0,0,happy death day via,@YouTube,,919343465665847296,-0.0516,0.406,0.385,0.208
172,___Rochelle_,2017-10-14 19:25,0,0,happy death day better,,,919343424976723968,0.4019,0.339,0.574,0.087
173,kyliepuff,2017-10-14 19:25,0,1,happy death day,,,919343395465826307,-0.0516,0.453,0.43,0.116
174,IndiaPatrice97,2017-10-14 19:24,0,0,happy death day,,,919343286942425088,-0.0516,0.453,0.43,0.116
175,xkw__,2017-10-14 19:24,0,1,happy death day,,,919343206294347776,-0.0516,0.453,0.43,0.116
176,PancakeMix85,2017-10-14 19:24,0,1,surprisingly actually liked,,#HappyDeathDay,919343187172368385,0.6124,0.0,0.833,0.167
177,HbkTony,2017-10-14 19:24,0,2,tryin go see happy death day tomorrow really tony scoop,,,919343181145235456,0.1725,0.237,0.339,0.425
178,theAUSSTINNshow,2017-10-14 19:24,0,10,really want see happy death day,,,919343172848881664,0.1672,0.313,0.446,0.241
179,kochiiah,2017-10-14 19:24,0,5,devin r going see happy death day tonight,,,919343167073288192,-0.0516,0.31,0.294,0.397
180,electraheathens,2017-10-14 19:24,0,0,want watch happy death day,,,919343138078040066,0.0258,0.358,0.459,0.183
181,jamiedanae_,2017-10-14 19:24,0,0,happy death day,,,919343131757248514,-0.0516,0.453,0.43,0.116
182,breaunadeniser,2017-10-14 19:23,0,0,ending soooo,,#HappyDeathDay,919343013989703680,0.0,0.0,0.0,1.0
183,HorrorShowComix,2017-10-14 19:23,1,8,fun day movies happy death day definitely horror movie,,,919342884792365056,0.2732,0.357,0.455,0.188
184,NateCrowWriter,2017-10-14 19:23,23,21,latest review spoiler free,,#HappyDeathDay,919342866291453952,0.5106,0.0,0.524,0.476
185,breaunadeniser,2017-10-14 19:23,0,0,hella,,#HappyDeathDay,919342860784291846,0.0,0.0,0.0,1.0
186,dylan_flasher,2017-10-14 19:23,0,1,someone go see happy death day,,,919342813392797697,-0.0516,0.336,0.319,0.345
187,JAZZYGBDATBITCH,2017-10-14 19:23,0,0,happy death day,@8,,919342809559203840,-0.0516,0.453,0.43,0.116
188,brivxna,2017-10-14 19:22,0,1,still tryna see happy death day,,,919342799786512384,-0.0516,0.336,0.319,0.345
189,Kev_TruScorpio,2017-10-14 19:22,0,0,wanna see happy death day,,,919342745457713153,-0.0516,0.368,0.349,0.283
190,TristonJenner,2017-10-14 19:22,0,1,wanna see happy death day,,,919342711748026368,-0.0516,0.368,0.349,0.283
191,prasejeebus,2017-10-14 19:22,2,28,words happy death day spoiler loved,,,919342636523245568,0.5719,0.269,0.524,0.207
192,LizethCrdns,2017-10-14 19:22,0,0,saw happy death day roommate killer,,,919342607343456256,-0.6705,0.55,0.248,0.201
193,gerardorivera45,2017-10-14 19:22,0,0,happy death day ta duraa,,,919342591711301632,-0.0516,0.368,0.349,0.283
194,watchmebeme,2017-10-14 19:22,0,1,loved movie buying day comes,,#HappyDeathDay,919342583763099649,0.5994,0.0,0.494,0.506
195,dawswiggity,2017-10-14 19:22,0,0,happy death day looks mad trash,,,919342576565702657,-0.5267,0.514,0.268,0.217
196,iFearJohnny,2017-10-14 19:21,0,0,happy death day pretty damn funny entertaining movie,,,919342546429419520,0.7269,0.31,0.596,0.094
197,Makaaaaylaaa,2017-10-14 19:21,0,0,going happy death day today,,,919342529102958592,-0.0516,0.368,0.349,0.283
198,Areeeli706,2017-10-14 19:21,0,1,cousin tryna get go see happy death day get,,,919342494961172480,-0.0516,0.267,0.253,0.479
199,_lashaunnn,2017-10-14 19:21,0,1,happy death day good,,,919342447146209281,0.4019,0.339,0.574,0.087
200,LifeOfMikey1,2017-10-14 19:21,0,0,happy death day pretty good,,,919342433451753472,0.7096,0.265,0.667,0.068
201,mpowriv,2017-10-14 19:21,0,0,happy death day surprisingly pretty good,,,919342372231827457,0.7964,0.231,0.71,0.059
202,chadmeister1989,2017-10-14 19:20,0,0,saw happy death day expecting cheesy horror movie,,,919342274131107840,-0.5994,0.466,0.227,0.307
203,PhongThanhLe3,2017-10-14 19:20,0,0,added video playlist happy death day movie review,@YouTube,,919342196238798848,-0.0516,0.287,0.272,0.441
204,LaurenAcevedo,2017-10-14 19:20,0,1,wants see happy death day,,,919342144753754119,-0.0516,0.368,0.349,0.283
205,ImpactkLoH,2017-10-14 19:20,0,0,happy death day average thought friday movie lot scarier,,,919342140832075777,-0.0516,0.267,0.253,0.479
206,Ed_Betts,2017-10-14 19:20,0,1,bill murray get royalties happy death day hahaha,,,919342114147889152,0.5267,0.241,0.451,0.309
207,50Roundss,2017-10-14 19:20,0,1,watched good movie,,#HappyDeathDay,919342090294841344,0.4404,0.0,0.592,0.408
208,50Shades0fDE,2017-10-14 19:20,2,4,saw happy death day never eating cupcake,,,919342067012263936,-0.0516,0.31,0.294,0.397
