,username,date,retweets,favorites,text,mentions,hashtags,id,Compound_Score,Negative_Score,Positive_Score,Neutral_Score
57,berimbauhero,2017-10-18 19:26,0,0,se forem ver happy death day chama vlwflw,,,920793122384183296,-0.0516,0.287,0.272,0.441
58,michael_myersx0,2017-10-18 19:25,0,0,ha gustado un de la misma vida una otra happy death day,@YouTube,,920793031846121473,0.296,0.205,0.321,0.474
59,DustinCelestine,2017-10-18 19:25,0,0,boredom struck saw happy death day last expecting cheesy seasonal actually really good,,,920792883606773760,-0.079,0.355,0.298,0.346
60,IslandBadGyaal,2017-10-18 19:24,6,1,happy death day good expecting something really see,,,920792845551841280,0.4019,0.252,0.426,0.323
61,J_Kayyyyy,2017-10-18 19:24,0,0,want see happy death day bad,,,920792797388554240,-0.5267,0.514,0.347,0.139
62,Leslie_Rachan,2017-10-18 19:23,0,0,ha gustado un de la misma vida una otra happy death day,@YouTube,,920792548913713152,0.296,0.205,0.321,0.474
63,VannieCole,2017-10-18 19:23,0,1,need see happy death day everyone saying good,,,920792407603494912,0.4019,0.252,0.426,0.323
64,Swilliky,2017-10-18 19:23,0,0,movie happy death day,,#HappyDeathDay #MovieReview #Horror,920792360711110657,-0.0516,0.406,0.385,0.208
65,rrooossssiiiee,2017-10-18 19:23,0,5,wanna see happy death day,,,920792357779390464,-0.0516,0.368,0.349,0.283
66,kennnneddyyy,2017-10-18 19:22,0,2,poop watching happy death day,,,920792246202617857,-0.0516,0.368,0.349,0.283
67,sippyrcup,2017-10-18 19:22,0,0,happy death day eu fazendo,,,920792132063039489,-0.0516,0.368,0.349,0.283
68,CawkieBoiMMA,2017-10-18 19:21,0,1,girls dragging see ugghh,,#HappyDeathDay,920791963535732737,0.0,0.0,0.0,1.0
69,laurennicoleex,2017-10-18 19:21,0,1,refuse go see happy death day ads play nonstop spotify,,,920791922209325057,0.0,0.335,0.335,0.33
70,talissatan_,2017-10-18 19:20,0,0,happy death day pa,@cinepolisbrasil,,920791739488600065,-0.0516,0.406,0.385,0.208
71,feeqanadia,2017-10-18 19:20,0,1,nnt nk try happy death day plak,,,920791733847310336,-0.0516,0.31,0.294,0.397
72,charlotte4life1,2017-10-18 19:20,0,0,watching happy death day know favorite actress,@jessica_rothe,,920791713995563008,0.4215,0.267,0.459,0.274
73,AdamR38,2017-10-18 19:19,0,4,main character happy death day named tree,,,920791357307871232,-0.0516,0.31,0.294,0.397
74,Exhibit__J,2017-10-18 19:19,0,0,want something fun different still wanna go movies see happy death day,,,920791354061524994,0.5267,0.193,0.411,0.396
75,Exhibit__J,2017-10-18 19:17,0,0,tryna go see happy death day,,,920791010321543168,-0.0516,0.336,0.319,0.345
76,WeAreSecondU,2017-10-18 19:16,1,1,happy death day second union via,@WeAreSecondU,,920790808785141761,-0.0516,0.336,0.319,0.345
77,_InkMyThoughts,2017-10-18 19:16,0,1,sooo yeah movie happy death day,,,920790691407474688,0.25,0.305,0.461,0.234
78,w_stratter,2017-10-18 19:15,0,0,head see catch later,,#HappyDeathDay,920790414583623680,0.0,0.0,0.0,1.0
79,EternalGamma,2017-10-18 19:15,0,0,date night watching happy death day star theatre gratiot,,,920790392873857025,-0.0516,0.267,0.253,0.479
80,hugmeloxx,2017-10-18 19:13,0,0,watched happy death day,@MahoganyLOX,,920790002530963458,-0.0516,0.406,0.385,0.208
81,BORReport,2017-10-18 19:13,0,0,daily box office report october,,#BoxOffice #BladeRunner2049 #HappyDeathDay #TheForeigner,920789863468634112,0.0,0.0,0.0,1.0
82,heysweetpeach,2017-10-18 19:12,0,1,family movie night love first despiscable next happy death day,,,920789764974039041,0.6124,0.207,0.42,0.372
83,hm_pufnstuf,2017-10-18 19:11,0,2,props happy death day fun horror movie take,,,920789432080437248,-0.1531,0.409,0.376,0.215
84,viewoverhere,2017-10-18 19:10,0,0,watching happy death day rave cinemas baldwin hills crenshaw plaza,,,920789297808121856,-0.0516,0.25,0.237,0.513
85,Laura88Lee,2017-10-18 19:08,61,1281,also kinda loved happy death day,,,920788803605872640,0.5255,0.266,0.514,0.22
86,RhinosandAliens,2017-10-18 19:06,0,0,continues exceed expectations continues fall short,,#HappyDeathDay #BladeRunner2049,920788304538238977,0.0,0.0,0.0,1.0
87,irenv_,2017-10-18 19:06,8,0,quiero ver happy death day quiero cine e e,,,920788172002529281,-0.0516,0.31,0.294,0.397
88,NovaKorpov,2017-10-18 19:06,0,0,knew nothing going happy death day great mean girls groundhog day scream,,,920788141484765185,0.3711,0.272,0.346,0.382
89,clipsonlinetv,2017-10-18 19:04,0,0,young audiences flock happy death day new york times new york times,,#Movies #Film,920787749208252416,-0.0516,0.222,0.21,0.568
90,Alaa_foox,2017-10-18 19:03,1,2,happy death day groundhog,,,920787483880755200,-0.0516,0.406,0.385,0.208
91,Kellyxo_13,2017-10-18 19:01,0,0,happy death day red robin mama kayla babbe,,,920786885072576513,-0.0516,0.287,0.272,0.441
92,aldhea_bhem,2017-10-18 19:01,4,6,seven bad genius happy death day tooo muuucccchh best moviessss,,,920786872372101120,0.128,0.347,0.371,0.282
93,Jake_Whyman,2017-10-18 19:00,2,9,saw happy death day morbid hoping bill murray revealed masked killer entire,,,920786760656871424,-0.4019,0.361,0.286,0.352
94,kitimientertai1,2017-10-18 19:00,0,0,happy death day recycles comedy classic horror longview,,,920786734383861760,-0.34,0.427,0.348,0.225
95,YSN_KENT,2017-10-18 19:00,0,0,happy death day still nah,,,920786595833409536,-0.1531,0.482,0.336,0.182
96,ale0092001,2017-10-18 18:57,0,1,ha gustado un de la misma vida una otra happy death day,@YouTube,,920785953035292674,0.296,0.205,0.321,0.474
97,moviebucom2,2017-10-18 18:57,0,0,happy death day,,,920785890959613954,-0.0516,0.453,0.43,0.116
98,sonofabish_33,2017-10-18 18:57,0,1,seeing lot negativity around happy death day recently throwing positivity forking awesome,,,920785887902027777,0.5994,0.285,0.439,0.277
99,Shyanne_Alysha,2017-10-18 18:55,0,0,anyone seen happy death day friend wanna wants go let,,,920785561446748165,0.4588,0.219,0.388,0.393
100,jessamhainne,2017-10-18 18:55,0,0,yung feeling na ayaw niya manood ng happy death day kahapon kase onti lng nanonood hahaha takot siya oh kaya,,,920785324283912192,0.5994,0.136,0.307,0.557
101,irenebooksfan,2017-10-18 18:54,0,0,loved loved great movie cant wait see amazing job cast,@UniversalHorror,#HappyDeathDay,920785093777506305,0.8698,0.146,0.567,0.286
102,SYMPHONIC_ROCK,2017-10-18 18:53,0,1,seen happy death day,@TheDeadDeads,,920785043366260736,-0.0516,0.406,0.385,0.208
103,stfuivory,2017-10-18 18:53,1,3,really want see happy death day,,,920785022268817408,0.1672,0.313,0.446,0.241
104,Chaconiaa,2017-10-18 18:53,0,0,going see happy death day wit boo tomorrow cannot wait,,,920784905436622848,-0.0516,0.25,0.237,0.513
105,HannahEmily99,2017-10-18 18:52,2,6,still seen happy death day fine fine,,,920784748703830016,0.34,0.275,0.514,0.211
106,nalpamplona,2017-10-18 18:52,0,0,esse filme de happy death day,@Cin @cinepolisbrasil,,920784716839686151,-0.0516,0.336,0.319,0.345
107,labbla11,2017-10-18 18:51,0,1,happy death day best,,,920784551475064832,0.6124,0.305,0.617,0.078
108,BlueHighwind,2017-10-18 18:51,1,3,stuck day always poop time every always kind,,#HappyDeathDay,920784464606875648,0.34,0.175,0.298,0.526
109,c0v3rmyrainb0w,2017-10-18 18:51,0,0,liked video happy death day ending explained,@YouTube,,920784442934820870,0.3818,0.271,0.451,0.278
110,ChrisAnciso_,2017-10-18 18:48,0,1,saw happy death day hunny whole theatre,,,920783570209247232,-0.0516,0.31,0.294,0.397
111,artistic_jgil,2017-10-18 18:48,0,0,decided going killer happy death day vetoed bloody,,,920783564299558913,-0.8126,0.59,0.197,0.213
112,Landrau_97,2017-10-18 18:47,0,0,happy death day,,,920783484871901185,-0.0516,0.453,0.43,0.116
113,BrianWCollins,2017-10-18 18:46,0,9,wow one made observation happy death day character notes,,,920783252142538753,0.5574,0.224,0.431,0.345
114,charissemarie,2017-10-18 18:46,0,0,happy death day far exceeds initial budget next jessica rothe,,,920783085297336320,-0.0516,0.25,0.237,0.513
115,SMicheliz,2017-10-18 18:46,0,0,happy death day estaba tan wow,,,920783067362611200,0.5574,0.271,0.521,0.208
116,iamkingcar,2017-10-18 18:45,1,4,want see happy death day,,,920782955122892800,0.0258,0.358,0.459,0.183
117,ChristyBrooks_,2017-10-18 18:44,0,0,happy death day made mad end,,,920782777934598144,-0.5267,0.514,0.268,0.217
118,_Londaaa_,2017-10-18 18:44,0,1,wish relive life like girl happy death day like relived lol,,,920782690596655105,0.8519,0.169,0.615,0.216
119,sydneeesmith,2017-10-18 18:44,0,2,check review happy death day,,,920782670170169345,-0.0516,0.368,0.349,0.283
120,lukeceviche,2017-10-18 18:44,0,0,hoy voy ver happy death day es mi happy death day porque entregan mis notas ahre,,,920782661140049923,-0.1027,0.287,0.272,0.441
121,swalowmeonspitr,2017-10-18 18:43,0,1,taking c happy death day,,,920782519401791488,-0.0516,0.406,0.385,0.208
122,mayxamartin,2017-10-18 18:43,0,1,want watch happy death day,,,920782319543230465,0.0258,0.358,0.459,0.183
123,MasonC661,2017-10-18 18:42,2,9,seen happy death day,,,920782173694697472,-0.0516,0.406,0.385,0.208
124,pewlie,2017-10-18 18:42,0,0,israel like two pics happy death day google go pause screen cap,,,920782112411623424,0.3182,0.204,0.325,0.471
125,Trollzous,2017-10-18 18:41,6,175,movie happy death day supposed ironic horror comedy lost trailer,,,920781969063055360,-0.6369,0.528,0.287,0.185
126,mvdxson,2017-10-18 18:41,0,0,happy death day goooooood,,,920781901547257857,-0.0516,0.406,0.385,0.208
127,LastBowCelebs,2017-10-18 18:40,0,0,happy death day far exceeds initial budget next jessica rothe,,#LastBow,920781756936138753,-0.0516,0.25,0.237,0.513
128,aralogyyy,2017-10-18 18:40,0,1,nood tayong,,#HappyDeathDay,920781677135249408,0.0,0.0,0.0,1.0
129,ezegamer02,2017-10-18 18:40,0,0,ha gustado un de la misma vida una otra happy death day,@YouTube,,920781563373260801,0.296,0.205,0.321,0.474
130,zoeisaprincess,2017-10-18 18:39,0,1,kinda wanna see happy death day,,,920781474558857216,-0.1189,0.344,0.303,0.353
131,lalisataes,2017-10-18 18:39,0,0,okay character development happy death day,,,920781392262455296,0.1779,0.312,0.448,0.24
132,paolavvictoria,2017-10-18 18:38,0,0,quiero ver happy death day,,,920781196392652801,-0.0516,0.368,0.349,0.283
133,modmove,2017-10-18 18:38,0,0,neutral,,#HappyDeathDay #moviereview #brisbanecinema,920781132559417347,0.0,0.0,0.0,1.0
134,RalphOficial,2017-10-18 18:35,0,1,gracias ya vi un thriller interesante divertido,@UniversalMX,#HappyDeathDay,920780512955944960,0.1027,0.0,0.189,0.811
135,Leilanix____,2017-10-18 18:33,0,0,happy death day worth going,,,920779934653698048,0.1779,0.339,0.487,0.174
136,AndreSweatshirt,2017-10-18 18:33,1,7,um tryin watch happy death day,,,920779842379046912,-0.0516,0.336,0.319,0.345
137,offee41,2017-10-18 18:32,0,8,wanna go see happy death day,,,920779727908016130,-0.0516,0.336,0.319,0.345
138,parkerrudolph02,2017-10-18 18:31,0,2,anyone seen happy death day go see day repeats could trip,,,920779466070286337,-0.0516,0.235,0.223,0.542
139,danielxmeyers,2017-10-18 18:30,0,0,happy death day mountain us r must sees,,,920779178215202816,-0.0516,0.31,0.294,0.397
140,ontheNthday,2017-10-18 18:30,0,0,god created happy death day,,,920779065090437122,0.4404,0.307,0.614,0.079
141,largekfcbucket,2017-10-18 18:29,0,1,watched enjoyed happy death day please block,,,920778964767035392,0.3612,0.376,0.514,0.11
142,ssskyyy_,2017-10-18 18:29,0,4,someone see happy death day,,,920778921876082688,-0.0516,0.368,0.349,0.283
143,rhirhipeach86,2017-10-18 18:28,0,1,gotta see,,#HappyDeathDay,920778612411904000,0.0,0.0,0.0,1.0
144,ScreenFellas,2017-10-18 18:27,3,1,new ep review recap premiere,,#HappyDeathDay #TheForeigner #StarWarsRebels #episodeGuid,920778483013488641,0.0,0.0,0.0,1.0
145,alyshiahkay,2017-10-18 18:27,0,0,taking ben see happy death day birthday,,,920778456476024833,-0.0516,0.31,0.294,0.397
146,rheannalaroe,2017-10-18 18:27,0,0,happy death day bad movie,,,920778452244008961,-0.5719,0.565,0.282,0.153
147,Robbie_Cockayne,2017-10-18 18:26,0,2,happy death day comes cinemas brill,,,920778215148408832,-0.0516,0.336,0.319,0.345
148,ClassySnobbb,2017-10-18 18:26,0,0,gonna see gonna see great,@MountainBetween,#HappyDeathDay,920778068687556608,0.6249,0.0,0.506,0.494
149,CinemaHorror,2017-10-18 18:25,0,0,happy death day tv spot playing,,,920777903658254337,0.1531,0.315,0.444,0.242
150,TheBoxOfficeGuy,2017-10-18 18:25,0,0,tue,,#BladeRunner2049 #HappyDeathDay #Foreigner #MountainBetweenUs #AmericanMade #Kingsman #It,920777895915560960,0.0,0.0,0.0,1.0
151,yatosclub,2017-10-18 18:25,0,1,ooooo misunderstood say yeah happy death day waste time nd,,,920777802856660992,-0.4939,0.455,0.295,0.25
152,_IronGentleman,2017-10-18 18:24,0,1,really enjoyed part going avoid happy death day since said pode ser vezes,,,920777588749975552,0.2944,0.272,0.326,0.402
153,Taidon,2017-10-18 18:24,0,0,retweeted box office mojo tuesday,@boxofficemojo @BladeRunner,#BoxOffice #HappyDeathDay,920777524157845509,0.0,0.0,0.0,1.0
154,_Baby_Bear88,2017-10-18 18:23,0,1,pretty good,,#HappyDeathDay,920777287158648833,0.7269,0.0,1.0,0.0
155,ratedluis1,2017-10-18 18:23,0,0,un video de la misma vida una otra happy death day,@YouTube,,920777260348727296,-0.0516,0.235,0.223,0.542
156,ahmedaiman9999,2017-10-18 18:20,0,0,happy death day movie review,@YouTube,,920776680104480768,-0.0516,0.368,0.349,0.283
157,ItsJaimeHere,2017-10-18 18:19,0,3,liked happy death day last minutes,,,920776475476860928,0.3818,0.291,0.485,0.224
158,FaithLndn,2017-10-18 18:19,0,0,another movie marathon saturday ilford,,#Geostorm #HappyDeathDay #Cieworld #EastLondon,920776444250345472,0.0,0.0,0.0,1.0
159,Daddy_Layno,2017-10-18 18:19,0,1,happy death day wack,,,920776322355474432,-0.0516,0.406,0.385,0.208
160,cue_movie,2017-10-18 18:17,0,2,happy death day,,#movie #,920775945337806848,-0.0516,0.453,0.43,0.116
161,FB_BMB,2017-10-18 18:17,0,2,bad moms bad moms happy death day home suburbicon,,,920775944964591616,-0.802,0.556,0.189,0.255
162,kceulogio,2017-10-18 18:17,0,0,happy death day naman sana kaso,,,920775918796152832,-0.0516,0.336,0.319,0.345
163,theodorekerekes,2017-10-18 18:17,0,0,movie saw today theatres,@shareamc @AMC,#happydeathday,920775797597761536,0.0,0.0,0.0,1.0
164,CineastasMx,2017-10-18 18:15,0,0,te puedes perder de la cinta de que el de,@UniversalMX,#HappyDeathDay,920775455522938881,0.0,0.0,0.0,1.0
165,arthurwyatt,2017-10-18 18:15,0,0,seen happy death day looks,,,920775361809473536,-0.0516,0.368,0.349,0.283
166,HorrorHello,2017-10-18 18:15,0,0,happy death day horror film rarely takes seriously via,@movyseeker31,,920775340993187842,-0.5239,0.427,0.293,0.281
167,cyellaw,2017-10-18 18:15,0,2,need someone go watch happy death day,,,920775282277175296,-0.0516,0.31,0.294,0.397
168,ceeetv,2017-10-18 18:14,0,1,completely forgot saw happy death day,,,920775139117162496,0.0164,0.329,0.334,0.337
169,puyalluppost,2017-10-18 18:14,0,2,happy death day flick snagged number one box office last check,,,920775048335474688,0.0258,0.231,0.296,0.473
170,neurowillbe,2017-10-18 18:14,0,0,happy death day,,,920775043558158336,-0.0516,0.453,0.43,0.116
171,twitte1686,2017-10-18 18:13,0,0,happy death day,@MTDb,,920774754260471808,-0.0516,0.453,0.43,0.116
172,riansyaprawi,2017-10-18 18:12,0,0,holy sheeeeyyyyt happy death day da keluar kat wayang,,,920774642809180160,-0.0516,0.267,0.253,0.479
173,mileysputaa,2017-10-18 18:12,0,0,happy death day looks horrible,@me,,920774517315784705,-0.5719,0.565,0.282,0.153
174,SocialnnFilm_TV,2017-10-18 18:12,0,0,far happy death day excelled audience reviews box,,,920774495715102721,0.4588,0.247,0.437,0.316
175,mellyxiii,2017-10-18 18:11,0,1,happy death day,,,920774266991214592,-0.0516,0.453,0.43,0.116
176,ediefalcos,2017-10-18 18:09,0,2,halloween weeks happy death day came birthday weeks happy dea,,,920773862782001152,0.5423,0.213,0.404,0.383
177,kaileysheppard,2017-10-18 18:09,0,3,wants go see happy death day,,,920773852141060098,-0.0516,0.336,0.319,0.345
178,AoifPom,2017-10-18 18:09,1,9,always fun partnering guys team,@CorksRedFM @omniplexcork,#thanks #happydeathday,920773787775356930,0.5106,0.0,0.452,0.548
179,yatosclub,2017-10-18 18:09,0,1,cuz friends havent wanted see movie yet ajshjs watched happy death day yesterday trash,,,920773776735920128,0.4404,0.18,0.313,0.507
180,_viniciusmreis,2017-10-18 18:09,0,0,cinemark happy death day ba,,,920773750462795776,-0.0516,0.368,0.349,0.283
181,ludaiza_drrms,2017-10-18 18:07,0,1,happy death day everyone,,,920773335134306304,-0.0516,0.406,0.385,0.208
182,boxofficemojo,2017-10-18 18:06,37,75,tuesday,@BladeRunner @ForeignerMovie,#BoxOffice #HappyDeathDay,920773125360435200,0.0,0.0,0.0,1.0
183,lebron_franciis,2017-10-18 18:04,0,1,el que te diga que happy death day buena te miente tiene sendo plot hole,,,920772656034664449,-0.0516,0.189,0.18,0.631
184,isluna95,2017-10-18 18:04,3,2,wanna go movies watch happy death day lol,,,920772645246980096,0.3818,0.253,0.422,0.325
185,AnnaGoss97,2017-10-18 18:04,0,4,frat party night,@Darragh_McCabe,#HappyDeathDay,920772563919429632,0.4019,0.0,0.574,0.426
186,_krystalannette,2017-10-18 18:03,0,1,happy death day bueeena,,,920772445673582592,-0.0516,0.406,0.385,0.208
187,MSABrownn,2017-10-18 18:03,0,0,liked video happy death day plot points made say,@YouTube,,920772417852764161,0.3818,0.238,0.396,0.366
188,MSABrownn,2017-10-18 18:03,0,0,happy death day plot points made say via,@YouTube,,920772372181012481,-0.0516,0.287,0.272,0.441
189,MSABrownn,2017-10-18 18:03,0,0,happy death day plot points made say via,@YouTube,,920772344842477575,-0.0516,0.287,0.272,0.441
190,MSABrownn,2017-10-18 18:03,0,0,added video playlist happy death day plot points made say,@YouTube,,920772330938396677,-0.0516,0.25,0.237,0.513
191,Darragh_McCabe,2017-10-18 18:03,1,3,fun times preview,,#HappyDeathDay,920772249434710016,0.5106,0.0,0.623,0.377
192,amirhossein1_,2017-10-18 18:02,0,10,happy death day,,,920772157889765381,-0.0516,0.453,0.43,0.116
193,OTS_magazine,2017-10-18 18:02,0,0,happy death day jason blum,,,920772116546506753,-0.0516,0.368,0.349,0.283
194,AaronHagger94,2017-10-18 18:02,0,0,happy death day comes friday,,,920771990750941184,-0.0516,0.368,0.349,0.283
195,MovieTimesAU,2017-10-18 18:00,0,0,neutral,@jasonsmovieblog,#HappyDeathDay #FilmReview #MovieTimes #Contributor,920771640488808453,0.0,0.0,0.0,1.0
196,abimosley_,2017-10-18 18:00,0,0,someone see happy death day w,,,920771633094299648,-0.0516,0.368,0.349,0.283
197,kickcepted,2017-10-18 18:00,0,1,yo happy death day bad fr,,,920771500612964354,-0.5719,0.525,0.262,0.213
198,ChasingCinema,2017-10-18 18:00,0,1,official review happy death day,,#HappyDeathDay,920771476344619008,-0.0516,0.368,0.349,0.283
199,DuaineRoberts,2017-10-18 17:59,0,0,marshall happy death day released see first,,,920771329468616705,-0.0516,0.31,0.294,0.397
200,zaqweOriginal,2017-10-18 17:58,0,0,liked video la misma vida una otra happy death day oasisgeek,@YouTube,,920771078670176261,0.3818,0.212,0.353,0.435
