,username,date,retweets,favorites,text,mentions,hashtags,id,Compound_Score,Negative_Score,Positive_Score,Neutral_Score
44,Sean_W2,2017-10-16 19:41,0,0,far edge happy death day og groundhog,,,920072248328884224,-0.0516,0.31,0.294,0.397
45,itsjaymami,2017-10-16 19:41,0,4,good movie,,#HappyDeathDay,920072154296864773,0.4404,0.0,0.744,0.256
46,DCHamer44,2017-10-16 19:41,0,0,cinemas,@Regal,#happydeathday #regalcinemas #silverspring #maryland #dmv,920072153856389120,0.0,0.0,0.0,1.0
47,sbfiend_TGOD,2017-10-16 19:40,0,0,happy death day pretty good movie,,,920072022096478209,0.7096,0.248,0.624,0.127
48,BossManCam_,2017-10-16 19:40,0,0,anybody see happy death day,,,920071993940168705,-0.0516,0.368,0.349,0.283
49,trendsmetadata,2017-10-16 19:40,1,0,new avg sd happy death day liked views,,#Movies #YouTube #like,920071896913264641,0.3818,0.253,0.422,0.325
50,313KINGGENE_,2017-10-16 19:39,0,0,happy death day funny hell tho,,,920071805800415238,-0.4404,0.497,0.386,0.117
51,pawprintsdavid,2017-10-16 19:39,0,0,ena says scared went watch happy death day,@WHHSpawprints,#bethevoice,920071710870683648,-0.4767,0.439,0.239,0.323
52,LEXIXCARLOS,2017-10-16 19:38,0,1,finna go see happy death day n bei halloweentown,,,920071562254077952,-0.0516,0.287,0.272,0.441
53,MargeTLarge,2017-10-16 19:38,0,0,think going version except still admit goofy stupid still enjoy,,#HappyDeathDay #PitchPerfect,920071497082900481,0.1531,0.221,0.325,0.455
54,___kiyomi,2017-10-16 19:38,0,0,happy death day trash want yall know u didnt,,,920071426299834369,0.0258,0.281,0.36,0.36
55,nickdewar,2017-10-16 19:37,0,1,happy death day,,,920071287522836485,-0.0516,0.453,0.43,0.116
56,AlfyPegeen,2017-10-16 19:36,0,0,box office top happy death day parties,,,920070867140399105,0.5106,0.258,0.543,0.199
57,andreear___,2017-10-16 19:35,0,0,happy death day dura,,,920070780276367360,-0.0516,0.406,0.385,0.208
58,RofthalAnna,2017-10-16 19:35,0,0,box office top happy death day parties,,,920070697807962112,0.5106,0.258,0.543,0.199
59,realdaveimboden,2017-10-16 19:34,1,3,happy death day tight cute lots girl script runs like fun chandelier swing enjoyed,,,920070588479270912,0.8979,0.141,0.57,0.289
60,didadriancry,2017-10-16 19:34,0,0,happy death day,,,920070460317954049,-0.0516,0.453,0.43,0.116
61,PageBreaks_Biz,2017-10-16 19:33,0,1,celebrates box office fades second,,#HappyDeathDay #1 #BladeRunner2049,920070343313711105,0.5719,0.0,0.481,0.519
62,courtneyhaze,2017-10-16 19:33,0,3,saw happy death day ringtone get stuck found humming randomly,,,920070210060558336,-0.296,0.355,0.223,0.422
63,Furley_PR,2017-10-16 19:32,0,0,fun piece happy death day art movie,@Quantanamo,,920070009283526656,0.4767,0.262,0.47,0.268
64,tay_griffin,2017-10-16 19:32,0,0,somebody see happy death day w pls thanks,,,920069958775836678,0.4588,0.264,0.534,0.203
65,nezzzeni,2017-10-16 19:32,0,0,much fun happy death day die,@Del,,920069935572774912,-0.2023,0.464,0.417,0.119
66,FernJGarza,2017-10-16 19:31,0,3,anyone trying see happy death day,,,920069841704202240,-0.0516,0.336,0.319,0.345
67,Jaylyn___,2017-10-16 19:31,0,0,really upset play song happy death day,,,920069712972865536,-0.1065,0.42,0.394,0.186
68,allaccessmovies,2017-10-16 19:31,0,1,finally watching,,#HappyDeathDay,920069637479510016,0.0,0.0,0.0,1.0
69,teezyking23,2017-10-16 19:31,0,1,check happy death day share large sugary icee,@X__QueenAsh,,920069608622739456,0.25,0.264,0.399,0.338
70,buffetlemon1,2017-10-16 19:31,0,0,number happy death day,,#BoxOfficeResults #StartingFinalGrade,920069596253704192,0.0258,0.394,0.505,0.101
71,TheKurdishMamba,2017-10-16 19:30,0,1,man know movie happy death day,,,920069506025656320,-0.0516,0.336,0.319,0.345
72,DXDONMEGA,2017-10-16 19:30,1,1,reaction,,#HappyDeathDay #StardustApp,920069430452908032,0.0,0.0,0.0,1.0
73,mjmmcmanus,2017-10-16 19:29,0,1,thinking going see wonder good,,#HappyDeathDay,920069175271239682,0.4404,0.0,0.42,0.58
74,__CouldCareless,2017-10-16 19:29,1,0,happy death day good,,,920069108191899649,0.4019,0.339,0.574,0.087
75,slusserc,2017-10-16 19:28,0,0,believe convinced sarah see scary watching happy death day theatres wildwood,,,920068936347148288,-0.1779,0.346,0.312,0.341
76,getonlinedegrus,2017-10-16 19:28,0,0,box office top happy death day parties,,,920068875424854016,0.5106,0.258,0.543,0.199
77,NathanNatters,2017-10-16 19:27,0,2,wanna see happy death day,,,920068587984793601,-0.0516,0.368,0.349,0.283
78,InfoSinBandera,2017-10-16 19:26,0,1,film de horror happy death day desplaza en la,,,920068350230790144,-0.5994,0.439,0.214,0.347
79,metaldc4life,2017-10-16 19:25,0,0,box office top happy death day parties driven,,,920068303153922049,0.5106,0.242,0.509,0.248
80,masonsowell,2017-10-16 19:25,0,1,happy death day scary good movie tho,,,920068297747550208,-0.128,0.425,0.395,0.18
81,FresnoNewsCtr,2017-10-16 19:25,0,0,box office top happy death day parties,,,920068245331247104,0.5106,0.258,0.543,0.199
82,StaysOnTop_xo,2017-10-16 19:25,0,1,happy death day want see,,,920068225135726592,0.0258,0.358,0.459,0.183
83,buffetlemon1,2017-10-16 19:25,0,0,goes happy death day,,#BoxOfficeFirstPlacePrediction,920068130176684033,-0.0516,0.406,0.385,0.208
84,ReedleyAreaNews,2017-10-16 19:24,0,0,box office top happy death day parties,,,920068037931356160,0.5106,0.258,0.543,0.199
85,mayraaa_20,2017-10-16 19:24,4,4,want see happy death day,,,920067937435656193,0.0258,0.358,0.459,0.183
86,FresnoRanchNews,2017-10-16 19:24,0,0,box office top happy death day parties,,,920067928523005952,0.5106,0.258,0.543,0.199
87,MIDASthehero,2017-10-16 19:23,0,0,going see happy death day see tomorrow,,,920067636653953024,-0.0516,0.31,0.294,0.397
88,cakefacecharlie,2017-10-16 19:22,1,3,really wanna go see happy death day,,,920067544555208705,-0.0516,0.31,0.294,0.397
89,Darbmilne,2017-10-16 19:21,0,0,minutes watch happy death day heard largely positive things,,,920067259489452033,0.5267,0.227,0.424,0.349
90,jack_breman,2017-10-16 19:21,0,0,also yall seen happy death day hate horror movies actually looks good got good reviews think,,,920067210533588993,-0.4215,0.367,0.308,0.325
91,BJ_MILLER20,2017-10-16 19:21,0,1,happy death day absolutely,,,920067199578071041,-0.0516,0.406,0.385,0.208
92,coolypee,2017-10-16 19:21,1,0,wanna see happy death day,,,920067136462163969,-0.0516,0.368,0.349,0.283
93,_miseryadoresme,2017-10-16 19:20,0,0,happy death day,,,920066993641865216,-0.0516,0.453,0.43,0.116
94,xoxodevon817,2017-10-16 19:20,0,2,someone go see happy death day,,,920066967846969344,-0.0516,0.336,0.319,0.345
95,katieecakess_,2017-10-16 19:20,2,1,happy death day,,,920066949236879361,-0.0516,0.453,0.43,0.116
96,ZLivingston,2017-10-16 19:20,0,0,happy death day good,,,920066903883829250,0.4019,0.339,0.574,0.087
97,SouniqueChy,2017-10-16 19:20,0,0,wanna go movies see happy death day,,,920066883608596480,-0.0516,0.31,0.294,0.397
98,GlenmarieR,2017-10-16 19:18,1,3,quiero ver kingsman otra vez de lo dura que estuvo pero quiero ver happy death day,,,920066413464903680,-0.0516,0.181,0.171,0.648
99,ChuckPeters13,2017-10-16 19:17,0,0,nah happy death day actually pretty quality coming hates kind,,,920066108291518465,0.4767,0.364,0.458,0.178
100,Hotchka,2017-10-16 19:16,1,0,report celebrates,,#BoxOffice #HappyDeathDay,920066006499938304,0.5719,0.0,0.787,0.213
101,rocket9_9,2017-10-16 19:16,0,0,rated happy death day,,#IMDb,920065928146116609,-0.0516,0.406,0.385,0.208
102,contrapuntovzla,2017-10-16 19:15,0,0,happy death day se adelanta al de los muertos reina en la taquilla estadounidense,,,920065573312069632,-0.0516,0.199,0.189,0.612
103,Looohcabral,2017-10-16 19:14,0,0,happy death day de rj,@Kinoplex,,920065561748439041,-0.0516,0.368,0.349,0.283
104,Ry_nC_m,2017-10-16 19:14,1,2,reaction,,#HappyDeathDay #StardustApp,920065350426914817,0.0,0.0,0.0,1.0
105,ocscreenwriters,2017-10-16 19:14,0,0,interview scott screenwriter new comedy horror movie happy death day,,,920065320039124994,-0.34,0.384,0.313,0.303
106,CarlosEduBrasil,2017-10-16 19:13,0,0,gostei de um morte te happy death day,@YouTube,,920065169803366400,-0.0516,0.287,0.272,0.441
107,IndiePopcorn_,2017-10-16 19:13,0,0,rules strong,@UniversalHorror @TheWrap,#horror,920065168385622017,0.5106,0.0,0.767,0.233
108,Greishell3,2017-10-16 19:12,0,1,happy death day caribbean cinemas,,,920065042179076096,-0.0516,0.368,0.349,0.283
109,princesa_dede,2017-10-16 19:12,0,0,wanna go watch happy death day,,,920064939317964802,-0.0516,0.336,0.319,0.345
110,AGampatt,2017-10-16 19:11,0,0,happy death day cavs mew big orizon irvin harford hayward,,,920064786028625920,-0.0516,0.25,0.237,0.513
111,ordinarygh0st,2017-10-16 19:11,0,2,main character happy death day named tree,,,920064603102392320,-0.0516,0.31,0.294,0.397
112,LairyenieO,2017-10-16 19:10,0,1,morte te happy death day nova,@Kinoplex,,920064527701602304,-0.0516,0.336,0.319,0.345
113,A_Matthews713,2017-10-16 19:10,0,0,want see madea boo friday night girlfriend wanna see happy death day dont wanna see bullshit,,,920064449112936448,0.4891,0.163,0.337,0.501
114,contrapuntovzla,2017-10-16 19:10,0,2,happy death day se adelanta al de los muertos reina en la taquilla estadounidense,,,920064313112584192,-0.0516,0.199,0.189,0.612
115,sachettiane,2017-10-16 19:09,0,1,vai ao cinema comigo assistir happy death day,,,920064188684406786,-0.0516,0.287,0.272,0.441
116,ofConfusion,2017-10-16 19:09,0,5,happy death day edited client gregory plotkin produced theaters,@UniversalHorror @blumhouse @UniversalEnt,,920064079821135873,-0.0516,0.267,0.253,0.479
117,cabaceira96,2017-10-16 19:08,20,11,procura se companhia pa ir ver happy death day ao cinema,,,920064048905031680,-0.0516,0.235,0.223,0.542
118,bryyanjosue,2017-10-16 19:08,0,0,happy death day es tremenda,,,920063874904281089,-0.0516,0.368,0.349,0.283
119,loco0326,2017-10-16 19:07,0,0,happy death day,,,920063798429364224,-0.0516,0.453,0.43,0.116
120,JohnArchies,2017-10-16 19:06,0,1,going see happy death day later,,,920063379317886977,-0.0516,0.336,0.319,0.345
121,moviemins,2017-10-16 19:06,1,1,days happy death day,,,920063365971550208,-0.0516,0.406,0.385,0.208
122,zetacompa,2017-10-16 19:06,0,0,los angeles el estreno de la comedia de horror happy death day de tu,,,920063329975992322,-0.5994,0.341,0.166,0.493
123,JamesAparicioPA,2017-10-16 19:06,0,1,film de horror happy death day desplaza en la taquilla,,,920063329699328000,-0.5994,0.415,0.202,0.383
124,the_leviticus_,2017-10-16 19:05,0,4,wanna go see happy death day,,,920063290553778176,-0.0516,0.336,0.319,0.345
125,moviesmaniaCX,2017-10-16 19:05,0,0,happy death day b b,,,920063184655884288,-0.0516,0.453,0.43,0.116
126,Brittney_Turpin,2017-10-16 19:05,0,0,saw happy death day atlantic station,,,920063167841128448,-0.0516,0.336,0.319,0.345
127,ICE_Inspire2Chg,2017-10-16 19:05,0,0,universal happy death day easily tops weekend box bud,,,920063075302170624,0.6705,0.213,0.514,0.273
128,sahilcodes,2017-10-16 19:04,0,0,spook happy death day kinda highly recommend watching theater ppl front overreacting,,,920063009191550976,0.3214,0.204,0.325,0.471
129,DevinKobayashi,2017-10-16 19:04,0,10,anyone wanna see happy death day sometime,,,920062837019389953,-0.0516,0.31,0.294,0.397
130,creetureshow,2017-10-16 19:01,4,10,happy death day creating voice horror man,,,920062273158184960,-0.4019,0.461,0.358,0.182
131,polishperfectt,2017-10-16 19:01,0,0,happy death day toys sexist views women horror via bustle,,,920062261594591232,-0.5994,0.415,0.202,0.383
132,Sossa_97,2017-10-16 19:01,0,0,happy death day looks like groundhog day serial exact sake plot,,,920062222256214016,0.3182,0.215,0.343,0.442
133,TransmediaSF,2017-10-16 19:01,0,0,latest future,,#happydeathday,920062168950812672,0.0,0.0,0.0,1.0
134,krazykev98,2017-10-16 19:01,0,1,everyone go see one,,#happydeathday,920062148721692673,0.0,0.0,0.0,1.0
135,WashingtonHisp,2017-10-16 19:00,0,0,happy death day ahuyenta del primer lugar,,,920062017079332865,-0.0516,0.31,0.294,0.397
136,CinemaSight,2017-10-16 19:00,0,0,seen happy,,,920062012171751424,0.5719,0.0,0.787,0.213
137,PollsHost,2017-10-16 19:00,0,1,box happy death day takes via,@headlineswiki,,920062005217824768,-0.0516,0.336,0.319,0.345
138,headlinesWIKI,2017-10-16 19:00,0,1,box happy death day takes,,,920062003112304652,-0.0516,0.368,0.349,0.283
139,HiddenRemote,2017-10-16 19:00,0,2,horror movies,,#HappyDeathDay #boxoffice,920061805610848260,-0.5719,0.787,0.0,0.213
140,Gestionpe,2017-10-16 19:00,2,2,film de horror ahuyenta de primer lugar taquilla,,#Fotos #HappyDeathDay,920061794516979712,-0.5719,0.346,0.0,0.654
141,WheresChrisCruz,2017-10-16 18:59,0,0,happy death day fullerton happy death day,@bthurita @AMC @amctheatres,,920061618330963968,-0.1027,0.429,0.407,0.165
142,jayciee_lynnn,2017-10-16 18:58,0,6,tryna go dinner see happy death day w,,,920061385358286848,-0.0516,0.31,0.294,0.397
143,Realkilat,2017-10-16 18:57,0,0,happy death day,,,920061109763264512,-0.0516,0.453,0.43,0.116
144,DeluxeVideoOL,2017-10-16 18:57,1,0,box office wrap happy death day gets box,,,920061097222266880,-0.0516,0.287,0.272,0.441
145,Malseentit,2017-10-16 18:57,0,0,catch heard good,@UniversalHorror,,920061067065282560,0.4404,0.0,0.592,0.408
146,alemecinaj,2017-10-16 18:57,0,0,happy death day,,,920061059326672896,-0.0516,0.453,0.43,0.116
147,paulogodoiORG,2017-10-16 18:56,0,0,gostei de um morte te happy death day,@YouTube,,920061007397031937,-0.0516,0.287,0.272,0.441
148,vannahrocksit,2017-10-16 18:56,0,0,someone go see happy death day w,,,920060819345469440,-0.0516,0.336,0.319,0.345
149,Celebz777,2017-10-16 18:55,0,0,release happy death day top movie box office ranked,,#MovieIndustryNews,920060721295175680,0.1531,0.253,0.357,0.39
150,celsoguerrero,2017-10-16 18:55,1,0,de horror happy death day domina las taquillas en cine usa al recaudar debuta con,,#3 #movies,920060642349998080,-0.5994,0.326,0.159,0.515
151,TheRyanMacLean,2017-10-16 18:54,0,1,happy death day,,,920060486812499968,-0.0516,0.453,0.43,0.116
152,Hollywoodopolis,2017-10-16 18:54,0,0,happy death day horror movies terrifying hollywood studios hollywood reporter,,#Hollywood #Celebrit,920060456731017222,-0.8225,0.538,0.176,0.286
153,BeachBumOceanDr,2017-10-16 18:54,0,1,best friend,,#HappyDeathDay,920060421180133378,0.8126,0.0,1.0,0.0
154,TigerKatFilm,2017-10-16 18:54,0,2,happy death day tbh idea school would use mascot creepier intentional,,,920060358013935622,-0.0516,0.235,0.223,0.542
155,DancingFernanie,2017-10-16 18:53,0,1,saw really,,#HappyDeathDay,920060178682216448,0.0,0.0,0.0,1.0
156,MovieNumbers,2017-10-16 18:53,0,1,weekend final,,#HappyDeathDay #BladeRunner2049 #TheForeigner,920060138660225026,0.0,0.0,0.0,1.0
157,Saicam_Films,2017-10-16 18:52,0,1,fun slasher review,,#HappyDeathDay,920060017927102464,0.5106,0.0,0.623,0.377
158,dom_vlogs,2017-10-16 18:52,1,7,facetime happy death day came via,@YouTube,,920060007881805826,-0.0516,0.336,0.319,0.345
159,gothsithlord,2017-10-16 18:51,0,0,yooo happy death day fucking dope,,,920059761315471361,-0.0516,0.336,0.319,0.345
160,louiswtalbum,2017-10-16 18:51,0,5,im going watch happy death day birthday,,,920059695779348480,-0.0516,0.31,0.294,0.397
161,Hysteria_BH,2017-10-16 18:51,0,0,blog download watch full movie happy death day,,,920059604029071362,-0.0516,0.287,0.272,0.441
162,bearmccreary,2017-10-16 18:51,12,69,score terrifying voice film box office,,#1 #HappyDeathDay,920059581287378944,-0.5719,0.425,0.0,0.575
163,stevejdonahue,2017-10-16 18:50,0,0,lol voted happy death day heard unintentionally,,,920059474404143104,0.3818,0.271,0.451,0.278
164,KzooMovieDude,2017-10-16 18:50,0,0,review happy death day,@letterboxd,,920059423103516672,-0.0516,0.406,0.385,0.208
165,CSUCollegian,2017-10-16 18:50,0,0,happy death day give vu best,@dudesosad,,920059313649078272,0.6124,0.264,0.534,0.203
166,adultshard,2017-10-16 18:50,0,0,like groundhog happy death day,,,920059295223255040,0.3182,0.322,0.512,0.165
167,uIIiva,2017-10-16 18:49,0,3,omg thought watching happy death day want lgbt slasher film,,,920059114771791872,0.0258,0.245,0.314,0.44
168,RetroYouTube,2017-10-16 18:49,0,0,happy death day stands among weak lineup wide releases,,,920059037038690304,-0.4767,0.412,0.224,0.364
169,uIIiva,2017-10-16 18:48,0,3,letting guys know happy death day winning best picture,,,920058986346381312,0.8126,0.193,0.559,0.248
170,JKNicholson1,2017-10-16 18:48,0,1,seem like happy death day anyone think solid,,,920058883670007809,0.4404,0.248,0.497,0.255
171,IanHornbaker,2017-10-16 18:48,2,1,review,@MovieBloggercom,#HappyDeathDay,920058859254771712,0.0,0.0,0.0,1.0
172,NRobateau,2017-10-16 18:48,0,0,happy death day esta gufia mejor de lo que pensaba,,,920058853521285120,-0.0516,0.25,0.237,0.513
173,moviemins,2017-10-16 18:48,0,1,review solidifies good things scream meets groundhog day,,#HappyDeathDay,920058831916412929,0.0516,0.233,0.25,0.517
174,GenesisPorquin,2017-10-16 18:47,0,1,sino le puedes ser fiel pues por lo menos ten los pantalones para se paso,,#HappyDeathDay,920058767961743360,0.0,0.0,0.0,1.0
175,__Nate_B,2017-10-16 18:47,0,0,happy death day movie look stupid,,,920058755500437505,-0.5574,0.521,0.264,0.214
176,KinanoNanina,2017-10-16 18:47,0,0,checkout latest news post box happy death day wins weekend boffo debut forbes,,,920058625393078272,0.5423,0.183,0.347,0.469
177,BlakeMulligan1,2017-10-16 18:47,0,3,want see happy death day,,,920058571001352194,0.0258,0.358,0.459,0.183
178,annalet16,2017-10-16 18:47,0,1,cinesercla happy death day rio de janeiro,@larissadionisi4,,920058539590275072,-0.0516,0.31,0.294,0.397
179,larissadionisi4,2017-10-16 18:46,0,3,cinesercla happy death day rio de janeiro,,,920058510322302976,-0.0516,0.31,0.294,0.397
180,Judithxgarcia,2017-10-16 18:46,1,0,want see happy death day,,,920058376708427776,0.0258,0.358,0.459,0.183
181,MarvTheComedian,2017-10-16 18:45,0,1,box office talk happy death day getting number,@GraceRandolph,,920058248786530304,0.0258,0.281,0.36,0.36
182,dgraciii,2017-10-16 18:45,0,0,saw happy death day horror version groundhog day,,,920058128430809088,-0.5994,0.466,0.227,0.307
183,nikkibarnhart7,2017-10-16 18:44,0,1,happy death day favorite movie list,,,920058002983604224,0.4215,0.287,0.493,0.221
184,MargeTLarge,2017-10-16 18:44,0,0,worlds worst logo constantly record skipping dear gods,,#HappyDeathDay,920057976811065344,-0.3612,0.323,0.205,0.472
185,nattsurf,2017-10-16 18:44,0,1,happy death day scares box office gazettextra,,,920057855390216193,-0.3818,0.45,0.264,0.286
186,AlanShadow203,2017-10-16 18:44,0,1,theaters seeing,,#HappyDeathDay,920057777011220480,0.0,0.0,0.0,1.0
187,i_am_a_cat4,2017-10-16 18:43,0,0,getting ready watch happy death day wish luck scream lol,@whydontwemusic,,920057734602592257,0.7964,0.272,0.605,0.123
188,BestVegasEvents,2017-10-16 18:43,0,0,box office top happy death day parties,,,920057628142850048,0.5106,0.258,0.543,0.199
189,JordanVercoe4,2017-10-16 18:43,0,0,want watch happy death day bad,,,920057622375682048,-0.5267,0.514,0.347,0.139
190,jesssiccaaaa1,2017-10-16 18:43,0,4,wanna see happy death day,,,920057576703778816,-0.0516,0.368,0.349,0.283
191,okleslie,2017-10-16 18:42,0,2,texas roadhouse happy death day,,,920057379554656256,-0.0516,0.368,0.349,0.283
192,haddix_lynn,2017-10-16 18:41,1,4,wanna go see happy death day,,,920057100339879936,-0.0516,0.336,0.319,0.345
193,RhymesWithSalon,2017-10-16 18:41,0,1,shout regal crown club seeing happy death day got medium popcorn amazing,@MoviePass,,920057060871385089,0.5574,0.191,0.368,0.441
194,Im_illusions,2017-10-16 18:40,0,0,liked video moist happy death day,@YouTube,,920057003627765761,0.3818,0.291,0.485,0.224
195,_marilluna,2017-10-16 18:40,0,1,happy death day better,,,920056950154342400,0.4019,0.339,0.574,0.087
196,misokth,2017-10-16 18:40,0,3,uhhhh tryna go see happy death day w,,,920056915098505216,-0.0516,0.31,0.294,0.397
197,cando0oo,2017-10-16 18:40,0,0,someone take see happy death day,,,920056900783394816,-0.0516,0.336,0.319,0.345
198,LeaihLawrence,2017-10-16 18:40,0,0,box office top happy death day parties,,,920056857791787009,0.5106,0.258,0.543,0.199
199,JaySeaver,2017-10-16 18:40,0,0,happy death day lot clever,,,920056785431552001,0.4215,0.31,0.532,0.159
200,Fckskyler,2017-10-16 18:40,0,1,lol go watch tell everything need know happy death day,,,920056761633173504,0.3818,0.224,0.374,0.402
201,seattlepi,2017-10-16 18:39,0,1,box office top happy death day parties,,,920056583744188416,0.5106,0.258,0.543,0.199
202,jennithere,2017-10-16 18:39,0,0,connect spiritually scene happy death day chugs bottle tylenol one sip water,,,920056569924120576,-0.0516,0.222,0.21,0.568
203,luizaamedeiros,2017-10-16 18:39,0,0,happy death day,@cinepolisbrasil,,920056526370496512,-0.0516,0.453,0.43,0.116
204,2lingss,2017-10-16 18:38,0,0,way see happy death day anyone else seen,,,920056505239343106,-0.0516,0.287,0.272,0.441
