,username,date,retweets,favorites,text,mentions,hashtags,id,Compound_Score,Negative_Score,Positive_Score,Neutral_Score
24,CatAsperge,2017-10-20 19:38,0,0,personne ne sait ce qui se tout le monde en moi,,#HappyDeathDay,921521101955633152,-0.128,0.13,0.0,0.87
25,BabyboyPodcast,2017-10-20 19:38,0,1,congratulations happy death day number,,,921520921990586368,0.6124,0.283,0.645,0.072
26,JoelBeattie_,2017-10-20 19:37,0,0,happy death day definitely deserves place producers blumhouse rating,,,921520861315846144,0.3612,0.239,0.393,0.368
27,JordanHeustis,2017-10-20 19:37,1,1,happy death day daily vlog,,#266 #vlog #dailyvlog #towson #college #HappyDeathDay #SmallYouTuberArmy #nightout,921520746496774150,-0.0516,0.368,0.349,0.283
28,AlejandraCarly,2017-10-20 19:36,0,1,go see happy death day worth pls someone help,,,921520515453542405,0.5719,0.223,0.549,0.229
29,ayshadoeee,2017-10-20 19:35,0,0,pops got fire stick really fucking wit joint cult chucky happy death day good shit,,,921520342069374976,-0.5106,0.374,0.249,0.377
30,visteriaa,2017-10-20 19:35,0,1,happy death day advertised black comedy,,,921520207843250176,0.3182,0.298,0.473,0.229
31,tjbl1986,2017-10-20 19:34,0,0,quick review premise groundhog day v slasher,@UniversalHorror,#HappyDeathDayMovie,921520007166689280,0.0,0.0,0.0,1.0
32,pieriortizquig,2017-10-20 19:34,0,0,quiero ver,,#HappyDeathDay,921519919019319297,0.0,0.0,0.0,1.0
33,TerrelleGraham,2017-10-20 19:33,0,0,happy death day movie review via,@YouTube,,921519871938256897,-0.0516,0.336,0.319,0.345
34,Anayeli_Macias,2017-10-20 19:33,4,2,really want go see happy death day,,,921519777419550720,0.101,0.296,0.401,0.303
35,UniversalMX,2017-10-20 19:33,7,38,disfruta esta semana como si fuera la de octubre en,,#HappyDeathDay,921519741075972096,0.0,0.0,0.0,1.0
36,GreatDestroyer_,2017-10-20 19:33,0,2,happy death day ending unbelievably thank god,,,921519696779923459,0.6087,0.247,0.562,0.19
37,ErinTaylor006,2017-10-20 19:32,0,1,happy death day good,,,921519636943798272,0.4019,0.339,0.574,0.087
38,KellyRinaldi,2017-10-20 19:32,0,0,liked video happy death day international trailer movieclips trailers,@YouTube,#1,921519434468089856,0.3818,0.238,0.396,0.366
39,cravingtee,2017-10-20 19:31,0,5,happy death day,,,921519350892376064,-0.0516,0.453,0.43,0.116
40,TheLlamaBlogs,2017-10-20 19:31,0,1,reviews new slasher happy death day armando new black comedy death,,,921519231270834178,-0.3818,0.371,0.295,0.333
41,vicki38699136,2017-10-20 19:31,0,0,want see happy death day,,,921519211738030081,0.0258,0.358,0.459,0.183
42,iMuha_2,2017-10-20 19:31,0,0,happy death day,,,921519208172785664,-0.0516,0.453,0.43,0.116
43,SexToysEStore,2017-10-20 19:30,0,0,happy death day trailer,,,921518952957861889,-0.0516,0.406,0.385,0.208
44,thelumineer,2017-10-20 19:30,0,2,quick cheeky something like relive,,#HappyDeathDay,921518912461787137,0.3612,0.0,0.385,0.615
45,HeyUGuys,2017-10-20 19:30,1,1,groudhog slay horror movie today throw,,#happydeathday,921518895806038018,-0.5719,0.425,0.0,0.575
46,bethsinsanity,2017-10-20 19:29,0,1,watched groundhog day happy death day one day brain whirring,,,921518683452735489,-0.0516,0.25,0.237,0.513
47,Ayesha11178,2017-10-20 19:28,0,0,loved played,@UniversalHorror @ddlovato,#Confident #HappyDeathDay,921518505282990080,0.743,0.0,1.0,0.0
48,Ayesha11178,2017-10-20 19:26,1,2,absolutely loved watching good,@UniversalHorror,#HappyDeathDay,921517926557110272,0.8104,0.0,0.786,0.214
49,JurassicGriffin,2017-10-20 19:25,0,1,happy death day solid moments thinking,,,921517824018911234,0.1027,0.32,0.434,0.246
50,iAmNELLEZ_,2017-10-20 19:25,0,0,happy death day,,,921517772013744128,-0.0516,0.453,0.43,0.116
51,mridej,2017-10-20 19:25,0,0,watched happy death day great jessica rothe hotter bill murray baby mask cuter,,,921517650336870400,0.802,0.163,0.462,0.375
52,MalibuCarley,2017-10-20 19:24,0,0,wanna see happy death day,,,921517500034142209,-0.0516,0.368,0.349,0.283
53,Thomson1811,2017-10-20 19:23,0,1,really good nice combination comedy chick recommend,,#HappyDeathDay,921517337987244033,0.8826,0.0,0.79,0.21
54,Courtney2tall,2017-10-20 19:22,1,1,lol wanna see happy death day,,,921516906296889346,0.3818,0.291,0.485,0.224
55,nutfunny,2017-10-20 19:21,0,0,happy death day sama devils whisper udah keluar,,,921516765552586752,-0.5994,0.466,0.227,0.307
56,thelonelyldnr,2017-10-20 19:21,0,2,happy death day worst film year lol,,,921516656400191493,-0.3612,0.457,0.371,0.171
57,forcingreys,2017-10-20 19:20,0,0,go au cinema voir happy death day,,,921516443270819840,-0.0516,0.31,0.294,0.397
58,basicallyIuke,2017-10-20 19:19,0,0,watched film knew,,,921516365986586625,0.0,0.0,0.0,1.0
59,crunchyfries_,2017-10-20 19:19,0,1,someone wanna go see happy death day give gas money,,,921516314660917248,-0.0516,0.25,0.237,0.513
60,HuckelCommaSean,2017-10-20 19:17,0,0,saw trailer happy death day seem like,,,921515727722631168,0.3182,0.277,0.44,0.284
61,llarose_,2017-10-20 19:16,0,0,gotta go get happy death day,,,921515593395732480,-0.0516,0.336,0.319,0.345
62,MullicaAnt,2017-10-20 19:16,1,5,happy death day shittiest movie ever waste wished died girl next,,,921515525028700160,-0.9001,0.602,0.152,0.246
63,hancarr5,2017-10-20 19:16,0,9,seen happy death day go see,,,921515376189480960,-0.0516,0.336,0.319,0.345
64,barro_dwayne,2017-10-20 19:15,0,2,happy death day,,,921515369591840768,-0.0516,0.453,0.43,0.116
65,I_AmWillS,2017-10-20 19:15,0,3,jess went see happy death day predicted,,,921515304492072960,-0.0516,0.31,0.294,0.397
66,issaaaaaaay,2017-10-20 19:15,0,0,stuck nood ng happy death day,,,921515210581491713,-0.296,0.468,0.294,0.238
67,RobbieMcPhee21,2017-10-20 19:14,1,0,yo happy death day actually awesome lol,,,921515117673455616,0.7717,0.223,0.606,0.171
68,Hayyy_C,2017-10-20 19:14,1,11,ok need see happy death day,,,921515073654358016,0.25,0.305,0.461,0.234
69,Ayesha11178,2017-10-20 19:14,0,0,watched absolutely loved dies times survives end,@UniversalHorror,#HappyDeathDay,921514925276753922,0.6361,0.0,0.411,0.589
70,FameAsser,2017-10-20 19:13,0,0,happy death day groundhog grisly update,,,921514628949135360,-0.0516,0.336,0.319,0.345
71,nugustay,2017-10-20 19:12,0,9,im going go see happy death day soon already tell gonna bad,,,921514537739866112,-0.5719,0.368,0.184,0.448
72,psicth,2017-10-20 19:11,1,1,e mais uma vez cinema nos venceu happy death day df,@Arcoplex @arcoiriscinema @luizabcc,,921514167986802693,-0.0516,0.25,0.237,0.513
73,jpmv2020,2017-10-20 19:10,1,1,happy death day,,,921513957378097152,-0.0516,0.453,0.43,0.116
74,TomGall,2017-10-20 19:10,1,1,happy death day lot better great fun hour,,,921513875606003713,0.8779,0.187,0.67,0.144
75,Ken_is_Ice,2017-10-20 19:09,0,1,happy death day,,,921513727848878080,-0.0516,0.453,0.43,0.116
76,mmaaddii__15,2017-10-20 19:09,0,1,someone go see happy death day tomorrow,,,921513691660607488,-0.0516,0.31,0.294,0.397
77,vinastories,2017-10-20 19:08,0,15,ok watched happy death day shit crazy lmfaoo suspected killer still shook mad funny though,,,921513562887028736,-0.8979,0.6,0.255,0.145
78,RMcHarrie,2017-10-20 19:08,0,5,happy death day worst film ever seen life,,,921513439520010241,-0.6486,0.479,0.222,0.299
79,Aaron_stone26,2017-10-20 19:08,0,7,trying see happy death day tonight maaaannnnn,,,921513415356456960,-0.0516,0.31,0.294,0.397
80,roh_favaro,2017-10-20 19:07,0,0,happy death day,@CinemarkOficial,,921513326630309888,-0.0516,0.453,0.43,0.116
81,danii_appel,2017-10-20 19:06,3,5,wanna see happy death day,,,921512993707511810,-0.0516,0.368,0.349,0.283
82,howleyyyy,2017-10-20 19:06,0,1,canny make mind happy death day,,,921512946865405952,-0.0516,0.336,0.319,0.345
83,LURKERSLUVLEE,2017-10-20 19:04,0,1,wanna see madea still need see happy death day,,,921512510687252481,-0.0516,0.267,0.253,0.479
84,Robbap1,2017-10-20 19:04,0,1,quick movie review,@Ventchat @UniversalHorror @Turdhat2,#happydeathday #moviereview,921512413719158784,0.0,0.0,0.0,1.0
85,mayracarmona38,2017-10-20 19:03,0,1,happy death day tonight,,,921512296656056321,-0.0516,0.406,0.385,0.208
86,GMCpodcast,2017-10-20 19:03,0,1,embarrassing see tick expected opening weekend success,,#Jigsaw #ITmovie #HappyDeathDay,921512289441808384,0.2732,0.23,0.327,0.442
87,_mannymartz,2017-10-20 19:02,0,0,happy death day,,,921511900797657089,-0.0516,0.453,0.43,0.116
88,HaaveYouMetHan,2017-10-20 19:01,0,0,got back watching happy death day opening release decent movie excited watch,,,921511846577876992,0.296,0.205,0.321,0.474
89,cinematvmusic,2017-10-20 19:01,0,2,dear thank visionary happy death day thoughts,@creetureshow @ScottyLobdell,,921511778273521664,0.8074,0.215,0.674,0.11
90,MuhammadRizqiPS,2017-10-20 19:01,0,0,saya menambahkan video ke playlist happy death day,@YouTube,#MRPSRVM #2,921511597369110529,-0.0516,0.287,0.272,0.441
91,MuhammadRizqiPS,2017-10-20 19:01,0,0,happy death day,,#MRPSRVM #2,921511596807114752,-0.0516,0.453,0.43,0.116
92,reddirtreportOK,2017-10-20 19:00,0,1,happy death day red dirt report,,#RustysBigScreen,921511461985366016,-0.3818,0.485,0.285,0.231
93,KarenSassyBelle,2017-10-20 19:00,0,2,seen happy death day,@Tamaraw68415067,,921511375020740608,-0.0516,0.406,0.385,0.208
94,AMCTheatres,2017-10-20 19:00,8,38,get ready one twisted get tix,,#HappyDeathDay,921511373846200321,0.3612,0.0,0.333,0.667
95,Yukan00,2017-10-20 18:59,0,0,happy death day better thought would dumb ass work killer though,@UniversalHorror,,921511324575780864,-0.8555,0.564,0.248,0.188
96,jesseeeiaaan,2017-10-20 18:58,0,9,happy death day bad genius halaaaaaa,,,921511070866354176,-0.5719,0.525,0.262,0.213
97,paigesanderss_,2017-10-20 18:58,0,0,happy death day,,,921511042013974528,-0.0516,0.453,0.43,0.116
98,missmota915_,2017-10-20 18:57,0,0,really really really want watch happy death day need friends,,,921510814842048515,0.6484,0.204,0.482,0.314
99,apanphan,2017-10-20 18:56,0,0,seeing happy death day pals today,,,921510536143028224,-0.0516,0.336,0.319,0.345
100,zhane711,2017-10-20 18:56,0,0,went see happy death day today gotta say movie amazing,,,921510483689172993,0.5574,0.212,0.408,0.38
101,kalliepearl,2017-10-20 18:56,0,12,biggest plot twist happy death day ringtone actually song like showed previews,,,921510350075260928,0.3182,0.204,0.325,0.471
102,amypartonmusic,2017-10-20 18:55,0,1,tbf happy death day exceeded expectations,,,921510316047028224,-0.0516,0.336,0.319,0.345
103,maaaloril,2017-10-20 18:55,1,1,wanna go see happy death day,,,921510299492024321,-0.0516,0.336,0.319,0.345
104,NikkiJoyce_,2017-10-20 18:55,0,7,wait see happy death day cinema,,,921510258916384768,-0.0516,0.336,0.319,0.345
105,LeosAMovieGuy,2017-10-20 18:54,0,0,playing catch last review surprisingly fun happy death day,,#AMovieGuy,921510014363291648,0.7269,0.206,0.582,0.212
106,kingjustin5,2017-10-20 18:54,1,1,want see happy death day,,,921509940086394880,0.0258,0.358,0.459,0.183
107,MaameAfibaBessa,2017-10-20 18:53,0,0,finally going watch,,#HappyDeathDay,921509777443868673,0.0,0.0,0.0,1.0
108,lovetaty2x,2017-10-20 18:53,0,0,wanna go see happy death day tomorrow,,,921509748046024704,-0.0516,0.31,0.294,0.397
109,vvanaaaaa,2017-10-20 18:53,0,0,happy death day already uuuu,,,921509672724525057,-0.0516,0.368,0.349,0.283
110,kosmo600,2017-10-20 18:52,0,0,apart happy death day isnt much else local multiplex next may watch bladerunner,,#films,921509381728030720,-0.0516,0.21,0.199,0.591
111,ShelbiChurch,2017-10-20 18:51,1,7,happy death day actually good,,,921509198688669696,0.4019,0.312,0.528,0.16
112,ihellochris,2017-10-20 18:51,0,0,si veo en el cine happy death day,,,921509146347888646,-0.0516,0.287,0.272,0.441
113,KevinKing_10,2017-10-20 18:51,0,1,wanna see happy death day,,,921509140945690624,-0.0516,0.368,0.349,0.283
114,Keith_TrillAF,2017-10-20 18:51,0,0,happy death day,,,921509080652541952,-0.0516,0.453,0.43,0.116
115,allvre,2017-10-20 18:50,0,6,happy announce cori using moviepass first time see happy death day,,,921508877497139203,0.5423,0.202,0.383,0.415
116,ifsrenjun,2017-10-20 18:50,0,0,vou assistir happy death day tomara que supere minhas expectativas,,,921508836376268800,-0.0516,0.25,0.237,0.513
117,sxmramirez_,2017-10-20 18:50,0,2,okay still seen happy death day making sad,,,921508833435852800,-0.34,0.422,0.337,0.241
118,KatieHeymann,2017-10-20 18:49,2,5,watch download,,#HappyDeathDay #HappyDeathDayMovie,921508701122412546,0.0,0.0,0.0,1.0
119,SHESMACKSHARD,2017-10-20 18:49,0,0,watching happy death day cinemark robinson township,,,921508688384360448,-0.0516,0.31,0.294,0.397
120,RMonty721,2017-10-20 18:49,0,0,nice takes classic groundhog day story fun enjoyable little,,#HappyDeathDay,921508617777504256,0.8402,0.0,0.6,0.4
121,anakinandobiwan,2017-10-20 18:48,0,0,seeing happy death day personally,,,921508571484958720,-0.0516,0.368,0.349,0.283
122,buttvrcup,2017-10-20 18:48,0,0,acabo de ver happy death day dear thanks,,,921508556779806721,0.6486,0.228,0.538,0.234
123,_kelseyjae,2017-10-20 18:48,0,1,happy death day actually really good wait watch lmao,,,921508544284946432,0.7841,0.198,0.548,0.254
124,MarleyMillions,2017-10-20 18:48,0,0,tryna go movies w wanna see happy death day,,,921508370833661952,-0.0516,0.287,0.272,0.441
125,johnnevanss,2017-10-20 18:47,0,0,happy death day heart warming film,,,921508129451466758,0.1027,0.32,0.434,0.246
126,itsmanii_,2017-10-20 18:46,0,0,finally see happy death day,,,921507916989059074,-0.0516,0.368,0.349,0.283
127,ShadowCCB2,2017-10-20 18:46,0,0,friends invite watch happy death day want watch choose one,,,921507906817703936,0.5859,0.21,0.522,0.269
128,AndyWestCoastt,2017-10-20 18:46,0,0,happy death day anybody,,,921507877260365824,-0.0516,0.406,0.385,0.208
129,IndigoWolfiee,2017-10-20 18:44,0,0,happy death day fantastic impressed visuals also constant,@UniversalHorror,,921507504584122373,0.7579,0.213,0.568,0.219
130,electricload,2017-10-20 18:43,0,0,added video playlist happy death day movie review,@YouTube,,921507167986946049,-0.0516,0.287,0.272,0.441
131,electricload,2017-10-20 18:43,0,0,liked video happy death day movie review,@YouTube,,921507154279976960,0.3818,0.271,0.451,0.278
132,angelcatsiel,2017-10-20 18:43,0,0,brilliant omg loved,,#HappyDeathDay,921507091168350210,0.8271,0.0,0.885,0.115
133,HobbesFalls,2017-10-20 18:42,0,0,lot definitely future addition dvd,,#HappyDeathDay,921506958007590912,0.4019,0.0,0.403,0.597
134,beforekianfalls,2017-10-20 18:42,0,1,gonna watch happy death day,,,921506862725500928,-0.0516,0.368,0.349,0.283
135,fentynarcotics,2017-10-20 18:41,0,0,frankly quite rude people currently watching happy death day theaters,,,921506791502032896,-0.5413,0.402,0.207,0.391
136,_brndy,2017-10-20 18:41,0,0,wow need go see happy death day,,,921506741833084929,0.5574,0.253,0.487,0.26
137,denfriend2,2017-10-20 18:41,0,0,killer girl cupcake,,,921506636220522502,-0.6486,0.683,0.0,0.317
138,first_jade,2017-10-20 18:40,0,0,watched boo madea got cheesy halloween fun go scary stuff still gotta watch happy death day,,,921506509757890560,-0.0258,0.272,0.268,0.46
139,markiiejay,2017-10-20 18:40,0,1,happy death day fuck,,,921506486131613696,-0.5719,0.612,0.306,0.083
140,aaurilio23,2017-10-20 18:40,3,8,hear one happy death day trailer gonna lose damn mind,,,921506435837693952,-0.6808,0.489,0.195,0.316
141,VonGogh_,2017-10-20 18:38,0,0,go see happy death day kingsman havent,,,921505984974950400,-0.0516,0.31,0.294,0.397
142,Not6THCDH,2017-10-20 18:38,1,1,believe room mate kills bantz,,#HappyDeathDay,921505980227182593,-0.5423,0.467,0.0,0.533
143,mireyalee_,2017-10-20 18:38,0,0,wants take movies watch happy death day,,,921505978142679040,-0.0516,0.31,0.294,0.397
144,hentaihtml,2017-10-20 18:38,0,3,wow im watching happy death day theyre using mother mother song,,,921505889470812166,0.5574,0.201,0.387,0.412
145,TheDevilsEyes1,2017-10-20 18:37,0,0,happy death day,,#,921505759464185856,-0.0516,0.453,0.43,0.116
146,valdemar1434,2017-10-20 18:37,0,1,happy death day estuvo muy pero buena,,,921505700999778304,-0.0516,0.31,0.294,0.397
147,mikebrown924,2017-10-20 18:36,0,1,added video playlist days horror happy death day,@YouTube,#11,921505544950730752,-0.5994,0.466,0.227,0.307
148,feelingraceful,2017-10-20 18:36,0,3,happy death day super definitely recommend holiday season,,,921505476113727488,0.891,0.182,0.724,0.093
149,ChelSimone_,2017-10-20 18:36,1,1,want go see happy death day,,,921505381632888832,0.0258,0.328,0.42,0.252
150,carolmarques04,2017-10-20 18:35,0,0,happy death day,,#trakt,921505202502451201,-0.0516,0.453,0.43,0.116
151,Sephton_098,2017-10-20 18:33,0,1,fancy lass happy death day,,,921504729389240320,-0.0516,0.368,0.349,0.283
152,Scottehhh,2017-10-20 18:33,0,0,loved cracking nice length long need,,#HappyDeathDay,921504719411077121,0.7717,0.0,0.626,0.374
153,LoganKenny1,2017-10-20 18:33,3,18,absolutely surprise loved happy death day,,,921504633981456385,0.7674,0.237,0.641,0.122
154,sampctn,2017-10-20 18:33,0,2,happy death day sooo good,,,921504612393390080,0.4019,0.312,0.528,0.16
155,beritagar,2017-10-20 18:32,0,0,happy death day menurut kritikus,,,921504417156775936,-0.0516,0.368,0.349,0.283
156,simranseejiram,2017-10-20 18:31,0,0,happy death day,,,921504164529745920,-0.0516,0.453,0.43,0.116
157,JonnyFillmore96,2017-10-20 18:31,0,0,happy death day actually alright,,,921504103318147074,0.2023,0.336,0.491,0.172
158,Matty503,2017-10-20 18:29,0,1,weeks movie mountain happy death day geostorm tonight,,,921503781333884928,-0.0516,0.287,0.272,0.441
159,MrMovieBuffYT,2017-10-20 18:29,0,0,seen happy death day r u going review,,,921503669987823618,-0.0516,0.336,0.319,0.345
160,kieran_nee,2017-10-20 18:29,0,0,happy death day pretty fun mix scream groundhog little predictable still,,,921503669736046593,0.5574,0.289,0.447,0.263
161,unapologeticzee,2017-10-20 18:29,0,0,happy death day horror suspense,,,921503639272910849,-0.5994,0.571,0.278,0.15
162,jessannewill,2017-10-20 18:29,0,5,yo happy death day fire piece cinematic genius one tell,,,921503580846034944,-0.3818,0.371,0.218,0.412
163,Itani,2017-10-20 18:28,0,73,happy death day enjoyed,,,921503434334965760,0.4767,0.328,0.588,0.084
164,gesquared,2017-10-20 18:28,0,1,last week went see bladerunner accidentally walked happy death day moment figures killed,,,921503389636268039,-0.7964,0.46,0.157,0.383
165,MattyTingles,2017-10-20 18:28,1,3,weeks movie mountain happy death day geostrom tonight,,,921503306744074240,-0.0516,0.287,0.272,0.441
166,Meem_whisperer,2017-10-20 18:27,0,0,happy death day uma boa bue cringe tipo ver se tiverem mais nada para mas,,,921503290176823296,-0.0516,0.189,0.18,0.631
167,ABlackenedGhost,2017-10-20 18:27,0,0,dunno im happy disappointed guessed end happy death day time saw im didnt even needa see,,,921503260573233152,0.1027,0.265,0.28,0.455
168,_BaileyHuckaby,2017-10-20 18:27,0,1,happy death day surprisingly definitely recommend,,,921503079496933377,0.7351,0.244,0.694,0.063
169,BeyElite,2017-10-20 18:26,0,4,happy death day good hm,,,921503008084676610,0.4019,0.312,0.528,0.16
170,mattyroden,2017-10-20 18:26,0,1,happy death day good horror movies,,,921502790341578752,-0.25,0.469,0.407,0.123
171,CinemaHorror,2017-10-20 18:25,0,0,happy death day tv spot number,,,921502677711839232,0.0258,0.328,0.42,0.252
172,byronclaw,2017-10-20 18:24,0,1,told someone happy death day kill hahaha response,,,921502485440851968,-0.3182,0.432,0.367,0.201
173,geeztori,2017-10-20 18:24,0,0,happy death day,,,921502484618727425,-0.0516,0.453,0.43,0.116
174,Romain_Ch,2017-10-20 18:24,0,1,sympathique si la fin tombe un peu,,#HappyDeathDay,921502408764809217,0.0,0.0,0.0,1.0
175,Darryl_Moyo,2017-10-20 18:24,0,0,really good,,#HappyDeathDay,921502404478107648,0.4927,0.0,0.762,0.238
176,kayleeee,2017-10-20 18:22,0,0,neutral,,,921501899739803648,0.0,0.0,0.0,1.0
177,dope_sheldon,2017-10-20 18:22,0,2,happy death day lame af fr,,,921501890130653187,-0.4588,0.5,0.276,0.224
178,ayo__ggarcia,2017-10-20 18:20,0,0,happy death day,,,921501332707708929,-0.0516,0.453,0.43,0.116
179,losthiwayhotel,2017-10-20 18:20,0,0,went happy death day zero expectations smiled start high,,,921501321483685888,0.5106,0.228,0.421,0.351
180,ry_animator,2017-10-20 18:19,0,1,review happy death day,@letterboxd,,921501272603353088,-0.0516,0.406,0.385,0.208
181,AbbieConnellyy,2017-10-20 18:19,0,16,happy death day far one thee worst things av ever seen life,,,921501139320950784,-0.6486,0.386,0.179,0.435
182,kydbye,2017-10-20 18:19,0,0,happy death day good movie,,,921501118852730880,0.4019,0.312,0.528,0.16
183,iShineForDemii,2017-10-20 18:19,0,0,reaction heard playing movie happy death day,,,921501102553436161,0.1531,0.291,0.41,0.299
184,Pizzapooppoop,2017-10-20 18:19,0,1,saw surprised live poster,@UniversalHorror,,921501059679481856,0.2263,0.0,0.388,0.612
185,BenjaminMyers,2017-10-20 18:18,0,0,happy death day inspired make new horror classic phone dead,,,921500952116506624,-0.7184,0.5,0.29,0.21
186,KJCrighton,2017-10-20 18:17,0,1,despite figuring pretty loved pure simple loved,@Happydeathday,#HappyDeathDay,921500539531210753,-0.8368,0.69,0.0,0.31
187,nellya_19,2017-10-20 18:15,0,0,gonna watch happy death day later,,,921500152975650816,-0.0516,0.336,0.319,0.345
188,letmelovemetria,2017-10-20 18:15,0,2,got done watching happy death day played confident sjjdjk,,,921500061015597056,0.6597,0.214,0.511,0.275
189,losthiwayhotel,2017-10-20 18:14,0,0,happy death day total,,,921499962365661185,-0.0516,0.406,0.385,0.208
190,ManiLazic,2017-10-20 18:14,0,0,lmao said everyone go see happy death day,@heavier_things,,921499910683361280,0.5719,0.236,0.461,0.303
191,Jordifreeman,2017-10-20 18:13,0,0,watched happy death day pretty good actually quite popcorns,,,921499765136863232,0.7096,0.209,0.524,0.267
192,_lukepoulton,2017-10-20 18:13,1,1,happy death day possibly worst film ever watched,,,921499706504736769,-0.6486,0.479,0.222,0.299
193,JosephConners,2017-10-20 18:12,1,14,went see happy death day tonight prior knowledge like reviewers said groundhog day meets good fun friday night,,,921499386315669505,0.8176,0.133,0.423,0.444
194,cine_diaries,2017-10-20 18:11,0,0,lot particularly scary laughs come thick fast good see slasher back vogue,,#HappyDeathDay,921499193885253635,0.4377,0.185,0.338,0.477
195,ferretbuzz1,2017-10-20 18:09,0,0,happy death day marshall,,,921498716560912385,-0.0516,0.406,0.385,0.208
196,celebsrumor5,2017-10-20 18:09,0,0,happy death day marshall,,,921498637762514945,-0.0516,0.406,0.385,0.208
197,xxgenesiss,2017-10-20 18:09,0,0,ringtone movie happy death day stuck head,,,921498630325911552,-0.296,0.434,0.272,0.294
198,BenRothrock,2017-10-20 18:08,0,0,check review happy death day,,#HappyDeathDay,921498506485030912,-0.0516,0.368,0.349,0.283
199,Never_More93,2017-10-20 18:08,0,0,great must would,@UniversalHorror,#HappyDeathDayMovie #HappyDeathDay,921498340315074560,0.6249,0.0,0.672,0.328
200,Frasier6869,2017-10-20 18:08,0,0,say happy death day dumb horror groundhog day dash heartfelt really enjoyed,,,921498314532638720,-0.0276,0.394,0.39,0.217
201,LordVodkamort,2017-10-20 18:08,0,0,already knew killer happy death day previews research confirmed,,,921498283880656897,-0.6705,0.458,0.207,0.335
202,daddylenaluthor,2017-10-20 18:06,0,0,gonna watch happy death day,,,921497968401842181,-0.0516,0.368,0.349,0.283
203,m1ss_dany_ret92,2017-10-20 18:05,0,1,happy death day review,,#entertainment,921497654042951680,-0.0516,0.406,0.385,0.208
204,eraap1q27,2017-10-20 18:05,0,0,happy death day review,,#popculture,921497644526194688,-0.0516,0.406,0.385,0.208
205,blackdieseluk,2017-10-20 18:05,2,3,happy death day disarmingly sweet slasher less romantic lot fun,,,921497598887854081,0.8044,0.185,0.577,0.238
