body,date,retweets,favorites,mentions,hashtags,geo
all the bros today: put another 10 on the bar bro I'm feeling huge. did you see deadpool ?,2016-02-15 18:59:45,0,4,,,
@fedeortiz18 #BalasYChimichangasParaTodos Deadpool ya está listo para su dulce venganza. #SoloEnCines pic.twitter.com/lNTyJJejH9,2016-02-15 18:59:45,1,0,@fedeortiz18,#BalasYChimichangasParaTodos #SoloEnCines,
Preciso ir assistir Deadpool logo!!!!!!!!!!!!,2016-02-15 18:59:44,0,0,,,
"I'm at AMC Braintree 10 - @amctheatres for Deadpool in Braintree, MA https://www. swarmapp.com/c/6mpsBbGGvUZ",2016-02-15 18:59:44,0,1,@amctheatres,,
deadpool was v v good,2016-02-15 18:59:43,0,0,,,
"And it appears that the set for the climactic showdown was pulled from the ""stock destruction CGI"" file at Marvel Studios. #Deadpool",2016-02-15 18:59:43,0,0,,#Deadpool,
@iamfuckingtom Estúpido y sensual #Deadpool #SoloEnCines pic.twitter.com/nJjtK1zROb,2016-02-15 18:59:41,0,1,@iamfuckingtom,#Deadpool #SoloEnCines,
1-10 I give deadpool a 8.5,2016-02-15 18:59:40,0,0,,,
I liked a @YouTube video from @tyronemagnus77 http:// youtu.be/JhGoPUCBRZw?a DEADPOOL MOVIE REVIEW!!!,2016-02-15 18:59:40,0,0,@YouTube @tyronemagnus77,,
Never seen so many people at a movie like there is at STC now for Deadpool,2016-02-15 18:59:40,0,0,,,
watching Deadpool Movie at Edwards Canyon Country 10 http:// fb.me/5tUOeORi2,2016-02-15 18:59:39,0,0,,,
Someone take me to see deadpool pls,2016-02-15 18:59:39,0,2,,,
@iamfuckingtom Ok. Nada que decir. #LoQueValeEsLoDeAdentro #Deadpool #SoloEnCines pic.twitter.com/fjj0B18Pqa,2016-02-15 18:59:38,0,1,@iamfuckingtom,#LoQueValeEsLoDeAdentro #Deadpool #SoloEnCines,
Gostei de um vídeo @YouTube de @naosalvo http:// youtu.be/kIhEUL4rnnQ?a ENTREVISTA: DEADPOOL - RYAN REYNOLDS - Premier de Londres,2016-02-15 18:59:38,0,0,@YouTube @naosalvo,,
Lets go to DeadPool,2016-02-15 18:59:38,0,3,,,
Deadpool review: Should the Merc With A Mouth just shut up? - TechnoBuffalo http:// bit.ly/1PAINXu #DCUO,2016-02-15 18:59:37,0,0,,#DCUO,
Sem dúvidas vou assistir Deadpool de novo hj. FODAC,2016-02-15 18:59:37,0,0,,,
I liked a @YouTube video from @naosalvo http:// youtu.be/kIhEUL4rnnQ?a ENTREVISTA: DEADPOOL - RYAN REYNOLDS - Premier de Londres,2016-02-15 18:59:37,0,0,@YouTube @naosalvo,,
the comic relief best friend character in deadpool looks exactly like @StephenRamsey16,2016-02-15 18:59:36,0,3,@StephenRamsey16,,
All these deadpool mania on my tlist,2016-02-15 18:59:34,0,0,,,
"Assisti Deadpool dublado, e tenho que comentar sobre ele... FOX, você FINALMENTE ACERTOU! kkkkkkkkkkkkkkkk",2016-02-15 18:59:34,0,0,,,
Gostei de um vídeo @YouTube de @oficialnerdnews http:// youtu.be/PJvQoQHHHl0?a 5 PERGUNTAS SOBRE DEADPOOL (COM SPOILERS) | Nerd News #32.2,2016-02-15 18:59:31,0,1,@YouTube @oficialnerdnews,#32,
Just watched #Deadpool Enjoyed it thoroughly!,2016-02-15 18:59:30,0,0,,#Deadpool,
Deadpool isn't even that good of a movie,2016-02-15 18:59:29,0,0,,,
Oh man #Deadpool #DeadpoolMovie cant wait to open this wooop wooopp!!! : D pic.twitter.com/olokFLF53O,2016-02-15 18:59:29,0,1,,#Deadpool #DeadpoolMovie,
"Ya know, even #Deadpool said DON'T BRING KIDS to @deadpoolmovie ! Are there kids here? Yes. F*ck yes. #BadParenting",2016-02-15 18:59:26,0,0,@deadpoolmovie,#Deadpool #BadParenting,
Me gustó un video de @YouTube http:// youtu.be/reOxZEqCRcM?a El día que Deadpool mató al Universo Marvel,2016-02-15 18:59:26,0,0,@YouTube,,
I've seen Deadpool twice now..,2016-02-15 18:59:25,0,3,,,
"Oh my god, just saw Deadpool and its was amazingly hilarious! I have to see it again",2016-02-15 18:59:24,0,0,,,
Contagem regressiva p/ Deadpool ! #DeadpoolMovie,2016-02-15 18:59:24,0,0,,#DeadpoolMovie,
I want to see deadpool again.,2016-02-15 18:59:23,0,0,,,
I liked a @YouTube video from @rt_theknow http:// youtu.be/j9Zdnu-VLtA?a Deadpool Makes BANK - The Know,2016-02-15 18:59:22,0,0,@YouTube @rt_theknow,,
Preciso ver deadpool logo,2016-02-15 18:59:22,0,0,,,
@SoPunkAsh @SubzPanda OUI ET AUSSI DEADPOOL ÇA A TOUJOURS ÉTÉ DANS L'UNIVERS X-MEN PAS AVENGERS,2016-02-15 18:59:21,0,1,@SoPunkAsh @SubzPanda,,
@SolHattemer Deadpool jajajjaj,2016-02-15 18:59:21,0,0,@SolHattemer,,
Thinking of R-Rated Comic Book Films: BLADE SIN CITY WATCHMEN A HISTORY OF VIOLENCE ROAD TO PERDITION DEADPOOL any others? There will be now,2016-02-15 18:59:21,2,19,,,
"If you can't handle me at my Green Lantern, you don't deserve me at my Deadpool . - Marilyn Monroe, 1956 pic.twitter.com/sksPx2qFz9",2016-02-15 18:59:20,1,6,,,
Did I mention I wanna see Deadpool again? Because I do.,2016-02-15 18:59:19,0,0,,,
DEADPOOL É UM FILME MARAVILHOSO,2016-02-15 18:59:19,0,0,,,
Deadpool é muito massa,2016-02-15 18:59:18,0,0,,,
Deadpool é muito engraçado kk,2016-02-15 18:59:17,0,1,,,
Cave Beneath The Mansion: Review: Deadpool (2016) http://www. google.com/translate?u=ht tp%3A%2F%2Fcaveabovethemansion.blogspot.com.br%2F2016%2F02%2Freview-deadpool-2015.html&langpair=pt%7Cen&en=pt&en=UTF8 …,2016-02-15 18:59:17,0,0,,,
Deadpool est fin bien! #c 'estmoiquiaipété #soiréeciné #Avecmesionfs #Lourd,2016-02-15 18:59:16,4,5,,#c #soir #Avecmesionfs #Lourd,
Who saw Deadpool over the weekend?! What did you think? http:// fb.me/7sE1NSwzi,2016-02-15 18:59:15,0,0,,,
quero ir ver deadpool,2016-02-15 18:59:14,2,0,,,
Tryna see deadpool,2016-02-15 18:59:14,0,0,,,
vou ver deadpool amanhã,2016-02-15 18:59:14,0,0,,,
Gostei de um vídeo @YouTube de @naosalvo http:// youtu.be/kIhEUL4rnnQ?a ENTREVISTA: DEADPOOL - RYAN REYNOLDS - Premier de Londres,2016-02-15 18:59:14,0,0,@YouTube @naosalvo,,
I'm going to score #deadpool + 2 points Francis + 3 points unicorns + 1 point violence equality + 9 points traumatizing an X-Men 15/10 !,2016-02-15 18:59:13,1,4,,#deadpool,
"A ver 20th Century Fox, xa estou totalmente convencido de ver Deadpool , deixa de poñermo diante cada 15 segundos!!",2016-02-15 18:59:12,0,0,,,
Deadpool was godly,2016-02-15 18:59:12,0,4,,,
"So, DEADPOOL sucked (surprise, surprise) but it is nice to see the crazy talented Rob Liefeld making a whole bunch of money.",2016-02-15 18:59:11,0,0,,,
Well I finally got to see #Deadpool and.... It was..... BEAUTIFUL. Good job #Fox you redeem yourself from X-Men origins.,2016-02-15 18:59:10,0,1,,#Deadpool #Fox,
Just watched Deadpool with my best friend. (a true friend) ty i needed it. Love u,2016-02-15 18:59:09,0,0,,,
Bae Daisy a adoré Deadpool . pic.twitter.com/sTQZtepubA,2016-02-15 18:59:08,0,1,,,
Hoy en el Metro habían tantos carteles de DC Legends y Deadpool que lloré.,2016-02-15 18:59:07,0,0,,,
Gostei de um vídeo @YouTube de @cross_gp http:// youtu.be/H2Yasmbetpk?a GTA V: Funny Moments - DEADPOOL THE MOVIE? SQN,2016-02-15 18:59:07,0,1,@YouTube @cross_gp,,
Gostei de um vídeo @YouTube de @pandora_101 http:// youtu.be/nmI9zyXBQXg?a DEADPOOL - O herói FDP (Crítica do Filme),2016-02-15 18:59:06,0,0,@YouTube @pandora_101,,
"Estou em @GNC_Cinemas assistindo Deadpool em Porto Alegre, RS com @henriqueviau https://www. swarmapp.com/c/aTKur1SoHX5",2016-02-15 18:59:06,0,0,@GNC_Cinemas @henriqueviau,,
DEADPOOL . WHAT A GOOD.,2016-02-15 18:59:06,0,1,,,
Got my suit ready for my interview Wednesday! #Deadpool @Regal Great Northern Mall Stadium 10 &… https://www. instagram.com/p/BB04LpSFAMq/,2016-02-15 18:59:05,0,0,@Regal,#Deadpool,
até que gostei de Deadpool,2016-02-15 18:59:04,0,0,,,
Gostei de um vídeo @YouTube de @naosalvo http:// youtu.be/kIhEUL4rnnQ?a ENTREVISTA: DEADPOOL - RYAN REYNOLDS - Premier de Londres,2016-02-15 18:59:02,0,0,@YouTube @naosalvo,,
What's did I think of #deadpool ? I love unicorns. #unicorns,2016-02-15 18:59:01,0,0,,#deadpool #unicorns,
Deadpool is funny because he don't care haha,2016-02-15 18:59:01,0,4,,,
Watching Deadpool,2016-02-15 18:59:00,0,0,,,
Deadpool was great,2016-02-15 18:58:58,0,5,,,
@marinsirri solo te diré que al final muere FRANCIS. Deadpool salva a la chica y todos viven felices por siempre.,2016-02-15 18:58:58,0,0,@marinsirri,,
Loved Deadpool !,2016-02-15 18:58:58,0,0,,,
Deadpool was actually good lol,2016-02-15 18:58:57,0,0,,,
mash::: Ryan Reynolds rejects sexist ' Deadpool ' question: 'Women love superhero movies' http:// goo.gl/fb/mvb1A8,2016-02-15 18:58:57,0,0,,,
http:// goo.gl/s87sRF Deadpool : Film Superhero Khusus Dewasa - Solopos: SoloposDeadpool: Film Superhero Khusus Dewasa... jual obat vimax,2016-02-15 18:58:57,0,0,,,
Mi novio me obligo a aguantar ir al baño por 20min porque quería ver el final de los créditos de Deadpool .,2016-02-15 18:58:57,0,0,,,
@IAmStephenLang Steven Lang for Cable in Deadpool 2,2016-02-15 18:58:55,0,0,@IAmStephenLang,,
queria desver deadpool,2016-02-15 18:58:55,1,0,,,
The Movie Deadpool was so good and so funny.,2016-02-15 18:58:55,1,1,,,
yalnız deadpool güzel filmdi eğlenceli tam beklediğim gibi çıktı :D,2016-02-15 18:58:53,0,0,,,
So much for going to school fam! :p #Teamzilla #repzilla #deadpool https://www. instagram.com/p/BB04KJUi73-/,2016-02-15 18:58:53,0,0,,#Teamzilla #repzilla #deadpool,
Hoy no quería gastar mucha plata y terminé comprando un CD de David Bowie y fui al cine sola a ver Deadpool,2016-02-15 18:58:52,0,0,,,
@lyraluxe can you steal the Tardis I want DEADPOOL,2016-02-15 18:58:50,0,0,@lyraluxe,,
"@FightOnTwist @MichaelCastFS Deadpool 's success may dispel that, but that's also a lower-tier character. I'd be shocked to see R Iron Man",2016-02-15 18:58:50,0,0,@FightOnTwist @MichaelCastFS,,
Seeing Deadpool again but in imax tonight. It's going to be so much better the second time.,2016-02-15 18:58:49,0,0,,,
To afim de ver deadpool dnv,2016-02-15 18:58:49,0,1,,,
eu ate queria assistir ao grammy mas ainda to anestesiado com o filme do Deadpool,2016-02-15 18:58:49,0,0,,,
"ryan reynolds (& the deadpool , twd cast) https:// twitter.com/obiwankencbi/s tatus/699374921315700736 …",2016-02-15 18:58:49,0,0,,,
I love how quick people are to overreact when you give the slightest criticism to anything related to Deadpool .,2016-02-15 18:58:48,0,0,,,
Ryan Reynolds rejects sexist ' Deadpool ' question: 'Women love superhero movies' http:// ift.tt/1KSvsuw Comic book movies might be marke…,2016-02-15 18:58:47,0,0,,,
This tho. RT @BrettRedacted : hey people claiming DEADPOOL is the first R-rated comic book movie...really?! pic.twitter.com/bhrGaueSFV,2016-02-15 18:58:46,0,0,@BrettRedacted,,
Amanha vo vê Deadpool,2016-02-15 18:58:46,0,1,,,
Gostei de um vídeo @YouTube de @nilmoretto http:// youtu.be/hrDjLUdA6LE?a FOMOS VER: DEADPOOL -Ep.667 (SEM SPOILER!),2016-02-15 18:58:46,0,0,@YouTube @nilmoretto,,
Ryan Reynolds rejects sexist ' Deadpool ' question: 'Women love superhero movies' http:// ift.tt/1KSvsuw pic.twitter.com/CD125o6pjT,2016-02-15 18:58:45,0,0,,,
My bae #deadpool https://www. instagram.com/p/BB04JAjxEKK/,2016-02-15 18:58:44,0,0,,#deadpool,
Gostei de um vídeo @YouTube de @naosalvo http:// youtu.be/kIhEUL4rnnQ?a ENTREVISTA: DEADPOOL - RYAN REYNOLDS - Premier de Londres,2016-02-15 18:58:44,0,0,@YouTube @naosalvo,,
yo necesito ver deadpool,2016-02-15 18:58:44,26,0,,,
@ScottEHorner @MattGlenesk @JennyMorlan I turned Ted off but had no issues getting thru Deadpool .,2016-02-15 18:58:43,0,0,@ScottEHorner @MattGlenesk @JennyMorlan,,
Finalmente vou ver Deadpool !!!!!!! YEAHHHHHHHHHHHH,2016-02-15 18:58:42,0,0,,,
Deadpool was very good and funny af,2016-02-15 18:58:42,0,1,,,
Deadpool ce sera pas pour cette semaine. Horaires caca.,2016-02-15 18:58:42,0,0,,,
Apparently deadpool = the destruction of society,2016-02-15 18:58:41,0,0,,,
Necesito alguien que quiera ver Deadpool,2016-02-15 18:58:41,0,0,,,
My friends calling Deadpool the best comic book movie ever... It's up there ! !,2016-02-15 18:58:40,0,0,,,
Really wanna see Deadpool,2016-02-15 18:58:39,2,4,,,
#Deadpool was a success because the right people produced it. @VancityReynolds wanted it done the right way. He cared that much.,2016-02-15 18:58:39,0,0,@VancityReynolds,#Deadpool,
Headed out to see DEADPOOL !,2016-02-15 18:58:39,0,1,,,
I want to go see Deadpool,2016-02-15 18:58:38,2,0,,,
gonna watch deadpool this week.. huehue,2016-02-15 18:58:38,0,0,,,
"Dark knight , momento , deadpool (...) https:// twitter.com/blsexting/stat us/699082009663111168 …",2016-02-15 18:58:38,0,0,,,
"Retweeted Entertainment Weekly ( @EW ): #Deadpool director Tim Miller remembers when Fox execs told him, ""We just... http:// fb.me/4yqijishR",2016-02-15 18:58:37,0,0,@EW,#Deadpool,
Gostei de um vídeo @YouTube de @joaomarcos_q http:// ln.is/www.youtube.co m/uPOl5 … DeadpoolPack - Textura do DeadPool !,2016-02-15 18:58:37,1,0,@YouTube @joaomarcos_q,,
"Side note, just saw Deadpool and it was freaking amazing! @VancityReynolds will always be bae",2016-02-15 18:58:37,0,1,@VancityReynolds,,
Ryan Reynolds rejects sexist ' Deadpool ' question: 'Women love superhero movies' http:// ift.tt/1KSvsuw Comic book movies might be marke…,2016-02-15 18:58:36,0,0,,,
Gostei de um vídeo @YouTube de @naosalvo http:// youtu.be/kIhEUL4rnnQ?a ENTREVISTA: DEADPOOL - RYAN REYNOLDS - Premier de Londres,2016-02-15 18:58:36,0,0,@YouTube @naosalvo,,
[SPOILER] 3 horas de créditos pro deadpool me falar pra ir embora NUNCA MAIS ACREDITO NO Q VCS DIZEM,2016-02-15 18:58:35,1,0,,,
"I might have possibly, or probably, left my student id at the cinema when I watched Deadpool last week",2016-02-15 18:58:35,0,1,,,
Deadpool was cool,2016-02-15 18:58:34,0,0,,,
"Tu novio que te llevó a ver deadpool el 14, EN ESPAÑOL",2016-02-15 18:58:34,0,0,,,
DEADPOOL WAS AMAZING. GO SEE IT. PLEASE.,2016-02-15 18:58:33,0,7,,,
E tenho dito! #blogcinefilia #Deadpool https:// twitter.com/BlogCinefilia/ status/699381738959740928 …,2016-02-15 18:58:33,0,0,,#blogcinefilia #Deadpool,
"That said, its brash, winking, fourth-wall-breaking attitude takes a backseat to storytelling and character development. #Deadpool",2016-02-15 18:58:33,0,0,,#Deadpool,
When people kept laughing too loud during Deadpool https:// twitter.com/kanyewest/stat us/699374901564538880 …,2016-02-15 18:58:32,0,4,,,
#SabiasQue los ingresos de #Deadpool representan la mejor apertura de FS en este 2016 en Colombia.,2016-02-15 18:58:32,0,0,,#SabiasQue #Deadpool,
30 - Deadpool #365Movies,2016-02-15 18:58:32,0,0,,#365Movies,
"@juanialmeida_ @Ludmi_Doyhenart NO FLACOS. USTEDES VALLAN A VER DEADPOOL , LUDMILA VOS VAS A VER ZOOTOPIA CONMIGO PUTA",2016-02-15 18:58:32,0,0,@juanialmeida_ @Ludmi_Doyhenart,,
Me gustó un video de @YouTube de @riserbeck http:// youtu.be/omT1iivJjls?a Cocinando Con Riser - Chimichangas Estilo Deadpool,2016-02-15 18:58:31,0,0,@YouTube @riserbeck,,
I wanna go see Deadpool again lol,2016-02-15 18:58:30,0,2,,,
Deadpool was fucking fantastic.,2016-02-15 18:58:30,0,0,,,
ta decidido no fim de semana vou jogar Deadpool para recuperar a piada e matar saudades,2016-02-15 18:58:29,1,1,,,
Deadpool comédia demais kkkkkkk top esse filme hahaha,2016-02-15 18:58:28,0,0,,,
"aqui pensando se tenho pique pra pegar a sessao das 22h do Deadpool ...não hj, é claro",2016-02-15 18:58:27,0,0,,,
Quiero ver Deadpool .,2016-02-15 18:58:27,0,0,,,
"Mano, assisti Deadpool e só tenho uma coisa pra dizer: #PeideieSaiAndando — assistindo Deadpool Filme",2016-02-15 18:58:26,0,0,,#PeideieSaiAndando,
Me gustó un video de @YouTube de @riserbeck http:// youtu.be/omT1iivJjls?a Cocinando Con Riser - Chimichangas Estilo Deadpool,2016-02-15 18:58:25,0,0,@YouTube @riserbeck,,
"Cara, deadpool é um filme muito daora. Assisti ontem e só risada pqp puta maluco babaca KKKKKKKJJJJKKKKK GOSTEI MT",2016-02-15 18:58:25,0,0,,,
#Deadpool made more money in one long weekend than 2 of the previous 7 #XMen movies made in their entire runs. http://www. boxofficemojo.com/franchises/cha rt/?id=xmen.htm …,2016-02-15 18:58:25,0,0,,#Deadpool #XMen,
So I’m pretty sure Deadpool will forever be my favorite movie. http:// tmblr.co/Z0skNw21q9qSC,2016-02-15 18:58:25,0,0,,,
vi deadpool de novo,2016-02-15 18:58:24,0,0,,,
watching Deadpool Movie at Strand Theatre http:// fb.me/6TC2YNfcv,2016-02-15 18:58:24,0,0,,,
"Conoce a Cable, el compañero de Deadpool del cual veremos aún más... >> http:// zpr.io/MxtW pic.twitter.com/lZ3gLlnOWw",2016-02-15 18:58:24,0,0,,,
"Bout to watch Deadpool , hope this a good movie!!!",2016-02-15 18:58:23,0,0,,,
assisti deadpool hj,2016-02-15 18:58:22,0,0,,,
"assistir deadpool em forma de encontro, melhor encontro só aceita",2016-02-15 18:58:22,0,1,,,
"Probablemente si fuese un ""superhéroe"", sería algo parecido a Deadpool . Un pervertido con extraño humor jajaja. Pedazo de película!!",2016-02-15 18:58:22,0,1,,,
viendo Deadpool Película en Cinemex Tulancingo Oficial http:// fb.me/6TaZqPW6Y,2016-02-15 18:58:21,0,0,,,
I don't understand what Deadpool is. It looks like a transgender spiderman,2016-02-15 18:58:20,14,29,,,
#Deadpool,2016-02-15 18:58:20,0,1,,#Deadpool,
rhfnfnfn i have to go see deadpool,2016-02-15 18:58:19,0,1,,,
I'd love to see a @cinemasins Deadpool sometimes in the future.,2016-02-15 18:58:19,0,0,@cinemasins,,
Deadpool =,2016-02-15 18:58:18,0,2,,,
Deadpool en Yaske.to #Genial,2016-02-15 18:58:18,0,0,,#Genial,
Fixing to watch Deadpool I can't wait,2016-02-15 18:58:18,0,0,,,
Dev and I are on the way to see deadpool ! Too pumped,2016-02-15 18:58:16,0,1,,,
@Lord_Arse reminds me about that one scene in deadpool ...,2016-02-15 18:58:15,0,0,@Lord_Arse,,
Deadpool 10/10 would see again,2016-02-15 18:58:14,0,1,,,
A ' Deadpool ' crossover movie with 'X-Men' is not gonna happen - New York Post http:// goo.gl/SM66me pic.twitter.com/IJ1IjH6jJ5,2016-02-15 18:58:14,0,0,,,
Que después de un almuerzo me invitará a cerrar deadpool la mujer perfecta esta a mi lado,2016-02-15 18:58:14,0,0,,,
There's like two 4 year olds and a couple 6 year old looking kids in this theater to watch deadpool . This is gonna be funny,2016-02-15 18:58:12,0,2,,,
"@screenjunkies since Deadpool was such a big hit, what do you think other studios/directors could learn from it? #MovieFights",2016-02-15 18:58:12,0,0,@screenjunkies,#MovieFights,
You win Deadpool ...you win,2016-02-15 18:58:12,1,2,,,
Aproveitar o dia de Folga e curtir um Cineminha do filme mais aguardado de 2016 #deadpool #movie … https://www. instagram.com/p/BB04FAuNrw7/,2016-02-15 18:58:11,0,0,,#deadpool #movie,
Vontade do crl de ir no mc e ver deadpool,2016-02-15 18:58:11,0,0,,,
"mishasteaparty: Deadpool (2016) - Produced by Asshats, Directed by an Overpaid Tool, Written by the... http:// tmblr.co/ZcmCIr21q9ni7",2016-02-15 18:58:09,0,0,,,
This #film #editor kept #Deadpool from flying off the rails http://www. theverge.com/2016/2/13/1098 1366/deadpool-editing-julian-clarke-interview?utm_campaign=theverge&utm_content=feature&utm_medium=social&utm_source=twitter … via @verge,2016-02-15 18:58:08,0,0,@verge,#film #editor #Deadpool,
"Like I got back from Deadpool , Pulled #SleepyHollow up on the DVR, watched Nicole’s one woman play then erased the episode. That is so sad.",2016-02-15 18:58:08,0,0,,#SleepyHollow,
Como não amar um professor que fala pra você assistir Deadpool ?,2016-02-15 18:58:07,0,0,,,
Really want to see deadpool and zoolander 2 even though it will be bad,2016-02-15 18:58:07,0,1,,,
I liked a @YouTube video http:// youtu.be/COnTk4hF2ak?a DEADPOOL SHATTERS Box Office RECORDS!! - ETC Daily,2016-02-15 18:58:06,0,0,@YouTube,,
Gostei de um vídeo @YouTube de @naosalvo http:// youtu.be/kIhEUL4rnnQ?a ENTREVISTA: DEADPOOL - RYAN REYNOLDS - Premier de Londres,2016-02-15 18:58:04,0,0,@YouTube @naosalvo,,
Deadpool,2016-02-15 18:58:04,0,0,,,
"Nigg, Deadpool 's crazy af!",2016-02-15 18:58:04,0,0,,,
@Spider_Skinz @TMM75 they had a trailer for it in Deadpool reaffirmed that I was going to binge that before daredevil comes out,2016-02-15 18:58:03,0,1,@Spider_Skinz @TMM75,,
1. the H8ful eight 2. Star wars VII 3. the Revenant 4. Deadpool 5. concussion así mi lista por ahora,2016-02-15 18:58:03,0,0,,,
“ Deadpool ” Director Tim Miller Was ‘Horrified’ When the Test Footage Leaked http://www. comicschronicle.com/deadpool-direc tor-tim-miller-was-horrified-when-the-test-footage-leaked/ …,2016-02-15 18:58:03,0,0,,,
https://www. yahoo.com/movies/deadpoo l-producer-simon-kinberg-says-225810583.html … Deadpool Producer Simon Kinberg Says X-Force Could Be R-Rated,2016-02-15 18:58:03,0,1,,,
Ryan Reynolds rejects sexist ' Deadpool ' question: 'Women love superhero movies' http:// ift.tt/1KSvsuw,2016-02-15 18:58:01,0,0,,,
Por qué ‘ Deadpool ’ es la mejor película de héroes desde ‘Guardians of the Galaxy’ http:// dlvr.it/KWVc4h pic.twitter.com/nuh84EZsna,2016-02-15 18:58:01,0,0,,,
