Unnamed: 0,username,date,retweets,favorites,text,mentions,hashtags,id,Compound_Score,Negative_Score,Positive_Score,Neutral_Score,polarity
17,tomsmarvel,2017-10-15 19:55,0,5,cinema watch happy death day,,,919713358512758785,-0.0516,0.368,0.349,0.283,Neg
18,mtp1086,2017-10-15 19:55,0,1,happy death day defeats blade runner box office noose,,,919713355580850177,-0.3612,0.39,0.233,0.377,Neg
19,elise_alexia,2017-10-15 19:55,1,3,happy death day soooooo good,,,919713343962779648,0.4019,0.312,0.528,0.16,Pos
20,KarlosAires,2017-10-15 19:55,0,0,cinemas arcoplex aldeota happy death day ce,@arcoiriscinema,,919713301579403264,-0.0516,0.31,0.294,0.397,Neu
21,kgbt,2017-10-15 19:55,0,2,horror reigns happy death day tops domestic box office,,,919713251448930304,-0.1531,0.388,0.357,0.255,Neg
22,lesliesal_,2017-10-15 19:55,0,2,happy death day actually good lol,,,919713250479976448,0.6705,0.255,0.614,0.131,Pos
23,EjLeeson,2017-10-15 19:54,0,1,happy death day pretty,,#HappyDeathDay,919713102136074240,0.4588,0.331,0.585,0.085,Pos
24,madfemme,2017-10-15 19:54,0,0,really enjoyed happy death day,,,919713048880926721,0.528,0.303,0.551,0.146,Pos
25,FatherTone,2017-10-15 19:53,16,21,killer happy death day save,,,919712966349672448,-0.3182,0.509,0.429,0.062,Neg
26,ZProductionz,2017-10-15 19:53,0,1,seated,@creetureshow,#HappyDeathDay,919712899010048000,0.0,0.0,0.0,1.0,Neu
27,DouceyD,2017-10-15 19:53,0,0,happy death day get chance see friday even though tickets,,,919712882438410241,0.2023,0.235,0.343,0.422,Neu
28,salittig,2017-10-15 19:53,0,0,gostei de um morte te happy death day,@YouTube,,919712848200290304,-0.0516,0.287,0.272,0.441,Neu
29,Fangurll19,2017-10-15 19:53,0,0,saw happy death day really good,,,919712786145476608,0.4576,0.283,0.5,0.218,Pos
30,Manticore471,2017-10-15 19:53,0,0,u amazing happy death day u showed many emotions one film pulled bravo u,@jessica_rothe,,919712745687322630,0.5574,0.201,0.387,0.412,Neu
31,hemmomendesx,2017-10-15 19:52,0,1,happy death day freaking whole acting really movie,,,919712733171503104,-0.4588,0.435,0.24,0.325,Neg
32,cia0bellaxo,2017-10-15 19:52,0,0,happy death day one movies expect wack turns,,,919712727685369856,-0.0516,0.287,0.272,0.441,Neu
33,xxTheNidsterxx,2017-10-15 19:52,0,0,happy death day great definitely better,,,919712683783589888,0.8591,0.213,0.732,0.055,Pos
34,Moviesworldshow,2017-10-15 19:52,0,0,happy death day stands among weak lineup wide releases los angeles times,,,919712629869887488,-0.4767,0.349,0.19,0.462,Neu
35,livefromthe719,2017-10-15 19:52,0,0,watching happy death day,,#trakt,919712626011189253,-0.0516,0.406,0.385,0.208,Neg
36,Brandonismusic,2017-10-15 19:52,0,0,movie happy death day,,,919712603567546368,-0.0516,0.406,0.385,0.208,Neg
37,rowciee,2017-10-15 19:52,0,3,happy death day fucking called killer within first times,,,919712521245913094,-0.6983,0.466,0.204,0.33,Neg
38,Princessrelliee,2017-10-15 19:51,0,0,tryna go see someone weekend,,#HappyDeathDay,919712403545313280,0.0,0.0,0.0,1.0,Neu
39,jamesraybeck,2017-10-15 19:51,0,1,got watching rock hard movie got new fan awesome work,@jessica_rothe,#HappyDeathDay,919712382225666050,0.7184,0.095,0.432,0.473,Neu
40,GoombaStompMag,2017-10-15 19:51,0,0,unusual slasher film lot read,,#HappyDeathDay,919712338772725760,0.0,0.0,0.0,1.0,Neu
41,ernanivfreire,2017-10-15 19:50,0,0,gostei de um morte te happy death day,@YouTube,,919712231302074369,-0.0516,0.287,0.272,0.441,Neu
42,alyssssa_22,2017-10-15 19:50,15,17,wanna go see happy death day,,,919712224075161600,-0.0516,0.336,0.319,0.345,Neu
43,kmmfoo,2017-10-15 19:50,0,1,recap premise day die supposedly get ok skip last burrito,,#HappyDeathDay,919712171969347584,-0.4019,0.277,0.156,0.567,Neu
44,Helenn_Ly,2017-10-15 19:50,1,5,happy death day waste money,,,919712169402368005,-0.4588,0.54,0.298,0.161,Neg
45,TVExclusivas,2017-10-15 19:50,0,0,happy death day arrebata primer lugar de taquilla publimetro,,#TVExclusivas,919712010362789888,-0.0516,0.267,0.253,0.479,Neu
46,trueviralnews,2017-10-15 19:50,0,1,happy death day scares big box office numbers,,#Buzz #Entertainment #NEWS #news,919711997020790784,-0.3818,0.42,0.247,0.333,Neg
47,Yellenah,2017-10-15 19:49,0,0,gostei de um morte te happy death day,@YouTube,,919711910702014466,-0.0516,0.287,0.272,0.441,Neu
48,ScreamTAYYY,2017-10-15 19:49,0,0,wanna go see happy death day,,,919711878573711360,-0.0516,0.336,0.319,0.345,Neu
49,destanie_nacey,2017-10-15 19:49,0,7,definitely need go see happy death day,,,919711828695027712,0.3612,0.273,0.448,0.28,Pos
50,Senlac_Hill,2017-10-15 19:49,0,0,seen,,#HappyDeathDay,919711778275282944,0.0,0.0,0.0,1.0,Neu
51,LitJalex,2017-10-15 19:48,0,0,im tryna see happy death day nfs,,,919711650252455936,-0.0516,0.31,0.294,0.397,Neu
52,killakiki_,2017-10-15 19:48,0,1,super upset happy death day really cents song ringtone like previews,,,919711518614155265,0.5574,0.288,0.447,0.265,Pos
53,jcarmon24,2017-10-15 19:47,1,10,okay happy death day easily best movie seen long,,,919711447525019654,0.8074,0.194,0.607,0.199,Pos
54,Apothecary_Man,2017-10-15 19:47,0,1,happy death day actually good completely fell apart came time reveal,,,919711439920746502,0.4019,0.211,0.357,0.432,Neu
55,Bigdaddyycool,2017-10-15 19:47,0,0,happy death day movie review,,,919711316029214720,-0.0516,0.368,0.349,0.283,Neg
56,QuezCustomz,2017-10-15 19:47,2,1,save money see happy death day,,,919711271913652229,0.4588,0.283,0.5,0.217,Pos
57,Jaduhhh__,2017-10-15 19:46,0,2,loved happy death day much,,,919711172806320129,0.5719,0.289,0.563,0.148,Pos
58,tmurdaaa16,2017-10-15 19:46,0,0,going see happy death day tomorrow,,,919711093659979777,-0.0516,0.336,0.319,0.345,Neu
59,1066Live,2017-10-15 19:45,0,0,seen,,#HappyDeathDay,919710921060167680,0.0,0.0,0.0,1.0,Neu
60,prymefocus,2017-10-15 19:45,0,0,happy death day carves million opening box office,,,919710873714704384,-0.0516,0.287,0.272,0.441,Neu
61,tayler__t,2017-10-15 19:45,0,0,saw happy death day pretty,,,919710871647150080,0.4588,0.305,0.539,0.156,Pos
62,JoseSalvadorIII,2017-10-15 19:45,0,2,need gif pep talk tree gives tim,,#HappyDeathDay,919710740444954624,0.0,0.0,0.0,1.0,Neu
63,daaatpussycat_,2017-10-15 19:44,0,1,happy death day,,,919710688209133568,-0.0516,0.453,0.43,0.116,Neg
64,temoflama,2017-10-15 19:44,0,0,happy death day logra el primer lugar en la taquilla de eu,,,919710613722472448,-0.0516,0.222,0.21,0.568,Neu
65,Bethoisababe,2017-10-15 19:44,0,0,went saw happy death day even tho scared half movie definitely recommend,,,919710554851340288,0.2732,0.3,0.392,0.308,Pos
66,iRiSWHOM,2017-10-15 19:44,0,0,conspiracy theory happy death day fucking,,,919710537839271936,-0.5574,0.521,0.264,0.214,Neg
67,ireadsyou,2017-10-15 19:44,0,0,movies like happy death day negromancer negromancer news bits bites october,,,919710522135711744,0.3182,0.215,0.343,0.442,Neu
68,DrZaiusGoD,2017-10-15 19:44,0,0,reaction,,#HappyDeathDay #StardustApp,919710521368219648,0.0,0.0,0.0,1.0,Neu
69,OnlyyHope_16,2017-10-15 19:44,0,2,happy death day probably fav,,,919710510249136128,0.4215,0.31,0.532,0.159,Pos
70,CtrlAltComputer,2017-10-15 19:43,0,0,happy death day open top spots,,,919710426954211328,0.1531,0.315,0.444,0.242,Pos
71,ITSYABOI_CARLOS,2017-10-15 19:43,0,0,saw happy death day,,,919710336881537024,-0.0516,0.406,0.385,0.208,Neg
72,CapitaineJan,2017-10-15 19:43,0,1,box happy death day takes runner via,@ew,,919710269869379584,-0.0516,0.31,0.294,0.397,Neu
73,JDOberholtzer,2017-10-15 19:42,0,2,albeit slightly slasher twist rothe strong final b,,#HappyDeathDay #GroundhogDay,919710221286674434,0.5106,0.0,0.355,0.645,Neu
74,adasynlynell,2017-10-15 19:42,0,0,going watch happy death day,,,919710210666541056,-0.0516,0.368,0.349,0.283,Neg
75,liljup,2017-10-15 19:42,0,1,happy death day oct,,,919710190416543744,-0.0516,0.406,0.385,0.208,Neg
76,5150power,2017-10-15 19:42,0,0,happy death day ending raises plenty questions via,@thr,,919710174830411776,-0.0516,0.287,0.272,0.441,Neu
77,abbear111,2017-10-15 19:42,0,1,seen thr,,#HappyDeathDay,919710088822165504,0.0,0.0,0.0,1.0,Neu
78,kennedy_ryleigh,2017-10-15 19:42,0,2,wanna go see happy death day,,,919710076788756481,-0.0516,0.336,0.319,0.345,Neu
79,ljovo1,2017-10-15 19:42,1,6,tryna see happy death day,,,919710006047633409,-0.0516,0.368,0.349,0.283,Neg
80,THR,2017-10-15 19:42,4,28,seen,,#HappyDeathDay,919709987504578561,0.0,0.0,0.0,1.0,Neu
81,AdamGlass44,2017-10-15 19:41,0,1,aidan made customer lego movie,@ScottyLobdell @UniversalHorror @DCComics,#SPN,919709892092379136,0.0,0.0,0.0,1.0,Neu
82,GingerRedBush,2017-10-15 19:41,0,0,movie watching happy death day amc poway,,,919709888187580416,-0.0516,0.31,0.294,0.397,Neu
83,shookXdolan,2017-10-15 19:41,0,1,happy death day great recommend,,,919709837491097600,0.7506,0.257,0.678,0.066,Pos
84,gmanews,2017-10-15 19:41,3,11,box office glory piece cake happy death day,,,919709726706827264,0.5106,0.242,0.447,0.311,Pos
85,londonthetaurus,2017-10-15 19:40,0,0,give happy death day impressed really,,,919709612995211265,0.4404,0.285,0.496,0.219,Pos
86,trendsmetadata,2017-10-15 19:40,0,0,new avg sd happy death day liked views,,#Movies #YouTube #like,919709508686905344,0.3818,0.253,0.422,0.325,Pos
87,tazminmerchant,2017-10-15 19:40,0,0,october,,#BoxOffice #HAPPYDEATHDAY #BLADERUNNER2049 #THEFOREIGNER,919709499937587201,0.0,0.0,0.0,1.0,Neu
88,TheHTMN,2017-10-15 19:40,0,0,october,,#Box_Office #HAPPY_DEATH_DAY #BLADE_RUNNER_2049 #THE_FOREIGNER,919709499052630016,0.0,0.0,0.0,1.0,Neu
89,FilmBookTomasi,2017-10-15 19:40,0,0,october,,#BoxOffice #HAPPYDEATHDAY #BLADERUNNER2049 #THEFOREIGNER,919709496317898753,0.0,0.0,0.0,1.0,Neu
90,Patrick720,2017-10-15 19:39,0,0,looking like took dump,,#happydeathday,919709377740836865,-0.0258,0.366,0.352,0.282,Neg
91,_elizabeth1597,2017-10-15 19:39,0,2,someone go watch happy death day,,,919709334761648128,-0.0516,0.336,0.319,0.345,Neu
92,BaileyDawn647,2017-10-15 19:39,0,1,saw pretty recommend going lol,,#HappyDeathDay,919709333255987200,0.8176,0.0,0.81,0.19,Pos
93,FilmBookJoseph,2017-10-15 19:39,0,1,box october happy death day blade runner,,,919709253975330816,-0.0516,0.31,0.294,0.397,Neu
94,lifexvibe,2017-10-15 19:38,0,0,neutral,,#HappyDeathDay,919709185662705664,0.0,0.0,0.0,1.0,Neu
95,Tonii_Baloneyy,2017-10-15 19:38,0,0,need someone go see happy death day,,,919709174275063808,-0.0516,0.31,0.294,0.397,Neu
96,padillerrr,2017-10-15 19:38,0,1,trying go date see happy death day,,,919709149784674304,-0.0516,0.31,0.294,0.397,Neu
97,JoshHouchin,2017-10-15 19:38,0,3,minutes happy death day started wondering going inevitably start selling bayfield babies shirts,,,919709126061674497,-0.0516,0.21,0.199,0.591,Neu
98,_skamall,2017-10-15 19:38,0,1,neutral,,#pickering8 #happydeathday,919709092553330688,0.0,0.0,0.0,1.0,Neu
99,FilmBookRomney,2017-10-15 19:38,0,1,box october happy death day blade runner,,,919709081740496896,-0.0516,0.31,0.294,0.397,Neu
100,_aadaaam,2017-10-15 19:37,0,0,soooooooo happy death day amazing would watch,,,919708916010827776,0.5574,0.253,0.487,0.26,Pos
101,brookexmendes,2017-10-15 19:36,0,0,hey happy death day,@JacobWhitesides,,919708698305589252,-0.0516,0.406,0.385,0.208,Neg
102,dreeewmay,2017-10-15 19:36,0,2,love life,,#HappyDeathDay,919708597638057985,0.6369,0.0,0.808,0.192,Pos
103,DDannyBOY,2017-10-15 19:36,0,0,bien que decir watching happy death day ipic theaters,,,919708597348655105,-0.0516,0.267,0.253,0.479,Neu
104,therealGoganchi,2017-10-15 19:36,0,1,finna watch,,#HappyDeathDay,919708548170502144,0.0,0.0,0.0,1.0,Neu
105,ThisYaMANNs,2017-10-15 19:36,0,0,happy death day good movie,,,919708510656565248,0.4019,0.312,0.528,0.16,Pos
106,aIlbadbizzle,2017-10-15 19:36,0,1,went go see happy death day right sjsjsj sitting next little kids thought everything funny,,,919708507443777541,0.4019,0.173,0.293,0.533,Neu
107,FilmBookWilliam,2017-10-15 19:35,0,0,box october happy death day blade runner,,,919708425147305985,-0.0516,0.31,0.294,0.397,Neu
108,revistasisomos,2017-10-15 19:35,0,0,rt happy death day desplaza en taquilla,,#BladeRuner2049,919708387616677888,-0.0516,0.31,0.294,0.397,Neu
109,suhvannah_,2017-10-15 19:35,0,2,happy death day looked cheesy get turned decent,,,919708320331595776,-0.0516,0.287,0.272,0.441,Neu
110,Guitarzan14,2017-10-15 19:34,0,0,box happy death day takes blade runner,,,919708206556999680,-0.0516,0.31,0.294,0.397,Neu
111,tshoemaker2423,2017-10-15 19:34,0,0,happy death day really good funny yet highly,,,919708181584121856,0.7328,0.217,0.56,0.223,Pos
112,wiltondan7,2017-10-15 19:34,0,0,gostei de um morte te happy death day,@YouTube,,919708126345158656,-0.0516,0.287,0.272,0.441,Neu
113,wwgirl40,2017-10-15 19:34,0,0,watching,@UniversalHorror,,919708122926772224,0.0,0.0,0.0,1.0,Neu
114,dakotadallen,2017-10-15 19:34,0,0,movie night cinemas hollywood imax ocala happy death day,@Regal @regalmovies,,919708030278782976,-0.0516,0.267,0.253,0.479,Neu
115,FilmBookdotCom,2017-10-15 19:34,0,0,box october,,#HappyDeathDay #BladeRunner2049 #TheForeigner,919708012071206912,0.0,0.0,0.0,1.0,Neu
116,l0lnatalie,2017-10-15 19:33,8,5,somebody go see happy death day w,,,919707925802762240,-0.0516,0.336,0.319,0.345,Neu
117,AngelInBoots21,2017-10-15 19:33,0,0,anyone wanna go watch happy death day,,,919707881729085440,-0.0516,0.31,0.294,0.397,Neu
118,aalexxiiss_,2017-10-15 19:33,1,1,happy death day,,,919707801420677120,-0.0516,0.453,0.43,0.116,Neg
119,HeleneOficial,2017-10-15 19:33,0,0,finalmente vou ver happy death day ha meses esperando,,,919707799877189633,0.296,0.244,0.381,0.375,Pos
120,hannahleahperez,2017-10-15 19:33,0,3,neutral,,#HappyDeathDay,919707789085282306,0.0,0.0,0.0,1.0,Neu
121,abiigaill__,2017-10-15 19:32,0,1,really wanna go see happy death day,,,919707682931658752,-0.0516,0.31,0.294,0.397,Neu
122,jaimere15,2017-10-15 19:32,0,1,happy death day pretty chill,,,919707677176971264,0.4588,0.305,0.539,0.156,Pos
123,GrovesZac,2017-10-15 19:32,0,0,want see happy death day,,,919707616636522497,0.0258,0.358,0.459,0.183,Pos
124,LargeMarge67,2017-10-15 19:32,0,0,latest,,#thewalkingdead #happydeathday,919707597841797125,0.0,0.0,0.0,1.0,Neu
125,AdamGlass44,2017-10-15 19:32,0,1,son aidan inspired movie made lego custom,@scottlobdell @UniversalHorror @DCComics,,919707575129534464,0.4939,0.0,0.348,0.652,Neu
126,EvanZVlogs,2017-10-15 19:32,0,0,happppppyyyy death day happppy death happy death day dearrrr happpy death day toooooooooooooooooooooooo,@xPirazz,,919707554774765569,-0.9169,0.571,0.136,0.293,Neg
127,FresnoRanchNews,2017-10-15 19:32,0,0,happy death day scares box office,,,919707498675888128,-0.3818,0.485,0.285,0.231,Neg
128,walkinglint,2017-10-15 19:32,0,0,box happy death day crushes runner million,,,919707477909716992,-0.4767,0.469,0.255,0.276,Neg
129,ReedleyAreaNews,2017-10-15 19:32,0,0,happy death day scares box office,,,919707468913102848,-0.3818,0.485,0.285,0.231,Neg
130,charlotte4life1,2017-10-15 19:31,0,1,alright time go watch happy death day,,,919707378362150914,0.2023,0.287,0.419,0.294,Pos
131,Krisiaelena,2017-10-15 19:31,0,0,comedia de horror happy death day domina la taquilla norteamericana,,,919707349098438656,-0.5994,0.415,0.202,0.383,Neg
132,GBeeniiie,2017-10-15 19:31,0,2,hyped see happy death day right reviews bad concept seems dope,,,919707270400835585,-0.5719,0.387,0.194,0.419,Neu
133,stylishgirls7,2017-10-15 19:30,0,0,happy death day box horror continues totally kill,,,919707190532829184,-0.8718,0.621,0.182,0.197,Neg
134,samanthaaxoxoo,2017-10-15 19:30,1,1,happy death day wack,,,919707150284476416,-0.0516,0.406,0.385,0.208,Neg
135,InterestingOBN,2017-10-15 19:30,0,0,happy death day open top spots,,,919707146027196417,0.1531,0.315,0.444,0.242,Pos
136,Londied39,2017-10-15 19:30,0,0,happy death day open top spots,,,919707092528910338,0.1531,0.315,0.444,0.242,Pos
137,OpeningDayNFL,2017-10-15 19:30,0,0,happy death day open top spots,,,919707082441535488,0.1531,0.315,0.444,0.242,Pos
138,mollyjo4090,2017-10-15 19:30,0,1,watched tonight,,,919707003710312448,0.0,0.0,0.0,1.0,Neu
139,MarionMegaplex,2017-10-15 19:30,0,0,like groundhog day producer get see happy death day get,,,919706974647930882,0.3182,0.228,0.363,0.409,Neu
140,ActionNewsNow,2017-10-15 19:30,1,1,happy death day celebrating first place finish box office,,,919706968897523712,0.5423,0.225,0.428,0.347,Pos
141,ElSoldeSnJuan,2017-10-15 19:30,0,0,destrona blade runner en taquillas de eu,@UniversalHorror,#Espect,919706959871430656,0.0,0.0,0.0,1.0,Neu
142,Mileniohey,2017-10-15 19:30,3,8,happy death day desplaza en taquilla,,#BladeRuner2049,919706956713009152,-0.0516,0.336,0.319,0.345,Neu
143,SheriCowan,2017-10-15 19:29,0,1,young audiences flock happy death day,,,919706926329614337,-0.0516,0.336,0.319,0.345,Neu
144,lsuboi91,2017-10-15 19:29,0,0,happy death day movie pretty,,,919706913369214976,0.4588,0.305,0.539,0.156,Pos
145,lil_hoste,2017-10-15 19:29,5,22,want see happy death day bad,,,919706854711857157,-0.5267,0.514,0.347,0.139,Neg
146,lsuboi91,2017-10-15 19:29,0,0,got done watching happy death day,,,919706834600153088,-0.0516,0.336,0.319,0.345,Neu
147,skylar_allyse,2017-10-15 19:29,0,3,someone want take date see happy death day,,,919706821409083392,0.0258,0.281,0.36,0.36,Neu
148,bonan_thiago,2017-10-15 19:29,0,3,maybe perfect movie ever seen love much fun watching,,#HappyDeathDay #HappyDeathDayMovie,919706812710039554,0.9042,0.0,0.651,0.349,Pos
149,FresnoNewsCtr,2017-10-15 19:29,0,0,happy death day scares box office,,,919706782125187073,-0.3818,0.485,0.285,0.231,Neg
150,GettysburgiBook,2017-10-15 19:29,0,0,comedia de horror happy death day domina la taquilla norteamericana,,,919706763317927936,-0.5994,0.415,0.202,0.383,Neg
151,lyddamn,2017-10-15 19:29,0,2,wanna see happy death day,,,919706761749086208,-0.0516,0.368,0.349,0.283,Neg
152,GreatUsername98,2017-10-15 19:29,0,0,getting much formula done,,#HappyDeathDay,919706736042242048,0.0,0.0,0.0,1.0,Neu
153,FilmCocktails,2017-10-15 19:28,0,0,one oyster reviews happy death day check latest,,,919706671882145802,-0.0516,0.287,0.272,0.441,Neu
154,kevincprimo,2017-10-15 19:28,0,0,gostei de um morte te happy death day,@YouTube,,919706666261762048,-0.0516,0.287,0.272,0.441,Neu
155,BrendaArenas182,2017-10-15 19:28,3,6,trying see happy death day,,,919706643893403648,-0.0516,0.368,0.349,0.283,Neg
156,Z1073,2017-10-15 19:28,0,1,anyone see happy death day ruled,,,919706615410057216,-0.0516,0.336,0.319,0.345,Neu
157,i_got_spirit,2017-10-15 19:28,0,1,end expected enjoyed thriller,,#HappyDeathDay,919706574142054400,0.5719,0.0,0.701,0.299,Pos
158,_loriisilvaa_,2017-10-15 19:28,0,0,queria assistir happy death day mas ngm que ir cmg,,,919706534439018497,-0.0516,0.25,0.237,0.513,Neu
159,SahafahFan,2017-10-15 19:28,0,0,happy death day,,,919706524150362113,-0.0516,0.453,0.43,0.116,Neg
160,MeganClontz17,2017-10-15 19:28,0,0,saw happy death day good movie,,,919706504487473153,0.4019,0.289,0.489,0.222,Pos
161,TifffanyParker,2017-10-15 19:28,0,0,happy death day pretttyyy made realize like yikes relate bit much better tone bitchiness,,,919706474296815617,0.1531,0.293,0.355,0.352,Pos
162,joshuazhorowitz,2017-10-15 19:27,0,0,review happy death day,@letterboxd,,919706440989847552,-0.0516,0.406,0.385,0.208,Neg
163,MaverickTenSays,2017-10-15 19:27,0,0,main character happy death day named tree btw stupid,,,919706434794868736,-0.5574,0.429,0.218,0.353,Neg
164,teofilorf,2017-10-15 19:27,0,0,gostei de um morte te happy death day,@YouTube,,919706433389817856,-0.0516,0.287,0.272,0.441,Neu
165,PuggyThe,2017-10-15 19:27,0,0,saw happy death day,,,919706216363970561,-0.0516,0.406,0.385,0.208,Neg
166,Tha_Shermanator,2017-10-15 19:26,1,0,happy death day good movie,,,919706157140279296,0.4019,0.312,0.528,0.16,Pos
167,Karlaaa28,2017-10-15 19:26,0,2,kind want go watch happy death day,,,919706125607485440,0.5423,0.255,0.549,0.196,Pos
168,HOLDENLUVSTESSA,2017-10-15 19:26,0,1,watched happy death day wanted die whole,,,919706065729671168,-0.6249,0.503,0.239,0.258,Neg
169,SalaDePrensa_MX,2017-10-15 19:26,0,0,happy death day arrebata primer lugar de taquilla publimetro,,#Espectaculos,919706011438649344,-0.0516,0.267,0.253,0.479,Neu
170,jardynn_,2017-10-15 19:26,8,0,want see happy death day,,,919706004832468992,0.0258,0.358,0.459,0.183,Pos
171,Ivan226622,2017-10-15 19:25,0,0,happy death day crushes runner news,,,919705926491361281,-0.4767,0.504,0.274,0.222,Neg
172,rachelnuri,2017-10-15 19:25,0,1,happy death day surprisingly super entertaining,,,919705915485499392,0.8316,0.222,0.722,0.057,Pos
173,basically_katie,2017-10-15 19:25,13,11,wanna go see happy death day bad,,,919705883336167425,-0.5719,0.49,0.245,0.265,Neg
174,Journeys_Film,2017-10-15 19:24,0,4,bestie sitting happy death day,@UniversalHorror,,919705567576203264,-0.0516,0.368,0.349,0.283,Neg
175,shamelesshoee,2017-10-15 19:24,4,2,wanna go see happy death day,,,919705567093911553,-0.0516,0.336,0.319,0.345,Neu
176,lifeofefrain,2017-10-15 19:24,0,0,happy death day actually good movie,,,919705550824329217,0.4019,0.289,0.489,0.222,Pos
177,ParkerJYoung,2017-10-15 19:24,0,1,predicted killer happy death day within minutes seeing,,,919705537318719494,-0.6705,0.485,0.219,0.296,Neg
178,ABENEVIN,2017-10-15 19:24,0,2,go see happy death day,,,919705534017683462,-0.0516,0.368,0.349,0.283,Neg
179,alittlehell,2017-10-15 19:24,0,0,hopefully happy death day good get read plot wikipedia sucks,,,919705505572048897,0.4404,0.309,0.449,0.242,Pos
180,theflynews,2017-10-15 19:24,7,1,box office happy death day wins weekend twx cmcsa cmcsk sne fox foxa dis,,,919705456863363072,0.5423,0.175,0.332,0.493,Neu
181,Newsstand_,2017-10-15 19:23,0,0,happy death day arrebata primer lugar de taquilla publimetro,,,919705401662300160,-0.0516,0.267,0.253,0.479,Neu
182,lucienobiblio10,2017-10-15 19:23,0,0,gostei de um morte te happy death day,@YouTube,,919705382318206976,-0.0516,0.287,0.272,0.441,Neu
183,HannaPomplun,2017-10-15 19:23,1,13,someone go see happy death day,,,919705300843741184,-0.0516,0.336,0.319,0.345,Neu
184,TDK11_,2017-10-15 19:23,0,0,happy death day funny,,,919705297102495745,0.4019,0.339,0.574,0.087,Pos
185,media_riau,2017-10-15 19:23,0,0,review film happy death day,,,919705283420602368,-0.0516,0.368,0.349,0.283,Neg
186,saannndi,2017-10-15 19:22,0,6,someone go watch happy death day,,,919705149051932672,-0.0516,0.336,0.319,0.345,Neu
187,_NicoleRoseee,2017-10-15 19:22,0,0,wonder happy death day good,,,919705124242710528,0.4019,0.312,0.528,0.16,Pos
188,danielalmutis,2017-10-15 19:22,0,13,happy death day good shit wanting detective ass shit none fake hating bitches r low u kill,,,919705119859634176,-0.8125,0.53,0.371,0.099,Neg
189,myrandamn,2017-10-15 19:22,2,6,wait need see happy death day,,,919705045045714945,-0.0516,0.336,0.319,0.345,Neu
190,Jaquearao,2017-10-15 19:22,0,3,happy death day nova rj,@Kinoplex @aryguilherme1 @joaosaturnino97 @hgdiasazev,,919704990406586368,-0.0516,0.368,0.349,0.283,Neg
191,WLTX,2017-10-15 19:22,0,1,happy death day,,#HappyDeathDay,919704951269609472,-0.0516,0.453,0.43,0.116,Neg
192,___idi,2017-10-15 19:21,0,0,wait already say trash happy death day,,,919704895384641536,-0.0516,0.31,0.294,0.397,Neu
193,malloryz11,2017-10-15 19:21,0,2,review happy death day fucking awful could make better movie backyard iphone,,,919704806398332934,-0.1513,0.33,0.303,0.367,Neu
