Unnamed: 0,username,date,retweets,favorites,text,mentions,hashtags,id,Compound_Score,Negative_Score,Positive_Score,Neutral_Score,polarity
29,TomSullBoston,2017-10-21 19:44,0,1,happydeathdaymovie legacy place,@Showcase,#happydeathday #happydeathdaymovie,9.21884941973e+17,0.0,0.0,0.0,1.0,Neu
30,IAmNicoSuave,2017-10-21 19:44,0,1,highly recommend watch happy death day,,,9.21884875099e+17,0.4323,0.286,0.495,0.22,Pos
31,HereIsMeag,2017-10-21 19:44,0,1,happy death day literally craziest movie,,,9.21884872838e+17,-0.1027,0.432,0.314,0.254,Neg
32,hannahlduh,2017-10-21 19:43,0,2,happy death day,,,9.21884795898e+17,-0.0516,0.453,0.43,0.116,Neg
33,DamodarCinemas,2017-10-21 19:43,0,1,still seen happy death day worry still final screenings week village,,#HappyDeathDay,9.21884755075e+17,-0.4767,0.368,0.2,0.432,Neu
34,KillemRizzle,2017-10-21 19:43,0,1,hell yeahh thought remember movie came earlier year similar plot talking,,,9.21884694824e+17,-0.6808,0.315,0.0,0.685,Neu
35,BranFanHQ,2017-10-21 19:43,0,0,happy death day good recommend,,,9.21884630437e+17,0.6369,0.279,0.65,0.071,Pos
36,MistaRafael,2017-10-21 19:42,0,0,happy death day,,,9.21884550506e+17,-0.0516,0.453,0.43,0.116,Neg
37,blackxidy,2017-10-21 19:42,0,3,still wondering made day kept restarting girl happy death day,,,9.21884504616e+17,-0.0516,0.25,0.237,0.513,Neu
38,nivxxole,2017-10-21 19:42,0,0,also want watch happy death day getting shmoney,,,9.21884381564e+17,0.0258,0.281,0.36,0.36,Neu
39,TheAceRimmer,2017-10-21 19:42,0,0,happy death day better right need aim lower next time,,,9.21884331131e+17,0.128,0.326,0.353,0.321,Pos
40,ohpeezy,2017-10-21 19:41,0,0,enjoy happy death day without year old tryna ask,,,9.21884198621e+17,0.4588,0.232,0.411,0.357,Pos
41,Lawrenceliwanag,2017-10-21 19:41,0,3,di ako maka move sa happy death day huyyy ang ganda promise lupet ng plot twist huhu,,,9.2188419011e+17,0.2732,0.163,0.251,0.586,Neu
42,eXTeeGi,2017-10-21 19:41,0,2,family enjoyed happy death day,,,9.21884144103e+17,0.4767,0.302,0.543,0.155,Pos
43,LeosAMovieGuy,2017-10-21 19:41,0,0,forget read new reviews happy death day,,,9.21884117415e+17,-0.2732,0.43,0.274,0.296,Neg
44,TheDuragGeneral,2017-10-21 19:41,0,0,finna watch happy death day,,,9.21884097085e+17,-0.0516,0.368,0.349,0.283,Neg
45,mosxarilos,2017-10-21 19:40,0,0,rated happy death day,,#IMDb,9.21883807766e+17,-0.0516,0.406,0.385,0.208,Neg
46,CineSight,2017-10-21 19:39,0,0,short review happy death day hope enjoy much,,#HappyDeathDay,9.21883779933e+17,0.7096,0.22,0.554,0.226,Pos
47,hatwithbuttons,2017-10-21 19:39,0,0,day local theater gave cases,@UniversalHorror,#Halloween #HappyDeathDayMovie,9.21883658613e+17,0.0,0.0,0.0,1.0,Neu
48,Devonkopec,2017-10-21 19:39,0,0,yo happy death day wins dark horse really fun,,,9.2188362895e+17,0.796,0.196,0.553,0.251,Pos
49,torresjavier6,2017-10-21 19:39,0,0,happy death day,,,9.21883628242e+17,-0.0516,0.453,0.43,0.116,Neg
50,DaniDTalks,2017-10-21 19:37,0,0,good like bad movies,,#HappyDeathDay,9.2188316319e+17,0.2263,0.354,0.545,0.101,Pos
51,lovelytruce,2017-10-21 19:37,0,0,watching happy death day,,,9.218831066e+17,-0.0516,0.406,0.385,0.208,Neg
52,lindscatherine_,2017-10-21 19:36,0,3,saw happy death day bc bad laughed whole time,,,9.21883021527e+17,-0.1779,0.387,0.351,0.262,Neg
53,wthgio,2017-10-21 19:36,0,0,adorei happy death day erraram classificando filme como terror,,,9.21882927541e+17,-0.5574,0.429,0.218,0.353,Neg
54,chelskilgore,2017-10-21 19:34,0,1,happy death day omg,,,9.21882442126e+17,-0.0516,0.406,0.385,0.208,Neg
55,wildishthing,2017-10-21 19:34,0,3,happy death day enjoyable,,,9.21882336828e+17,0.4019,0.339,0.574,0.087,Pos
56,theseigisniper,2017-10-21 19:34,0,2,way clever second half led believe,,#HappyDeathDay,9.21882336765e+17,0.4588,0.0,0.375,0.625,Neu
57,JeetoCheesus,2017-10-21 19:33,0,0,went see happy death day expecting hate hilarious actually well,,,9.21882198487e+17,-0.0258,0.36,0.403,0.237,Pos
58,madridstah,2017-10-21 19:33,0,0,think happy death day new favorite movie,,,9.21882144582e+17,0.4215,0.267,0.459,0.274,Pos
59,NinoFromVA,2017-10-21 19:32,0,1,solid movie seen movie similar plot though,,,9.21881937962e+17,0.1531,0.0,0.211,0.789,Neu
60,bearmccreary,2017-10-21 19:32,11,131,awesome seeing films done hometown film playing across,@unrestfilm,#RebelInTheRye #Score #HappyDeathDay,9.21881909395e+17,0.7096,0.0,0.496,0.504,Neu
61,malissaali,2017-10-21 19:32,2,10,happy death day menyakitkan hati zzz,,,9.21881821042e+17,-0.34,0.477,0.289,0.234,Neg
62,tntncrz,2017-10-21 19:31,1,1,mas bet ko happy death day pero wait baka meron na sainyo na lang tayo manuod tas luto carbonara,,,9.21881658215e+17,-0.0516,0.159,0.15,0.691,Neu
63,Ayesha11178,2017-10-21 19:30,0,0,went see friday,,#HappyDeathDay,9.21881466577e+17,0.0,0.0,0.0,1.0,Neu
64,addison_durham,2017-10-21 19:30,0,0,someone go see happy death day,,,9.21881457861e+17,-0.0516,0.336,0.319,0.345,Neu
65,veIouroses,2017-10-21 19:29,0,0,yall happy death day good,,,9.21881068961e+17,0.4019,0.312,0.528,0.16,Pos
66,lovatodinahs,2017-10-21 19:28,0,5,watched happy death day think love jessica rothe ruby modine,,,9.21880965563e+17,0.6124,0.207,0.42,0.372,Pos
67,GreatnessAwakes,2017-10-21 19:28,0,1,seen good movies seen tyler perry boo happy death day,,,9.21880957103e+17,0.4019,0.223,0.377,0.4,Neu
68,vittorz,2017-10-21 19:28,0,0,morte te dar happy death day,@Cinemark,,9.2188091722e+17,-0.0516,0.336,0.319,0.345,Neu
69,kryslynnvaldez2,2017-10-21 19:26,0,1,want go watch happy death day someone,,,9.2188033055e+17,0.0258,0.302,0.388,0.31,Pos
70,lexiedreamer,2017-10-21 19:25,0,0,recommend everyone go see happy death day really,,,9.21880070994e+17,0.3182,0.258,0.411,0.331,Pos
71,Al3xAnimation,2017-10-21 19:24,0,2,groundhog day happy death day good,,,9.21879970641e+17,0.4019,0.289,0.489,0.222,Pos
72,thecalgee,2017-10-21 19:24,0,3,happy death day masterpiece fun ride loved great job carrying movie,,,9.21879916748e+17,0.9451,0.139,0.682,0.179,Pos
73,darealellen,2017-10-21 19:24,0,1,watching happy death day,,#trakt,9.21879883185e+17,-0.0516,0.406,0.385,0.208,Neg
74,Treylon8,2017-10-21 19:23,0,0,wanna go see happy death day im going,,,9.21879711466e+17,-0.0516,0.287,0.272,0.441,Neu
75,Gloomy_dave,2017-10-21 19:23,0,1,happy death day later,,,9.21879687177e+17,-0.0516,0.406,0.385,0.208,Neg
76,StefanyPrecious,2017-10-21 19:22,0,0,happy death day one awesome movieee,,,9.21879464065e+17,0.5994,0.265,0.531,0.204,Pos
77,KillemRizzle,2017-10-21 19:21,0,1,lmk opinion gabby watched day,,,9.21879053988e+17,0.0,0.0,0.0,1.0,Neu
78,marybethmom,2017-10-21 19:19,0,0,mini kids homecoming,,#gno #HappyDeathDay,9.21878578149e+17,0.0,0.0,0.0,1.0,Neu
79,annasendejas,2017-10-21 19:16,0,4,girl happy death day birthday,,,9.21877765012e+17,-0.0516,0.368,0.349,0.283,Neg
80,Annanana_Woo,2017-10-21 19:15,0,0,go waco happy death day meet hayden,,,9.21877557779e+17,-0.0516,0.31,0.294,0.397,Neu
81,paulypaul8,2017-10-21 19:15,0,0,going see happy death day,@MrZMovies,,9.2187754156e+17,-0.0516,0.368,0.349,0.283,Neg
82,ProdigyxCD,2017-10-21 19:15,0,1,happy death day really good slasher reminds,,,9.21877510027e+17,0.4576,0.264,0.466,0.27,Pos
83,stuckinroutine,2017-10-21 19:14,0,2,happy death day time ready ur talent,@RubyModine,,9.21877493191e+17,0.6249,0.245,0.566,0.189,Pos
84,BunLeungart,2017-10-21 19:13,0,0,happy death day surprisingly fun enjoyable,,,9.21877064026e+17,0.802,0.229,0.712,0.059,Pos
85,mita_chavira,2017-10-21 19:12,2,0,wanna go see happy death day,,,9.2187691106e+17,-0.0516,0.336,0.319,0.345,Neu
86,_brigrim,2017-10-21 19:12,0,1,happy death day actually really real,,,9.21876801999e+17,-0.0516,0.336,0.319,0.345,Neu
87,chaney1992,2017-10-21 19:11,0,1,two slight crush made onto list favorite horror,@creetureshow,#HappyDeathDay,9.21876658755e+17,-0.3182,0.398,0.226,0.376,Neg
88,shanananaK,2017-10-21 19:11,1,5,saw happy death day w babe think jumped,,,9.21876574647e+17,-0.0516,0.31,0.294,0.397,Neu
89,colerkeel,2017-10-21 19:11,0,0,happy death day would really scary birthday,,,9.21876514366e+17,-0.5709,0.49,0.245,0.265,Neg
90,ZRockR1,2017-10-21 19:10,0,0,happy death day new film christopher starring jessica rothe girl forced relive,,,9.21876428685e+17,-0.4939,0.352,0.189,0.459,Neu
91,reahlest,2017-10-21 19:10,0,1,im ready get happy death day wouldve kinda dope trailers didnt give much away smh,,,9.21876263669e+17,0.0,0.265,0.265,0.47,Neu
92,edenbrower,2017-10-21 19:09,0,1,seeing halloween two weeks,,#HappyDeathDay #datenight #hubby,9.21876085306e+17,0.0,0.0,0.0,1.0,Neu
93,Lizwirtzfeld,2017-10-21 19:09,0,1,someone see happy death day tonight,,,9.21876058177e+17,-0.0516,0.336,0.319,0.345,Neu
94,Jessica52869343,2017-10-21 19:08,0,11,want go pumpkin patch see happy death day,,,9.21875992973e+17,0.0258,0.281,0.36,0.36,Neu
95,DanCJukes,2017-10-21 19:07,0,1,worst film seen long,,#HappyDeathDay,9.2187573897e+17,-0.6249,0.577,0.0,0.423,Neg
96,diversetechgeek,2017-10-21 19:07,0,0,box happy death day drops jackie falls via,@forbes,#585a573255ab,9.21875717692e+17,-0.0516,0.287,0.272,0.441,Neu
97,_Thensole,2017-10-21 19:07,0,0,walang happy death day sa robinson,,,9.21875700915e+17,-0.0516,0.336,0.319,0.345,Neu
98,TheMovieMeds,2017-10-21 19:07,0,0,review,,#HappyDeathDay,9.21875568622e+17,0.0,0.0,0.0,1.0,Neu
99,KarlaLugo98,2017-10-21 19:06,0,1,happy death day good movie recommend,,,9.21875412644e+17,0.6369,0.26,0.607,0.133,Pos
100,xseandlprt17x,2017-10-21 19:06,0,0,happy death day later bad,,,9.21875323499e+17,-0.5719,0.565,0.282,0.153,Neg
101,Cat_H21,2017-10-21 19:05,0,0,tonight movie amazing movie many funny parts,,#happydeathday,9.21875050374e+17,0.7717,0.0,0.573,0.427,Pos
102,_chloerobinsonn,2017-10-21 19:04,0,1,expecting much happy death day turns pretty good,,,9.21874982917e+17,0.7096,0.22,0.554,0.226,Pos
103,DawgBawse,2017-10-21 19:03,0,0,watching happy death day regal cinemas pastime pavilion,,,9.21874627601e+17,-0.0516,0.287,0.272,0.441,Neu
104,icystorm,2017-10-21 19:03,0,0,welp gaf gonna watch happy death day,,,9.21874599461e+17,-0.0516,0.31,0.294,0.397,Neu
105,ohanajelena,2017-10-21 19:02,0,0,da sala de flatliners e fui direto pra sala de happy death day,,,9.21874364492e+17,-0.0516,0.222,0.21,0.568,Neu
106,swiftIipa,2017-10-21 19:01,1,1,loveddddd happy death day good yet fun entertaining horror everyone go see,,,9.21874021755e+17,0.6369,0.288,0.485,0.227,Pos
107,Glogirlmiaaa,2017-10-21 18:59,0,1,need go see thank service happy death day madea boo,,,9.21873603327e+17,0.3182,0.228,0.363,0.409,Neu
108,kimxuelak,2017-10-21 18:58,0,2,happy death day,,,9.21873463828e+17,-0.0516,0.453,0.43,0.116,Neg
109,_sibbb,2017-10-21 18:58,0,1,wanna see happy death day,,,9.21873288276e+17,-0.0516,0.368,0.349,0.283,Neg
110,pat4az,2017-10-21 18:57,0,0,quick go see happy death day stick around cake song end final closing really,,,9.21873198392e+17,-0.0516,0.199,0.189,0.612,Neu
111,RobbieProuse,2017-10-21 18:56,0,0,great film fantastic actress,@UniversalHorror,,9.21872732484e+17,0.8271,0.0,0.794,0.206,Pos
112,lovatobizzles,2017-10-21 18:55,0,0,want go watch happy death day,,,9.218725547e+17,0.0258,0.328,0.42,0.252,Pos
113,RobbieProuse,2017-10-21 18:54,0,0,went see really enjoyed scary good twists,,#HappyDeathDay,9.21872463378e+17,0.507,0.244,0.475,0.281,Pos
114,Blizzayyy,2017-10-21 18:54,0,0,part happy death day forever funny im using,,,9.21872456398e+17,0.4019,0.252,0.426,0.323,Pos
115,d9nzy,2017-10-21 18:54,0,0,liked video happy death day official trailer theaters friday october,@YouTube,,9.21872419379e+17,0.3818,0.224,0.374,0.402,Neu
116,FreakZoneGames,2017-10-21 18:54,0,2,lighter perhaps badly saw happy death day much damn,,,9.21872358239e+17,-0.7184,0.527,0.201,0.272,Neg
117,PoliticsScot,2017-10-21 18:54,0,1,oh yes good modern might cinema happy death day good really horror,,,9.21872259136e+17,0.5118,0.302,0.468,0.23,Pos
118,krasivachka,2017-10-21 18:52,0,0,wow finally movie theatre fancy dine,,#happydeathday,9.21871968311e+17,0.5859,0.0,0.432,0.568,Neu
119,nickmjimenez,2017-10-21 18:52,0,0,halloween sleep happy death day,,,9.21871925521e+17,-0.0516,0.368,0.349,0.283,Neg
120,scottbox64,2017-10-21 18:51,0,0,happy death day alright writing def aimed teens expect pg movie,,,9.21871553293e+17,0.2023,0.222,0.324,0.455,Neu
121,samesfoley,2017-10-21 18:51,1,1,saw happy death day v would thanks inspiring watch,@ListenToBrunch,,9.2187154316e+17,0.6705,0.225,0.543,0.231,Pos
122,Irais2626,2017-10-21 18:51,0,1,happy death day,,,9.21871531064e+17,-0.0516,0.453,0.43,0.116,Neg
123,nick_malbeuf,2017-10-21 18:48,1,1,mood happy death day actually silly fun geostorm snowman probably,,,9.21870893219e+17,0.4939,0.217,0.45,0.333,Pos
124,sevelev711,2017-10-21 18:47,0,0,going see geostorm going see happy death day going walk oncoming,,,9.21870697416e+17,-0.0516,0.235,0.223,0.542,Neu
125,QueenMayaG,2017-10-21 18:47,1,0,wanna go see happy death day,,,9.21870617112e+17,-0.0516,0.336,0.319,0.345,Neu
126,luizatuitando,2017-10-21 18:47,0,1,ri,@letterboxd,#HappyDeathDay,9.21870578546e+17,0.0,0.0,0.0,1.0,Neu
127,StillDave,2017-10-21 18:47,0,0,still watched happy death day want go watch tonight,,,9.21870574615e+17,0.0258,0.262,0.336,0.403,Neu
128,taeminsmoles,2017-10-21 18:45,0,2,wants see new madea movie lmao brothers friends seeing happy death day something,,,9.21870199825e+17,0.7783,0.165,0.453,0.381,Pos
129,Carol_vqs,2017-10-21 18:45,0,0,cinemais happy death day patos de mg,,,9.2187010745e+17,-0.0516,0.31,0.294,0.397,Neu
130,Shvnnen,2017-10-21 18:45,0,0,finally going see happy death day,,,9.21870016295e+17,-0.0516,0.336,0.319,0.345,Neu
131,EjeCentral,2017-10-21 18:45,0,0,happy death day primer lugar en las taquillas de estados unidos,,#LATENTACI,9.21869959462e+17,-0.0516,0.235,0.223,0.542,Neu
132,JosiT_Youtube,2017-10-21 18:43,0,0,going go see happy death day,,,9.21869690628e+17,-0.0516,0.336,0.319,0.345,Neu
133,fossdog_,2017-10-21 18:43,0,1,happy death day,,,9.21869638237e+17,-0.0516,0.453,0.43,0.116,Neg
134,ashleexpena,2017-10-21 18:42,4,1,still yet see happy death day,,,9.2186943551e+17,-0.0516,0.336,0.319,0.345,Neu
135,Codename22_,2017-10-21 18:42,0,0,back movies happy death day,,,9.21869429109e+17,-0.0516,0.368,0.349,0.283,Neg
136,dbehan79,2017-10-21 18:42,0,0,neutral,@LamarrWilson,#HappyHalloween #HappyDeathDay #happybirthdaykimkardashian,9.21869251816e+17,0.0,0.0,0.0,1.0,Neu
137,ChelseaJKaye,2017-10-21 18:42,0,0,happy death day pretty good,,,9.21869217569e+17,0.7096,0.265,0.667,0.068,Pos
138,holyfieldcaly,2017-10-21 18:41,0,0,austin going see happy death day told gonna wear flops asked wearing,,,9.21869155225e+17,-0.3818,0.332,0.195,0.474,Neu
139,Cherry_redd69,2017-10-21 18:41,0,0,getting litty n going see happy death day,,,9.21869116172e+17,-0.0516,0.31,0.294,0.397,Neu
140,SpasticReviewer,2017-10-21 18:40,0,0,combination unimaginative holiday thought,,#TeenDrama #SlasherMovie #GroundhogDay #HappyDeathDay,9.21868906839e+17,0.4019,0.0,0.474,0.526,Neu
141,heartfcl,2017-10-21 18:40,0,0,sorry happy death day fucking terrible,,,9.21868842896e+17,-0.5984,0.601,0.259,0.14,Neg
142,kalcobalt,2017-10-21 18:40,0,0,saw happy death day unsure rate brain got way think copped,,,9.21868798911e+17,-0.296,0.335,0.21,0.455,Neu
143,clipsonlinetv,2017-10-21 18:40,0,0,weekend box happy death day another win horror hollywood reporter,,#Movies #Film,9.21868766862e+17,-0.0258,0.36,0.355,0.284,Neg
144,froggylucio,2017-10-21 18:40,0,2,forgot say happy death day actually rad u like fun murder mysterys dont take seriously recommend,,,9.21868705411e+17,-0.1759,0.36,0.371,0.269,Pos
145,shelbyemmm,2017-10-21 18:39,0,0,happy death day good movie,,,9.2186847118e+17,0.4019,0.312,0.528,0.16,Pos
146,csdaley,2017-10-21 18:38,0,0,thank great day happy death day lot,@jessica_rothe,,9.21868410073e+17,0.7506,0.227,0.599,0.174,Pos
147,itsKristaps,2017-10-21 18:38,0,0,actually pretty decent rather horror anything else,,#HappyDeathDay,9.21868274908e+17,-0.128,0.311,0.269,0.42,Neu
148,Danni_411,2017-10-21 18:37,0,0,really want see,,#HappyDeathDay,9.21868178544e+17,0.1513,0.0,0.443,0.557,Neu
149,nicransome,2017-10-21 18:37,0,0,plus strong astoundingly assured performance jessica rothe one cleverest protagonist names,,#HappyDeathDay,9.21868124517e+17,0.91,0.0,0.641,0.359,Pos
150,essentialien,2017-10-21 18:37,0,0,si hubiera valido la pena pagar por kingsman happy death day duh,,,9.2186812138e+17,-0.0516,0.222,0.21,0.568,Neu
151,mADe_in_Chitown,2017-10-21 18:37,0,0,happy death day,,,9.21867959551e+17,-0.0516,0.453,0.43,0.116,Neg
152,elizaabbeethhh,2017-10-21 18:36,0,0,ok finally go see happy death day w orrr,@rileeeeeeyy,,9.21867742185e+17,0.25,0.264,0.399,0.338,Pos
153,lecheaaaa_,2017-10-21 18:36,0,0,wanna see happy death day,,,9.21867725794e+17,-0.0516,0.368,0.349,0.283,Neg
154,Cleric20,2017-10-21 18:36,0,0,enjoyed disposable added,@blumhouse,#HappyDeathDay #GroundhogDay,9.21867709335e+17,0.5106,0.0,0.623,0.377,Pos
155,katelynalvarez_,2017-10-21 18:35,15,15,trynna watch happy death day,,,9.21867684962e+17,-0.0516,0.368,0.349,0.283,Neg
156,Jamesfilmcritic,2017-10-21 18:35,0,0,happy death day enjoyable throwback know last,,,9.21867650305e+17,0.4019,0.269,0.455,0.276,Pos
157,GiggleriotJokes,2017-10-21 18:35,0,0,happy death day jessica rothe israel broussard talk,,#staged,9.21867446764e+17,-0.0516,0.287,0.272,0.441,Neu
158,Angelicasire,2017-10-21 18:34,0,0,gonna go see happy death day,,,9.21867390589e+17,-0.0516,0.336,0.319,0.345,Neu
159,_aimatt,2017-10-21 18:33,0,0,wanna go see happy death day,,,9.21866983394e+17,-0.0516,0.336,0.319,0.345,Neu
160,brvnnnn,2017-10-21 18:32,0,0,would honestly go see happy death day,,,9.21866928767e+17,0.4215,0.267,0.459,0.274,Pos
161,Cinco2Texas,2017-10-21 18:32,0,0,seeing happy death day alone,,,9.2186684572e+17,-0.296,0.509,0.319,0.172,Neg
162,RuhBuhJuh,2017-10-21 18:31,0,1,happy death day actually really simple lead actress low key enjoyable,,,9.21866605239e+17,0.1531,0.306,0.337,0.357,Neu
163,neoliberals,2017-10-21 18:31,0,3,happy death day,,,9.21866575481e+17,-0.0516,0.453,0.43,0.116,Neg
164,eric_vlmeida,2017-10-21 18:31,0,0,happy death day enjoyable film,,,9.21866525833e+17,0.4019,0.312,0.528,0.16,Pos
165,mo_jasem1,2017-10-21 18:30,0,0,shall shall shall,@OfficialAllegri,#HappyDeathDay,9.21866272988e+17,0.0,0.0,0.0,1.0,Neu
166,anxvla,2017-10-21 18:30,0,0,really wanna go watch happy death day,,,9.21866248954e+17,-0.0516,0.31,0.294,0.397,Neu
167,thurston1977,2017-10-21 18:29,0,1,rated happy death day,,#IMDb,9.21866064355e+17,-0.0516,0.406,0.385,0.208,Neg
168,AngeP37,2017-10-21 18:27,0,0,enjoyed happy death day funny actress playing part,,,9.21865517182e+17,0.7783,0.21,0.629,0.161,Pos
169,nicransome,2017-10-21 18:27,0,0,wonderfully screenplay seamlessly transitions dramatic comedic,,#HappyDeathDay,9.21865433472e+17,0.765,0.0,0.623,0.377,Pos
170,SirBasilBrush,2017-10-21 18:26,0,1,split happy death day used called,,,9.2186540238e+17,-0.0516,0.336,0.319,0.345,Neu
171,UKmemberberries,2017-10-21 18:25,0,1,excellent good play winnie cooper ever make wonder years,@raylynn93,#HappyDeathDay,9.2186495338e+17,0.8402,0.0,0.6,0.4,Pos
172,Armanixr,2017-10-21 18:24,0,2,oh yeah new movie happy death day shit x,,,9.21864898535e+17,-0.3818,0.431,0.339,0.23,Neg
173,TD_Kyle,2017-10-21 18:24,0,1,neutral,,#HappyDeathDay,9.2186487938e+17,0.0,0.0,0.0,1.0,Neu
174,__carsonclaire,2017-10-21 18:24,0,0,kinda wanna go see happy death day tn lol,,,9.21864723477e+17,0.3818,0.238,0.396,0.366,Pos
175,GGUKSGlRL,2017-10-21 18:23,0,0,saw happy death day friends already could guess happened,,,9.21864642427e+17,0.4404,0.234,0.407,0.359,Pos
176,cancer2480,2017-10-21 18:23,0,0,la de happy death day,,,9.21864586978e+17,-0.0516,0.368,0.349,0.283,Neg
177,Only1MCDayz,2017-10-21 18:23,0,0,liked video happy death day jeffy sml,@YouTube,,9.21864480384e+17,0.3818,0.271,0.451,0.278,Pos
178,WhoDatNinja73,2017-10-21 18:22,0,2,dear please continue let go see,@blumhouse,#HappyDeathDay,9.21864387145e+17,0.5994,0.0,0.551,0.449,Pos
179,readoverreality,2017-10-21 18:22,0,0,see happy death day,,,9.21864245671e+17,-0.0516,0.406,0.385,0.208,Neg
180,heytherejeffro,2017-10-21 18:22,0,29,happy death day really fun,,,9.21864171952e+17,0.5256,0.296,0.553,0.152,Pos
181,Iam_Prince_will,2017-10-21 18:21,0,0,happy death day,,,9.21864020277e+17,-0.0516,0.453,0.43,0.116,Neg
182,Mtotheizzox3,2017-10-21 18:20,0,0,seriously doe tryna get link happy death day nada,,,9.21863903478e+17,-0.2263,0.366,0.242,0.392,Neu
183,PujaaKaur,2017-10-21 18:19,0,1,loool happy death day shit bother watching,,,9.21863557e+17,-0.7351,0.596,0.223,0.181,Neg
184,ashley_kim143,2017-10-21 18:19,0,0,ok person taking call middle watching happy death day,@that,,9.21863445511e+17,0.25,0.247,0.373,0.38,Neu
185,ade_kunle_,2017-10-21 18:19,0,0,wanna watch happy death day looks like fun,,,9.21863434367e+17,0.6808,0.224,0.546,0.23,Pos
