Unnamed: 0,username,date,retweets,favorites,text,mentions,hashtags,id,Compound_Score,Negative_Score,Positive_Score,Neutral_Score,polarity
165,_jandavis,2017-10-17 18:50,2,3,happy death day esta hp,,,920421876874252291,-0.0516,0.368,0.349,0.283,Neg
166,BruceMHicks,2017-10-17 18:50,0,0,normally like watch horror movies worth seeing,,#HappyDeathDay,920421869840470016,-0.0772,0.306,0.364,0.331,Pos
167,jessicacrets,2017-10-17 18:50,0,0,movie happy death day,,,920421820272177154,-0.0516,0.406,0.385,0.208,Neg
168,LaurenJorge,2017-10-17 18:50,1,5,get group go see happy death day chase,,,920421744179056640,-0.0516,0.287,0.272,0.441,Neu
169,abnerpastoll,2017-10-17 18:48,0,0,producer get split happy death day halloween,,,920421304280539137,-0.0516,0.31,0.294,0.397,Neu
170,shaylynbreidt,2017-10-17 18:48,7,31,kinda wanna get whole bunch snacks candy get pjs watch happy death day drive ins friends lolol,,,920421296005029889,0.4404,0.158,0.275,0.567,Neu
171,GrandCentralHuh,2017-10-17 18:47,0,0,happy death day movie scary twist novel depressing twist groundhog need new,,,920421090261897217,-0.5719,0.427,0.264,0.308,Neg
172,Denbuddy,2017-10-17 18:46,0,0,happy death day great date idea bastards take side thots movies make pay,,,920420806290739200,-0.128,0.371,0.311,0.319,Neg
173,hooneeeeyB21,2017-10-17 18:46,1,0,tienen que ver happy death day,,,920420778314813440,-0.0516,0.336,0.319,0.345,Neu
174,SahafahFan,2017-10-17 18:42,0,0,happy death day,,,920419778522767360,-0.0516,0.453,0.43,0.116,Neg
175,utrick09,2017-10-17 18:42,0,1,happy death day,,,920419688018038785,-0.0516,0.453,0.43,0.116,Neg
176,TheOuterHaven,2017-10-17 18:42,0,0,happy death day slashes way opening weekend blumhouse happy death day took spot,,#1,920419664362115074,-0.296,0.384,0.296,0.32,Neg
177,Kyyrex,2017-10-17 18:39,0,0,happy death day really recommend,,,920419042099265536,0.3804,0.315,0.524,0.161,Pos
178,nickheer,2017-10-17 18:38,0,2,happy death day outperforming runner box office everything still,,,920418809281896448,-0.0516,0.267,0.253,0.479,Neu
179,wyatt_keahna,2017-10-17 18:37,6,18,really wanna go see happy death day,,,920418482801561601,-0.0516,0.31,0.294,0.397,Neu
180,maddyhicks12,2017-10-17 18:36,0,1,want go see happy death day,,,920418376001789958,0.0258,0.328,0.42,0.252,Pos
181,andrewbrian33,2017-10-17 18:36,0,2,kinda wanna see happy death day,,,920418250466447360,-0.1189,0.344,0.303,0.353,Neu
182,LinedVianca,2017-10-17 18:35,0,0,happy death day acaba de decir que deje de tener housemates jajajaja,,,920418120220672000,-0.0516,0.222,0.21,0.568,Neu
183,vnvreli,2017-10-17 18:35,0,0,finna go see happy death day matrix cutieeeeee,,,920417946337497088,-0.0516,0.287,0.272,0.441,Neu
184,NERDstar23,2017-10-17 18:34,0,1,neutral,,#HappyDeathDay,920417757417656320,0.0,0.0,0.0,1.0,Neu
185,annikaxskye,2017-10-17 18:34,0,0,happy death day pretty good,,,920417725062643714,0.7096,0.265,0.667,0.068,Pos
186,hankcoca,2017-10-17 18:34,1,1,truly groundhogs day meets jessica rothe carries horror lite elevates kinda,,#HappyDeathDay,920417693462806529,-0.2023,0.237,0.186,0.577,Neu
187,emi_mac13,2017-10-17 18:33,0,2,someone go see happy death day,,,920417506845749250,-0.0516,0.336,0.319,0.345,Neu
188,RiyadhVision,2017-10-17 18:32,0,0,happy death day scares,,,920417299991056384,-0.3818,0.573,0.336,0.091,Neg
189,TaylorEightySix,2017-10-17 18:31,0,0,remind horror film oh well fast forward,@DavidBoreanazW,#Valentine #HorrorMovies,920417031454908419,-0.3818,0.343,0.194,0.463,Neu
190,CoSF_Sunny,2017-10-17 18:31,0,1,saw movie happy death day really liked,,,920417020981673990,0.4391,0.265,0.462,0.272,Pos
