body,date,retweets,favorites,mentions,hashtags,geo,Compound_Score,Negative_Score,Positive_Score,Neutral_Score,Indicator,GT
saw deadpool fucking amazing,2016-02-15 18:59:53,0,0,,,,0.624,0.0,0.577,0.423,PP,77
l,2016-02-15 18:59:53,0,0,,#Deadpool,,0.0,0.0,0.0,0.0,NN,77
people watched deadpool understand,2016-02-15 18:00:40,4782,4224,,,,0.0,0.0,0.0,1.0,NN,77
gostei de um de deadpool ryan reynolds premier de londres,2016-02-15 18:59:52,0,0,@YouTube @naosalvo,,,0.0,0.0,0.0,1.0,NN,77
wanted mention,2016-02-15 18:59:52,0,0,,#Deadpool,,0.0,0.0,0.0,1.0,NN,77
deadpool,2016-02-15 18:51:59,366,628,,,,0.0,0.0,0.0,1.0,NN,77
temps went see new keeper,2016-02-15 18:59:52,0,0,,#DeadPool,,0.0,0.0,0.0,1.0,NN,77
ha gustado un de deadpool,2016-02-15 18:59:52,0,0,@YouTube,,,0.34,0.0,0.375,0.625,PP,77
tight ryan reynolds born play part,2016-02-15 18:59:51,0,0,,#Deadpool,,0.34,0.0,0.324,0.676,PP,77
retweet follow chance win deadpool funko pop,2016-02-15 18:07:47,314,95,@LooperHQ,,,0.7003,0.0,0.537,0.463,PP,77
ryan reynolds rejects sexist deadpool love superhero,2016-02-15 18:59:49,0,0,,,,0.25,0.258,0.339,0.403,PP,77
deadpool mom brother tonight,2016-02-15 18:59:49,0,0,,,,0.0,0.0,0.0,1.0,NN,77
ryan reynolds rejects sexist deadpool love superhero,2016-02-15 18:59:48,0,1,,,,0.25,0.258,0.339,0.403,PP,77
saw deadpool,2016-02-15 18:59:48,0,0,,,,0.0,0.0,0.0,1.0,NN,77
gostei de um de assistimos deadpool,2016-02-15 18:59:47,1,2,@YouTube @canalosotao,,,0.0,0.0,0.0,1.0,NN,77
deadpool tem tanta referencia que pra acompanha tantos meme que filme meu deus,2016-02-15 18:59:46,0,0,,,,0.0,0.0,0.0,1.0,NN,77
donc va pas par deadpool pas extraordinaire,2016-02-15 18:59:46,0,0,,,,0.0,0.0,0.0,1.0,NN,77
tomorrow break record movie seen times seeing deadpool,2016-02-15 18:59:45,0,0,,#whenthatbluraycomesoutgodhelpus,,0.0,0.0,0.0,1.0,NN,77
bros put another bar bro feeling see deadpool,2016-02-15 18:59:45,0,4,,,,0.128,0.0,0.176,0.824,PP,77
deadpool ya listo para su dulce,2016-02-15 18:59:45,1,0,@fedeortiz18,#BalasYChimichangasParaTodos #SoloEnCines,,0.0,0.0,0.0,1.0,NN,77
preciso ir assistir deadpool,2016-02-15 18:59:44,0,0,,,,0.0,0.0,0.0,1.0,NN,77
amc braintree deadpool,2016-02-15 18:59:44,0,1,@amctheatres,,,0.0,0.0,0.0,1.0,NN,77
deadpool v v good,2016-02-15 18:59:43,0,0,,,,0.4404,0.0,0.744,0.256,PP,77
appears set climactic showdown pulled destruction file marvel,2016-02-15 18:59:43,0,0,,#Deadpool,,-0.2263,0.296,0.224,0.48,Neg,77
sensual,2016-02-15 18:59:41,0,1,@iamfuckingtom,#Deadpool #SoloEnCines,,0.0,0.0,0.0,1.0,NN,77
give deadpool,2016-02-15 18:59:40,0,0,,,,0.0,0.0,0.0,1.0,NN,77
liked video deadpool movie,2016-02-15 18:59:40,0,0,@YouTube @tyronemagnus77,,,0.4215,0.0,0.483,0.517,PP,77
never seen many people movie like stc deadpool,2016-02-15 18:59:40,0,0,,,,0.3612,0.0,0.263,0.737,PP,77
watching deadpool movie edwards canyon country,2016-02-15 18:59:39,0,0,,,,0.0,0.0,0.0,1.0,NN,77
someone take see deadpool pls,2016-02-15 18:59:39,0,2,,,,0.0772,0.0,0.245,0.755,PP,77
nada que,2016-02-15 18:59:38,0,1,@iamfuckingtom,#LoQueValeEsLoDeAdentro #Deadpool #SoloEnCines,,0.0,0.0,0.0,1.0,NN,77
gostei de um de deadpool ryan reynolds premier de londres,2016-02-15 18:59:38,0,0,@YouTube @naosalvo,,,0.0,0.0,0.0,1.0,NN,77
lets go deadpool,2016-02-15 18:59:38,0,3,,,,0.0,0.0,0.0,1.0,NN,77
deadpool merc mouth shut technobuffalo,2016-02-15 18:59:37,0,0,,#DCUO,,0.0,0.0,0.0,1.0,NN,77
sem vou assistir deadpool de novo fodac,2016-02-15 18:59:37,0,0,,,,0.0,0.0,0.0,1.0,NN,77
liked video deadpool ryan reynolds premier de londres,2016-02-15 18:59:37,0,0,@YouTube @naosalvo,,,0.4215,0.0,0.286,0.714,PP,77
comic relief best friend character deadpool looks exactly like,2016-02-15 18:59:36,0,3,@StephenRamsey16,,,0.9186,0.0,0.722,0.278,PP,77
deadpool mania tlist,2016-02-15 18:59:34,0,0,,,,0.0,0.0,0.0,1.0,NN,77
assisti deadpool e tenho que comentar sobre finalmente kkkkkkkkkkkkkkkk,2016-02-15 18:59:34,0,0,,,,0.0,0.0,0.0,1.0,NN,77
gostei de um de perguntas sobre deadpool nerd news,2016-02-15 18:59:31,0,1,@YouTube @oficialnerdnews,#32,,-0.296,0.216,0.0,0.784,Neg,77
watched enjoyed,2016-02-15 18:59:30,0,0,,#Deadpool,,0.5106,0.0,0.767,0.233,PP,77
deadpool even good movie,2016-02-15 18:59:29,0,0,,,,0.4404,0.0,0.492,0.508,PP,77
oh man cant wait open wooop,2016-02-15 18:59:29,0,1,,#Deadpool #DeadpoolMovie,,0.0,0.0,0.0,1.0,NN,77
ya even said bring kids kids,2016-02-15 18:59:26,0,0,@deadpoolmovie,#Deadpool #BadParenting,,0.0,0.0,0.0,1.0,NN,77
un video de el que deadpool al universo marvel,2016-02-15 18:59:26,0,0,@YouTube,,,0.4215,0.0,0.259,0.741,PP,77
seen deadpool twice,2016-02-15 18:59:25,0,3,,,,0.0,0.0,0.0,1.0,NN,77
oh saw deadpool amazingly see,2016-02-15 18:59:24,0,0,,,,0.0,0.0,0.0,1.0,NN,77
contagem regressiva deadpool,2016-02-15 18:59:24,0,0,,#DeadpoolMovie,,0.0,0.0,0.0,1.0,NN,77
want see deadpool,2016-02-15 18:59:23,0,0,,,,0.0772,0.0,0.394,0.606,PP,77
liked video deadpool makes bank know,2016-02-15 18:59:22,0,0,@YouTube @rt_theknow,,,0.4215,0.0,0.359,0.641,PP,77
preciso ver deadpool logo,2016-02-15 18:59:22,0,0,,,,0.0,0.0,0.0,1.0,NN,77
oui et aussi deadpool toujours dans pas avengers,2016-02-15 18:59:21,0,1,@SoPunkAsh @SubzPanda,,,0.0,0.0,0.0,1.0,NN,77
deadpool jajajjaj,2016-02-15 18:59:21,0,0,@SolHattemer,,,0.0,0.0,0.0,1.0,NN,77
thinking comic book blade sin city watchmen history violence road perdition deadpool,2016-02-15 18:59:21,2,19,,,,-0.8271,0.435,0.0,0.565,Neg,77
handle green deserve deadpool marilyn,2016-02-15 18:59:20,1,6,,,,0.0,0.0,0.0,1.0,NN,77
mention wanna see deadpool,2016-02-15 18:59:19,0,0,,,,0.0,0.0,0.0,1.0,NN,77
deadpool um filme maravilhoso,2016-02-15 18:59:19,0,0,,,,0.0,0.0,0.0,1.0,NN,77
deadpool muito massa,2016-02-15 18:59:18,0,0,,,,0.0,0.0,0.0,1.0,NN,77
deadpool muito kk,2016-02-15 18:59:17,0,1,,,,0.3612,0.0,0.556,0.444,PP,77
cave beneath deadpool,2016-02-15 18:59:17,0,0,,,,0.0,0.0,0.0,1.0,NN,77
deadpool est fin,2016-02-15 18:59:16,4,5,,#c #soir #Avecmesionfs #Lourd,,0.0,0.0,0.0,1.0,NN,77
saw deadpool,2016-02-15 18:59:15,0,0,,,,0.0,0.0,0.0,1.0,NN,77
quero ir ver deadpool,2016-02-15 18:59:14,2,0,,,,0.0,0.0,0.0,1.0,NN,77
tryna see deadpool,2016-02-15 18:59:14,0,0,,,,0.0,0.0,0.0,1.0,NN,77
vou ver deadpool,2016-02-15 18:59:14,0,0,,,,0.0,0.0,0.0,1.0,NN,77
gostei de um de deadpool ryan reynolds premier de londres,2016-02-15 18:59:14,0,0,@YouTube @naosalvo,,,0.0,0.0,0.0,1.0,NN,77
going score points francis points unicorns point violence equality points traumatizing,2016-02-15 18:59:13,1,4,,#deadpool,,-0.8126,0.451,0.0,0.549,Neg,77
ver century xa estou totalmente convencido de ver deadpool deixa de diante cada,2016-02-15 18:59:12,0,0,,,,0.0,0.0,0.0,1.0,NN,77
deadpool godly,2016-02-15 18:59:12,0,4,,,,0.0,0.0,0.0,1.0,NN,77
deadpool sucked nice see crazy talented rob liefeld making whole bunch,2016-02-15 18:59:11,0,0,,,,-0.4404,0.427,0.289,0.284,Neg,77
well finally got see good job redeem,2016-02-15 18:59:10,0,1,,#Deadpool #Fox,,0.6124,0.0,0.5,0.5,PP,77
watched deadpool best true ty needed love u,2016-02-15 18:59:09,0,0,,,,0.93,0.0,0.821,0.179,PP,77
bae daisy deadpool,2016-02-15 18:59:08,0,1,,,,0.0,0.0,0.0,1.0,NN,77
hoy en el metro tantos carteles de dc legends deadpool que,2016-02-15 18:59:07,0,0,,,,0.0,0.0,0.0,1.0,NN,77
gostei de um de gta funny moments deadpool sqn,2016-02-15 18:59:07,0,1,@YouTube @cross_gp,,,0.4404,0.0,0.266,0.734,PP,77
gostei de um de deadpool fdp,2016-02-15 18:59:06,0,0,@YouTube @pandora_101,,,0.0,0.0,0.0,1.0,NN,77
estou em assistindo deadpool em porto rs com,2016-02-15 18:59:06,0,0,@GNC_Cinemas @henriqueviau,,,0.0,0.0,0.0,1.0,NN,77
deadpool,2016-02-15 18:59:06,0,1,,,,0.0,0.0,0.0,1.0,NN,77
got suit ready interview great northern mall stadium,2016-02-15 18:59:05,0,0,@Regal,#Deadpool,,0.765,0.0,0.524,0.476,PP,77
que gostei de deadpool,2016-02-15 18:59:04,0,0,,,,0.0,0.0,0.0,1.0,NN,77
gostei de um de deadpool ryan reynolds premier de londres,2016-02-15 18:59:02,0,0,@YouTube @naosalvo,,,0.0,0.0,0.0,1.0,NN,77
think love,2016-02-15 18:59:01,0,0,,#deadpool #unicorns,,0.6369,0.0,0.808,0.192,PP,77
deadpool funny care haha,2016-02-15 18:59:01,0,4,,,,0.8442,0.0,0.901,0.099,PP,77
watching deadpool,2016-02-15 18:59:00,0,0,,,,0.0,0.0,0.0,1.0,NN,77
deadpool great,2016-02-15 18:58:58,0,5,,,,0.6249,0.0,0.804,0.196,PP,77
solo te que al final muere deadpool salva la chica todos viven felices por,2016-02-15 18:58:58,0,0,@marinsirri,,,0.0,0.0,0.0,1.0,NN,77
loved deadpool,2016-02-15 18:58:58,0,0,,,,0.5994,0.0,0.796,0.204,PP,77
deadpool actually good lol,2016-02-15 18:58:57,0,0,,,,0.6908,0.0,0.74,0.26,PP,77
ryan reynolds rejects sexist deadpool love superhero,2016-02-15 18:58:57,0,0,,,,0.25,0.258,0.339,0.403,PP,77
deadpool film superhero khusus dewasa film superhero khusus jual obat vimax,2016-02-15 18:58:57,0,0,,,,0.0,0.0,0.0,1.0,NN,77
mi novio obligo aguantar ir al por porque ver el final de los de deadpool,2016-02-15 18:58:57,0,0,,,,0.0,0.0,0.0,1.0,NN,77
steven lang cable deadpool,2016-02-15 18:58:55,0,0,@IAmStephenLang,,,0.0,0.0,0.0,1.0,NN,77
queria desver deadpool,2016-02-15 18:58:55,1,0,,,,0.0,0.0,0.0,1.0,NN,77
movie deadpool good,2016-02-15 18:58:55,1,1,,,,0.4404,0.0,0.592,0.408,PP,77
deadpool filmdi tam gibi,2016-02-15 18:58:53,0,0,,,,0.0,0.0,0.0,1.0,NN,77
much going school,2016-02-15 18:58:53,0,0,,#Teamzilla #repzilla #deadpool,,0.0,0.0,0.0,1.0,NN,77
hoy gastar mucha plata comprando un cd de david bowie fui al cine sola ver deadpool,2016-02-15 18:58:52,0,0,,,,0.0,0.0,0.0,1.0,NN,77
steal tardis want deadpool,2016-02-15 18:58:50,0,0,@lyraluxe,,,-0.4404,0.492,0.2,0.308,Neg,77
deadpool success may dispel also shocked see r iron man,2016-02-15 18:58:50,0,0,@FightOnTwist @MichaelCastFS,,,0.34,0.177,0.285,0.538,PP,77
seeing deadpool imax going much better second,2016-02-15 18:58:49,0,0,,,,0.4404,0.0,0.326,0.674,PP,77
afim de ver deadpool dnv,2016-02-15 18:58:49,0,1,,,,0.0,0.0,0.0,1.0,NN,77
eu ate queria assistir ao grammy mas ainda anestesiado com filme deadpool,2016-02-15 18:58:49,0,0,,,,0.0,0.0,0.0,1.0,NN,77
ryan reynolds deadpool twd,2016-02-15 18:58:49,0,0,,,,0.0,0.0,0.0,1.0,NN,77
love quick people overreact give slightest criticism anything related deadpool,2016-02-15 18:58:48,0,0,,,,0.0772,0.304,0.261,0.435,PP,77
ryan reynolds rejects sexist deadpool love superhero comic book movies might,2016-02-15 18:58:47,0,0,,,,0.25,0.195,0.256,0.549,PP,77
rt hey people claiming deadpool first comic book,2016-02-15 18:58:46,0,0,@BrettRedacted,,,0.0,0.0,0.0,1.0,NN,77
amanha vo deadpool,2016-02-15 18:58:46,0,1,,,,0.0,0.0,0.0,1.0,NN,77
gostei de um de fomos deadpool,2016-02-15 18:58:46,0,0,@YouTube @nilmoretto,,,0.0,0.0,0.0,1.0,NN,77
ryan reynolds rejects sexist deadpool love superhero,2016-02-15 18:58:45,0,0,,,,0.25,0.258,0.339,0.403,PP,77
bae,2016-02-15 18:58:44,0,0,,#deadpool,,0.0,0.0,0.0,1.0,NN,77
gostei de um de deadpool ryan reynolds premier de londres,2016-02-15 18:58:44,0,0,@YouTube @naosalvo,,,0.0,0.0,0.0,1.0,NN,77
yo necesito ver deadpool,2016-02-15 18:58:44,26,0,,,,0.0,0.0,0.0,1.0,NN,77
turned ted issues getting thru deadpool,2016-02-15 18:58:43,0,0,@ScottEHorner @MattGlenesk @JennyMorlan,,,0.0,0.0,0.0,1.0,NN,77
finalmente vou ver deadpool yeahhhhhhhhhhhh,2016-02-15 18:58:42,0,0,,,,0.0,0.0,0.0,1.0,NN,77
deadpool good funny af,2016-02-15 18:58:42,0,1,,,,0.7003,0.0,0.744,0.256,PP,77
deadpool ce sera pas pour cette horaires,2016-02-15 18:58:42,0,0,,,,0.0,0.0,0.0,1.0,NN,77
apparently deadpool destruction society,2016-02-15 18:58:41,0,0,,,,-0.5719,0.552,0.0,0.448,Neg,77
necesito alguien que quiera ver deadpool,2016-02-15 18:58:41,0,0,,,,0.0,0.0,0.0,1.0,NN,77
friends calling deadpool best comic book movie,2016-02-15 18:58:40,0,0,,,,0.8074,0.0,0.593,0.407,PP,77
really wanna see deadpool,2016-02-15 18:58:39,2,4,,,,0.0,0.0,0.0,1.0,NN,77
success right people produced wanted done right cared,2016-02-15 18:58:39,0,0,@VancityReynolds,#Deadpool,,0.7579,0.0,0.52,0.48,PP,77
headed see deadpool,2016-02-15 18:58:39,0,1,,,,0.0,0.0,0.0,1.0,NN,77
want go see deadpool,2016-02-15 18:58:38,2,0,,,,0.0772,0.0,0.302,0.698,PP,77
gonna watch deadpool huehue,2016-02-15 18:58:38,0,0,,,,0.0,0.0,0.0,1.0,NN,77
dark knight momento deadpool,2016-02-15 18:58:38,0,0,,,,0.0,0.0,0.0,1.0,NN,77
retweeted entertainment weekly director tim miller remembers fox execs told,2016-02-15 18:58:37,0,0,@EW,#Deadpool,,0.4215,0.0,0.237,0.763,PP,77
gostei de um de deadpoolpack textura deadpool,2016-02-15 18:58:37,1,0,@YouTube @joaomarcos_q,,,0.0,0.0,0.0,1.0,NN,77
side saw deadpool freaking always bae,2016-02-15 18:58:37,0,1,@VancityReynolds,,,-0.4215,0.359,0.0,0.641,Neg,77
ryan reynolds rejects sexist deadpool love superhero comic book movies might,2016-02-15 18:58:36,0,0,,,,0.25,0.195,0.256,0.549,PP,77
gostei de um de deadpool ryan reynolds premier de londres,2016-02-15 18:58:36,0,0,@YouTube @naosalvo,,,0.0,0.0,0.0,1.0,NN,77
horas de pro deadpool falar pra ir embora nunca mais acredito q vcs dizem,2016-02-15 18:58:35,1,0,,,,0.0,0.0,0.0,1.0,NN,77
might left student id cinema watched deadpool last week,2016-02-15 18:58:35,0,1,,,,0.0,0.0,0.0,1.0,NN,77
deadpool cool,2016-02-15 18:58:34,0,0,,,,0.3182,0.0,0.697,0.303,PP,77
tu novio que te ver deadpool el en,2016-02-15 18:58:34,0,0,,,,0.0,0.0,0.0,1.0,NN,77
deadpool go see,2016-02-15 18:58:33,0,7,,,,0.0,0.0,0.0,1.0,NN,77
e tenho,2016-02-15 18:58:33,0,0,,#blogcinefilia #Deadpool,,0.0,0.0,0.0,1.0,NN,77
attitude takes backseat storytelling character,2016-02-15 18:58:33,0,0,,#Deadpool,,0.0,0.0,0.0,1.0,NN,77
people kept laughing loud deadpool,2016-02-15 18:58:32,0,4,,,,0.4939,0.0,0.444,0.556,PP,77
los ingresos de representan la mejor apertura de fs en este en,2016-02-15 18:58:32,0,0,,#SabiasQue #Deadpool,,0.0,0.0,0.0,1.0,NN,77
deadpool,2016-02-15 18:58:32,0,0,,#365Movies,,0.0,0.0,0.0,1.0,NN,77
ustedes vallan ver deadpool ludmila vos vas ver zootopia conmigo puta,2016-02-15 18:58:32,0,0,@juanialmeida_ @Ludmi_Doyhenart,,,0.0,0.0,0.0,1.0,NN,77
un video de de cocinando con riser chimichangas estilo deadpool,2016-02-15 18:58:31,0,0,@YouTube @riserbeck,,,0.0,0.0,0.0,1.0,NN,77
wanna go see deadpool lol,2016-02-15 18:58:30,0,2,,,,0.4215,0.0,0.412,0.588,PP,77
deadpool fucking,2016-02-15 18:58:30,0,0,,,,0.0,0.0,0.0,1.0,NN,77
ta decidido fim de semana vou jogar deadpool para recuperar piada e matar saudades,2016-02-15 18:58:29,1,1,,,,0.0,0.0,0.0,1.0,NN,77
deadpool demais kkkkkkk top esse filme hahaha,2016-02-15 18:58:28,0,0,,,,0.6597,0.0,0.519,0.481,PP,77
aqui pensando se tenho pique pra pegar sessao das deadpool claro,2016-02-15 18:58:27,0,0,,,,-0.2732,0.174,0.0,0.826,Neg,77
quiero ver deadpool,2016-02-15 18:58:27,0,0,,,,0.0,0.0,0.0,1.0,NN,77
assisti deadpool e tenho uma coisa pra assistindo deadpool filme,2016-02-15 18:58:26,0,0,,#PeideieSaiAndando,,0.0,0.0,0.0,1.0,NN,77
un video de de cocinando con riser chimichangas estilo deadpool,2016-02-15 18:58:25,0,0,@YouTube @riserbeck,,,0.0,0.0,0.0,1.0,NN,77
deadpool um filme muito assisti ontem e risada pqp puta maluco babaca kkkkkkkjjjjkkkkk gostei mt,2016-02-15 18:58:25,0,0,,,,0.0,0.0,0.0,1.0,NN,77
made money one long weekend previous movies made entire,2016-02-15 18:58:25,0,0,,#Deadpool #XMen,,0.0,0.0,0.0,1.0,NN,77
pretty sure deadpool forever favorite,2016-02-15 18:58:25,0,0,,,,0.8176,0.0,0.81,0.19,PP,77
vi deadpool de novo,2016-02-15 18:58:24,0,0,,,,0.0,0.0,0.0,1.0,NN,77
watching deadpool movie strand theatre,2016-02-15 18:58:24,0,0,,,,0.0,0.0,0.0,1.0,NN,77
conoce el de deadpool del cual veremos,2016-02-15 18:58:24,0,0,,,,0.0,0.0,0.0,1.0,NN,77
bout watch deadpool hope good,2016-02-15 18:58:23,0,0,,,,0.7003,0.0,0.659,0.341,PP,77
assisti deadpool hj,2016-02-15 18:58:22,0,0,,,,0.0,0.0,0.0,1.0,NN,77
assistir deadpool em forma de melhor encontro aceita,2016-02-15 18:58:22,0,1,,,,0.0,0.0,0.0,1.0,NN,77
probablemente si fuese un algo parecido deadpool un pervertido con humor pedazo de,2016-02-15 18:58:22,0,1,,,,0.2732,0.0,0.149,0.851,PP,77
viendo deadpool en cinemex tulancingo oficial,2016-02-15 18:58:21,0,0,,,,0.0,0.0,0.0,1.0,NN,77
understand deadpool looks like transgender spiderman,2016-02-15 18:58:20,14,29,,,,0.3612,0.0,0.333,0.667,PP,77
neutral,2016-02-15 18:58:20,0,1,,#Deadpool,,0.0,0.0,0.0,1.0,NN,77
rhfnfnfn go see deadpool,2016-02-15 18:58:19,0,1,,,,0.0,0.0,0.0,1.0,NN,77
love see deadpool sometimes,2016-02-15 18:58:19,0,0,@cinemasins,,,0.6369,0.0,0.583,0.417,PP,77
deadpool,2016-02-15 18:58:18,0,2,,,,0.0,0.0,0.0,1.0,NN,77
deadpool en,2016-02-15 18:58:18,0,0,,#Genial,,0.0,0.0,0.0,1.0,NN,77
fixing watch deadpool wait,2016-02-15 18:58:18,0,0,,,,0.0,0.0,0.0,1.0,NN,77
dev way see deadpool pumped,2016-02-15 18:58:16,0,1,,,,0.0,0.0,0.0,1.0,NN,77
reminds one scene deadpool,2016-02-15 18:58:15,0,0,@Lord_Arse,,,0.0,0.0,0.0,1.0,NN,77
deadpool would see,2016-02-15 18:58:14,0,1,,,,0.0,0.0,0.0,1.0,NN,77
deadpool crossover movie gonna happen new york post,2016-02-15 18:58:14,0,0,,,,0.0,0.0,0.0,1.0,NN,77
que de un almuerzo cerrar deadpool la mujer perfecta esta mi lado,2016-02-15 18:58:14,0,0,,,,0.34,0.0,0.179,0.821,PP,77
like two year olds couple year old looking kids theater watch deadpool gonna funny,2016-02-15 18:58:12,0,2,,,,0.6597,0.0,0.31,0.69,PP,77
since deadpool big think could learn,2016-02-15 18:58:12,0,0,@screenjunkies,#MovieFights,,0.0,0.0,0.0,1.0,NN,77
win deadpool win,2016-02-15 18:58:12,1,2,,,,0.8225,0.0,0.884,0.116,PP,77
aproveitar dia de folga e curtir um cineminha filme mais aguardado de,2016-02-15 18:58:11,0,0,,#deadpool #movie,,0.0,0.0,0.0,1.0,NN,77
vontade crl de ir mc e ver deadpool,2016-02-15 18:58:11,0,0,,,,0.0,0.0,0.0,1.0,NN,77
deadpool produced directed overpaid written,2016-02-15 18:58:09,0,0,,,,0.0,0.0,0.0,1.0,NN,77
kept flying rails via,2016-02-15 18:58:08,0,0,@verge,#film #editor #Deadpool,,0.0,0.0,0.0,1.0,NN,77
like got back deadpool pulled watched one woman play erased,2016-02-15 18:58:08,0,0,,#SleepyHollow,,0.5994,0.0,0.38,0.62,PP,77
como amar um professor que fala pra assistir deadpool,2016-02-15 18:58:07,0,0,,,,0.0,0.0,0.0,1.0,NN,77
really want see deadpool zoolander even though bad,2016-02-15 18:58:07,0,1,,,,-0.4417,0.316,0.144,0.541,Neg,77
liked video deadpool shatters box office etc daily,2016-02-15 18:58:06,0,0,@YouTube,,,0.4215,0.0,0.286,0.714,PP,77
gostei de um de deadpool ryan reynolds premier de londres,2016-02-15 18:58:04,0,0,@YouTube @naosalvo,,,0.0,0.0,0.0,1.0,NN,77
deadpool,2016-02-15 18:58:04,0,0,,,,0.0,0.0,0.0,1.0,NN,77
deadpool crazy,2016-02-15 18:58:04,0,0,,,,-0.34,0.706,0.0,0.294,Neg,77
trailer deadpool reaffirmed going binge daredevil comes,2016-02-15 18:58:03,0,1,@Spider_Skinz @TMM75,,,0.128,0.0,0.2,0.8,PP,77
eight star wars vii revenant deadpool concussion mi lista por ahora,2016-02-15 18:58:03,0,0,,,,-0.5574,0.265,0.0,0.735,Neg,77
deadpool director tim miller test,2016-02-15 18:58:03,0,0,,,,0.0,0.0,0.0,1.0,NN,77
deadpool producer simon kinberg says could,2016-02-15 18:58:03,0,1,,,,0.0,0.0,0.0,1.0,NN,77
ryan reynolds rejects sexist deadpool love superhero,2016-02-15 18:58:01,0,0,,,,0.25,0.258,0.339,0.403,PP,77
por deadpool es la mejor de desde,2016-02-15 18:58:01,0,0,,,,0.0,0.0,0.0,1.0,NN,77
logan deadpool needed,2016-02-15 18:58:01,0,0,@Dark_Wolvie @zoly_marie,,,0.0,0.0,0.0,1.0,NN,77
fricking also saw group less year olds,2016-02-15 18:58:00,0,0,@deadpoolmovie,#deadpool,,0.0,0.0,0.0,1.0,NN,77
cuatro morros de secundaria en la sala de espero que mamando mientras veo deadpool,2016-02-15 18:57:59,0,0,,#fb,,0.0,0.0,0.0,1.0,NN,77
dead pool ryan reynolds got jonathan deadpool funny enjoyable action,2016-02-15 18:57:59,0,1,,,,0.128,0.251,0.339,0.409,PP,77
speaking deadpool finally convinced friends see going,2016-02-15 18:57:58,0,1,,,,0.7003,0.0,0.537,0.463,PP,77
un video de de cocinando con riser chimichangas estilo deadpool,2016-02-15 18:57:58,0,0,@YouTube @riserbeck,,,0.0,0.0,0.0,1.0,NN,77
deadpool massa,2016-02-15 18:57:57,0,4,,,,0.0,0.0,0.0,1.0,NN,77
wanna go see deadpool weekend,2016-02-15 18:57:57,0,0,@99_goonsquad,,,0.0,0.0,0.0,1.0,NN,77
nobody wanna go see deadpool shit,2016-02-15 18:57:56,0,0,,,,-0.5574,0.419,0.0,0.581,Neg,77
year old target wants see deadpool lol,2016-02-15 18:57:56,0,0,,,,0.4215,0.0,0.318,0.682,PP,77
sometimes need minutes remind something like,2016-02-15 18:57:55,0,0,,#Ridiculous6 #Deadpool,,0.3612,0.0,0.333,0.667,PP,77
deadpool aun esta en cartelera segun su,2016-02-15 18:57:55,0,0,@MAXCinemaEC,,,0.0,0.0,0.0,1.0,NN,77
deadpool help friends dealing fears keep bad man please,2016-02-15 18:57:55,0,0,@VancityReynolds,,,0.2023,0.342,0.44,0.217,PP,77
says deadpool shows grabs mic says,2016-02-15 18:57:55,0,0,,,,0.0,0.0,0.0,1.0,NN,77
