body,date,retweets,favorites,mentions,hashtags,geo,Compound_Score,Negative_Score,Positive_Score,Neutral_Score,Indicator,GT
deadpool sen ne hoj ya ama cidden,2016-02-12 18:59:55,0,0,,,,0.0,0.0,0.0,1.0,NN,77
someone come watch deadpool next week hate u,2016-02-12 18:59:55,0,2,,,,-0.5719,0.381,0.0,0.619,Neg,77
great forget,2016-02-12 17:44:14,2,4,,#Deadpool #DoctorStrange #Marvel #Disney #BenedictCumberbatch,,0.4939,0.317,0.683,0.0,PP,77
deadpool deadpool deadpool deadpool deadpool deadpool deadpool,2016-02-12 18:59:55,0,1,,,,0.0,0.0,0.0,1.0,NN,77
deadpool star hugh scott previews different kind superhero film via,2016-02-12 18:59:55,1,0,@tvovermind,#Deadpool,,0.5267,0.0,0.274,0.726,PP,77
movies long long deadpool,2016-02-12 18:59:54,0,0,,,,0.0,0.0,0.0,1.0,NN,77
find someone love cozy latest episode deadpool,2016-02-12 17:50:47,16,26,,,,0.6369,0.0,0.412,0.588,PP,77
sigo pensando diciendo q deadpool es la pelicula la concha la lora,2016-02-12 18:59:54,0,0,,,,0.0,0.0,0.0,1.0,NN,77
verdict une tuerie des fous rires juste et grande surprise pas si gore que je pense retourner,2016-02-12 18:59:54,1,0,,#Deadpool,,0.4019,0.0,0.198,0.802,PP,77
wanna see deadpool,2016-02-12 18:59:54,3,2,,,,0.0,0.0,0.0,1.0,NN,77
someone say celebrate deadpool friends loved ones share group,2016-02-12 18:49:24,1582,4456,,#PoolParty,,0.9169,0.0,0.721,0.279,PP,77
going see deadpool eating,2016-02-12 18:59:53,0,0,@phoenixfire2912 @deadpoolmovie,,,0.0,0.0,0.0,1.0,NN,77
zoolander beat deadpool,2016-02-12 18:59:52,0,0,,,,0.0,0.0,0.0,1.0,NN,77
loved deadpool,2016-02-12 18:59:52,5,11,,,,0.5994,0.0,0.796,0.204,PP,77
go,2016-02-12 18:59:52,0,2,,#Deadpool #Twitch #Blikku #gaming,,0.0,0.0,0.0,1.0,NN,77
mas nossa cara adorei deadpool,2016-02-12 18:59:52,0,0,,,,0.0,0.0,0.0,1.0,NN,77
im going watch deadpool life gonna complete see cant wait become deadpool trash,2016-02-12 18:59:52,0,2,,,,0.0,0.0,0.0,1.0,NN,77
quiero ver piscina muerta deadpool,2016-02-12 18:59:52,0,1,,,,0.0,0.0,0.0,1.0,NN,77
cinema de sempre na melhor companhia,2016-02-12 18:59:52,0,0,,#bestfriend #deadpool,,0.0,0.0,0.0,1.0,NN,77
vem aquele amiguinho facebook fazer critica sobre deadpool critico de cinema filho stan lee herdeiro da marvel,2016-02-12 18:56:23,5,4,,,,0.4215,0.0,0.149,0.851,PP,77
brooks says best film year,2016-02-12 18:59:51,0,1,@Deadpoolmovie @VancityReynolds @nottjmiller,#Deadpool,,0.6369,0.0,0.512,0.488,PP,77
acho que esse fds vou assistir deadpool,2016-02-12 18:59:51,0,0,,,,0.0,0.0,0.0,1.0,NN,77
wow deadpool takes bigger opening bollywood releases fitoor sanam far lesser screens congrats fox star team,2016-02-12 18:59:50,6,3,,,,0.802,0.0,0.34,0.66,PP,77
deadpool forken,2016-02-12 18:15:14,3,0,,,,0.0,0.0,0.0,1.0,NN,77
meu caro amigo deadpool palmeiras tem,2016-02-12 18:59:50,0,0,@FoxMoviesME,#DeadpoolResponde,,0.0,0.0,0.0,1.0,NN,77
viva deadpool su que ver,2016-02-12 18:59:50,0,0,,,,0.0,0.0,0.0,1.0,NN,77
got deadpool walking behind grandpa year hell way badass,2016-02-12 18:59:49,0,0,,,,-0.7351,0.47,0.0,0.53,Neg,77
one best marvel,2016-02-12 18:59:49,1,0,,#Deadpool,,0.7906,0.0,0.875,0.125,PP,77
quero casar com deadpool kkkkkk cara muito seria uma dupla,2016-02-12 18:59:49,0,0,,,,0.0,0.0,0.0,1.0,NN,77
theatre hella packed deadpool,2016-02-12 18:59:48,0,2,,,,0.0,0.0,0.0,1.0,NN,77
sister went deadpool thinking wrong,2016-02-12 18:59:48,0,2,,,,-0.4767,0.437,0.0,0.563,Neg,77
deadpool movie,2016-02-12 18:59:48,0,1,,,,0.0,0.0,0.0,1.0,NN,77
imagina reias cm ota tela ou cine pra ver deadpool,2016-02-12 18:59:47,0,1,,,,0.0,0.0,0.0,1.0,NN,77
sobre deadpool ok,2016-02-12 18:59:47,0,0,,,,0.296,0.0,0.524,0.476,PP,77
nedcast de deadpool,2016-02-12 18:59:47,0,0,@jovemnerd @jovemnerdnews,,,0.0,0.0,0.0,1.0,NN,77
jus tryna see deadpool,2016-02-12 18:59:47,0,1,,,,0.0,0.0,0.0,1.0,NN,77
wait see,2016-02-12 18:59:47,0,0,@Deadpool,,,0.0,0.0,0.0,1.0,NN,77
deadpool marketing method makes want watch movie even,2016-02-12 18:59:47,0,0,,,,0.0772,0.0,0.157,0.843,PP,77
wanted see deadpool since theatre closed guess see tfa,2016-02-12 18:59:47,0,0,,,,0.0,0.0,0.0,1.0,NN,77
deadpool already,2016-02-12 18:59:47,0,0,,,,0.0,0.0,0.0,1.0,NN,77
deadpool meu,2016-02-12 18:59:46,0,0,,,,0.0,0.0,0.0,1.0,NN,77
deadpool ouah,2016-02-12 18:59:45,0,0,,,,0.0,0.0,0.0,1.0,NN,77
deadpool movie thoughts via,2016-02-12 18:59:45,0,0,@YouTube,,,0.0,0.0,0.0,1.0,NN,77
wanna see deadpool much,2016-02-12 18:59:45,1,6,,,,0.0,0.0,0.0,1.0,NN,77
someone come watch deadpool plz,2016-02-12 18:59:45,0,0,,,,0.0772,0.0,0.245,0.755,PP,77
fds deadpool,2016-02-12 18:59:44,0,0,,,,0.0,0.0,0.0,1.0,NN,77
esse deadpool um bixa,2016-02-12 18:59:44,0,1,,,,0.0,0.0,0.0,1.0,NN,77
deadpool chora de massa,2016-02-12 18:59:44,0,0,,,,0.0,0.0,0.0,1.0,NN,77
understand references deadpool young fam,2016-02-12 18:59:43,0,0,,,,0.0,0.0,0.0,1.0,NN,77
estoy pensado seriamente ir ver deadpool solo,2016-02-12 18:59:43,0,0,,,,0.0,0.0,0.0,1.0,NN,77
puta desde ontem pq tinha planos de dps meu assistir deadpool cinema e ontem tive q ir pra ver desenho,2016-02-12 18:59:43,0,0,@anapaulastu,,,0.0,0.0,0.0,1.0,NN,77
deadpool gonna grab,2016-02-12 18:59:42,0,0,,,,0.0,0.0,0.0,1.0,NN,77
watch big bang gotta go theater deadpool,2016-02-12 18:59:42,0,1,,#ThingsLincolnDidntSay,,0.0,0.0,0.0,1.0,NN,77
amc stonecrest deadpool imax experience ga,2016-02-12 18:59:42,0,0,@amctheatres,,,0.0,0.0,0.0,1.0,NN,77
watching deadpool,2016-02-12 18:59:40,0,0,,,,0.0,0.0,0.0,1.0,NN,77
deadpool must,2016-02-12 18:59:40,0,1,,#Deadpool #RyanReynolds,,0.0,0.0,0.0,1.0,NN,77
alfie rated deadpool fuck,2016-02-12 18:59:39,0,2,,,,-0.5423,0.538,0.0,0.462,Neg,77
ready town center,2016-02-12 18:59:38,0,0,@Stamford,#deadpoolmovie #deadpool #marvel #valentines,,0.3612,0.0,0.556,0.444,PP,77
go see deadpool man,2016-02-12 18:59:38,0,1,,,,0.0,0.0,0.0,1.0,NN,77
anticipated day february finally deadpool wait see hot,2016-02-12 18:59:38,0,0,,#DeadpoolDay #L,,0.0,0.0,0.0,1.0,NN,77
playdate scheduled sunday feeling excited deadpool,2016-02-12 18:59:37,0,0,,,,0.4404,0.0,0.494,0.506,PP,77
times deadpool sold lol,2016-02-12 18:59:37,0,0,,,,0.4215,0.0,0.483,0.517,PP,77
watched deadpool hours ago definitely worth,2016-02-12 18:59:37,1,0,,#DeadpoolMovie,,0.5574,0.0,0.535,0.465,PP,77
era going remembered one super hero,2016-02-12 18:59:37,0,0,,#deadpool,,0.8176,0.0,0.652,0.348,PP,77
quero muito assistir deadpool,2016-02-12 18:59:36,0,0,,,,0.0,0.0,0.0,1.0,NN,77
child instead mother telling stories read comics deadpool yeah,2016-02-12 18:59:36,0,0,@deadpoolmovie @VancityReynolds,,,0.296,0.0,0.216,0.784,PP,77
pegar esse deadpool n sei nem oq eh isso mas chamaram e eu vou,2016-02-12 18:59:35,0,1,,,,0.0,0.0,0.0,1.0,NN,77
chimichanga time drive miles finally see deadpool,2016-02-12 18:59:35,0,0,,,,0.0,0.0,0.0,1.0,NN,77
mi propio de febrero con deadpool,2016-02-12 18:59:35,3,9,,,,0.0,0.0,0.0,1.0,NN,77
deadpool absolutely,2016-02-12 18:59:35,0,0,,,,0.0,0.0,0.0,1.0,NN,77
deadpool sucks,2016-02-12 18:59:35,0,1,,,,-0.3612,0.714,0.0,0.286,Neg,77
tho,2016-02-12 18:59:34,0,2,,#Deadpool,,0.0,0.0,0.0,1.0,NN,77
got omg love love loved,2016-02-12 18:59:34,0,1,@deadpoolmovie,#deadpool,,0.9231,0.0,0.86,0.14,PP,77
voy ver deadpool por internet aunque la calidad sea una mierda,2016-02-12 18:59:34,0,0,,,,0.0,0.0,0.0,1.0,NN,77
deadpool far best superhero movie ever shit,2016-02-12 18:59:34,0,0,,,,0.1531,0.281,0.328,0.391,PP,77
anyone seen deadpool life,2016-02-12 18:59:34,0,0,,,,0.0,0.0,0.0,1.0,NN,77
deadpool superou minhas e tiradas filme maravilhosas,2016-02-12 18:59:33,0,0,,,,0.0,0.0,0.0,1.0,NN,77
deadpool ne kadarda deadpool benzemiyor,2016-02-12 18:59:33,0,0,,,,0.0,0.0,0.0,1.0,NN,77
deadpool movie better fucking worth risking life,2016-02-12 18:59:33,0,0,,,,0.3642,0.221,0.436,0.343,PP,77
joy deadpool,2016-02-12 18:59:32,0,0,@deadpoolmovie @vancityreynolds,,,0.5859,0.0,0.792,0.208,PP,77
estoy en para deadpool en alvaro df,2016-02-12 18:59:31,0,0,@Cinemex,,,0.0,0.0,0.0,1.0,NN,77
started week ending hilarious definitely kids,2016-02-12 18:59:31,0,4,,#StarWars #Deadpool,,0.6597,0.0,0.574,0.426,PP,77
deadpool resonates personal shape ryan reynolds,2016-02-12 18:59:31,1,2,,,,0.0,0.0,0.0,1.0,NN,77
joy deadpool,2016-02-12 18:59:31,1,0,@deadpoolmovie @vancityreynolds,,,0.5859,0.0,0.792,0.208,PP,77
hope deadpool shit,2016-02-12 18:59:30,0,0,,,,-0.1779,0.48,0.387,0.133,Neg,77
joy deadpool,2016-02-12 18:59:30,0,0,@deadpoolmovie @vancityreynolds,,,0.5859,0.0,0.792,0.208,PP,77
wanna see deadpool,2016-02-12 18:59:30,0,0,,,,0.0,0.0,0.0,1.0,NN,77
nos platican sus recomendaciones de la semana rt,2016-02-12 18:59:29,2,2,@StiviDeTivi @R2ROcine,#Deadpool #Carol #YoViAlDiablo,,0.0,0.0,0.0,1.0,NN,77
joy deadpool,2016-02-12 18:59:29,0,0,@deadpoolmovie @vancityreynolds,,,0.5859,0.0,0.792,0.208,PP,77
unpopular opinions deadpool,2016-02-12 18:59:29,0,0,@TrailerDrake,,,0.0,0.0,0.0,1.0,NN,77
wait watch deadpool tonight,2016-02-12 18:59:29,0,0,,,,0.0,0.0,0.0,1.0,NN,77
joy deadpool,2016-02-12 18:59:29,0,0,@deadpoolmovie @vancityreynolds,,,0.5859,0.0,0.792,0.208,PP,77
deadpool kind joke,2016-02-12 18:59:28,0,1,,,,0.6808,0.0,0.848,0.152,PP,77
good news deadpool spoiled,2016-02-12 18:59:28,0,0,,,,0.4404,0.0,0.492,0.508,PP,77
deadpool everything hoped would,2016-02-12 18:59:28,0,3,,,,0.3818,0.0,0.464,0.536,PP,77
one funniest entertaining films seen,2016-02-12 18:59:28,0,0,,#Deadpool,,0.7579,0.0,0.684,0.316,PP,77
chairs theater decked,2016-02-12 18:59:27,0,1,,#Deadpool,,0.0,0.0,0.0,1.0,NN,77
va ir jalarte las patas por andar contando la,2016-02-12 18:59:27,0,3,,#DeadPool,,0.0,0.0,0.0,1.0,NN,77
mi sobre deadpool es una hermosa todos la,2016-02-12 18:59:27,0,0,,,,0.0,0.0,0.0,1.0,NN,77
life complete l watch deadpool,2016-02-12 18:59:27,0,1,@bellaisbi0nic,,,0.0,0.0,0.0,1.0,NN,77
joy deadpool,2016-02-12 18:59:27,0,0,@deadpoolmovie @vancityreynolds,,,0.5859,0.0,0.792,0.208,PP,77
bir dal deadpool,2016-02-12 18:59:26,0,0,@Om3rCitak,,,0.0,0.0,0.0,1.0,NN,77
joy deadpool,2016-02-12 18:59:26,0,0,@deadpoolmovie @vancityreynolds,,,0.5859,0.0,0.792,0.208,PP,77
jale ver deadpool,2016-02-12 18:59:26,0,0,@Ardilla_sm6,,,0.0,0.0,0.0,1.0,NN,77
es la mejor peli obligao,2016-02-12 18:59:26,0,0,,#deadpool,,0.0,0.0,0.0,1.0,NN,77
bateu vontade de assistir deadpool hoje novamente,2016-02-12 18:59:25,0,0,,,,0.0,0.0,0.0,1.0,NN,77
deadpool movie year,2016-02-12 18:59:25,1,1,,,,0.0,0.0,0.0,1.0,NN,77
joy deadpool,2016-02-12 18:59:25,0,0,@deadpoolmovie @vancityreynolds,,,0.5859,0.0,0.792,0.208,PP,77
deadpool tomorrow,2016-02-12 18:59:25,0,0,,#DeadpoolMovie,,0.0,0.0,0.0,1.0,NN,77
someone take see deadpool,2016-02-12 18:59:25,0,0,,,,0.0,0.0,0.0,1.0,NN,77
joy deadpool,2016-02-12 18:59:25,0,0,@deadpoolmovie @vancityreynolds,,,0.5859,0.0,0.792,0.208,PP,77
joy deadpool,2016-02-12 18:59:24,0,0,@deadpoolmovie @vancityreynolds,,,0.5859,0.0,0.792,0.208,PP,77
que eu da minha deadpool eu aguento mais,2016-02-12 18:59:24,0,0,,#DeadpoolResponde,,0.0,0.0,0.0,1.0,NN,77
neutral,2016-02-12 18:59:24,0,1,,#Deadpool,,0.0,0.0,0.0,1.0,NN,77
thank god batman vs superman month away wouldnt know watch deadpool,2016-02-12 18:59:24,0,3,,,,0.5574,0.0,0.338,0.662,PP,77
lets gaan watch deadpool together week,2016-02-12 18:59:23,0,0,,,,0.0,0.0,0.0,1.0,NN,77
line see,2016-02-12 18:59:23,0,0,@AMCTheatres,#Deadpool,,0.0,0.0,0.0,1.0,NN,77
deadpool later,2016-02-12 18:59:23,0,0,,,,0.0,0.0,0.0,1.0,NN,77
al carajo yo si alguien viendo,2016-02-12 18:59:23,0,1,,#Deadpool,,0.0,0.0,0.0,1.0,NN,77
deadpool happening ass ready,2016-02-12 18:59:22,0,0,,,,-0.25,0.438,0.313,0.25,Neg,77
deadpool time,2016-02-12 18:59:22,0,2,,,,0.0,0.0,0.0,1.0,NN,77
joy deadpool,2016-02-12 18:59:22,0,0,@deadpoolmovie @vancityreynolds,,,0.5859,0.0,0.792,0.208,PP,77
crappy parent research movie know deserves hard r rating like deadpool need shut,2016-02-12 18:59:22,0,0,,,,-0.3612,0.303,0.152,0.545,Neg,77
hoy van rodar pero por que vamos ver deadpool de paso escucho mago de,2016-02-12 18:59:22,0,0,,#loquesea,,0.0,0.0,0.0,1.0,NN,77
fui ver creo que quedo deber un poqui mas ya la,2016-02-12 18:59:22,0,1,,#DeadPool,,0.0,0.0,0.0,1.0,NN,77
saw trailer primal deadpool screening today looked super,2016-02-12 18:59:21,0,0,@jack_p @farcry @CaitiWard_,,,0.5994,0.0,0.358,0.642,PP,77
ha gustado un de deadpool trailer oficial subtitulado sin censura,2016-02-12 18:59:21,0,0,@YouTube,,,-0.296,0.257,0.171,0.571,Neg,77
deadpool true passion project come life l,2016-02-12 18:59:20,0,1,@VancityReynolds,#Deadpool #DeadpoolMovie,,0.7003,0.0,0.592,0.408,PP,77
quase indo pro continente assistir deadpool sozinho neste fim de,2016-02-12 18:59:19,0,0,,,,0.0,0.0,0.0,1.0,NN,77
quero ver logo,2016-02-12 18:59:18,0,0,,#Deadpool,,0.0,0.0,0.0,1.0,NN,77
finalize think got sick feel like fever fuck everyhing fever gonna go see deadpool,2016-02-12 18:59:18,0,0,,,,-0.6486,0.335,0.123,0.542,Neg,77
deadpool town brookhaven deadpool ga,2016-02-12 18:59:18,0,0,@cobbtheatres,,,0.0,0.0,0.0,1.0,NN,77
amc rainbow promenade deadpool las nv,2016-02-12 18:59:17,0,0,@amctheatres,,,0.0,0.0,0.0,1.0,NN,77
liked video deadpool movie spoilers review,2016-02-12 18:59:17,0,0,@YouTube @blacknerd,,,0.4215,0.0,0.359,0.641,PP,77
asked deadpool question,2016-02-12 18:59:17,0,0,,,,0.0,0.0,0.0,1.0,NN,77
post credit scene deadpool,2016-02-12 18:59:16,0,0,,,,0.3818,0.0,0.464,0.536,PP,77
deadpool acha que vanessa melhor pessoa concorda que ela foi feita p mim,2016-02-12 18:59:16,1,2,,#DeadpoolResponde,,0.0,0.0,0.0,1.0,NN,77
deadpool amazing,2016-02-12 18:59:15,0,0,,,,0.5859,0.0,0.792,0.208,PP,77
gonna see deadpool,2016-02-12 18:59:15,0,1,,,,0.0,0.0,0.0,1.0,NN,77
seen deadpool,2016-02-12 18:59:15,0,0,@bonieluv,,,0.0,0.0,0.0,1.0,NN,77
check deadpool comics see,2016-02-12 18:59:15,0,1,,#deadpool #bnsalem #bnbookishlove,,0.0,0.0,0.0,1.0,NN,77
everyone love deadpool want,2016-02-12 18:59:15,0,0,,,,0.6705,0.0,0.733,0.267,PP,77
tomando um de cheguei cinema e consegui sessao pra deadpool sos,2016-02-12 18:59:15,0,0,,,,0.0,0.0,0.0,1.0,NN,77
aaaaaahhhhhhhhhh war ja sooooo,2016-02-12 18:59:14,0,3,,#Deadpool #happy,,-0.5994,0.565,0.0,0.435,Neg,77
theater packed,2016-02-12 18:59:14,0,0,,#Deadpool,,0.0,0.0,0.0,1.0,NN,77
deadpool great ok,2016-02-12 18:59:14,0,0,,,,0.743,0.0,0.863,0.137,PP,77
guys ladys see movie movie,2016-02-12 18:59:13,0,0,@deadpoolmovie,#Deadpool #EicpAWESOME,,0.0,0.0,0.0,1.0,NN,77
deadpool actress morena baccarin becoming,2016-02-12 18:59:13,0,0,,,,0.0,0.0,0.0,1.0,NN,77
absplutely care deadpool gf,2016-02-12 18:59:13,0,2,,,,0.4939,0.0,0.516,0.484,PP,77
liked video whisper challenge ryan reynolds deadpool,2016-02-12 18:59:13,0,1,@YouTube @ksiolajidebt,,,0.4767,0.0,0.451,0.549,PP,77
deadpool custou uma com esse deve primeiro findi,2016-02-12 18:59:13,0,13,,,,0.0,0.0,0.0,1.0,NN,77
deadpool actress becoming,2016-02-12 18:59:13,0,0,,#MorenaBaccarin,,0.0,0.0,0.0,1.0,NN,77
guy actually dressed deadpool,2016-02-12 18:59:13,0,0,,,,0.0,0.0,0.0,1.0,NN,77
wait see,2016-02-12 18:59:12,0,0,@deadpoolmovie,#Deadpool,,0.0,0.0,0.0,1.0,NN,77
god deadpool good,2016-02-12 18:59:12,0,0,,,,0.6124,0.0,0.833,0.167,PP,77
vmoviescd everything need know deadpool scene,2016-02-12 18:59:12,0,0,,#MTV,,0.0,0.0,0.0,1.0,NN,77
show cbs vladimir gravitational deadpool,2016-02-12 18:59:12,0,0,,,,0.0,0.0,0.0,1.0,NN,77
amos ver deadpool,2016-02-12 18:59:11,0,0,,,,0.0,0.0,0.0,1.0,NN,77
see deadpool meet cat doppleganger cnet,2016-02-12 18:59:11,0,0,,,,0.0,0.0,0.0,1.0,NN,77
deadpool,2016-02-12 18:59:11,0,1,,,,0.0,0.0,0.0,1.0,NN,77
esperava que deadpool fosse mas esperava que fosse vale bastante sem duvida,2016-02-12 18:59:10,0,1,,,,0.0,0.0,0.0,1.0,NN,77
show cbs vladimir gravitational deadpool,2016-02-12 18:59:10,0,0,,,,0.0,0.0,0.0,1.0,NN,77
cine con ellos mau danibybchino linda peli q manera de,2016-02-12 18:59:10,0,1,,#Deadpool,,0.0,0.0,0.0,1.0,NN,77
deadpool gereken bir marvel,2016-02-12 18:59:10,0,3,,,,0.4215,0.0,0.483,0.517,PP,77
recommend everybody goes see deadpool,2016-02-12 18:59:10,0,2,,,,0.3612,0.0,0.385,0.615,PP,77
bottom deadpool meta,2016-02-12 18:59:09,0,1,,#Editorial #MovieNews #Deadpool #HailCaesar #KungFuPanda3,,0.0,0.0,0.0,1.0,NN,77
neutral,2016-02-12 18:59:09,0,0,,#deadpool #marvel #imax #ryanreynoldsisdeadpool #ryanreynolds #datenight,,0.0,0.0,0.0,1.0,NN,77
va voir deadpool gars,2016-02-12 18:59:09,0,0,@CarnecMatthieu,,,0.0,0.0,0.0,1.0,NN,77
beacon theaters deadpool fl,2016-02-12 18:59:08,0,1,,,,0.0,0.0,0.0,1.0,NN,77
duuuuuude guys half hour going see deadpool going cryyyyy muccchhh,2016-02-12 18:59:08,0,1,,,,0.0,0.0,0.0,1.0,NN,77
quero assistir deadpool logo,2016-02-12 18:59:08,0,0,,,,0.0,0.0,0.0,1.0,NN,77
show cbs vladimir gravitational deadpool via,2016-02-12 18:59:08,0,0,@CNET,,,0.0,0.0,0.0,1.0,NN,77
deadpool estoy en en paraguay,2016-02-12 18:59:07,0,0,@diegotorresf @Villamorra,,,0.0,0.0,0.0,1.0,NN,77
someone go see deadpool,2016-02-12 18:59:07,0,0,,,,0.0,0.0,0.0,1.0,NN,77
deadpool best fucking movie ever,2016-02-12 18:59:06,0,1,,,,0.6369,0.0,0.512,0.488,PP,77
deadpool soooo gooood,2016-02-12 18:59:06,1,0,,,,0.0,0.0,0.0,1.0,NN,77
go watch deadpool yo,2016-02-12 18:59:06,0,2,,,,0.0,0.0,0.0,1.0,NN,77
liked video deadpool spoilers review taco supreme,2016-02-12 18:59:05,0,0,@YouTube @awesomemergency,,,0.7506,0.0,0.561,0.439,PP,77
dying see deadpool,2016-02-12 18:59:04,0,0,,,,0.0,0.0,0.0,1.0,NN,77
neutral,2016-02-12 18:59:04,0,0,@peliculasdeFOX,#deadpool,,0.0,0.0,0.0,1.0,NN,77
chamou deadpool de spider man quero que morra,2016-02-12 18:59:04,0,0,,,,0.0,0.0,0.0,1.0,NN,77
ainda vi deadpool chora comigo,2016-02-12 18:59:04,0,0,,,,0.0,0.0,0.0,1.0,NN,77
kid really passed seeing deadpool go see kung fu panda,2016-02-12 18:59:04,0,0,,,,-0.6908,0.343,0.0,0.657,Neg,77
im begging anyone see deadpool w,2016-02-12 18:59:04,0,1,,,,0.0,0.0,0.0,1.0,NN,77
wanna watch love,2016-02-12 18:59:03,0,0,@VancityReynolds,#Deadpool,,0.6369,0.0,0.677,0.323,PP,77
super stern looking white dude young son end dad going flip,2016-02-12 18:59:02,0,2,,#Deadpool,,0.5994,0.0,0.281,0.719,PP,77
que era un full necesita,2016-02-12 18:59:02,1,1,@Gonnandreu,#Deadpool,,0.0,0.0,0.0,1.0,NN,77
top trends gmt deadpool kanye adam johnson,2016-02-12 18:59:02,0,0,,#StateOfAffairs #MakeYourMove,,0.2023,0.0,0.231,0.769,PP,77
im glad people enjoying deadpool movie afraid minute,2016-02-12 18:59:02,0,0,@ @,,,0.7506,0.0,0.516,0.484,PP,77
el soundtrack de hace cagar de risa jajaja,2016-02-12 18:59:01,0,0,,#Deadpool,,0.0,0.0,0.0,1.0,NN,77
see deadpool meet cat doppleganger cnet ryan reynolds wishes looked good,2016-02-12 18:59:00,0,0,,,,0.5423,0.0,0.333,0.667,PP,77
excited movie date,2016-02-12 18:59:00,0,0,,#Deadpool,,0.34,0.0,0.545,0.455,PP,77
laughed deadpool zoolander,2016-02-12 18:59:00,0,0,,,,0.4588,0.0,0.6,0.4,PP,77
estoy en para deadpool en gustavo df,2016-02-12 18:59:00,0,0,@Cinemex,,,0.0,0.0,0.0,1.0,NN,77
necessito de uma companhia pra ver deadpool,2016-02-12 18:59:00,0,0,,,,0.0,0.0,0.0,1.0,NN,77
alguien busca un disfraz de solo busquen uno de le quitan las,2016-02-12 18:58:59,0,0,,#DeadPool #SpiderMan,,0.0,0.0,0.0,1.0,NN,77
gostei de um de carnanude deadpool vilela,2016-02-12 18:58:59,0,0,@YouTube @rogeriovilela,#,,0.0,0.0,0.0,1.0,NN,77
que achou jogo gremio na arena deadpool,2016-02-12 18:58:59,0,0,,#DeadpoolResponde,,0.0,0.0,0.0,1.0,NN,77
deadpool tiene que resolver algunas cuentas pendientes,2016-02-12 18:58:59,0,1,@romergutidorado,#BalasYChimichangasParaTodos #SoloEnCines,,0.1779,0.0,0.221,0.779,PP,77
quero ver aquele deadpool,2016-02-12 18:58:58,0,0,,,,0.0,0.0,0.0,1.0,NN,77
date night going see main drinks dinner theatre,2016-02-12 18:58:58,0,0,,#2 #deadpool,,0.0,0.0,0.0,1.0,NN,77
emagine woodhaven deadpool mi,2016-02-12 18:58:58,0,1,,,,0.0,0.0,0.0,1.0,NN,77
anyone wanna go see deadpool,2016-02-12 18:58:57,0,2,,,,0.0,0.0,0.0,1.0,NN,77
trynna watch deadpool,2016-02-12 18:58:57,0,2,,,,0.0,0.0,0.0,1.0,NN,77
want watch deadpool,2016-02-12 18:58:56,0,0,,,,0.0772,0.0,0.394,0.606,PP,77
