body,date,retweets,favorites,mentions,hashtags,geo,Compound_Score,Negative_Score,Positive_Score,Neutral_Score,Indicator,GT
plans may developing see deadpool third,2016-02-24 18:58:38,0,2,,,,0.0,0.0,0.0,1.0,NN,28
encantado la deadpool e tanto con una peli,2016-02-24 18:58:37,0,0,,,,0.0,0.0,0.0,1.0,NN,28
feel like lot articles posts strawman anyone really call deadpool,2016-02-24 18:58:36,0,0,@hollywood514,,,0.3612,0.0,0.217,0.783,PP,28
ya mi futura deadpool,2016-02-24 18:58:35,0,0,,,,0.0,0.0,0.0,1.0,NN,28
nunca pensei que diria mas deadpool melhor de quadrinhos desde homem aranha e sam,2016-02-24 18:58:35,0,0,,,,0.0,0.0,0.0,1.0,NN,28
vu deadpool que mon marvel mtn,2016-02-24 18:58:35,0,1,,,,0.4215,0.0,0.359,0.641,PP,28
sobre deadpool tenho dizer que adorei este meu preferido,2016-02-24 18:58:32,0,0,,,,0.0,0.0,0.0,1.0,NN,28
menudo,2016-02-24 18:58:32,0,0,,#DeadPool,,0.0,0.0,0.0,1.0,NN,28
deadpool gloria singing modern family made love song much,2016-02-24 18:58:31,0,1,,,,0.6369,0.0,0.344,0.656,PP,28
todos van ver deadpool con sus la por,2016-02-24 18:58:29,0,0,,,,0.0,0.0,0.0,1.0,NN,28
foi msm se agr ao colombo ver deadpool q horas,2016-02-24 18:58:29,0,1,,,,0.0,0.0,0.0,1.0,NN,28
neutral,2016-02-24 18:58:26,0,0,,#ajax #Deadpool,,0.0,0.0,0.0,1.0,NN,28
imagino legal deve ser de uma que os pais levam pra assistir deadpool,2016-02-24 18:58:25,0,0,,,,0.128,0.0,0.111,0.889,PP,28
going see deadpool second time week bc life,2016-02-24 18:58:23,0,4,,,,0.0,0.0,0.0,1.0,NN,28
well well look gotten froyo gone deadpool,2016-02-24 18:58:22,1,0,@alanmrice,,,0.4939,0.0,0.457,0.543,PP,28
playin deadpool come hang,2016-02-24 18:58:20,0,0,,#65,,0.0,0.0,0.0,1.0,NN,28
box falling deadpool still king,2016-02-24 18:58:20,0,0,,,,-0.1531,0.286,0.0,0.714,Neg,28
justo cuando iba ver deadpool se vino tremenda gracias por tanto,2016-02-24 18:58:19,0,0,,,,0.0,0.0,0.0,1.0,NN,28
ainda vi deadpool,2016-02-24 18:58:18,0,0,,#chatiada,,0.0,0.0,0.0,1.0,NN,28
vi deadpool achei q eu ia rir mais,2016-02-24 18:58:18,0,0,,,,0.0,0.0,0.0,1.0,NN,28
ha gustado un de deadpool batalla final parte,2016-02-24 18:58:11,0,0,@YouTube,,,0.34,0.0,0.255,0.745,PP,28
puta pasada deadpool tanto humor negro ha hecho que muera de,2016-02-24 18:58:11,0,0,,,,0.5423,0.0,0.333,0.667,PP,28
jodido deadpool empieza genial el respecto cine de quedan muchas,2016-02-24 18:58:09,0,1,,,,0.4215,0.0,0.237,0.763,PP,28
deadpool triggers chart gains teamheadkick juice newton,2016-02-24 18:58:04,8,7,,,,0.34,0.0,0.286,0.714,PP,28
foda foda foda foda foda foda que tenho dizer sobre filme deadpool,2016-02-24 18:57:59,0,0,,#Amei,,0.0,0.0,0.0,1.0,NN,28
whiz kids step marketing message,2016-02-24 18:57:57,0,0,,#content #Deadpool #Marketing #Humor #SocialMedia #sales,,0.0,0.0,0.0,1.0,NN,28
quero assistir deadpool de novo,2016-02-24 18:57:54,0,0,,,,0.0,0.0,0.0,1.0,NN,28
nossa filme deadpool teve piada nao vao se foder,2016-02-24 18:57:53,0,0,,,,0.0,0.0,0.0,1.0,NN,28
loved deadpool sure kids cheesy parts could left give,2016-02-24 18:57:53,0,0,,,,0.7351,0.0,0.47,0.53,PP,28
zoolander better deadpool,2016-02-24 18:57:53,0,0,,,,0.4404,0.0,0.592,0.408,PP,28
ya han visto deadpool,2016-02-24 18:57:51,0,0,,#Angelysaras,,0.0,0.0,0.0,1.0,NN,28
voceis nao sabe porque eu nao fui ver deadpool porque evandro tinha uma espinha na boca mano,2016-02-24 18:57:51,1,1,,,,0.0,0.0,0.0,1.0,NN,28
os recomiendo ver,2016-02-24 18:57:50,0,0,,#Deadpool,,0.0,0.0,0.0,1.0,NN,28
je viens de voir deadpool le film est sympa mais je pas si que enfin humour de blanc quoi lol,2016-02-24 18:57:50,0,1,,,,0.7096,0.0,0.247,0.753,PP,28
deadpool,2016-02-24 18:57:50,0,0,,,,0.0,0.0,0.0,1.0,NN,28
ok really deadpool could barely walk movie everything fine ryan god,2016-02-24 18:57:48,0,0,,,,0.6249,0.0,0.433,0.567,PP,28
acabo de salir de ver deadpool tiempo que recomiendo,2016-02-24 18:57:48,2,12,,,,0.0,0.0,0.0,1.0,NN,28
helllllla saw first trailer deadpool,2016-02-24 18:57:44,0,0,,,,0.0,0.0,0.0,1.0,NN,28
feb geek fuel box deadpool,2016-02-24 18:57:42,0,0,,,,-0.2023,0.31,0.0,0.69,Neg,28
deadpool una con algunos muy en una,2016-02-24 18:57:42,0,2,,,,0.0,0.0,0.0,1.0,NN,28
pairs well deadpool,2016-02-24 18:57:40,0,1,@Wasdo32,,,0.2732,0.0,0.512,0.488,PP,28
para aqueles que foram assistir deadpool filme,2016-02-24 18:57:36,0,0,,,,0.0,0.0,0.0,1.0,NN,28
even point including helicarrier deadpool even going comment utterly,2016-02-24 18:57:35,0,0,,,,0.0,0.0,0.0,1.0,NN,28
filme deadpool foi mt mais q eu esperava,2016-02-24 18:57:35,0,0,,,,0.0,0.0,0.0,1.0,NN,28
hail assistindo deadpool filme em cinemark plaza shopping,2016-02-24 18:57:34,0,0,,,,0.0772,0.0,0.157,0.843,PP,28
without obvious choice play keep ball rolling,2016-02-24 18:57:32,0,0,@IAmStephenLang,#Deadpool,,-0.2584,0.253,0.0,0.747,Neg,28
hoy todo el puto mundo fue ver deadpool,2016-02-24 18:57:30,0,0,,,,0.0,0.0,0.0,1.0,NN,28
love theme much deadpool zombies lol,2016-02-24 18:57:29,0,1,@lootcrate,,,0.7906,0.0,0.636,0.364,PP,28
une deadpool les meilleures parodies du dingue des,2016-02-24 18:57:26,0,0,@YouTube,,,0.0,0.0,0.0,1.0,NN,28
tinha uma assistindo deadpool cinema hj,2016-02-24 18:57:25,0,0,,,,0.0,0.0,0.0,1.0,NN,28
deadpool deadpool,2016-02-24 18:57:24,0,0,@Cin,,,0.0,0.0,0.0,1.0,NN,28
le film deadpool est juste,2016-02-24 18:57:23,0,1,,,,0.0,0.0,0.0,1.0,NN,28
got deadpool heat revealing mug prepare saturday morning coffee chill post,2016-02-24 18:57:23,0,3,,,,0.0,0.0,0.0,1.0,NN,28
acabo de receber noticia q vou ir ver deadpool indo p baia arruma,2016-02-24 18:57:19,0,0,,,,0.0,0.0,0.0,1.0,NN,28
came home seeing deadpool got say see everyone hyping,2016-02-24 18:57:18,0,0,,,,0.0,0.0,0.0,1.0,NN,28
la gente che se ne va prima della scena post titoli di coda della marvel cosa ne sta facendo della sua vita,2016-02-24 18:57:17,0,1,,#Deadpool,,0.4215,0.0,0.118,0.882,PP,28
deadpool levi hahaha,2016-02-24 18:57:16,0,1,@TheTideLevi,,,0.5574,0.0,0.643,0.357,PP,28
da bronca la gente que en el yendo al cine ver deadpool porque recuerda lo triste de mi vida,2016-02-24 18:57:16,0,1,,,,0.0,0.0,0.0,1.0,NN,28
need,2016-02-24 18:57:15,0,1,@DominicoArtist @VancityReynolds,#Deadpool,,0.0,0.0,0.0,1.0,NN,28
demasiado,2016-02-24 18:57:09,0,2,,#Deadpool #LetsGetSomeHotChimichangas,,0.0,0.0,0.0,1.0,NN,28
time,2016-02-24 18:57:07,0,0,,#Deadpool,,0.0,0.0,0.0,1.0,NN,28
deadpool es una basura para toda la de la madre de mi,2016-02-24 18:57:05,0,0,,,,0.0,0.0,0.0,1.0,NN,28
maaaaahhh deeeadpool la,2016-02-24 18:57:04,0,1,,#Deadpool,,0.0,0.0,0.0,1.0,NN,28
saw deadpool mr,2016-02-24 18:57:03,0,0,,#loveit,,0.0,0.0,0.0,1.0,NN,28
dude want go see deadpool cant believe havent seen yet,2016-02-24 18:56:59,0,2,,,,0.0772,0.0,0.126,0.874,PP,28
ontem noite fui ver deadpool ri muito fg,2016-02-24 18:56:58,0,2,,,,0.0,0.0,0.0,1.0,NN,28
ver deadpool dessa vez eu acho,2016-02-24 18:56:58,0,0,,,,0.0,0.0,0.0,1.0,NN,28
que risa de jajaajja deadpool muy,2016-02-24 18:56:58,0,5,,,,0.0,0.0,0.0,1.0,NN,28
weird still seen deadpool yet,2016-02-24 18:56:57,0,0,,,,-0.1779,0.298,0.0,0.702,Neg,28
needs convince disney fox collaborate deadpool spiderman know could,2016-02-24 18:56:56,0,0,@VancityReynolds,#deadspider,,0.25,0.0,0.2,0.8,PP,28
went saw deadpool last one funniest movies,2016-02-24 18:56:55,0,0,,#Deadpool,,0.5574,0.0,0.375,0.625,PP,28
tomemos un par de soleras mientras vemos deadpool,2016-02-24 18:56:53,0,0,@_pekasgv,,,0.0,0.0,0.0,1.0,NN,28
deadpool es unas inara con peluca yo,2016-02-24 18:56:51,0,0,,,,0.0,0.0,0.0,1.0,NN,28
l,2016-02-24 18:56:51,0,0,,#DeadPool #DeadpoolMovie,,0.0,0.0,0.0,0.0,NN,28
kickstarter force ryan reynolds white slavery dress deadpool talk deadpool fans rest,2016-02-24 18:56:50,1,1,,,,-0.7003,0.304,0.0,0.696,Neg,28
deadpool,2016-02-24 18:56:42,1,0,,,,0.0,0.0,0.0,1.0,NN,28
deadpool spirit animal,2016-02-24 18:56:39,3,4,,,,0.1779,0.0,0.459,0.541,PP,28
dopinder action,2016-02-24 18:56:34,0,0,,#deadpool,,0.0,0.0,0.0,1.0,NN,28
deadpool,2016-02-24 18:56:33,0,0,,,,0.0,0.0,0.0,1.0,NN,28
faturou ontem nos chegando aos ave,2016-02-24 18:56:32,0,0,,#Deadpool,,0.0,0.0,0.0,1.0,NN,28
muy bien con buena como pos mejor que mejor,2016-02-24 18:56:30,0,1,,#Deadpool,,0.0,0.0,0.0,1.0,NN,28
tak masuk deadpool bikin nominasi dan piala,2016-02-24 18:56:28,0,0,@DreamersRadioID,#FREETIXEXOL,,0.0,0.0,0.0,1.0,NN,28
russia box stays,2016-02-24 18:56:28,36,80,,#Deadpool,,0.0,0.0,0.0,1.0,NN,28
hoy visto deadpool es una puta maravilla,2016-02-24 18:56:27,1,2,,,,0.0,0.0,0.0,1.0,NN,28
fact bunch moms brought year olds watch deadpool look turn away lol,2016-02-24 18:56:26,0,0,@adnanESPN @micaela_g_lee,,,0.4215,0.0,0.203,0.797,PP,28
episode featuring really angry,2016-02-24 18:56:26,3,4,,#Daredevil #Deadpool #PodernFamily,,-0.5563,0.545,0.0,0.455,Neg,28
international day remember celebrate deadpool,2016-02-24 18:56:26,2,5,,,,0.5719,0.0,0.481,0.519,PP,28
deadpool melhor filme,2016-02-24 18:56:26,0,0,,,,0.0,0.0,0.0,1.0,NN,28
minha namorada olhou deadpool,2016-02-24 18:56:25,0,1,,,,0.0,0.0,0.0,1.0,NN,28
risas con deadpool xddd ha sido una mezcla rara entre pero en muy entretenida xd,2016-02-24 18:56:25,1,3,,,,0.7351,0.0,0.323,0.677,PP,28
se fudeee melhor filme deadpool,2016-02-24 18:56:22,0,0,,,,0.0,0.0,0.0,1.0,NN,28
alguien que quiera ir al cine conmigo le la entrada para ver deadpool,2016-02-24 18:56:21,0,1,,,,0.0,0.0,0.0,1.0,NN,28
liked video deadpool sozinho ou com os hagazo responde,2016-02-24 18:56:19,0,0,@YouTube @hsogameplays,#76,,0.4215,0.0,0.259,0.741,PP,28
ha gustado un de de deadpool vs batallas de rap del,2016-02-24 18:56:17,0,0,@YouTube @keybladerap,,,0.34,0.0,0.194,0.806,PP,28
declaro fan incondicional de,2016-02-24 18:56:17,0,0,,#DEADPOOL,,0.3182,0.0,0.434,0.566,PP,28
cineminha patrocinado pela deadpool,2016-02-24 18:56:15,0,2,@vihfreitas @CinemarkOficial,,,0.0,0.0,0.0,1.0,NN,28
quien fuera deadpool,2016-02-24 18:56:15,0,0,@Aquileshablo,,,0.0,0.0,0.0,1.0,NN,28
captain iron man deadpool hilarious twitter,2016-02-24 18:56:14,1,1,,,,0.4019,0.0,0.351,0.649,PP,28
acabo de salir de ver deadpool estoy graciosete,2016-02-24 18:56:13,0,1,@daviniaweasley,,,0.0,0.0,0.0,1.0,NN,28
ha gustado un de neosis pack horizon,2016-02-24 18:56:12,0,1,@YouTube,,,0.34,0.0,0.286,0.714,PP,28
understand people go see movies without watch scene end credits,2016-02-24 18:56:10,0,0,@Marvel,#marvel #deadpool,,0.3612,0.0,0.217,0.783,PP,28
deadpool guide marketing like,2016-02-24 18:56:07,0,0,,#Deadpool #Marketing,,0.3612,0.0,0.455,0.545,PP,28
acabo de volver del cine de ver deadpool solo puedo decir una,2016-02-24 18:56:04,0,3,,,,0.0,0.0,0.0,1.0,NN,28
deadpool ni memang cerita cerita dia duk mencarut je la dari awal smpai,2016-02-24 18:56:02,0,0,,,,0.0,0.0,0.0,1.0,NN,28
sure vote deadpool aka merc,2016-02-24 18:55:58,0,0,,,,0.3182,0.0,0.365,0.635,PP,28
legal eu rendo,2016-02-24 18:55:56,0,0,,#Deadpool,,0.128,0.0,0.429,0.571,PP,28
cualquier cosa que lo sigo relacionando con chistes de deadpool,2016-02-24 18:55:56,0,0,,,,0.0,0.0,0.0,1.0,NN,28
plaza shopping,2016-02-24 18:55:55,0,1,@Central,#amazingmovie #deadpool #deadpoolmovie #recommended #lovemovies,,0.0,0.0,0.0,1.0,NN,28
really want go see deadpool rarely go see movie multiple judge younger,2016-02-24 18:55:55,0,0,,,,0.1513,0.0,0.126,0.874,PP,28
closes enter,2016-02-24 18:55:52,0,2,,#DEADPOOL,,0.0,0.0,0.0,1.0,NN,28
mean say deadpool barely realized full perfect superhero,2016-02-24 18:55:50,1,2,,,,0.5325,0.0,0.329,0.671,PP,28
loving merch especially hoodie stitched,2016-02-24 18:55:47,0,1,,#DeadPool,,0.5994,0.0,0.494,0.506,PP,28
eu n acredito q verei deadpool com minha prima,2016-02-24 18:55:47,0,0,,,,0.0,0.0,0.0,1.0,NN,28
neutral,2016-02-24 18:55:46,0,0,,#DeadPool,,0.0,0.0,0.0,1.0,NN,28
que guapada la de deadpool os la recomiendo al,2016-02-24 18:55:46,0,0,,,,0.0,0.0,0.0,1.0,NN,28
encima cuabdo salimos de la sala un chabon con la de deadpool fue como que lo te gritamos nos cagamos de la risa en su,2016-02-24 18:55:43,0,0,,,,0.0,0.0,0.0,1.0,NN,28
want watch deadpool bad,2016-02-24 18:55:41,2,2,,,,-0.4939,0.515,0.191,0.294,Neg,28
ha gustado un de exclusive material pack saw demetrius,2016-02-24 18:55:39,1,1,@YouTube,,,0.4404,0.0,0.358,0.642,PP,28
box falling deadpool still king via,2016-02-24 18:55:38,0,0,@Variety,,,-0.1531,0.242,0.0,0.758,Neg,28
deadpool,2016-02-24 18:55:35,1,1,,,,0.0,0.0,0.0,1.0,NN,28
las reacciones deadpool siendo muy por dios quiero que alguien lleve,2016-02-24 18:55:32,0,1,,,,0.0,0.0,0.0,1.0,NN,28
deadpool immense,2016-02-24 18:55:30,0,1,,,,0.0,0.0,0.0,1.0,NN,28
deadpool please share,2016-02-24 18:55:29,0,0,,,,0.5423,0.0,0.818,0.182,PP,28
seeing deadpool tomorrow nice,2016-02-24 18:55:28,0,0,,,,0.4215,0.0,0.483,0.517,PP,28
deadpool say mr wilson made cause surname wades lol,2016-02-24 18:55:27,0,0,,,,0.4215,0.0,0.259,0.741,PP,28
bros moved fast copy deadpool r thought superman kill still excited see movie gal gadot,2016-02-24 18:55:26,0,1,,,,-0.5106,0.246,0.126,0.628,Neg,28
assistir deadpool c minha foi meio constrangedor mas ok superamos,2016-02-24 18:55:25,0,1,,,,0.296,0.0,0.216,0.784,PP,28
la peli de deadpool es todo lo que deadpool osea la polla en fin del,2016-02-24 18:55:23,1,1,,,,0.0,0.0,0.0,1.0,NN,28
lets good food get also go see deadpool,2016-02-24 18:55:22,0,0,@himurahimeko,,,0.4404,0.0,0.293,0.707,PP,28
os muerto visto lo visto yo voy ver deadpool,2016-02-24 18:55:21,0,0,,,,0.0,0.0,0.0,1.0,NN,28
cree que deadpool sin esa hay que verla con alguien que sepa lo que mejor,2016-02-24 18:55:21,0,1,@Machocolatera,,,-0.5574,0.205,0.0,0.795,Neg,28
alguien lleva veer deadpool,2016-02-24 18:55:20,0,0,,,,0.0,0.0,0.0,1.0,NN,28
ha encantado fiel los veremos si vuelve ajax,2016-02-24 18:55:20,0,0,,#Deadpool,,0.34,0.0,0.255,0.745,PP,28
ainda fui ver deadpool,2016-02-24 18:55:18,0,0,,,,0.0,0.0,0.0,1.0,NN,28
watching deadpool awfy funny,2016-02-24 18:55:17,1,2,,,,0.4404,0.0,0.492,0.508,PP,28
guys plenty r rated superhero movies deadpool,2016-02-24 18:55:13,0,0,,,,0.0,0.0,0.0,1.0,NN,28
deadpool le grand gagnant des oscar ryan reynolds,2016-02-24 18:55:12,0,0,,,,0.4588,0.0,0.3,0.7,PP,28
still yet see deadpool poor go day scrubber tuesday,2016-02-24 18:55:12,0,2,,,,-0.4767,0.279,0.0,0.721,Neg,28
myspace bought time new life deadpool,2016-02-24 18:55:10,0,0,,,,0.0,0.0,0.0,1.0,NN,28
deadpool fucking awesome asl,2016-02-24 18:55:08,2,0,,,,0.659,0.0,0.594,0.406,PP,28
pues comparto deadpool risas,2016-02-24 18:55:06,0,0,,,,0.0,0.0,0.0,1.0,NN,28
acabo de ver deadpool la en si peeeeeero la han hypeado demasiado por lo que le doy un,2016-02-24 18:55:05,0,0,,,,0.0,0.0,0.0,1.0,NN,28
viste la genial de fox,2016-02-24 18:55:04,0,0,,#Deadpool,,0.4215,0.0,0.412,0.588,PP,28
liked video deadpool hosting snl,2016-02-24 18:55:03,0,0,@YouTube,,,0.4215,0.0,0.412,0.588,PP,28
que os ver deadpool de puta vez,2016-02-24 18:55:02,0,0,@VancityReynolds,,,0.0,0.0,0.0,1.0,NN,28
depois de deadpool recebe,2016-02-24 18:55:01,0,0,,#Wolverine3 #cinema #not,,0.0,0.0,0.0,1.0,NN,28
un video una lista de de deadpool set ryan,2016-02-24 18:55:00,0,0,@YouTube,,,0.0,0.0,0.0,1.0,NN,28
ha gustado un de de el juego de deadpool al trailer de la,2016-02-24 18:54:59,0,0,@YouTube @dalas_azahar,,,0.34,0.0,0.167,0.833,PP,28
deadpool jest polecam mocno,2016-02-24 18:54:57,0,0,,,,0.0,0.0,0.0,1.0,NN,28
alguien que vaya conmigo ver deadpool,2016-02-24 18:54:56,1,0,,,,0.0,0.0,0.0,1.0,NN,28
wanna watch deadpool,2016-02-24 18:54:55,1,4,,,,0.0,0.0,0.0,1.0,NN,28
deadpool que filme,2016-02-24 18:54:54,0,0,,,,0.0,0.0,0.0,1.0,NN,28
