body,date,retweets,favorites,mentions,hashtags,geo,Compound_Score,Negative_Score,Positive_Score,Neutral_Score,Indicator,GT
captain chris evans praises ryan reynolds deadpool,2016-02-20 18:59:52,0,0,,#Magnotappsponsors,,0.5267,0.0,0.362,0.638,PP,62
hace gracia los padres llevando sus hijos de ver deadpool van quedar,2016-02-20 10:49:41,2894,10076,,,,0.0,0.0,0.0,1.0,NN,62
awesome movie deadpool watch,2016-02-20 18:59:52,0,1,,#Deadpool #RyanReynolds,,0.6249,0.0,0.577,0.423,PP,62
saw totally,2016-02-20 18:58:22,2,10,@VancityReynolds,#deadpool,,0.0,0.0,0.0,1.0,NN,62
fui ver deadpool q todos cheio de podia ter sempre queremos mais rs,2016-02-20 18:59:51,0,0,,,,0.0,0.0,0.0,1.0,NN,62
ontem fui ver deadpool uma cena nada,2016-02-20 18:59:51,0,0,,,,0.0,0.0,0.0,1.0,NN,62
seeing deadpool bomb friends,2016-02-20 18:59:51,0,3,,,,-0.0258,0.386,0.373,0.241,NN,62
deadpool vs deadpool,2016-02-19 13:20:20,334,333,,,,0.0,0.0,0.0,1.0,NN,62
ainda consegui decidir qual minha cena fav de deadpool,2016-02-20 18:59:50,0,0,,,,0.4588,0.0,0.273,0.727,PP,62
deadpool best film eveeeeer,2016-02-20 18:48:54,1,0,,,,0.6369,0.0,0.583,0.417,PP,62
know,2016-02-20 18:59:48,1,0,,#Deadpool #DeadpoolMovie #Marvel,,0.0,0.0,0.0,1.0,NN,62
vi deadpool,2016-02-20 18:59:48,0,0,,,,0.0,0.0,0.0,1.0,NN,62
liked video list boss low budget deadpool random moments,2016-02-20 18:59:47,0,0,@YouTube @uberhaxornova,#2,,0.1779,0.176,0.235,0.588,PP,62
still wanna see deadpool,2016-02-20 18:59:47,2,0,,,,0.0,0.0,0.0,1.0,NN,62
deadpool ten,2016-02-20 18:59:47,0,0,,,,0.0,0.0,0.0,1.0,NN,62
believe deadpool son,2016-02-20 18:59:45,0,1,,,,0.0,0.0,0.0,1.0,NN,62
date night beautiful,2016-02-20 18:59:44,1,3,@stephanieskene,#Deadpool,,0.5994,0.0,0.661,0.339,PP,62
wooo aw man side seats,2016-02-20 18:59:44,0,0,,#DEADPOOL,,0.0,0.0,0.0,1.0,NN,62
ni spiderman ni deadpool xd,2016-02-20 18:59:44,0,1,,,,0.5859,0.0,0.487,0.513,PP,62
deadpool would watch,2016-02-20 18:59:41,0,1,,,,0.0,0.0,0.0,1.0,NN,62
excited see,2016-02-20 18:59:40,0,0,@VancityReynolds,#Deadpool,,0.34,0.0,0.706,0.294,PP,62
deadpool rated went see extremely would expected,2016-02-20 18:59:40,0,0,,,,0.0,0.0,0.0,1.0,NN,62
la de ave una dudaba entre deadpool la que haber elegido deadpool,2016-02-20 18:59:39,0,0,@darrenhabbo,,,0.0,0.0,0.0,1.0,NN,62
time seeing,2016-02-20 18:59:38,0,0,,#Deadpool #Movie #Movies #Film #Cinema #MarcusTheatres,,0.0,0.0,0.0,1.0,NN,62
son gun brilliant surprising,2016-02-20 18:59:37,0,3,,#moviesiveseen #Deadpool #Spotlight #JeanRollin #Demoniacs,,0.5423,0.258,0.634,0.108,PP,62
colecionador chega,2016-02-20 18:59:37,0,2,,#Deadpool #steelbook,,0.0,0.0,0.0,1.0,NN,62
gehe jetzt das war meine heute ich liebe deadpool einfach gute nacht,2016-02-20 18:59:37,1,4,,,,-0.5994,0.262,0.0,0.738,Neg,62
bought hollow ichigo deadpool pop oh,2016-02-20 18:59:36,0,0,,,,0.0,0.0,0.0,1.0,NN,62
tercera vez vi que veo deadpool pero hoy el chiste va asesinar,2016-02-20 18:59:36,0,0,,,,0.0,0.0,0.0,1.0,NN,62
whiz kids step marketing message,2016-02-20 18:59:35,0,7,,#content #Deadpool #Marketing #Humor #SocialMedia #sales,,0.0,0.0,0.0,1.0,NN,62
alguem leva pra ver deadpool nunca pedi nada kkkk,2016-02-20 18:59:35,0,1,,,,0.0,0.0,0.0,1.0,NN,62
turns deadpool original daario naharis game thrones knew recognized,2016-02-20 18:59:35,0,0,,,,0.3182,0.0,0.223,0.777,PP,62
met deadpool last,2016-02-20 18:59:33,0,0,,,,0.0,0.0,0.0,1.0,NN,62
moi deadpool il est il,2016-02-20 18:59:33,0,0,,,,0.0,0.0,0.0,1.0,NN,62
deadpool deadpool nuevo,2016-02-20 18:59:32,0,1,@Cinemex @tomasgarciat,,,0.0,0.0,0.0,1.0,NN,62
el lunes si si ver deadpool que sea sola,2016-02-20 18:59:32,0,0,,,,0.0,0.0,0.0,1.0,NN,62
deadpool second time,2016-02-20 18:59:32,0,3,,,,0.0,0.0,0.0,1.0,NN,62
seen deadpool,2016-02-20 18:59:31,1,1,,,,0.0,0.0,0.0,1.0,NN,62
acceptable wear deadpool costume whole week period,2016-02-20 18:59:31,0,0,,,,0.3182,0.0,0.277,0.723,PP,62
still need see watch deadpool btw loved im reading cable deadpool stuff good,2016-02-20 18:59:30,0,0,@robinwscott,,,0.7783,0.0,0.382,0.618,PP,62
deadpool marvel cops box thus,2016-02-20 18:59:30,0,0,,#deadpool,,0.4215,0.0,0.412,0.588,PP,62
dinner deadpool,2016-02-20 18:59:29,0,2,,,,0.0,0.0,0.0,1.0,NN,62
movies bf see deadpool soo,2016-02-20 18:59:29,0,1,,,,0.0,0.0,0.0,1.0,NN,62
que grande deadpool,2016-02-20 18:59:29,0,1,,,,0.0,0.0,0.0,1.0,NN,62
quem vou baixar deadpool,2016-02-20 18:59:29,0,0,,,,0.0,0.0,0.0,1.0,NN,62
deadpool kissed,2016-02-20 18:59:27,0,0,,,,0.3818,0.0,0.722,0.278,PP,62
quiero un traje de,2016-02-20 18:59:27,0,1,,#Deadpool,,0.0,0.0,0.0,1.0,NN,62
deadpool literally perfect,2016-02-20 18:59:26,0,3,,,,0.5719,0.0,0.649,0.351,PP,62
watched deadpool,2016-02-20 18:59:26,0,0,@Louis_Tomlinson,,,0.0,0.0,0.0,1.0,NN,62
deadpool maya,2016-02-20 18:59:26,0,1,,,,0.0,0.0,0.0,1.0,NN,62
see deadpool nobody tell mom,2016-02-20 18:59:25,0,12,,,,0.0,0.0,0.0,1.0,NN,62
eu nunca dei nenhuma dica pra vcs la assistam deadpool muito bom e os creditos tbm melhor fim de filme de vcs se arrepender,2016-02-20 18:59:24,0,1,,,,0.0,0.0,0.0,1.0,NN,62
got really need renner chime deadpool,2016-02-20 18:59:24,0,0,,,,0.0,0.0,0.0,1.0,NN,62
deadpool muuuitoo maneiro cr mt kkkkkkkk que filme shooow de bolaaaaaaa,2016-02-20 18:59:23,0,0,,,,0.0,0.0,0.0,1.0,NN,62
finally get see deadpool omfg,2016-02-20 18:59:22,0,1,,,,0.0,0.0,0.0,1.0,NN,62
deadpool,2016-02-20 18:59:22,0,0,,#Deadpool #podcast #Dennys #XMen #HardcoreHenry #SPOILER,,0.0,0.0,0.0,1.0,NN,62
malayasea con deadpool peazo e loco,2016-02-20 18:59:20,1,0,,,,0.0,0.0,0.0,1.0,NN,62
cabbie much trouble cousin duffle full,2016-02-20 18:59:19,0,0,,#Deadpool,,-0.4019,0.351,0.0,0.649,Neg,62
une deadpool bande annonce vost,2016-02-20 18:59:19,0,0,@YouTube,,,0.0,0.0,0.0,1.0,NN,62
mi padre tambien sabe romper la cuarta pared como deadpool ayer rompio la de mi cuarto luego partio una pierna,2016-02-20 18:59:19,25,26,,,,0.0,0.0,0.0,1.0,NN,62
finally seeing deadpool yee yee,2016-02-20 18:59:19,0,0,,,,0.0,0.0,0.0,1.0,NN,62
tagarela mais sexy da rs watching deadpool filme orient cinemas river shopping,2016-02-20 18:59:17,0,0,,,,0.5267,0.0,0.236,0.764,PP,62
ha estado naaaada mal la estado muy bien nuestra,2016-02-20 18:59:15,0,1,,#Deadpool,,0.34,0.0,0.231,0.769,PP,62
deadpool sensacional,2016-02-20 18:59:15,0,0,,,,0.0,0.0,0.0,1.0,NN,62
saw deadpool think fallen love movie,2016-02-20 18:59:15,0,0,,,,0.4019,0.234,0.393,0.374,PP,62
quiero ver deadpool ptm,2016-02-20 18:59:13,0,0,,,,0.0,0.0,0.0,1.0,NN,62
thats everyones seen deadpool,2016-02-20 18:59:12,0,1,,,,0.0,0.0,0.0,1.0,NN,62
time,2016-02-20 18:59:11,0,1,,#Deadpool,,0.0,0.0,0.0,1.0,NN,62
mi piaciuto un video di deadpool elucubrazioni su star wars prima,2016-02-20 18:59:11,0,0,@YouTube,,,-0.5574,0.265,0.0,0.735,Neg,62
film deadpool tim miller ryan morena gina ed,2016-02-20 18:59:10,0,0,,,,0.0,0.0,0.0,1.0,NN,62
deadpool direi,2016-02-20 18:59:10,0,0,,,,0.0,0.0,0.0,1.0,NN,62
mau nonton film deadpool gratis klik aja alun alun,2016-02-20 18:59:10,0,0,,,,0.0516,0.0,0.13,0.87,NN,62
see hear good glad go reason feel,2016-02-20 18:59:09,0,0,,#Deadpool,,0.7096,0.0,0.541,0.459,PP,62
think made love deadpool ones add deadpool collection,2016-02-20 18:59:09,0,0,@mYsTiQuEiSbLuE,,,0.6369,0.0,0.375,0.625,PP,62
deadpool second,2016-02-20 18:59:08,0,3,,,,0.0,0.0,0.0,1.0,NN,62
gals nights favorite,2016-02-20 18:59:07,0,1,,#DeadPool,,0.4588,0.0,0.6,0.4,PP,62
hihi deadpool,2016-02-20 18:59:07,3,2,,,,0.0,0.0,0.0,1.0,NN,62
ha encantado,2016-02-20 18:59:06,0,0,,#Deadpool,,0.34,0.0,0.706,0.294,PP,62
went go see deadpool last night recommend,2016-02-20 18:59:05,0,0,,#DeadpoolMovie,,0.3612,0.0,0.294,0.706,PP,62
watched deadpool still laughed ass,2016-02-20 18:59:05,0,1,,,,-0.128,0.368,0.316,0.316,Neg,62
deadpool wsa fuckign good love gone roof,2016-02-20 18:59:05,0,2,,,,0.7964,0.0,0.587,0.413,PP,62
hacia mucho que mo lo pasaba tan bien en el,2016-02-20 18:59:04,0,0,,#Deadpool,,0.0,0.0,0.0,1.0,NN,62
deadpool solo se puede mejorar si el protagonista fuera andaluz,2016-02-20 18:59:04,0,1,,,,0.0,0.0,0.0,1.0,NN,62
assisti deadpool pra quem ainda n viu eu e foda demais,2016-02-20 18:59:02,0,1,,,,0.0,0.0,0.0,1.0,NN,62
swing dancing fell thru seeing cuz watched,2016-02-20 18:59:01,0,0,,#Deadpool,,0.0,0.0,0.0,1.0,NN,62
gonna see deadpool tonight everybody know would go already saw gonna go get waiting,2016-02-20 18:58:59,0,0,,,,0.0,0.0,0.0,1.0,NN,62
gonna watch deadpool tonight,2016-02-20 18:58:59,0,0,,,,0.0,0.0,0.0,1.0,NN,62
deadpool movie captain america,2016-02-20 18:58:57,0,0,,#CivilWar,,0.0,0.0,0.0,1.0,NN,62
deadpool porto rs,2016-02-20 18:58:55,0,0,@GNC_Cinemas,,,0.0,0.0,0.0,1.0,NN,62
la mejor que existe,2016-02-20 18:58:54,0,0,,#Deadpool,,0.0,0.0,0.0,1.0,NN,62
acabo de ver deadpool consigo parar de ha,2016-02-20 18:58:54,2,4,,,,0.34,0.0,0.255,0.745,PP,62
gunna watch deadpool sign chose right one,2016-02-20 18:58:54,1,1,,,,0.0,0.0,0.0,1.0,NN,62
deadpool dad,2016-02-20 18:58:54,1,9,,,,0.0,0.0,0.0,1.0,NN,62
hoy ver deadpool,2016-02-20 18:58:53,2,0,@Negriitop @Younqmoon @Lunnatiko,,,0.0,0.0,0.0,1.0,NN,62
deadpool san san,2016-02-20 18:58:53,0,2,@CCMCinemasCr @lenbea,,,0.0,0.0,0.0,1.0,NN,62
deadpool action jokes go dc guy,2016-02-20 18:58:50,0,0,,,,0.25,0.0,0.286,0.714,PP,62
blasts x give ya deadpool,2016-02-20 18:58:50,0,2,,,,0.0,0.0,0.0,1.0,NN,62
want watch deadpool desiring god cites questions christians must first,2016-02-20 18:58:48,0,0,,,,0.34,0.0,0.298,0.702,PP,62
february,2016-02-20 18:58:48,0,0,@TheGeekFuel,#Deadpool #Firefly #SubBox #Reviews,,0.0,0.0,0.0,1.0,NN,62
omg love deadpool,2016-02-20 18:58:47,0,1,@AlexD0rame,,,0.6369,0.0,0.677,0.323,PP,62
turned ryan reynolds deadpool thing white eye lol,2016-02-20 18:58:47,5,55,,,,0.4215,0.0,0.286,0.714,PP,62
deadpool esperaba mucho el doblaje ni tan pero tengo pegas,2016-02-20 18:58:46,0,0,,,,0.0,0.0,0.0,1.0,NN,62
big question could fit deadpool film detrimental characters,2016-02-20 18:58:46,0,1,,,,0.3612,0.0,0.263,0.737,PP,62
going see deadpool gonna raddddd,2016-02-20 18:58:46,0,3,,,,0.0,0.0,0.0,1.0,NN,62
gonna watch probably better second,2016-02-20 18:58:46,0,0,,#Deadpool,,0.4404,0.0,0.42,0.58,PP,62
deadpool tiene menos gracia que uno que gracia,2016-02-20 18:58:45,0,0,,,,0.0,0.0,0.0,1.0,NN,62
vista deadpool recomendada de lo mejor de que pasote de,2016-02-20 18:58:44,1,1,,,,0.0,0.0,0.0,1.0,NN,62
seais ya es de deadpool de rick,2016-02-20 18:58:44,0,0,,,,0.0,0.0,0.0,1.0,NN,62
come get request kaitlin call book,2016-02-20 18:58:43,0,0,,#deadpool #nailart,,0.0,0.0,0.0,1.0,NN,62
une de list boss low budget deadpool random moments,2016-02-20 18:58:42,0,0,@YouTube @uberhaxornova,#2,,-0.2732,0.208,0.0,0.792,Neg,62
lone vengeance looks like deadpool especially sped alley run,2016-02-20 18:58:40,0,1,,,,0.1027,0.181,0.216,0.603,PP,62
har sagt det jag nicole till din sett deadpool,2016-02-20 18:58:39,0,0,@nollpunkten,,,0.0,0.0,0.0,1.0,NN,62
deadpool est un film vu et revu totalement plat mais terriblement vulgaire et du coup se marre,2016-02-20 18:58:38,0,0,@pacobud @Mr_KinG_Ceo,,,0.0,0.0,0.0,1.0,NN,62
deadpool,2016-02-20 18:58:36,0,1,@austinrutecki,,,0.0,0.0,0.0,1.0,NN,62
se ha convertido en una de mis favoritas de ha sobrepasado las expectativas,2016-02-20 18:58:36,0,0,,#Deadpool,,0.5859,0.0,0.304,0.696,PP,62
deadpool ha sido taan taaan,2016-02-20 18:58:36,0,0,,,,0.34,0.0,0.375,0.625,PP,62
missus bought tickets see deadpool might bad,2016-02-20 18:58:35,0,1,,,,-0.5423,0.368,0.0,0.632,Neg,62
today learned,2016-02-20 18:58:35,0,0,@VancityReynolds @deadpoolmovie,#Deadpool,,0.0,0.0,0.0,1.0,NN,62
deadpool daora,2016-02-20 18:58:34,0,0,,,,0.0,0.0,0.0,1.0,NN,62
aguento mais td mundo falando de deadpool preciso,2016-02-20 18:58:34,0,1,,,,0.0,0.0,0.0,1.0,NN,62
damn deadpool back red suit,2016-02-20 18:58:33,0,1,,,,-0.4019,0.403,0.0,0.597,Neg,62
remember petition get host responded best way,2016-02-20 18:58:33,1,1,@KelseyLehman1,#Deadpool #SNL,,0.6369,0.0,0.412,0.588,PP,62
quero ver deadpool,2016-02-20 18:58:32,0,0,,,,0.0,0.0,0.0,1.0,NN,62
ja foi assistir deadpool,2016-02-20 18:58:32,0,0,@vhopeslife,,,0.0,0.0,0.0,1.0,NN,62
local hottie see deadpool,2016-02-20 18:58:31,1,4,,,,0.0,0.0,0.0,1.0,NN,62
know thanos reason deadpool never die lady death,2016-02-20 18:58:30,0,0,@noodlerella,,,0.7424,0.0,0.512,0.488,PP,62
spoilees sobre deadpool porque vamos tener un problema muy,2016-02-20 18:58:30,0,0,@http__aylu,,,0.0,0.0,0.0,1.0,NN,62
girl school legit looks like girl deadpool like,2016-02-20 18:58:29,0,1,,,,0.6124,0.0,0.455,0.545,PP,62
bf takes see deadpool buys girl scout cookies good day,2016-02-20 18:58:29,0,6,,,,0.4404,0.0,0.244,0.756,PP,62
busy watching deadpool movie gilford cinema,2016-02-20 18:58:28,0,0,,,,0.0,0.0,0.0,1.0,NN,62
last night,2016-02-20 18:58:27,0,0,,#movienight #moviedate #deadpool #coupleshirt,,0.0,0.0,0.0,1.0,NN,62
ha parecido ha parecido,2016-02-20 18:58:26,0,0,,#Deadpool #Deadpool,,0.5859,0.0,0.706,0.294,PP,62
estrenos de cine de febrero deadpool anomalisa la corona de,2016-02-20 18:58:25,0,0,,#cine,,0.0,0.0,0.0,1.0,NN,62
deadpool ryan gracias por sois un regalo en cuero rojo para el se ha pasado demasiado el,2016-02-20 18:58:25,0,1,,,,0.34,0.0,0.13,0.87,PP,62
im leaving est go see deadpool,2016-02-20 18:58:25,0,0,@Upping @WeasuLL,,,0.0,0.0,0.0,1.0,NN,62
deadpool,2016-02-20 18:58:25,0,2,,,,0.0,0.0,0.0,1.0,NN,62
deadpool wel noice,2016-02-20 18:58:24,0,0,,,,0.0,0.0,0.0,1.0,NN,62
finally going see deadpool,2016-02-20 18:58:24,0,0,,,,0.0,0.0,0.0,1.0,NN,62
deadpool ryan reynolds responds saturday night live,2016-02-20 18:58:24,0,0,,,,0.0,0.0,0.0,1.0,NN,62
acabo de ver deadpool,2016-02-20 18:58:23,0,1,,,,0.0,0.0,0.0,1.0,NN,62
deadpool incredible,2016-02-20 18:58:23,0,0,,,,0.0,0.0,0.0,1.0,NN,62
deadpool date pls,2016-02-20 18:58:23,0,1,,,,0.0772,0.0,0.394,0.606,PP,62
saw deadpool super funny,2016-02-20 18:58:22,393,2743,,,,0.7783,0.0,0.773,0.227,PP,62
saw totally,2016-02-20 18:58:22,2,10,@VancityReynolds,#deadpool,,0.0,0.0,0.0,1.0,NN,62
nobody panic team cap team ironman casually pining deadpool fine heart,2016-02-20 18:58:22,0,1,,,,-0.2023,0.223,0.236,0.541,Neg,62
vista deadpool puedo considerar,2016-02-20 18:58:21,0,1,,,,0.0,0.0,0.0,1.0,NN,62
watching,2016-02-20 18:58:21,0,1,@elissarrr,#Deadpool,,0.0,0.0,0.0,1.0,NN,62
sorry deadpool said hello,2016-02-20 18:58:20,0,1,@Slightly_sane_,,,-0.0772,0.302,0.0,0.698,Neg,62
late inclusion deadpool,2016-02-20 18:58:20,0,0,@mdlbird,,,0.0,0.0,0.0,1.0,NN,62
deadpool,2016-02-20 18:58:19,0,0,,,,0.0,0.0,0.0,1.0,NN,62
sobre deadpool q filme,2016-02-20 18:58:19,0,0,,,,0.0,0.0,0.0,1.0,NN,62
deadpool online syyyyyyyyyyyyyy,2016-02-20 18:58:19,0,3,,,,0.0,0.0,0.0,1.0,NN,62
deadpool little,2016-02-20 18:58:18,0,0,,,,0.0,0.0,0.0,1.0,NN,62
starting minutes deadpool live stream,2016-02-20 18:58:17,0,0,,,,0.0,0.0,0.0,1.0,NN,62
es los padres que llevan sus hijos de ver deadpool debe ser invaluable ver sus caras en las escenas de,2016-02-20 18:58:16,0,0,,,,0.0,0.0,0.0,1.0,NN,62
neutral,2016-02-20 18:58:15,0,0,,#Deadpool,,0.0,0.0,0.0,1.0,NN,62
got carded movies thing must either amazing amazingly,2016-02-20 18:58:14,0,1,,#Deadpool,,0.5859,0.0,0.352,0.648,PP,62
deadpool,2016-02-20 18:58:11,0,1,@_lidiarv,,,0.0,0.0,0.0,1.0,NN,62
deadpool muito,2016-02-20 18:58:11,0,0,,,,0.0,0.0,0.0,1.0,NN,62
voy aprovechar que quede en mi casa para ver deadpool,2016-02-20 18:58:10,0,0,,,,0.0,0.0,0.0,1.0,NN,62
deadpool civil war,2016-02-20 18:58:10,0,0,@VancityReynolds @ChrisEvans,#TeamIronMan,,-0.5994,0.661,0.0,0.339,Neg,62
aunque vamos ver la parte positiva del la peli de deadpool es buena que raidear con mi nueva guild es un gustazo,2016-02-20 18:58:09,0,0,,,,0.0,0.0,0.0,1.0,NN,62
ryan reynolds spoofs kanye nsfw deadpool star delivers,2016-02-20 18:58:09,0,0,,,,0.0,0.0,0.0,1.0,NN,62
hj cine com elas foi varias risadas,2016-02-20 18:58:09,0,0,@,#ComemorandoMeuNiver #deadpool,,0.0,0.0,0.0,1.0,NN,62
pour passer un bon moment et tapper des barres le film deadpool est vraiment pas mal,2016-02-20 18:58:07,0,0,,,,0.0,0.0,0.0,1.0,NN,62
ep spawn returns deadpool review,2016-02-20 18:58:07,0,0,,#Deadpool #TheWalkingDead #Daredevil #Spawn #BVS #WonderWomen,,0.0,0.0,0.0,1.0,NN,62
someone watch deadpool,2016-02-20 18:58:07,0,1,,,,0.0,0.0,0.0,1.0,NN,62
deadpool dvd live right comic book resources,2016-02-20 18:58:06,0,0,,,,0.0,0.0,0.0,1.0,NN,62
como eu queria assistir deadpool,2016-02-20 18:58:05,0,0,,,,0.0,0.0,0.0,1.0,NN,62
mi llama la deadpool,2016-02-20 18:58:04,0,0,,,,0.0,0.0,0.0,1.0,NN,62
still get good deadpool,2016-02-20 18:58:03,0,0,,,,0.4404,0.0,0.492,0.508,PP,62
hey smucks trying get deadpool host snl mooks crowed rating good gonna,2016-02-20 18:58:03,0,0,@Killermerc,,,0.4404,0.0,0.209,0.791,PP,62
tu quer ver resto squad quer ver deadpool,2016-02-20 18:58:02,0,0,@inlovewstyles,,,0.0,0.0,0.0,1.0,NN,62
seeing deadpool today,2016-02-20 18:58:02,0,0,@VancityReynolds @deadpoolmovie,,,0.0,0.0,0.0,1.0,NN,62
l good hoped took selfie deadpool shirt bc millennial like selfies,2016-02-20 18:58:02,0,2,,,,0.7906,0.0,0.533,0.467,PP,62
deadpool need take foreskin man failing duty superhero sort lol,2016-02-20 18:58:01,0,0,@deadpoolmovie,,,-0.128,0.234,0.199,0.567,Neg,62
finally seeing deadpool tonight looking forward long,2016-02-20 18:58:01,0,1,,,,0.0,0.0,0.0,1.0,NN,62
recuen vista la de deadpool muy muy chula,2016-02-20 18:58:01,0,0,,,,0.0,0.0,0.0,1.0,NN,62
gostei de um de deadpool que galera achou filme de,2016-02-20 18:58:00,0,0,@YouTube @toysandtravels,,,0.0,0.0,0.0,1.0,NN,62
deadpool fantastic,2016-02-20 18:58:00,0,0,@banazir @deadpoolmovie @RaceMovie @swarmapp,,,0.5574,0.0,0.783,0.217,PP,62
deadpool rly good,2016-02-20 18:57:59,0,1,@dumbledorgasm,,,0.4404,0.0,0.592,0.408,PP,62
deadpool hilarious,2016-02-20 18:57:59,1,1,,,,0.4019,0.0,0.73,0.27,PP,62
deadpool sucks good hunting rules,2016-02-20 18:57:59,0,2,,,,0.1027,0.298,0.345,0.357,PP,62
pas mal deadpool change des autres marvel,2016-02-20 18:57:58,0,0,,,,0.4215,0.0,0.318,0.682,PP,62
sorry still gonna gone brother decided go watch deadpool,2016-02-20 18:57:58,0,1,,,,-0.0772,0.14,0.0,0.86,Neg,62
deadpool iron man jealous,2016-02-20 18:57:57,0,1,,#TeamCap,,-0.4588,0.5,0.0,0.5,Neg,62
estaba en el cine gente en deadpool que desperdicio,2016-02-20 18:57:56,0,2,,,,0.0,0.0,0.0,1.0,NN,62
deadpool,2016-02-20 18:57:56,0,0,,,,0.0,0.0,0.0,1.0,NN,62
porfa de mierdas tipo avengers haz ya la siguiente de deadpool ryan reynolds mola que de green lantern,2016-02-20 18:57:55,2,0,,,,0.0,0.0,0.0,1.0,NN,62
donc dkr est boiteux mais deadpool est une pour le,2016-02-20 18:57:54,0,0,@pacobud @Mr_KinG_Ceo,,,0.0,0.0,0.0,1.0,NN,62
la puta mejor pelicula que puta risa,2016-02-20 18:57:54,1,0,,#Deadpool,,0.0,0.0,0.0,1.0,NN,62
fui ver deadpool e melhor que eu esperava e que falaram,2016-02-20 18:57:53,0,0,,,,0.0,0.0,0.0,1.0,NN,62
deadpool via,2016-02-20 18:57:52,0,0,@YouTube,,,0.0,0.0,0.0,1.0,NN,62
l time,2016-02-20 18:57:52,0,0,,#Deadpool,,0.0,0.0,0.0,1.0,NN,62
deadpool version snl backstage rant,2016-02-20 18:57:51,0,0,,,,-0.34,0.375,0.0,0.625,Neg,62
deadpool fucking awesome,2016-02-20 18:57:51,0,0,,,,0.659,0.0,0.687,0.313,PP,62
rdy see back let u know,2016-02-20 18:57:50,0,0,,#Deadpool #Heard #pal,,0.0,0.0,0.0,1.0,NN,62
deadpool movie captain america,2016-02-20 18:57:49,0,0,,#CivilWar,,0.0,0.0,0.0,1.0,NN,62
want see deadpool,2016-02-20 18:57:48,1,0,,,,0.0772,0.0,0.394,0.606,PP,62
galera quem quer ver deadpool paga pipoca e eu pago,2016-02-20 18:57:47,0,3,,,,0.0,0.0,0.0,1.0,NN,62
quiero ver deadpool de una vez por,2016-02-20 18:57:46,0,0,,,,0.0,0.0,0.0,1.0,NN,62
deadpool,2016-02-20 18:57:46,0,0,,,,0.0,0.0,0.0,1.0,NN,62
funny ryan reynolds dreamy,2016-02-20 18:57:45,0,2,,#Deadpool,,0.4404,0.0,0.492,0.508,PP,62
deadpool cool thought gon better,2016-02-20 18:57:42,0,0,,,,0.6369,0.0,0.634,0.366,PP,62
liked video teamheadkick deadpool rap,2016-02-20 18:57:42,0,0,@YouTube,,,0.4215,0.0,0.412,0.588,PP,62
discuss partner take look,2016-02-20 18:57:42,0,0,@DEADPOOL,,,0.0,0.0,0.0,1.0,NN,62
