body,date,retweets,favorites,mentions,hashtags,geo,Compound_Score,Negative_Score,Positive_Score,Neutral_Score,Indicator,GT
deadpool acabou junto com os parecia que os crente tavam saindo de um culto,2016-02-19 18:59:32,0,0,,,,0.0,0.0,0.0,1.0,NN,47
muy divertida la peli de muy buena mas con la mejor,2016-02-19 18:59:31,0,0,@DorianDesings,#deadpool,,0.0,0.0,0.0,1.0,NN,47
gonna watch deadpool eggzoitedd,2016-02-19 18:59:31,0,1,,,,0.0,0.0,0.0,1.0,NN,47
yo estoy muriendo que encontre deadpool para ver ya fuuu importa un carajo que este grabada en cine la veo de una nv gente,2016-02-19 18:59:31,0,1,,,,0.0,0.0,0.0,1.0,NN,47
gostei de um de eu sou deadpool uma madrugada,2016-02-19 18:59:30,0,0,@YouTube @miticojovem,,,0.0,0.0,0.0,1.0,NN,47
duele pero lo que le faltaba deadpool era un cameo de sebastian,2016-02-19 18:59:30,0,1,@chaotichawks,,,0.0,0.0,0.0,1.0,NN,47
gente deadpool melhor filme,2016-02-19 18:59:30,0,0,,,,0.0,0.0,0.0,1.0,NN,47
deadpool melhor filme,2016-02-19 18:59:30,0,3,,,,0.0,0.0,0.0,1.0,NN,47
hndi ko parin napapanood yung deadpool,2016-02-19 18:59:27,0,0,,,,0.0,0.0,0.0,1.0,NN,47
wow und ausgerechnet heute geh ich deadpool naja dann muss ich mir morgen den past broadcast,2016-02-19 18:59:26,0,1,@farbenfuchs,,,0.5859,0.0,0.202,0.798,PP,47
gostei de um de eu sou deadpool uma madrugada,2016-02-19 18:59:26,0,0,@YouTube @miticojovem,,,0.0,0.0,0.0,1.0,NN,47
happened deadpool went watch available,2016-02-19 18:59:25,0,0,@Gappcenter @CartoonHDhelp @kicksmithy,,,0.0,0.0,0.0,1.0,NN,47
pero que vengo de ver deadpool,2016-02-19 18:59:25,0,0,,,,0.0,0.0,0.0,1.0,NN,47
mom taking see deadpool,2016-02-19 18:59:24,0,1,,,,0.0,0.0,0.0,1.0,NN,47
watch audition sidekick,2016-02-19 18:59:24,0,0,,#JamesCorden #RyanReynolds #Deadpool #DeadpoolMovie #deadpoolswag,,0.0,0.0,0.0,1.0,NN,47
deadpool,2016-02-19 18:59:24,0,0,,,,0.0,0.0,0.0,1.0,NN,47
acabo de ver deadpool muu divertida con muchas referencias,2016-02-19 18:59:23,0,0,,,,0.0,0.0,0.0,1.0,NN,47
mark kermode found deadpool,2016-02-19 18:59:20,0,0,,,,0.0,0.0,0.0,1.0,NN,47
watched deadpool second time nicr,2016-02-19 18:59:17,0,0,,,,0.0,0.0,0.0,1.0,NN,47
deadpool renovando el hasta hoy el de los en el cine se en,2016-02-19 18:59:17,0,0,,,,0.0,0.0,0.0,1.0,NN,47
deadpool ha gustado mucho pero se han pasado un poco con tanto taco tantas tetas,2016-02-19 18:59:16,1,2,,,,0.34,0.0,0.146,0.854,PP,47
deadpool renovando el,2016-02-19 18:59:16,0,0,,#friki,,0.0,0.0,0.0,1.0,NN,47
deadpool renovando el,2016-02-19 18:59:16,0,0,,,,0.0,0.0,0.0,1.0,NN,47
deadpool renovando el,2016-02-19 18:59:16,0,0,,,,0.0,0.0,0.0,1.0,NN,47
deadpool renovando el,2016-02-19 18:59:15,0,0,,,,0.0,0.0,0.0,1.0,NN,47
amc gift card burning hole pocket go see deadpool might go tonight hehe,2016-02-19 18:59:15,0,1,,,,0.4404,0.0,0.195,0.805,PP,47
sobre deadpool,2016-02-19 18:59:14,0,0,@Doricao,,,0.0,0.0,0.0,1.0,NN,47
preciso ir cinema assistir deadpool ja pobre,2016-02-19 18:59:14,0,0,,,,0.0,0.0,0.0,1.0,NN,47
deadpool appear wolverine please deadpool go watch deadpool like deadpool,2016-02-19 18:59:14,0,0,,,,0.5859,0.0,0.375,0.625,PP,47
deadpool amazing,2016-02-19 18:59:14,2,19,,,,0.5859,0.0,0.792,0.208,PP,47
talking,2016-02-19 18:59:13,1,3,,#DeadpoolMovie #Deadpool,,0.0,0.0,0.0,1.0,NN,47
deadpool renovando el,2016-02-19 18:59:13,1,4,,,,0.0,0.0,0.0,1.0,NN,47
gostei de um de eu sou deadpool uma madrugada,2016-02-19 18:59:13,0,0,@YouTube @miticojovem,,,0.0,0.0,0.0,1.0,NN,47
deadpool renovando el,2016-02-19 18:59:13,0,0,,,,0.0,0.0,0.0,1.0,NN,47
deadpool renovando el,2016-02-19 18:59:12,0,0,,,,0.0,0.0,0.0,1.0,NN,47
finally getting see deadpool die happy,2016-02-19 18:59:12,0,3,,,,-0.0516,0.336,0.319,0.345,NN,47
deadpool il est,2016-02-19 18:59:11,0,0,,,,0.0,0.0,0.0,1.0,NN,47
deadpool la mejor del apenas vamos por ya lo,2016-02-19 18:59:10,0,0,,,,0.0,0.0,0.0,1.0,NN,47
deadpool es espectacularmente,2016-02-19 18:59:10,0,0,,#PeazoPeli,,0.0,0.0,0.0,1.0,NN,47
deadpool beat star let sink,2016-02-19 18:59:09,1,3,@InsertStrawHere @CraigKoban,,,0.0,0.0,0.0,1.0,NN,47
dps de mil anos sem meu bebe volta e eu ja compro quadrinhos deadpool camisetas da korova e meu spotify,2016-02-19 18:59:09,0,0,,,,0.0,0.0,0.0,1.0,NN,47
go watch deadpool broderick,2016-02-19 18:59:08,0,0,@jacobson_connor,,,0.0,0.0,0.0,1.0,NN,47
gostei de um de eu sou deadpool uma madrugada,2016-02-19 18:59:08,0,0,@YouTube @miticojovem,,,0.0,0.0,0.0,1.0,NN,47
liked video deadpool sequel wtf cable,2016-02-19 18:59:07,0,0,@YouTube @awesomemergency,,,-0.25,0.358,0.264,0.377,Neg,47
el domingo ire ver deadpool lo juro,2016-02-19 18:59:06,0,0,,,,0.0,0.0,0.0,1.0,NN,47
daqui anos pode assistir deadpool falta pouco rlxxx,2016-02-19 18:59:05,0,1,@cll10a @TaynCardozo2,,,0.0,0.0,0.0,1.0,NN,47
haha read scrolled passed meme exact sentiment deadpool dredd,2016-02-19 18:59:03,0,0,@notquitedandy,,,0.4588,0.0,0.273,0.727,PP,47
someone witnessed magic rest hard think anyone named ajax villain,2016-02-19 18:59:02,0,0,,#Deadpool,,-0.6124,0.385,0.0,0.615,Neg,47
deadpool mt bom,2016-02-19 18:59:02,0,3,,,,0.0,0.0,0.0,1.0,NN,47
deadpool con el mejor,2016-02-19 18:59:01,0,0,@Cin @cinepolis,,,0.0,0.0,0.0,1.0,NN,47
iria resistir tantas em deadpool,2016-02-19 18:59:00,0,0,,,,0.0,0.0,0.0,1.0,NN,47
deadpool es risa que aunque yo lo esperaba,2016-02-19 18:58:59,0,0,,,,0.0,0.0,0.0,1.0,NN,47
neutral,2016-02-19 18:58:59,0,0,@VancityReynolds,#DEADPOOLpelicula #DeadpoolMovie #Deadpool #L,,0.0,0.0,0.0,1.0,NN,47
liked video deadpool know comic book idea channel pbs digital,2016-02-19 18:58:57,0,0,@YouTube,,,0.4215,0.0,0.237,0.763,PP,47
depois de assistir deadpool,2016-02-19 18:58:54,0,0,,,,0.0,0.0,0.0,1.0,NN,47
deadpool es,2016-02-19 18:58:54,0,0,,,,0.0,0.0,0.0,1.0,NN,47
gostei de um de eu sou deadpool uma madrugada,2016-02-19 18:58:54,0,0,@YouTube @miticojovem,,,0.0,0.0,0.0,1.0,NN,47
deadpool tonight,2016-02-19 18:58:53,0,0,,,,0.0,0.0,0.0,1.0,NN,47
todo mundo visto deadpool menos yo tu,2016-02-19 18:58:53,0,0,@locobs @Artux_Creed,,,0.0,0.0,0.0,1.0,NN,47
le digo mi hermana de ir ver deadpool dice que va con otra siento,2016-02-19 18:58:52,0,1,,,,0.0,0.0,0.0,1.0,NN,47
new game new remote,2016-02-19 18:58:52,0,0,,#DeadPool,,0.0,0.0,0.0,1.0,NN,47
dicen que alarga la pues salgo de ver deadpool puta locura de divertida recomendable,2016-02-19 18:58:51,0,1,,,,0.0,0.0,0.0,1.0,NN,47
deadpool simplesmente pra constar,2016-02-19 18:58:50,0,0,,,,0.0,0.0,0.0,1.0,NN,47
deadpool,2016-02-19 18:58:49,0,1,,,,0.0,0.0,0.0,1.0,NN,47
fui para comprar ingresso com dois dias de para ver deadpool mas vende vou ser obrigada voltar,2016-02-19 18:58:49,0,0,,,,0.0,0.0,0.0,1.0,NN,47
deadpool supermanvsbatman,2016-02-19 18:58:48,0,0,,,,0.0,0.0,0.0,1.0,NN,47
deadpool,2016-02-19 18:58:47,0,0,@VancityReynolds,,,0.0,0.0,0.0,1.0,NN,47
deadpool sooooooooo,2016-02-19 18:58:44,0,0,@ChrisDidConroy,,,0.0,0.0,0.0,1.0,NN,47
seven things want deadpool sequel,2016-02-19 18:58:42,0,0,,#VideoGames,,0.0772,0.0,0.245,0.755,PP,47
cinema com cine royal,2016-02-19 18:58:42,0,1,@Cinema,#Deadpool,,0.0,0.0,0.0,1.0,NN,47
gusto ko mo deadpool,2016-02-19 18:58:41,0,1,,,,0.0,0.0,0.0,1.0,NN,47
resuming deadpool game,2016-02-19 18:58:41,0,0,,,,0.0,0.0,0.0,1.0,NN,47
gostei de um de eu sou deadpool uma madrugada,2016-02-19 18:58:41,0,0,@YouTube @miticojovem,,,0.0,0.0,0.0,1.0,NN,47
deadpool,2016-02-19 18:58:40,0,0,,,,0.0,0.0,0.0,1.0,NN,47
muito bom assistindo deadpool filme,2016-02-19 18:58:40,0,0,,,,0.0,0.0,0.0,1.0,NN,47
por fin por deadpool se xd ha sido entera de verdad de la buena xd,2016-02-19 18:58:40,0,2,,,,0.875,0.0,0.455,0.545,PP,47
case anyone deadpool movie approximately better wolverine,2016-02-19 18:58:37,0,3,,,,0.4404,0.0,0.326,0.674,PP,47
want see deadpool bad,2016-02-19 18:58:35,0,0,,,,-0.4939,0.515,0.191,0.294,Neg,47
deadpool favorite,2016-02-19 18:58:35,2,5,,,,0.4588,0.0,0.75,0.25,PP,47
enter prize pack,2016-02-19 18:58:34,0,0,@theNerdFu @SG_Posters @FUNdotcom_,#Deadpool,,0.5106,0.0,0.623,0.377,PP,47
vamos,2016-02-19 18:58:34,0,2,,#Deadpool,,0.0,0.0,0.0,1.0,NN,47
care good bad still favorite,2016-02-19 18:58:33,0,0,,#deadpool #WadeWilson,,0.6808,0.257,0.669,0.074,PP,47
vista mierda peliculote al,2016-02-19 18:58:33,0,0,,#Deadpool,,0.0,0.0,0.0,1.0,NN,47
tryna figure go see deadpool,2016-02-19 18:58:30,0,2,,,,0.0,0.0,0.0,1.0,NN,47
gostei muito mas eu tb conhecia franquia de para quedas gostei de deadpool,2016-02-19 18:58:29,0,0,@IshimaruMakoto,,,0.0,0.0,0.0,1.0,NN,47
god deadpool fucking hilarious,2016-02-19 18:58:28,0,1,,,,0.624,0.0,0.718,0.282,PP,47
deadpool beibe deadpool,2016-02-19 18:58:27,0,0,@Cin @cinepolis,,,0.0,0.0,0.0,1.0,NN,47
han pintado muy bien la pelicula de deadpool al final es para tanto,2016-02-19 18:58:26,1,1,,,,0.0,0.0,0.0,1.0,NN,47
gostei de um de eu sou deadpool uma madrugada,2016-02-19 18:58:26,0,0,@YouTube @miticojovem,,,0.0,0.0,0.0,1.0,NN,47
deadpool es worth,2016-02-19 18:58:26,0,0,,,,0.2263,0.0,0.487,0.513,PP,47
queria assistir deadpool,2016-02-19 18:58:25,0,0,,,,0.0,0.0,0.0,1.0,NN,47
gostei de um de eu sou deadpool uma madrugada,2016-02-19 18:58:25,0,0,@YouTube @miticojovem,,,0.0,0.0,0.0,1.0,NN,47
liked video deadpool new batman toys another nsfw card game noon live,2016-02-19 18:58:25,0,0,@YouTube,,,0.4215,0.0,0.203,0.797,PP,47
vi deadpool pela segunda vez e percebi ainda mais que filme na boa,2016-02-19 18:58:25,0,2,,,,0.0,0.0,0.0,1.0,NN,47
muerto de risa con deadpool,2016-02-19 18:58:24,0,1,,,,0.0,0.0,0.0,1.0,NN,47
deadpool sublime,2016-02-19 18:58:24,0,1,,,,0.0,0.0,0.0,1.0,NN,47
deadpool great movie,2016-02-19 18:58:23,0,0,,,,0.6249,0.0,0.672,0.328,PP,47
cuando quieres ver si si el estreno de una peli de plaza,2016-02-19 18:58:23,0,0,@Serrallo,#MARVEL #deadpool,,0.0,0.0,0.0,1.0,NN,47
whiz kids step marketing message,2016-02-19 18:58:23,0,0,,#content #Deadpool #Marketing #Humor #SocialMedia #sales,,0.0,0.0,0.0,1.0,NN,47
envie de revoir deadpool,2016-02-19 18:58:23,0,1,,,,0.0,0.0,0.0,1.0,NN,47
deadpool disappointing say least,2016-02-19 18:58:22,0,0,,,,-0.4939,0.516,0.0,0.484,Neg,47
enter prize pack,2016-02-19 18:58:21,0,0,@theNerdFu @SG_Posters @FUNdotcom_,#Deadpool,,0.5106,0.0,0.623,0.377,PP,47
watched deadpool last night,2016-02-19 18:58:21,0,0,,,,0.0,0.0,0.0,1.0,NN,47
saw deadpool totally lived freaking amazing,2016-02-19 18:58:21,0,0,,,,0.2466,0.276,0.365,0.359,PP,47
liked video deadpool movie,2016-02-19 18:58:19,0,0,@YouTube @tyronemagnus77,,,0.4215,0.0,0.483,0.517,PP,47
seeing deadpool know nothing deadpool,2016-02-19 18:58:17,0,11,,,,0.0,0.0,0.0,1.0,NN,47
someone see deadpool go theater damn self,2016-02-19 18:58:15,0,2,,,,-0.4019,0.31,0.0,0.69,Neg,47
deadpool ist indianisch nicht mehr herzhaft meine von wieder zuwachsenden,2016-02-19 18:58:14,0,3,,,,0.0,0.0,0.0,1.0,NN,47
deadpool ist indianisch nicht mehr herzhaft meine von wieder zuwachsenden,2016-02-19 18:58:14,0,3,,,,0.0,0.0,0.0,1.0,NN,47
finished watching deadpool third get bea arthur,2016-02-19 18:58:13,0,1,@VancityReynolds,,,0.0,0.0,0.0,1.0,NN,47
liked video alternate versions deadpool,2016-02-19 18:58:12,0,0,@YouTube,,,0.4215,0.0,0.412,0.588,PP,47
brutal deadpool vaya pepino de tardando en ir hijos de,2016-02-19 18:58:12,1,1,,#Est,,-0.6249,0.313,0.0,0.687,Neg,47
assistindo deadpool filme,2016-02-19 18:58:12,0,0,,,,0.0,0.0,0.0,1.0,NN,47
gonna see deadpool friend brother wont take phone even call,2016-02-19 18:58:11,0,0,,,,0.4939,0.0,0.262,0.738,PP,47
deadpool,2016-02-19 18:58:09,0,0,,,,0.0,0.0,0.0,1.0,NN,47
wanna see deadpool weekend,2016-02-19 18:58:08,0,1,,,,0.0,0.0,0.0,1.0,NN,47
added video playlist best deadpool news wtfridays jessica,2016-02-19 18:58:08,0,0,@YouTube,,,0.6369,0.0,0.375,0.625,PP,47
mom said deadpool basically honestly contemplating disowning,2016-02-19 18:58:08,0,5,,,,0.4588,0.0,0.333,0.667,PP,47
wooo deadpool funny,2016-02-19 18:58:07,0,1,@WeathersWarden,,,0.4404,0.0,0.592,0.408,PP,47
deadpool round bouta lit af,2016-02-19 18:58:05,0,5,,,,0.0,0.0,0.0,1.0,NN,47
son unos se merecen los oscar que di deadpool,2016-02-19 18:58:05,0,0,,,,0.0,0.0,0.0,1.0,NN,47
yo tengo ganas de ver deadpool lo digo todo el puto rato cago en dios,2016-02-19 18:58:04,3,9,,,,0.0,0.0,0.0,1.0,NN,47
deadpool,2016-02-19 18:58:04,0,1,,,,0.0,0.0,0.0,1.0,NN,47
ha gustado la de deadpool sorry,2016-02-19 18:58:03,0,1,,,,0.2732,0.169,0.312,0.519,PP,47
need see deadpool,2016-02-19 18:58:02,0,0,,,,0.0,0.0,0.0,1.0,NN,47
mi pudo la escena en la que se escapa francis mientras hablando con los la de deadpool es,2016-02-19 18:58:01,0,1,@JorgeKizaru,,,0.0,0.0,0.0,1.0,NN,47
fucking absolutely brilliant,2016-02-19 18:58:01,0,1,,#Deadpool,,0.6566,0.0,0.686,0.314,PP,47
deadpool pretty,2016-02-19 18:58:00,0,5,,,,0.4939,0.0,0.762,0.238,PP,47
deadpool renovando el hasta hoy el de los en el,2016-02-19 18:58:00,0,0,,#siguemeytesigo,,0.0,0.0,0.0,1.0,NN,47
deadpool renovando el hasta hoy el de los en el,2016-02-19 18:58:00,0,1,@HelloFriki,,,0.0,0.0,0.0,1.0,NN,47
deadpool renovando el,2016-02-19 18:57:59,0,0,,,,0.0,0.0,0.0,1.0,NN,47
might see deadpool tonight,2016-02-19 18:57:59,0,0,,,,0.0,0.0,0.0,1.0,NN,47
virales arroun de james corden tries deadpool sidekick,2016-02-19 18:57:58,0,0,,,,0.0,0.0,0.0,1.0,NN,47
feel like deadpool maybe prominent features characters,2016-02-19 18:57:58,0,0,@InsrtCoins,,,0.5859,0.0,0.49,0.51,PP,47
trailer dublado de deadpool ficou mesmo parte morri,2016-02-19 18:57:58,0,0,,,,0.0,0.0,0.0,1.0,NN,47
stan cameo deadpool,2016-02-19 18:57:54,0,3,,,,0.0,0.0,0.0,1.0,NN,47
deadpool la mejor peli de este,2016-02-19 18:57:54,0,0,,,,0.0,0.0,0.0,1.0,NN,47
want see deadpool wait,2016-02-19 18:57:54,0,0,@NatDudley @jsrnz,,,0.0772,0.0,0.302,0.698,PP,47
mr need,2016-02-19 18:57:53,0,0,@VancityReynolds,#Deadpool #deadpool,,0.0,0.0,0.0,1.0,NN,47
heading nyc hours interview tina fey margot night go see deadpool,2016-02-19 18:57:52,4,21,,,,0.0,0.0,0.0,1.0,NN,47
want see deadpool,2016-02-19 18:57:49,0,3,,,,0.0772,0.0,0.394,0.606,PP,47
hoy tenia ningun plan al final han invitado al cine visto deadpool xd,2016-02-19 18:57:45,0,2,,,,0.5859,0.0,0.241,0.759,PP,47
night go watch deadpool like deadpool cinemas go watch deadpool deadpool everyone watch deadpool,2016-02-19 18:57:44,0,0,,,,0.3612,0.0,0.161,0.839,PP,47
sooo wanna see deadpool try wait see,2016-02-19 18:57:43,0,0,,,,0.0,0.0,0.0,1.0,NN,47
deadpool really,2016-02-19 18:57:43,0,0,@JonathanRKnight,,,0.0,0.0,0.0,1.0,NN,47
hey deadpool cuts people swords jesus cut unless want,2016-02-19 18:57:43,0,0,,#millennials,,-0.4588,0.371,0.112,0.517,Neg,47
actor ryan reynolds middle filming hit deadpool,2016-02-19 18:57:43,1,1,,#socialmedia,,0.0,0.0,0.0,1.0,NN,47
wise man said three watch,2016-02-19 18:57:42,1,0,,#craftbeers #deadpool,,0.4767,0.0,0.437,0.563,PP,47
eu assisti deadpool hoje e meu seus que filme foda,2016-02-19 18:57:42,0,0,,,,0.0,0.0,0.0,1.0,NN,47
adicionei um uma playlist uriosidades sobre deadpool,2016-02-19 18:57:42,0,0,@YouTube,,,0.0,0.0,0.0,1.0,NN,47
aguante deadpool,2016-02-19 18:57:41,0,0,,,,0.0,0.0,0.0,1.0,NN,47
willing go storm go see yes yes deadpool,2016-02-19 18:57:40,0,0,@deadpoolmovie,,,0.6597,0.0,0.474,0.526,PP,47
deadpool lloool,2016-02-19 18:57:40,0,0,,,,0.0,0.0,0.0,1.0,NN,47
deadpool sounds like east deadpool,2016-02-19 18:57:40,0,0,@Showplace,#whatdat,,0.3612,0.0,0.385,0.615,PP,47
la visto en se supone que es por supuesto que es deadpool es de lo,2016-02-19 18:57:39,0,0,@carolmola,,,0.0,0.0,0.0,1.0,NN,47
deadpool menudo vaya risas buenas,2016-02-19 18:57:38,0,0,,,,0.0,0.0,0.0,1.0,NN,47
liked video deadpool scene explained,2016-02-19 18:57:37,0,0,@YouTube,,,0.4215,0.0,0.412,0.588,PP,47
gostei de um de eu sou deadpool uma madrugada,2016-02-19 18:57:34,0,0,@YouTube @miticojovem,,,0.0,0.0,0.0,1.0,NN,47
deadpool good,2016-02-19 18:57:33,1,6,,,,0.4404,0.0,0.744,0.256,PP,47
acabo de ver la de en,2016-02-19 18:57:32,0,0,,#Deadpool,,0.0,0.0,0.0,1.0,NN,47
deadpool guapa por creo decepcione eso que creo que en pierde,2016-02-19 18:57:32,0,5,,,,0.0,0.0,0.0,1.0,NN,47
deadpool last forced land,2016-02-19 18:57:31,0,0,@iPic,#Yelp,,-0.4588,0.5,0.0,0.5,Neg,47
deadpool sympa je doute que ce soir au,2016-02-19 18:57:30,0,0,@Dom1nGo,,,0.0,0.0,0.0,1.0,NN,47
dead pool,2016-02-19 18:57:29,0,0,,#deadpool #movie,,-0.6486,0.811,0.0,0.189,Neg,47
forumcharts alles mal wieder eine deadpool caesar,2016-02-19 18:57:29,0,0,,,,0.0,0.0,0.0,1.0,NN,47
deadpool,2016-02-19 18:57:29,0,0,,,,0.0,0.0,0.0,1.0,NN,47
james corden tries deadpool sidekick,2016-02-19 18:57:29,0,0,,,,0.0,0.0,0.0,1.0,NN,47
deadpool conquista taquilla mexicana en su semana de estreno,2016-02-19 18:57:27,2,3,,#Cine,,0.0,0.0,0.0,1.0,NN,47
give deadpool one,2016-02-19 18:57:26,0,0,@TheJMan731,,,0.0,0.0,0.0,1.0,NN,47
ahora para este viernes de preguardia mi top de porque es padre pedia,2016-02-19 18:57:26,0,0,,#BuenViernes,,0.2023,0.0,0.13,0.87,PP,47
got carded deadpool im laughing,2016-02-19 18:57:24,0,1,,,,0.4939,0.0,0.444,0.556,PP,47
next days gonna rad tomorrow goin see deadpool think hosting heritage practice sunday,2016-02-19 18:57:23,0,2,,,,0.0,0.0,0.0,1.0,NN,47
deadpool puto amo,2016-02-19 18:57:23,0,1,,,,0.0,0.0,0.0,1.0,NN,47
mamma deadpool tiempo que lo pasaba tan bien en un,2016-02-19 18:57:22,0,4,,,,0.0,0.0,0.0,1.0,NN,47
sublime la de deadpool sublimes los sublime la banda sonora sublime ryan,2016-02-19 18:57:22,0,0,,,,0.0,0.0,0.0,1.0,NN,47
see deadpool,2016-02-19 18:57:21,0,0,,,,0.0,0.0,0.0,1.0,NN,47
hombre dayo pero deadpool llama entre,2016-02-19 18:57:20,0,0,@ASusperregui @DayoScript,,,0.0,0.0,0.0,1.0,NN,47
anyone know get bluray dvd rip deadpool,2016-02-19 18:57:19,0,0,,,,0.0,0.0,0.0,1.0,NN,47
gostei de um de eu sou deadpool uma madrugada,2016-02-19 18:57:19,0,0,@YouTube @miticojovem,,,0.0,0.0,0.0,1.0,NN,47
deadpool il est archi lourd,2016-02-19 18:57:18,0,5,,,,0.0,0.0,0.0,1.0,NN,47
recomm film bagus dong deadpool boleh juga tuh buak ngisi weekend,2016-02-19 18:57:18,0,0,,,,0.0,0.0,0.0,1.0,NN,47
mean ffxiv gay lesbian see games like fucking deadpool,2016-02-19 18:57:15,0,0,@SairoHusky,#1,,0.3612,0.0,0.238,0.762,PP,47
acabo de salir de ver deadpool mis muertos,2016-02-19 18:57:15,5,18,,,,0.0,0.0,0.0,1.0,NN,47
quiero un afiche de ryan reynolds con el traje de deadpool,2016-02-19 18:57:15,0,0,,,,0.0,0.0,0.0,1.0,NN,47
deadpool conquista taquilla mexicana en su semana,2016-02-19 18:57:14,0,1,,,,0.0,0.0,0.0,1.0,NN,47
would cast cable next deadpool,2016-02-19 18:57:12,0,0,,,,0.0,0.0,0.0,1.0,NN,47
sumbody plz list times marketing told movie rated annoying,2016-02-19 18:57:12,0,3,,#Deadpool,,-0.34,0.245,0.118,0.636,Neg,47
deadpool deadpool brutal,2016-02-19 18:57:11,0,0,,,,-0.6249,0.672,0.0,0.328,Neg,47
deadpool whisper,2016-02-19 18:57:10,0,0,,#SoundHound,,0.0,0.0,0.0,1.0,NN,47
liked video nerdcombo de fevereiro pop figure deadpool mais,2016-02-19 18:57:09,0,0,@YouTube @tiagovski555,,,0.4215,0.0,0.259,0.741,PP,47
pues acabo de ver deadpool un de chistes envueltos en la nada absoluta de pero ya se,2016-02-19 18:57:09,6,10,,,,0.0,0.0,0.0,1.0,NN,47
film deadpool tim miller ryan morena gina ed,2016-02-19 18:57:08,0,0,,,,0.0,0.0,0.0,1.0,NN,47
movies watching instead jesus movie better,2016-02-19 18:57:08,0,1,,#risen #deadpool,,0.4404,0.0,0.367,0.633,PP,47
finally time see deadpool,2016-02-19 18:57:08,0,1,,,,0.0,0.0,0.0,1.0,NN,47
well deadpool defending legs,2016-02-19 18:57:07,0,0,@DEADPOOL @r34lhun7r3ss,,,0.2732,0.0,0.412,0.588,PP,47
