Unnamed: 0,username,date,retweets,favorites,text,mentions,hashtags,id,Compound_Score,Negative_Score,Positive_Score,Neutral_Score,Indicator
36,Brandonismusic,10/15/2017 19:52,0,0,movie happy death day,,,9.19713e+17,-0.0516,0.406,0.385,0.208,NN
37,rowciee,10/15/2017 19:52,0,3,happy death day fucking called killer within first times,,,9.19713e+17,-0.6983,0.466,0.204,0.33,Neg
38,Princessrelliee,10/15/2017 19:51,0,0,tryna go see someone weekend,,#HappyDeathDay,9.19712e+17,0.0,0.0,0.0,1.0,NN
39,jamesraybeck,10/15/2017 19:51,0,1,got watching rock hard movie got new fan awesome work,@jessica_rothe,#HappyDeathDay,9.19712e+17,0.7184,0.095,0.432,0.473,PP
40,GoombaStompMag,10/15/2017 19:51,0,0,unusual slasher film lot read,,#HappyDeathDay,9.19712e+17,0.0,0.0,0.0,1.0,NN
41,ernanivfreire,10/15/2017 19:50,0,0,gostei de um morte te happy death day,@YouTube,,9.19712e+17,-0.0516,0.287,0.272,0.441,NN
42,alyssssa_22,10/15/2017 19:50,15,17,wanna go see happy death day,,,9.19712e+17,-0.0516,0.336,0.319,0.345,NN
43,kmmfoo,10/15/2017 19:50,0,1,recap premise day die supposedly get ok skip last burrito,,#HappyDeathDay,9.19712e+17,-0.4019,0.277,0.156,0.567,Neg
44,Helenn_Ly,10/15/2017 19:50,1,5,happy death day waste money,,,9.19712e+17,-0.4588,0.54,0.298,0.161,Neg
45,TVExclusivas,10/15/2017 19:50,0,0,happy death day arrebata primer lugar de taquilla publimetro,,#TVExclusivas,9.19712e+17,-0.0516,0.267,0.253,0.479,NN
46,trueviralnews,10/15/2017 19:50,0,1,happy death day scares big box office numbers,,#Buzz #Entertainment #NEWS #news,9.19712e+17,-0.3818,0.42,0.247,0.333,Neg
47,Yellenah,10/15/2017 19:49,0,0,gostei de um morte te happy death day,@YouTube,,9.19712e+17,-0.0516,0.287,0.272,0.441,NN
48,ScreamTAYYY,10/15/2017 19:49,0,0,wanna go see happy death day,,,9.19712e+17,-0.0516,0.336,0.319,0.345,NN
49,destanie_nacey,10/15/2017 19:49,0,7,definitely need go see happy death day,,,9.19712e+17,0.3612,0.273,0.448,0.28,PP
50,Senlac_Hill,10/15/2017 19:49,0,0,seen,,#HappyDeathDay,9.19712e+17,0.0,0.0,0.0,1.0,NN
51,LitJalex,10/15/2017 19:48,0,0,im tryna see happy death day nfs,,,9.19712e+17,-0.0516,0.31,0.294,0.397,NN
52,killakiki_,10/15/2017 19:48,0,1,super upset happy death day really cents song ringtone like previews,,,9.19712e+17,0.5574,0.288,0.447,0.265,PP
53,jcarmon24,10/15/2017 19:47,1,10,okay happy death day easily best movie seen long,,,9.19711e+17,0.8074,0.194,0.607,0.199,PP
54,Apothecary_Man,10/15/2017 19:47,0,1,happy death day actually good completely fell apart came time reveal,,,9.19711e+17,0.4019,0.211,0.357,0.432,PP
55,Bigdaddyycool,10/15/2017 19:47,0,0,happy death day movie review,,,9.19711e+17,-0.0516,0.368,0.349,0.283,NN
56,QuezCustomz,10/15/2017 19:47,2,1,save money see happy death day,,,9.19711e+17,0.4588,0.283,0.5,0.217,PP
57,Jaduhhh__,10/15/2017 19:46,0,2,loved happy death day much,,,9.19711e+17,0.5719,0.289,0.563,0.148,PP
58,tmurdaaa16,10/15/2017 19:46,0,0,going see happy death day tomorrow,,,9.19711e+17,-0.0516,0.336,0.319,0.345,NN
59,1066Live,10/15/2017 19:45,0,0,seen,,#HappyDeathDay,9.19711e+17,0.0,0.0,0.0,1.0,NN
60,prymefocus,10/15/2017 19:45,0,0,happy death day carves million opening box office,,,9.19711e+17,-0.0516,0.287,0.272,0.441,NN
61,tayler__t,10/15/2017 19:45,0,0,saw happy death day pretty,,,9.19711e+17,0.4588,0.305,0.539,0.156,PP
62,JoseSalvadorIII,10/15/2017 19:45,0,2,need gif pep talk tree gives tim,,#HappyDeathDay,9.19711e+17,0.0,0.0,0.0,1.0,NN
63,daaatpussycat_,10/15/2017 19:44,0,1,happy death day,,,9.19711e+17,-0.0516,0.453,0.43,0.116,NN
64,temoflama,10/15/2017 19:44,0,0,happy death day logra el primer lugar en la taquilla de eu,,,9.19711e+17,-0.0516,0.222,0.21,0.568,NN
65,Bethoisababe,10/15/2017 19:44,0,0,went saw happy death day even tho scared half movie definitely recommend,,,9.19711e+17,0.2732,0.3,0.392,0.308,PP
66,iRiSWHOM,10/15/2017 19:44,0,0,conspiracy theory happy death day fucking,,,9.19711e+17,-0.5574,0.521,0.264,0.214,Neg
67,ireadsyou,10/15/2017 19:44,0,0,movies like happy death day negromancer negromancer news bits bites october,,,9.19711e+17,0.3182,0.215,0.343,0.442,PP
68,DrZaiusGoD,10/15/2017 19:44,0,0,reaction,,#HappyDeathDay #StardustApp,9.19711e+17,0.0,0.0,0.0,1.0,NN
69,OnlyyHope_16,10/15/2017 19:44,0,2,happy death day probably fav,,,9.19711e+17,0.4215,0.31,0.532,0.159,PP
70,CtrlAltComputer,10/15/2017 19:43,0,0,happy death day open top spots,,,9.1971e+17,0.1531,0.315,0.444,0.242,PP
71,ITSYABOI_CARLOS,10/15/2017 19:43,0,0,saw happy death day,,,9.1971e+17,-0.0516,0.406,0.385,0.208,NN
72,CapitaineJan,10/15/2017 19:43,0,1,box happy death day takes runner via,@ew,,9.1971e+17,-0.0516,0.31,0.294,0.397,NN
73,JDOberholtzer,10/15/2017 19:42,0,2,albeit slightly slasher twist rothe strong final b,,#HappyDeathDay #GroundhogDay,9.1971e+17,0.5106,0.0,0.355,0.645,PP
74,adasynlynell,10/15/2017 19:42,0,0,going watch happy death day,,,9.1971e+17,-0.0516,0.368,0.349,0.283,NN
75,liljup,10/15/2017 19:42,0,1,happy death day oct,,,9.1971e+17,-0.0516,0.406,0.385,0.208,NN
76,5150power,10/15/2017 19:42,0,0,happy death day ending raises plenty questions via,@thr,,9.1971e+17,-0.0516,0.287,0.272,0.441,NN
77,abbear111,10/15/2017 19:42,0,1,seen thr,,#HappyDeathDay,9.1971e+17,0.0,0.0,0.0,1.0,NN
78,kennedy_ryleigh,10/15/2017 19:42,0,2,wanna go see happy death day,,,9.1971e+17,-0.0516,0.336,0.319,0.345,NN
79,ljovo1,10/15/2017 19:42,1,6,tryna see happy death day,,,9.1971e+17,-0.0516,0.368,0.349,0.283,NN
80,THR,10/15/2017 19:42,4,28,seen,,#HappyDeathDay,9.1971e+17,0.0,0.0,0.0,1.0,NN
81,AdamGlass44,10/15/2017 19:41,0,1,aidan made customer lego movie,@ScottyLobdell @UniversalHorror @DCComics,#SPN,9.1971e+17,0.0,0.0,0.0,1.0,NN
82,GingerRedBush,10/15/2017 19:41,0,0,movie watching happy death day amc poway,,,9.1971e+17,-0.0516,0.31,0.294,0.397,NN
83,shookXdolan,10/15/2017 19:41,0,1,happy death day great recommend,,,9.1971e+17,0.7506,0.257,0.678,0.066,PP
84,gmanews,10/15/2017 19:41,3,11,box office glory piece cake happy death day,,,9.1971e+17,0.5106,0.242,0.447,0.311,PP
85,londonthetaurus,10/15/2017 19:40,0,0,give happy death day impressed really,,,9.1971e+17,0.4404,0.285,0.496,0.219,PP
86,trendsmetadata,10/15/2017 19:40,0,0,new avg sd happy death day liked views,,#Movies #YouTube #like,9.1971e+17,0.3818,0.253,0.422,0.325,PP
87,tazminmerchant,10/15/2017 19:40,0,0,october,,#BoxOffice #HAPPYDEATHDAY #BLADERUNNER2049 #THEFOREIGNER,9.19709e+17,0.0,0.0,0.0,1.0,NN
88,TheHTMN,10/15/2017 19:40,0,0,october,,#Box_Office #HAPPY_DEATH_DAY #BLADE_RUNNER_2049 #THE_FOREIGNER,9.19709e+17,0.0,0.0,0.0,1.0,NN
89,FilmBookTomasi,10/15/2017 19:40,0,0,october,,#BoxOffice #HAPPYDEATHDAY #BLADERUNNER2049 #THEFOREIGNER,9.19709e+17,0.0,0.0,0.0,1.0,NN
90,Patrick720,10/15/2017 19:39,0,0,looking like took dump,,#happydeathday,9.19709e+17,-0.0258,0.366,0.352,0.282,NN
91,_elizabeth1597,10/15/2017 19:39,0,2,someone go watch happy death day,,,9.19709e+17,-0.0516,0.336,0.319,0.345,NN
92,BaileyDawn647,10/15/2017 19:39,0,1,saw pretty recommend going lol,,#HappyDeathDay,9.19709e+17,0.8176,0.0,0.81,0.19,PP
93,FilmBookJoseph,10/15/2017 19:39,0,1,box october happy death day blade runner,,,9.19709e+17,-0.0516,0.31,0.294,0.397,NN
94,lifexvibe,10/15/2017 19:38,0,0,neutral,,#HappyDeathDay,9.19709e+17,0.0,0.0,0.0,1.0,NN
95,Tonii_Baloneyy,10/15/2017 19:38,0,0,need someone go see happy death day,,,9.19709e+17,-0.0516,0.31,0.294,0.397,NN
96,padillerrr,10/15/2017 19:38,0,1,trying go date see happy death day,,,9.19709e+17,-0.0516,0.31,0.294,0.397,NN
97,JoshHouchin,10/15/2017 19:38,0,3,minutes happy death day started wondering going inevitably start selling bayfield babies shirts,,,9.19709e+17,-0.0516,0.21,0.199,0.591,NN
98,_skamall,10/15/2017 19:38,0,1,neutral,,#pickering8 #happydeathday,9.19709e+17,0.0,0.0,0.0,1.0,NN
99,FilmBookRomney,10/15/2017 19:38,0,1,box october happy death day blade runner,,,9.19709e+17,-0.0516,0.31,0.294,0.397,NN
100,_aadaaam,10/15/2017 19:37,0,0,soooooooo happy death day amazing would watch,,,9.19709e+17,0.5574,0.253,0.487,0.26,PP
101,brookexmendes,10/15/2017 19:36,0,0,hey happy death day,@JacobWhitesides,,9.19709e+17,-0.0516,0.406,0.385,0.208,NN
102,dreeewmay,10/15/2017 19:36,0,2,love life,,#HappyDeathDay,9.19709e+17,0.6369,0.0,0.808,0.192,PP
103,DDannyBOY,10/15/2017 19:36,0,0,bien que decir watching happy death day ipic theaters,,,9.19709e+17,-0.0516,0.267,0.253,0.479,NN
104,therealGoganchi,10/15/2017 19:36,0,1,finna watch,,#HappyDeathDay,9.19709e+17,0.0,0.0,0.0,1.0,NN
105,ThisYaMANNs,10/15/2017 19:36,0,0,happy death day good movie,,,9.19709e+17,0.4019,0.312,0.528,0.16,PP
106,aIlbadbizzle,10/15/2017 19:36,0,1,went go see happy death day right sjsjsj sitting next little kids thought everything funny,,,9.19709e+17,0.4019,0.173,0.293,0.533,PP
107,FilmBookWilliam,10/15/2017 19:35,0,0,box october happy death day blade runner,,,9.19708e+17,-0.0516,0.31,0.294,0.397,NN
108,revistasisomos,10/15/2017 19:35,0,0,rt happy death day desplaza en taquilla,,#BladeRuner2049,9.19708e+17,-0.0516,0.31,0.294,0.397,NN
109,suhvannah_,10/15/2017 19:35,0,2,happy death day looked cheesy get turned decent,,,9.19708e+17,-0.0516,0.287,0.272,0.441,NN
110,Guitarzan14,10/15/2017 19:34,0,0,box happy death day takes blade runner,,,9.19708e+17,-0.0516,0.31,0.294,0.397,NN
111,tshoemaker2423,10/15/2017 19:34,0,0,happy death day really good funny yet highly,,,9.19708e+17,0.7328,0.217,0.56,0.223,PP
112,wiltondan7,10/15/2017 19:34,0,0,gostei de um morte te happy death day,@YouTube,,9.19708e+17,-0.0516,0.287,0.272,0.441,NN
113,wwgirl40,10/15/2017 19:34,0,0,watching,@UniversalHorror,,9.19708e+17,0.0,0.0,0.0,1.0,NN
114,dakotadallen,10/15/2017 19:34,0,0,movie night cinemas hollywood imax ocala happy death day,@Regal @regalmovies,,9.19708e+17,-0.0516,0.267,0.253,0.479,NN
115,FilmBookdotCom,10/15/2017 19:34,0,0,box october,,#HappyDeathDay #BladeRunner2049 #TheForeigner,9.19708e+17,0.0,0.0,0.0,1.0,NN
116,l0lnatalie,10/15/2017 19:33,8,5,somebody go see happy death day w,,,9.19708e+17,-0.0516,0.336,0.319,0.345,NN
117,AngelInBoots21,10/15/2017 19:33,0,0,anyone wanna go watch happy death day,,,9.19708e+17,-0.0516,0.31,0.294,0.397,NN
118,aalexxiiss_,10/15/2017 19:33,1,1,happy death day,,,9.19708e+17,-0.0516,0.453,0.43,0.116,NN
119,HeleneOficial,10/15/2017 19:33,0,0,finalmente vou ver happy death day ha meses esperando,,,9.19708e+17,0.296,0.244,0.381,0.375,PP
120,hannahleahperez,10/15/2017 19:33,0,3,neutral,,#HappyDeathDay,9.19708e+17,0.0,0.0,0.0,1.0,NN
121,abiigaill__,10/15/2017 19:32,0,1,really wanna go see happy death day,,,9.19708e+17,-0.0516,0.31,0.294,0.397,NN
122,jaimere15,10/15/2017 19:32,0,1,happy death day pretty chill,,,9.19708e+17,0.4588,0.305,0.539,0.156,PP
123,GrovesZac,10/15/2017 19:32,0,0,want see happy death day,,,9.19708e+17,0.0258,0.358,0.459,0.183,NN
124,LargeMarge67,10/15/2017 19:32,0,0,latest,,#thewalkingdead #happydeathday,9.19708e+17,0.0,0.0,0.0,1.0,NN
125,AdamGlass44,10/15/2017 19:32,0,1,son aidan inspired movie made lego custom,@scottlobdell @UniversalHorror @DCComics,,9.19708e+17,0.4939,0.0,0.348,0.652,PP
126,EvanZVlogs,10/15/2017 19:32,0,0,happppppyyyy death day happppy death happy death day dearrrr happpy death day toooooooooooooooooooooooo,@xPirazz,,9.19708e+17,-0.9169,0.571,0.136,0.293,Neg
127,FresnoRanchNews,10/15/2017 19:32,0,0,happy death day scares box office,,,9.19707e+17,-0.3818,0.485,0.285,0.231,Neg
128,walkinglint,10/15/2017 19:32,0,0,box happy death day crushes runner million,,,9.19707e+17,-0.4767,0.469,0.255,0.276,Neg
129,ReedleyAreaNews,10/15/2017 19:32,0,0,happy death day scares box office,,,9.19707e+17,-0.3818,0.485,0.285,0.231,Neg
130,charlotte4life1,10/15/2017 19:31,0,1,alright time go watch happy death day,,,9.19707e+17,0.2023,0.287,0.419,0.294,PP
131,Krisiaelena,10/15/2017 19:31,0,0,comedia de horror happy death day domina la taquilla norteamericana,,,9.19707e+17,-0.5994,0.415,0.202,0.383,Neg
132,GBeeniiie,10/15/2017 19:31,0,2,hyped see happy death day right reviews bad concept seems dope,,,9.19707e+17,-0.5719,0.387,0.194,0.419,Neg
133,stylishgirls7,10/15/2017 19:30,0,0,happy death day box horror continues totally kill,,,9.19707e+17,-0.8718,0.621,0.182,0.197,Neg
134,samanthaaxoxoo,10/15/2017 19:30,1,1,happy death day wack,,,9.19707e+17,-0.0516,0.406,0.385,0.208,NN
135,InterestingOBN,10/15/2017 19:30,0,0,happy death day open top spots,,,9.19707e+17,0.1531,0.315,0.444,0.242,PP
136,Londied39,10/15/2017 19:30,0,0,happy death day open top spots,,,9.19707e+17,0.1531,0.315,0.444,0.242,PP
137,OpeningDayNFL,10/15/2017 19:30,0,0,happy death day open top spots,,,9.19707e+17,0.1531,0.315,0.444,0.242,PP
138,mollyjo4090,10/15/2017 19:30,0,1,watched tonight,,,9.19707e+17,0.0,0.0,0.0,1.0,NN
139,MarionMegaplex,10/15/2017 19:30,0,0,like groundhog day producer get see happy death day get,,,9.19707e+17,0.3182,0.228,0.363,0.409,PP
140,ActionNewsNow,10/15/2017 19:30,1,1,happy death day celebrating first place finish box office,,,9.19707e+17,0.5423,0.225,0.428,0.347,PP
141,ElSoldeSnJuan,10/15/2017 19:30,0,0,destrona blade runner en taquillas de eu,@UniversalHorror,#Espect,9.19707e+17,0.0,0.0,0.0,1.0,NN
142,Mileniohey,10/15/2017 19:30,3,8,happy death day desplaza en taquilla,,#BladeRuner2049,9.19707e+17,-0.0516,0.336,0.319,0.345,NN
143,SheriCowan,10/15/2017 19:29,0,1,young audiences flock happy death day,,,9.19707e+17,-0.0516,0.336,0.319,0.345,NN
144,lsuboi91,10/15/2017 19:29,0,0,happy death day movie pretty,,,9.19707e+17,0.4588,0.305,0.539,0.156,PP
145,lil_hoste,10/15/2017 19:29,5,22,want see happy death day bad,,,9.19707e+17,-0.5267,0.514,0.347,0.139,Neg
146,lsuboi91,10/15/2017 19:29,0,0,got done watching happy death day,,,9.19707e+17,-0.0516,0.336,0.319,0.345,NN
147,skylar_allyse,10/15/2017 19:29,0,3,someone want take date see happy death day,,,9.19707e+17,0.0258,0.281,0.36,0.36,NN
148,bonan_thiago,10/15/2017 19:29,0,3,maybe perfect movie ever seen love much fun watching,,#HappyDeathDay #HappyDeathDayMovie,9.19707e+17,0.9042,0.0,0.651,0.349,PP
149,FresnoNewsCtr,10/15/2017 19:29,0,0,happy death day scares box office,,,9.19707e+17,-0.3818,0.485,0.285,0.231,Neg
150,GettysburgiBook,10/15/2017 19:29,0,0,comedia de horror happy death day domina la taquilla norteamericana,,,9.19707e+17,-0.5994,0.415,0.202,0.383,Neg
151,lyddamn,10/15/2017 19:29,0,2,wanna see happy death day,,,9.19707e+17,-0.0516,0.368,0.349,0.283,NN
152,GreatUsername98,10/15/2017 19:29,0,0,getting much formula done,,#HappyDeathDay,9.19707e+17,0.0,0.0,0.0,1.0,NN
153,FilmCocktails,10/15/2017 19:28,0,0,one oyster reviews happy death day check latest,,,9.19707e+17,-0.0516,0.287,0.272,0.441,NN
154,kevincprimo,10/15/2017 19:28,0,0,gostei de um morte te happy death day,@YouTube,,9.19707e+17,-0.0516,0.287,0.272,0.441,NN
155,BrendaArenas182,10/15/2017 19:28,3,6,trying see happy death day,,,9.19707e+17,-0.0516,0.368,0.349,0.283,NN
156,Z1073,10/15/2017 19:28,0,1,anyone see happy death day ruled,,,9.19707e+17,-0.0516,0.336,0.319,0.345,NN
157,i_got_spirit,10/15/2017 19:28,0,1,end expected enjoyed thriller,,#HappyDeathDay,9.19707e+17,0.5719,0.0,0.701,0.299,PP
158,_loriisilvaa_,10/15/2017 19:28,0,0,queria assistir happy death day mas ngm que ir cmg,,,9.19707e+17,-0.0516,0.25,0.237,0.513,NN
159,SahafahFan,10/15/2017 19:28,0,0,happy death day,,,9.19707e+17,-0.0516,0.453,0.43,0.116,NN
160,MeganClontz17,10/15/2017 19:28,0,0,saw happy death day good movie,,,9.19707e+17,0.4019,0.289,0.489,0.222,PP
161,TifffanyParker,10/15/2017 19:28,0,0,happy death day pretttyyy made realize like yikes relate bit much better tone bitchiness,,,9.19706e+17,0.1531,0.293,0.355,0.352,PP
162,joshuazhorowitz,10/15/2017 19:27,0,0,review happy death day,@letterboxd,,9.19706e+17,-0.0516,0.406,0.385,0.208,NN
163,MaverickTenSays,10/15/2017 19:27,0,0,main character happy death day named tree btw stupid,,,9.19706e+17,-0.5574,0.429,0.218,0.353,Neg
164,teofilorf,10/15/2017 19:27,0,0,gostei de um morte te happy death day,@YouTube,,9.19706e+17,-0.0516,0.287,0.272,0.441,NN
165,PuggyThe,10/15/2017 19:27,0,0,saw happy death day,,,9.19706e+17,-0.0516,0.406,0.385,0.208,NN
166,Tha_Shermanator,10/15/2017 19:26,1,0,happy death day good movie,,,9.19706e+17,0.4019,0.312,0.528,0.16,PP
167,Karlaaa28,10/15/2017 19:26,0,2,kind want go watch happy death day,,,9.19706e+17,0.5423,0.255,0.549,0.196,PP
168,HOLDENLUVSTESSA,10/15/2017 19:26,0,1,watched happy death day wanted die whole,,,9.19706e+17,-0.6249,0.503,0.239,0.258,Neg
169,SalaDePrensa_MX,10/15/2017 19:26,0,0,happy death day arrebata primer lugar de taquilla publimetro,,#Espectaculos,9.19706e+17,-0.0516,0.267,0.253,0.479,NN
170,jardynn_,10/15/2017 19:26,8,0,want see happy death day,,,9.19706e+17,0.0258,0.358,0.459,0.183,NN
171,Ivan226622,10/15/2017 19:25,0,0,happy death day crushes runner news,,,9.19706e+17,-0.4767,0.504,0.274,0.222,Neg
172,rachelnuri,10/15/2017 19:25,0,1,happy death day surprisingly super entertaining,,,9.19706e+17,0.8316,0.222,0.722,0.057,PP
173,basically_katie,10/15/2017 19:25,13,11,wanna go see happy death day bad,,,9.19706e+17,-0.5719,0.49,0.245,0.265,Neg
174,Journeys_Film,10/15/2017 19:24,0,4,bestie sitting happy death day,@UniversalHorror,,9.19706e+17,-0.0516,0.368,0.349,0.283,NN
175,shamelesshoee,10/15/2017 19:24,4,2,wanna go see happy death day,,,9.19706e+17,-0.0516,0.336,0.319,0.345,NN
176,lifeofefrain,10/15/2017 19:24,0,0,happy death day actually good movie,,,9.19706e+17,0.4019,0.289,0.489,0.222,PP
177,ParkerJYoung,10/15/2017 19:24,0,1,predicted killer happy death day within minutes seeing,,,9.19706e+17,-0.6705,0.485,0.219,0.296,Neg
178,ABENEVIN,10/15/2017 19:24,0,2,go see happy death day,,,9.19706e+17,-0.0516,0.368,0.349,0.283,NN
179,alittlehell,10/15/2017 19:24,0,0,hopefully happy death day good get read plot wikipedia sucks,,,9.19706e+17,0.4404,0.309,0.449,0.242,PP
180,theflynews,10/15/2017 19:24,7,1,box office happy death day wins weekend twx cmcsa cmcsk sne fox foxa dis,,,9.19705e+17,0.5423,0.175,0.332,0.493,PP
181,Newsstand_,10/15/2017 19:23,0,0,happy death day arrebata primer lugar de taquilla publimetro,,,9.19705e+17,-0.0516,0.267,0.253,0.479,NN
182,lucienobiblio10,10/15/2017 19:23,0,0,gostei de um morte te happy death day,@YouTube,,9.19705e+17,-0.0516,0.287,0.272,0.441,NN
183,HannaPomplun,10/15/2017 19:23,1,13,someone go see happy death day,,,9.19705e+17,-0.0516,0.336,0.319,0.345,NN
184,TDK11_,10/15/2017 19:23,0,0,happy death day funny,,,9.19705e+17,0.4019,0.339,0.574,0.087,PP
185,media_riau,10/15/2017 19:23,0,0,review film happy death day,,,9.19705e+17,-0.0516,0.368,0.349,0.283,NN
186,saannndi,10/15/2017 19:22,0,6,someone go watch happy death day,,,9.19705e+17,-0.0516,0.336,0.319,0.345,NN
187,_NicoleRoseee,10/15/2017 19:22,0,0,wonder happy death day good,,,9.19705e+17,0.4019,0.312,0.528,0.16,PP
188,danielalmutis,10/15/2017 19:22,0,13,happy death day good shit wanting detective ass shit none fake hating bitches r low u kill,,,9.19705e+17,-0.8125,0.53,0.371,0.099,Neg
189,myrandamn,10/15/2017 19:22,2,6,wait need see happy death day,,,9.19705e+17,-0.0516,0.336,0.319,0.345,NN
190,Jaquearao,10/15/2017 19:22,0,3,happy death day nova rj,@Kinoplex @aryguilherme1 @joaosaturnino97 @hgdiasazev,,9.19705e+17,-0.0516,0.368,0.349,0.283,NN
191,WLTX,10/15/2017 19:22,0,1,happy death day,,#HappyDeathDay,9.19705e+17,-0.0516,0.453,0.43,0.116,NN
192,___idi,10/15/2017 19:21,0,0,wait already say trash happy death day,,,9.19705e+17,-0.0516,0.31,0.294,0.397,NN
193,malloryz11,10/15/2017 19:21,0,2,review happy death day fucking awful could make better movie backyard iphone,,,9.19705e+17,-0.1513,0.33,0.303,0.367,Neg
