Unnamed: 0,username,date,retweets,favorites,text,mentions,hashtags,id,Compound_Score,Negative_Score,Positive_Score,Neutral_Score,Indicator
84,AlexGodin24,10/13/2017 19:47,0,0,need someone see happy death day,,,9.19e+17,-0.0516,0.336,0.319,0.345,NN
85,theenuh,10/13/2017 19:47,0,0,silverado imax,@Santikos @regalcinemas,#HappyDeathDay,9.19e+17,0.0,0.0,0.0,1.0,NN
86,OldFatnSaggy,10/13/2017 19:46,0,2,gonna give happy death day movie expect much maybe,,,9.19e+17,-0.0516,0.267,0.253,0.479,NN
87,__mariahlopez,10/13/2017 19:46,0,3,happy death day good w cute parts tbh,,,9.19e+17,0.6908,0.236,0.582,0.182,PP
88,milithemom,10/13/2017 19:46,0,1,saw happy death day ugly year old would shut fuck entire said ever shut fuck,,,9.19e+17,-0.8885,0.509,0.133,0.358,Neg
89,foreversam_22,10/13/2017 19:46,0,1,seeing happy death day tomorrow,,,9.19e+17,-0.0516,0.368,0.349,0.283,NN
90,cammxgarcia,10/13/2017 19:46,1,2,really trying see happy death day tbh,,,9.19e+17,0.0164,0.303,0.308,0.389,NN
91,danybarrera0314,10/13/2017 19:46,2,2,watched happy death day wasnt bad expected,,#decent,9.19e+17,0.3919,0.27,0.453,0.277,PP
92,AustinCaelan,10/13/2017 19:46,0,8,dad hesitantly taking see happy death day,,,9.19e+17,-0.34,0.442,0.268,0.29,Neg
93,bunnygirle30,10/13/2017 19:46,0,0,oh happy death day look babadook also good netflix,,,9.19e+17,0.4019,0.236,0.4,0.364,PP
94,J_Cryer7,10/13/2017 19:46,0,0,happy death day looks dumb,,,9.19e+17,-0.5423,0.558,0.287,0.155,Neg
95,rihya_softball8,10/13/2017 19:46,0,0,since friday love go movie theaters watch happy death day eat refillable bucket,,,9.19e+17,0.6124,0.179,0.362,0.459,PP
96,trilogyfool,10/13/2017 19:45,0,0,happy death day rn tryna go see,,,9.19e+17,-0.0516,0.31,0.294,0.397,NN
97,SMNocella,10/13/2017 19:45,0,0,happy death day bei regal cinemas brandywine town center,,,9.19e+17,-0.0516,0.267,0.253,0.479,NN
98,callmenell,10/13/2017 19:45,0,1,thus movie knew killer along fun see played,,,9.19e+17,0.1027,0.287,0.38,0.333,PP
99,ayylmichelle,10/13/2017 19:45,0,2,really want go watch happy death day tonight one go,,,9.19e+17,0.101,0.241,0.327,0.432,PP
100,Aaliyah75069706,10/13/2017 19:45,0,0,happy death day,,,9.19e+17,-0.0516,0.453,0.43,0.116,NN
101,jakebuchananan,10/13/2017 19:45,0,1,happy death day meh see groundhog day instead,,,9.19e+17,-0.128,0.374,0.266,0.36,Neg
102,Amerz23,10/13/2017 19:45,0,2,seated happy death day,,,9.19e+17,-0.0516,0.406,0.385,0.208,NN
103,sportyidk,10/13/2017 19:44,0,3,figured killer happy death day minutes,,,9.19e+17,-0.6705,0.55,0.248,0.201,Neg
104,Hubbard_Bubba,10/13/2017 19:44,0,3,happy death day literally worst movie ever,,,9.19e+17,-0.6486,0.51,0.236,0.255,Neg
105,Pugs_Wellington,10/13/2017 19:44,0,1,saw happy death day actually pretty fun watching check,,,9.19e+17,0.743,0.204,0.534,0.262,PP
106,Klopcic15,10/13/2017 19:44,0,0,sooo came today reason showing,,#HappyDeathDay,9.19e+17,0.0,0.0,0.0,1.0,NN
107,MoneyMakingFraz,10/13/2017 19:44,2,3,think go watch happy death day deep,,,9.19e+17,-0.0516,0.31,0.294,0.397,NN
108,gabyhastings_,10/13/2017 19:44,0,0,happy death day pretty going ruin fav part talked shit girl crocs,,,9.19e+17,-0.34,0.415,0.364,0.221,Neg
109,ComaCrow,10/13/2017 19:44,0,0,saw ground hog day place really bad bored go see,,,9.19e+17,-0.7328,0.435,0.0,0.565,Neg
110,meriiamk,10/13/2017 19:44,0,0,happy death day,,,9.19e+17,-0.0516,0.453,0.43,0.116,NN
111,kmvz_,10/13/2017 19:44,1,14,wanna smoke wood go see happy death day,,,9.19e+17,-0.0516,0.287,0.272,0.441,NN
112,BrandiJorgensen,10/13/2017 19:44,0,0,wish someone go see happy death day,,,9.19e+17,0.3612,0.273,0.448,0.28,PP
113,stuffaboutcappi,10/13/2017 19:44,0,0,queen,,,9.19e+17,0.0,0.0,0.0,1.0,NN
114,Danieeell18,10/13/2017 19:44,3,5,exhilarating movie happy birthday,@idkeIizabeth,#HappyDeathDay,9.19e+17,0.7506,0.0,0.762,0.238,PP
115,BobbyNamdar,10/13/2017 19:44,0,0,happy death day color surprised,,,9.19e+17,0.1779,0.339,0.487,0.174,PP
116,the_timgilmore,10/13/2017 19:43,0,0,effing horror movies definitely made return,,#HappyDeathDay,9.19e+17,-0.2568,0.364,0.27,0.365,Neg
117,MMorninere,10/13/2017 19:43,0,0,watched happy death day,,,9.19e+17,-0.0516,0.406,0.385,0.208,NN
118,rudy_pri,10/13/2017 19:43,0,0,happy death day trailers clips movieclips trailer,,#Movie,9.19e+17,-0.0516,0.31,0.294,0.397,NN
119,colllsss,10/13/2017 19:43,0,1,without watching horror,,#FridayThe13th #HappyDeathDay,9.19e+17,0.4585,0.0,0.6,0.4,PP
120,Rmello75,10/13/2017 19:43,0,0,rowan watching happy death day amc theater,@Elmwood,,9.19e+17,-0.0516,0.31,0.294,0.397,NN
121,chaseneveau,10/13/2017 19:43,0,0,watching happy death day silvercity cinemas,,,9.19e+17,-0.0516,0.336,0.319,0.345,NN
122,ANyjahh_,10/13/2017 19:42,0,1,happy death day matt tonight lmao,,,9.19e+17,0.5719,0.269,0.524,0.207,PP
123,xambernicole,10/13/2017 19:42,0,0,everybody mama came see happy death day,,,9.19e+17,-0.0516,0.31,0.294,0.397,NN
124,GabrielaUrsu2,10/13/2017 19:42,1,1,vou ver happy death day,,,9.19e+17,-0.0516,0.368,0.349,0.283,NN
125,isabellaafragaa,10/13/2017 19:42,0,0,happy death day soooo,,,9.19e+17,-0.0516,0.406,0.385,0.208,NN
126,JuanRibas,10/13/2017 19:42,0,0,trailer de happy death day,,,9.19e+17,-0.0516,0.368,0.349,0.283,NN
127,casssm_,10/13/2017 19:42,3,11,wanna go see happy death day,,,9.19e+17,-0.0516,0.336,0.319,0.345,NN
128,Jxzz__,10/13/2017 19:42,0,0,kinda wanna go see kinda wanna sleep,,#HappyDeathDay,9.19e+17,0.0,0.0,0.0,1.0,NN
129,SalehAlSaadoon,10/13/2017 19:42,0,0,happy death day,,,9.19e+17,-0.0516,0.453,0.43,0.116,NN
130,TomFlowers,10/13/2017 19:41,0,1,box happy death day poised exceed initial estimates million weekend,,,9.19e+17,0.2023,0.235,0.343,0.422,PP
131,arianawharry,10/13/2017 19:41,0,8,watched happy death day proud guessing killer,,,9.19e+17,-0.34,0.456,0.378,0.167,Neg
132,XtremeBabado,10/13/2017 19:41,0,0,presents happy death day,@UniversalPics,#IWasMindBlownWhen,9.19e+17,-0.0516,0.406,0.385,0.208,NN
133,Stephaniee801,10/13/2017 19:41,0,10,watched happy death day killer big ass promise never complain mine ever,,,9.19e+17,-0.6798,0.453,0.314,0.232,Neg
134,RiseAboveAll_,10/13/2017 19:41,0,0,happy death day actually good movie lol,,,9.19e+17,0.6705,0.239,0.577,0.184,PP
135,NortonAntiHarry,10/13/2017 19:41,0,0,happy death day director already specific plans sequel would,,,9.19e+17,-0.0516,0.267,0.253,0.479,NN
136,jasmomoa,10/13/2017 19:40,1,1,might see happy death day tomorrow,,,9.19e+17,-0.0516,0.336,0.319,0.345,NN
137,JA_hoop2,10/13/2017 19:40,0,0,happy death day tonight,,,9.19e+17,-0.0516,0.406,0.385,0.208,NN
138,GiannaRoc13,10/13/2017 19:40,0,0,literally theatres watch,,#HappyDeathDay,9.19e+17,0.0,0.0,0.0,1.0,NN
139,AMANDAJEANNN,10/13/2017 19:39,0,15,happy death day way better,,,9.19e+17,0.4019,0.312,0.528,0.16,PP
140,colehunter0416,10/13/2017 19:39,0,1,bout see happy death day going able sleep week,,,9.19e+17,-0.0516,0.267,0.253,0.479,NN
141,jilliclecats,10/13/2017 19:39,0,0,saw happy death day soooo lame,,,9.19e+17,-0.4588,0.5,0.276,0.224,Neg
142,LiveLikeG,10/13/2017 19:39,0,2,wanna see happy death day,,,9.19e+17,-0.0516,0.368,0.349,0.283,NN
143,wavvvel,10/13/2017 19:38,2,3,happy death day sounds corny,,,9.19e+17,-0.0516,0.368,0.349,0.283,NN
144,JeffGeisbauer,10/13/2017 19:38,0,0,got back happy death day really good,,,9.19e+17,0.4576,0.264,0.466,0.27,PP
145,AyeM0,10/13/2017 19:38,0,0,watching,,#HappyDeathDay,9.19e+17,0.0,0.0,0.0,1.0,NN
146,WesAlist,10/13/2017 19:38,0,0,saw happy death day last night loved great,@jessica_rothe,,9.19e+17,0.8316,0.199,0.597,0.204,PP
147,vythtran,10/13/2017 19:38,0,0,way see happy death day,,,9.19e+17,-0.0516,0.368,0.349,0.283,NN
148,helloolieberher,10/13/2017 19:38,0,4,friends forcing see happy death day want go see,,,9.19e+17,0.4939,0.229,0.476,0.294,PP
149,toomuchaIex,10/13/2017 19:38,0,1,honestly tho makeup looks good rn someone come tryna see happy death day,,,9.19e+17,0.6908,0.173,0.427,0.4,PP
150,Teasila,10/13/2017 19:38,0,0,liked video happy death day,@YouTube,,9.19e+17,0.3818,0.315,0.524,0.161,PP
151,bentleybobic_,10/13/2017 19:38,0,0,happy death day,,,9.19e+17,-0.0516,0.453,0.43,0.116,NN
152,TheRyanMacLean,10/13/2017 19:38,0,4,watching happy death day friday feels right,,,9.19e+17,-0.0516,0.31,0.294,0.397,NN
153,Snapaley_,10/13/2017 19:38,0,0,happy death day,,,9.19e+17,-0.0516,0.453,0.43,0.116,NN
154,KyleSBaxter,10/13/2017 19:38,0,0,weekend already planned seeing movies great,@dailyblastlive,#TheForeigner #HappyDeathDay #DBLTake,9.19e+17,0.6249,0.0,0.451,0.549,PP
155,MarkoStankic,10/13/2017 19:38,0,0,happy death day director already specific plans sequel would tradition harold,,,9.19e+17,-0.0516,0.235,0.223,0.542,NN
156,JachaiJones,10/13/2017 19:38,0,0,going watch happy death day,,,9.19e+17,-0.0516,0.368,0.349,0.283,NN
157,Omgangellll,10/13/2017 19:37,0,1,go see happy death day together,,,9.19e+17,-0.0516,0.336,0.319,0.345,NN
158,Babyy_Dreaaaa,10/13/2017 19:37,0,0,going go see weather going,,#HappyDeathDay,9.19e+17,0.0,0.0,0.0,1.0,NN
159,JotaEseTheGeek,10/13/2017 19:37,0,0,watch ton kids normally go,,#HappyDeathDay,9.19e+17,0.0,0.0,0.0,1.0,NN
160,TaylorAnijah,10/13/2017 19:37,0,0,seeing happy death day,,,9.19e+17,-0.0516,0.406,0.385,0.208,NN
161,spookydiggs,10/13/2017 19:37,0,0,happy friday bitchesss w h p w h p,,#Friday13 #HappyDeathDay,9.19e+17,0.5719,0.0,0.649,0.351,PP
162,graysonsangeI,10/13/2017 19:37,0,9,im sick seeing hearing happy death day ads,,,9.19e+17,-0.5423,0.453,0.233,0.314,Neg
163,brianamoraa,10/13/2017 19:37,11,1,want watch happy death day,,,9.19e+17,0.0258,0.358,0.459,0.183,NN
164,manicpixiedane,10/13/2017 19:36,0,1,aeris decided go see happy death day,,#HalloweenViewing,9.19e+17,-0.0516,0.31,0.294,0.397,NN
165,kcoolkoda,10/13/2017 19:36,0,1,coming someone doesnt like slasher type happy death day honestly amazing,,,9.19e+17,0.6694,0.267,0.466,0.267,PP
166,VTLink,10/13/2017 19:36,0,4,someone go see happy death day,,,9.19e+17,-0.0516,0.336,0.319,0.345,NN
167,AshyGod,10/13/2017 19:36,0,0,happy death day hilariously trash,,,9.19e+17,-0.0516,0.368,0.349,0.283,NN
168,elearoonie,10/13/2017 19:36,0,3,happy death day soooo,,,9.19e+17,-0.0516,0.406,0.385,0.208,NN
169,mario_pastran,10/13/2017 19:36,0,1,killer happy death day girl gives cupcake,,,9.19e+17,-0.6705,0.516,0.233,0.252,Neg
170,2ND_CHILD_HOOD,10/13/2017 19:36,0,0,happy death day fun pretty entertaining,,,9.19e+17,0.8481,0.217,0.728,0.056,PP
171,JustMEsaaaa,10/13/2017 19:35,0,0,hope happy death day good,,,9.19e+17,0.6808,0.271,0.66,0.069,PP
172,azorahaizayn,10/13/2017 19:35,0,0,sister outttt happy death day gets love,,,9.19e+17,0.6124,0.247,0.5,0.253,PP
173,Katia_2022,10/13/2017 19:35,0,0,happy death day playing theaters bye,,,9.19e+17,0.1531,0.315,0.444,0.242,PP
174,allthemovienews,10/13/2017 19:35,0,0,happy death day director already specific plans sequel would,,,9.19e+17,-0.0516,0.267,0.253,0.479,NN
175,KaseyNewman16,10/13/2017 19:35,0,2,anyone wanna see happy death day,,,9.19e+17,-0.0516,0.336,0.319,0.345,NN
176,kareennne,10/13/2017 19:35,5,13,want watch happy death day,,,9.19e+17,0.0258,0.358,0.459,0.183,NN
177,beviralarm,10/13/2017 19:35,0,0,happy death day director already specific plans sequel,,,9.19e+17,-0.0516,0.287,0.272,0.441,NN
178,thetrailerbot,10/13/2017 19:35,0,0,new video universal happy death day playing theaters bye,,,9.19e+17,0.1531,0.253,0.357,0.39,PP
179,ReezyDeezy,10/13/2017 19:34,0,1,know like inside room,,,9.19e+17,0.3612,0.0,0.455,0.545,PP
180,TweetBrownBoy,10/13/2017 19:34,0,0,found today friday cause dang happy death day looks,,#IWasMindBlownWhen,9.19e+17,-0.0516,0.267,0.253,0.479,NN
181,MichelleALeyva,10/13/2017 19:34,0,1,muy raro de pero quiero ir al cine ver happy death day,,,9.19e+17,-0.0516,0.222,0.21,0.568,NN
182,bvbygate,10/13/2017 19:34,0,2,happy death day,,,9.19e+17,-0.0516,0.453,0.43,0.116,NN
183,M_Anne_,10/13/2017 19:34,0,2,someone go see happy death day,,,9.19e+17,-0.0516,0.336,0.319,0.345,NN
184,ThyDeathly,10/13/2017 19:34,0,9,happy death day happy friday,,,9.19e+17,0.5423,0.293,0.556,0.15,PP
185,_KidJuju,10/13/2017 19:34,0,0,upset happy death day cent song really played one reasons went watch,,,9.19e+17,-0.0276,0.311,0.306,0.383,NN
186,wayne_bowmaker,10/13/2017 19:34,0,0,trynna go see happy death day,,,9.19e+17,-0.0516,0.336,0.319,0.345,NN
187,DaytonJessica17,10/13/2017 19:34,0,0,happy death day literally irritating movie watch ever course happy ending,,,9.19e+17,0.128,0.324,0.347,0.329,PP
188,movie_bob,10/13/2017 19:34,0,0,sooo many teenagers happy death day,,,9.19e+17,-0.0516,0.336,0.319,0.345,NN
189,lilchampionman,10/13/2017 19:33,0,1,please watch happy death day gimme take,,,9.19e+17,0.2732,0.281,0.432,0.288,PP
190,ashley_baca3,10/13/2017 19:33,0,5,anyone wanna go see happy death day,,,9.19e+17,-0.0516,0.31,0.294,0.397,NN
191,__grandedame,10/13/2017 19:33,0,0,wanna see happy death day,,,9.19e+17,-0.0516,0.368,0.349,0.283,NN
192,itsdmoore,10/13/2017 19:33,0,0,check happy death day,,,9.19e+17,-0.0516,0.406,0.385,0.208,NN
193,harlaholic,10/13/2017 19:33,0,2,happy death day actually really cute,,,9.19e+17,0.4754,0.281,0.503,0.216,PP
194,MovieTicketRev,10/13/2017 19:33,0,1,find better expected worthy opening,,#HappyDeathDay #FridayThe13th,9.19e+17,0.7003,0.0,0.659,0.341,PP
195,blemforeaIs,10/13/2017 19:33,0,1,good trailer made seem epic pretty funny scenes though,,#HappyDeathDay,9.19e+17,0.8402,0.0,0.6,0.4,PP
196,ScriptFeed,10/13/2017 19:33,0,0,happy death day director already specific plans sequel would,,,9.19e+17,-0.0516,0.267,0.253,0.479,NN
197,CentralMoNews,10/13/2017 19:33,1,1,time friday film critic paislee house offers thoughts happy death day,,,9.19e+17,-0.3182,0.339,0.209,0.452,Neg
198,mrjamesstidham,10/13/2017 19:32,0,0,happy death day director already specific plans sequel would,,,9.19e+17,-0.0516,0.267,0.253,0.479,NN
199,Jahmeess101,10/13/2017 19:32,0,0,happy death day murdered college student relives day death order learn true,,,9.19e+17,-0.7717,0.475,0.253,0.272,Neg
