Unnamed: 0,username,date,retweets,favorites,text,mentions,hashtags,id,Compound_Score,Negative_Score,Positive_Score,Neutral_Score,Indicator
47,sbfiend_TGOD,10/16/2017 19:40,0,0,happy death day pretty good movie,,,9.20072e+17,0.7096,0.248,0.624,0.127,PP
48,BossManCam_,10/16/2017 19:40,0,0,anybody see happy death day,,,9.20072e+17,-0.0516,0.368,0.349,0.283,NN
49,trendsmetadata,10/16/2017 19:40,1,0,new avg sd happy death day liked views,,#Movies #YouTube #like,9.20072e+17,0.3818,0.253,0.422,0.325,PP
50,313KINGGENE_,10/16/2017 19:39,0,0,happy death day funny hell tho,,,9.20072e+17,-0.4404,0.497,0.386,0.117,Neg
51,pawprintsdavid,10/16/2017 19:39,0,0,ena says scared went watch happy death day,@WHHSpawprints,#bethevoice,9.20072e+17,-0.4767,0.439,0.239,0.323,Neg
52,LEXIXCARLOS,10/16/2017 19:38,0,1,finna go see happy death day n bei halloweentown,,,9.20072e+17,-0.0516,0.287,0.272,0.441,NN
53,MargeTLarge,10/16/2017 19:38,0,0,think going version except still admit goofy stupid still enjoy,,#HappyDeathDay #PitchPerfect,9.20071e+17,0.1531,0.221,0.325,0.455,PP
54,___kiyomi,10/16/2017 19:38,0,0,happy death day trash want yall know u didnt,,,9.20071e+17,0.0258,0.281,0.36,0.36,NN
55,nickdewar,10/16/2017 19:37,0,1,happy death day,,,9.20071e+17,-0.0516,0.453,0.43,0.116,NN
56,AlfyPegeen,10/16/2017 19:36,0,0,box office top happy death day parties,,,9.20071e+17,0.5106,0.258,0.543,0.199,PP
57,andreear___,10/16/2017 19:35,0,0,happy death day dura,,,9.20071e+17,-0.0516,0.406,0.385,0.208,NN
58,RofthalAnna,10/16/2017 19:35,0,0,box office top happy death day parties,,,9.20071e+17,0.5106,0.258,0.543,0.199,PP
59,realdaveimboden,10/16/2017 19:34,1,3,happy death day tight cute lots girl script runs like fun chandelier swing enjoyed,,,9.20071e+17,0.8979,0.141,0.57,0.289,PP
60,didadriancry,10/16/2017 19:34,0,0,happy death day,,,9.2007e+17,-0.0516,0.453,0.43,0.116,NN
61,PageBreaks_Biz,10/16/2017 19:33,0,1,celebrates box office fades second,,#HappyDeathDay #1 #BladeRunner2049,9.2007e+17,0.5719,0.0,0.481,0.519,PP
62,courtneyhaze,10/16/2017 19:33,0,3,saw happy death day ringtone get stuck found humming randomly,,,9.2007e+17,-0.296,0.355,0.223,0.422,Neg
63,Furley_PR,10/16/2017 19:32,0,0,fun piece happy death day art movie,@Quantanamo,,9.2007e+17,0.4767,0.262,0.47,0.268,PP
64,tay_griffin,10/16/2017 19:32,0,0,somebody see happy death day w pls thanks,,,9.2007e+17,0.4588,0.264,0.534,0.203,PP
65,nezzzeni,10/16/2017 19:32,0,0,much fun happy death day die,@Del,,9.2007e+17,-0.2023,0.464,0.417,0.119,Neg
66,FernJGarza,10/16/2017 19:31,0,3,anyone trying see happy death day,,,9.2007e+17,-0.0516,0.336,0.319,0.345,NN
67,Jaylyn___,10/16/2017 19:31,0,0,really upset play song happy death day,,,9.2007e+17,-0.1065,0.42,0.394,0.186,Neg
68,allaccessmovies,10/16/2017 19:31,0,1,finally watching,,#HappyDeathDay,9.2007e+17,0.0,0.0,0.0,1.0,NN
69,teezyking23,10/16/2017 19:31,0,1,check happy death day share large sugary icee,@X__QueenAsh,,9.2007e+17,0.25,0.264,0.399,0.338,PP
70,buffetlemon1,10/16/2017 19:31,0,0,number happy death day,,#BoxOfficeResults #StartingFinalGrade,9.2007e+17,0.0258,0.394,0.505,0.101,NN
71,TheKurdishMamba,10/16/2017 19:30,0,1,man know movie happy death day,,,9.2007e+17,-0.0516,0.336,0.319,0.345,NN
72,DXDONMEGA,10/16/2017 19:30,1,1,reaction,,#HappyDeathDay #StardustApp,9.20069e+17,0.0,0.0,0.0,1.0,NN
73,mjmmcmanus,10/16/2017 19:29,0,1,thinking going see wonder good,,#HappyDeathDay,9.20069e+17,0.4404,0.0,0.42,0.58,PP
74,__CouldCareless,10/16/2017 19:29,1,0,happy death day good,,,9.20069e+17,0.4019,0.339,0.574,0.087,PP
75,slusserc,10/16/2017 19:28,0,0,believe convinced sarah see scary watching happy death day theatres wildwood,,,9.20069e+17,-0.1779,0.346,0.312,0.341,Neg
76,getonlinedegrus,10/16/2017 19:28,0,0,box office top happy death day parties,,,9.20069e+17,0.5106,0.258,0.543,0.199,PP
77,NathanNatters,10/16/2017 19:27,0,2,wanna see happy death day,,,9.20069e+17,-0.0516,0.368,0.349,0.283,NN
78,InfoSinBandera,10/16/2017 19:26,0,1,film de horror happy death day desplaza en la,,,9.20068e+17,-0.5994,0.439,0.214,0.347,Neg
79,metaldc4life,10/16/2017 19:25,0,0,box office top happy death day parties driven,,,9.20068e+17,0.5106,0.242,0.509,0.248,PP
80,masonsowell,10/16/2017 19:25,0,1,happy death day scary good movie tho,,,9.20068e+17,-0.128,0.425,0.395,0.18,Neg
81,FresnoNewsCtr,10/16/2017 19:25,0,0,box office top happy death day parties,,,9.20068e+17,0.5106,0.258,0.543,0.199,PP
82,StaysOnTop_xo,10/16/2017 19:25,0,1,happy death day want see,,,9.20068e+17,0.0258,0.358,0.459,0.183,NN
83,buffetlemon1,10/16/2017 19:25,0,0,goes happy death day,,#BoxOfficeFirstPlacePrediction,9.20068e+17,-0.0516,0.406,0.385,0.208,NN
84,ReedleyAreaNews,10/16/2017 19:24,0,0,box office top happy death day parties,,,9.20068e+17,0.5106,0.258,0.543,0.199,PP
85,mayraaa_20,10/16/2017 19:24,4,4,want see happy death day,,,9.20068e+17,0.0258,0.358,0.459,0.183,NN
86,FresnoRanchNews,10/16/2017 19:24,0,0,box office top happy death day parties,,,9.20068e+17,0.5106,0.258,0.543,0.199,PP
87,MIDASthehero,10/16/2017 19:23,0,0,going see happy death day see tomorrow,,,9.20068e+17,-0.0516,0.31,0.294,0.397,NN
88,cakefacecharlie,10/16/2017 19:22,1,3,really wanna go see happy death day,,,9.20068e+17,-0.0516,0.31,0.294,0.397,NN
89,Darbmilne,10/16/2017 19:21,0,0,minutes watch happy death day heard largely positive things,,,9.20067e+17,0.5267,0.227,0.424,0.349,PP
90,jack_breman,10/16/2017 19:21,0,0,also yall seen happy death day hate horror movies actually looks good got good reviews think,,,9.20067e+17,-0.4215,0.367,0.308,0.325,Neg
91,BJ_MILLER20,10/16/2017 19:21,0,1,happy death day absolutely,,,9.20067e+17,-0.0516,0.406,0.385,0.208,NN
92,coolypee,10/16/2017 19:21,1,0,wanna see happy death day,,,9.20067e+17,-0.0516,0.368,0.349,0.283,NN
93,_miseryadoresme,10/16/2017 19:20,0,0,happy death day,,,9.20067e+17,-0.0516,0.453,0.43,0.116,NN
94,xoxodevon817,10/16/2017 19:20,0,2,someone go see happy death day,,,9.20067e+17,-0.0516,0.336,0.319,0.345,NN
95,katieecakess_,10/16/2017 19:20,2,1,happy death day,,,9.20067e+17,-0.0516,0.453,0.43,0.116,NN
96,ZLivingston,10/16/2017 19:20,0,0,happy death day good,,,9.20067e+17,0.4019,0.339,0.574,0.087,PP
97,SouniqueChy,10/16/2017 19:20,0,0,wanna go movies see happy death day,,,9.20067e+17,-0.0516,0.31,0.294,0.397,NN
98,GlenmarieR,10/16/2017 19:18,1,3,quiero ver kingsman otra vez de lo dura que estuvo pero quiero ver happy death day,,,9.20066e+17,-0.0516,0.181,0.171,0.648,NN
99,ChuckPeters13,10/16/2017 19:17,0,0,nah happy death day actually pretty quality coming hates kind,,,9.20066e+17,0.4767,0.364,0.458,0.178,PP
100,Hotchka,10/16/2017 19:16,1,0,report celebrates,,#BoxOffice #HappyDeathDay,9.20066e+17,0.5719,0.0,0.787,0.213,PP
101,rocket9_9,10/16/2017 19:16,0,0,rated happy death day,,#IMDb,9.20066e+17,-0.0516,0.406,0.385,0.208,NN
102,contrapuntovzla,10/16/2017 19:15,0,0,happy death day se adelanta al de los muertos reina en la taquilla estadounidense,,,9.20066e+17,-0.0516,0.199,0.189,0.612,NN
103,Looohcabral,10/16/2017 19:14,0,0,happy death day de rj,@Kinoplex,,9.20066e+17,-0.0516,0.368,0.349,0.283,NN
104,Ry_nC_m,10/16/2017 19:14,1,2,reaction,,#HappyDeathDay #StardustApp,9.20065e+17,0.0,0.0,0.0,1.0,NN
105,ocscreenwriters,10/16/2017 19:14,0,0,interview scott screenwriter new comedy horror movie happy death day,,,9.20065e+17,-0.34,0.384,0.313,0.303,Neg
106,CarlosEduBrasil,10/16/2017 19:13,0,0,gostei de um morte te happy death day,@YouTube,,9.20065e+17,-0.0516,0.287,0.272,0.441,NN
107,IndiePopcorn_,10/16/2017 19:13,0,0,rules strong,@UniversalHorror @TheWrap,#horror,9.20065e+17,0.5106,0.0,0.767,0.233,PP
108,Greishell3,10/16/2017 19:12,0,1,happy death day caribbean cinemas,,,9.20065e+17,-0.0516,0.368,0.349,0.283,NN
109,princesa_dede,10/16/2017 19:12,0,0,wanna go watch happy death day,,,9.20065e+17,-0.0516,0.336,0.319,0.345,NN
110,AGampatt,10/16/2017 19:11,0,0,happy death day cavs mew big orizon irvin harford hayward,,,9.20065e+17,-0.0516,0.25,0.237,0.513,NN
111,ordinarygh0st,10/16/2017 19:11,0,2,main character happy death day named tree,,,9.20065e+17,-0.0516,0.31,0.294,0.397,NN
112,LairyenieO,10/16/2017 19:10,0,1,morte te happy death day nova,@Kinoplex,,9.20065e+17,-0.0516,0.336,0.319,0.345,NN
113,A_Matthews713,10/16/2017 19:10,0,0,want see madea boo friday night girlfriend wanna see happy death day dont wanna see bullshit,,,9.20064e+17,0.4891,0.163,0.337,0.501,PP
114,contrapuntovzla,10/16/2017 19:10,0,2,happy death day se adelanta al de los muertos reina en la taquilla estadounidense,,,9.20064e+17,-0.0516,0.199,0.189,0.612,NN
115,sachettiane,10/16/2017 19:09,0,1,vai ao cinema comigo assistir happy death day,,,9.20064e+17,-0.0516,0.287,0.272,0.441,NN
116,ofConfusion,10/16/2017 19:09,0,5,happy death day edited client gregory plotkin produced theaters,@UniversalHorror @blumhouse @UniversalEnt,,9.20064e+17,-0.0516,0.267,0.253,0.479,NN
117,cabaceira96,10/16/2017 19:08,20,11,procura se companhia pa ir ver happy death day ao cinema,,,9.20064e+17,-0.0516,0.235,0.223,0.542,NN
118,bryyanjosue,10/16/2017 19:08,0,0,happy death day es tremenda,,,9.20064e+17,-0.0516,0.368,0.349,0.283,NN
119,loco0326,10/16/2017 19:07,0,0,happy death day,,,9.20064e+17,-0.0516,0.453,0.43,0.116,NN
120,JohnArchies,10/16/2017 19:06,0,1,going see happy death day later,,,9.20063e+17,-0.0516,0.336,0.319,0.345,NN
121,moviemins,10/16/2017 19:06,1,1,days happy death day,,,9.20063e+17,-0.0516,0.406,0.385,0.208,NN
122,zetacompa,10/16/2017 19:06,0,0,los angeles el estreno de la comedia de horror happy death day de tu,,,9.20063e+17,-0.5994,0.341,0.166,0.493,Neg
123,JamesAparicioPA,10/16/2017 19:06,0,1,film de horror happy death day desplaza en la taquilla,,,9.20063e+17,-0.5994,0.415,0.202,0.383,Neg
124,the_leviticus_,10/16/2017 19:05,0,4,wanna go see happy death day,,,9.20063e+17,-0.0516,0.336,0.319,0.345,NN
125,moviesmaniaCX,10/16/2017 19:05,0,0,happy death day b b,,,9.20063e+17,-0.0516,0.453,0.43,0.116,NN
126,Brittney_Turpin,10/16/2017 19:05,0,0,saw happy death day atlantic station,,,9.20063e+17,-0.0516,0.336,0.319,0.345,NN
127,ICE_Inspire2Chg,10/16/2017 19:05,0,0,universal happy death day easily tops weekend box bud,,,9.20063e+17,0.6705,0.213,0.514,0.273,PP
128,sahilcodes,10/16/2017 19:04,0,0,spook happy death day kinda highly recommend watching theater ppl front overreacting,,,9.20063e+17,0.3214,0.204,0.325,0.471,PP
129,DevinKobayashi,10/16/2017 19:04,0,10,anyone wanna see happy death day sometime,,,9.20063e+17,-0.0516,0.31,0.294,0.397,NN
130,creetureshow,10/16/2017 19:01,4,10,happy death day creating voice horror man,,,9.20062e+17,-0.4019,0.461,0.358,0.182,Neg
131,polishperfectt,10/16/2017 19:01,0,0,happy death day toys sexist views women horror via bustle,,,9.20062e+17,-0.5994,0.415,0.202,0.383,Neg
132,Sossa_97,10/16/2017 19:01,0,0,happy death day looks like groundhog day serial exact sake plot,,,9.20062e+17,0.3182,0.215,0.343,0.442,PP
133,TransmediaSF,10/16/2017 19:01,0,0,latest future,,#happydeathday,9.20062e+17,0.0,0.0,0.0,1.0,NN
134,krazykev98,10/16/2017 19:01,0,1,everyone go see one,,#happydeathday,9.20062e+17,0.0,0.0,0.0,1.0,NN
135,WashingtonHisp,10/16/2017 19:00,0,0,happy death day ahuyenta del primer lugar,,,9.20062e+17,-0.0516,0.31,0.294,0.397,NN
136,CinemaSight,10/16/2017 19:00,0,0,seen happy,,,9.20062e+17,0.5719,0.0,0.787,0.213,PP
137,PollsHost,10/16/2017 19:00,0,1,box happy death day takes via,@headlineswiki,,9.20062e+17,-0.0516,0.336,0.319,0.345,NN
138,headlinesWIKI,10/16/2017 19:00,0,1,box happy death day takes,,,9.20062e+17,-0.0516,0.368,0.349,0.283,NN
139,HiddenRemote,10/16/2017 19:00,0,2,horror movies,,#HappyDeathDay #boxoffice,9.20062e+17,-0.5719,0.787,0.0,0.213,Neg
140,Gestionpe,10/16/2017 19:00,2,2,film de horror ahuyenta de primer lugar taquilla,,#Fotos #HappyDeathDay,9.20062e+17,-0.5719,0.346,0.0,0.654,Neg
141,WheresChrisCruz,10/16/2017 18:59,0,0,happy death day fullerton happy death day,@bthurita @AMC @amctheatres,,9.20062e+17,-0.1027,0.429,0.407,0.165,Neg
142,jayciee_lynnn,10/16/2017 18:58,0,6,tryna go dinner see happy death day w,,,9.20061e+17,-0.0516,0.31,0.294,0.397,NN
143,Realkilat,10/16/2017 18:57,0,0,happy death day,,,9.20061e+17,-0.0516,0.453,0.43,0.116,NN
144,DeluxeVideoOL,10/16/2017 18:57,1,0,box office wrap happy death day gets box,,,9.20061e+17,-0.0516,0.287,0.272,0.441,NN
145,Malseentit,10/16/2017 18:57,0,0,catch heard good,@UniversalHorror,,9.20061e+17,0.4404,0.0,0.592,0.408,PP
146,alemecinaj,10/16/2017 18:57,0,0,happy death day,,,9.20061e+17,-0.0516,0.453,0.43,0.116,NN
147,paulogodoiORG,10/16/2017 18:56,0,0,gostei de um morte te happy death day,@YouTube,,9.20061e+17,-0.0516,0.287,0.272,0.441,NN
148,vannahrocksit,10/16/2017 18:56,0,0,someone go see happy death day w,,,9.20061e+17,-0.0516,0.336,0.319,0.345,NN
149,Celebz777,10/16/2017 18:55,0,0,release happy death day top movie box office ranked,,#MovieIndustryNews,9.20061e+17,0.1531,0.253,0.357,0.39,PP
150,celsoguerrero,10/16/2017 18:55,1,0,de horror happy death day domina las taquillas en cine usa al recaudar debuta con,,#3 #movies,9.20061e+17,-0.5994,0.326,0.159,0.515,Neg
151,TheRyanMacLean,10/16/2017 18:54,0,1,happy death day,,,9.2006e+17,-0.0516,0.453,0.43,0.116,NN
152,Hollywoodopolis,10/16/2017 18:54,0,0,happy death day horror movies terrifying hollywood studios hollywood reporter,,#Hollywood #Celebrit,9.2006e+17,-0.8225,0.538,0.176,0.286,Neg
153,BeachBumOceanDr,10/16/2017 18:54,0,1,best friend,,#HappyDeathDay,9.2006e+17,0.8126,0.0,1.0,0.0,PP
154,TigerKatFilm,10/16/2017 18:54,0,2,happy death day tbh idea school would use mascot creepier intentional,,,9.2006e+17,-0.0516,0.235,0.223,0.542,NN
155,DancingFernanie,10/16/2017 18:53,0,1,saw really,,#HappyDeathDay,9.2006e+17,0.0,0.0,0.0,1.0,NN
156,MovieNumbers,10/16/2017 18:53,0,1,weekend final,,#HappyDeathDay #BladeRunner2049 #TheForeigner,9.2006e+17,0.0,0.0,0.0,1.0,NN
157,Saicam_Films,10/16/2017 18:52,0,1,fun slasher review,,#HappyDeathDay,9.2006e+17,0.5106,0.0,0.623,0.377,PP
158,dom_vlogs,10/16/2017 18:52,1,7,facetime happy death day came via,@YouTube,,9.2006e+17,-0.0516,0.336,0.319,0.345,NN
159,gothsithlord,10/16/2017 18:51,0,0,yooo happy death day fucking dope,,,9.2006e+17,-0.0516,0.336,0.319,0.345,NN
160,louiswtalbum,10/16/2017 18:51,0,5,im going watch happy death day birthday,,,9.2006e+17,-0.0516,0.31,0.294,0.397,NN
161,Hysteria_BH,10/16/2017 18:51,0,0,blog download watch full movie happy death day,,,9.2006e+17,-0.0516,0.287,0.272,0.441,NN
162,bearmccreary,10/16/2017 18:51,12,69,score terrifying voice film box office,,#1 #HappyDeathDay,9.2006e+17,-0.5719,0.425,0.0,0.575,Neg
163,stevejdonahue,10/16/2017 18:50,0,0,lol voted happy death day heard unintentionally,,,9.20059e+17,0.3818,0.271,0.451,0.278,PP
164,KzooMovieDude,10/16/2017 18:50,0,0,review happy death day,@letterboxd,,9.20059e+17,-0.0516,0.406,0.385,0.208,NN
165,CSUCollegian,10/16/2017 18:50,0,0,happy death day give vu best,@dudesosad,,9.20059e+17,0.6124,0.264,0.534,0.203,PP
166,adultshard,10/16/2017 18:50,0,0,like groundhog happy death day,,,9.20059e+17,0.3182,0.322,0.512,0.165,PP
167,uIIiva,10/16/2017 18:49,0,3,omg thought watching happy death day want lgbt slasher film,,,9.20059e+17,0.0258,0.245,0.314,0.44,NN
168,RetroYouTube,10/16/2017 18:49,0,0,happy death day stands among weak lineup wide releases,,,9.20059e+17,-0.4767,0.412,0.224,0.364,Neg
169,uIIiva,10/16/2017 18:48,0,3,letting guys know happy death day winning best picture,,,9.20059e+17,0.8126,0.193,0.559,0.248,PP
170,JKNicholson1,10/16/2017 18:48,0,1,seem like happy death day anyone think solid,,,9.20059e+17,0.4404,0.248,0.497,0.255,PP
171,IanHornbaker,10/16/2017 18:48,2,1,review,@MovieBloggercom,#HappyDeathDay,9.20059e+17,0.0,0.0,0.0,1.0,NN
172,NRobateau,10/16/2017 18:48,0,0,happy death day esta gufia mejor de lo que pensaba,,,9.20059e+17,-0.0516,0.25,0.237,0.513,NN
173,moviemins,10/16/2017 18:48,0,1,review solidifies good things scream meets groundhog day,,#HappyDeathDay,9.20059e+17,0.0516,0.233,0.25,0.517,NN
174,GenesisPorquin,10/16/2017 18:47,0,1,sino le puedes ser fiel pues por lo menos ten los pantalones para se paso,,#HappyDeathDay,9.20059e+17,0.0,0.0,0.0,1.0,NN
175,__Nate_B,10/16/2017 18:47,0,0,happy death day movie look stupid,,,9.20059e+17,-0.5574,0.521,0.264,0.214,Neg
176,KinanoNanina,10/16/2017 18:47,0,0,checkout latest news post box happy death day wins weekend boffo debut forbes,,,9.20059e+17,0.5423,0.183,0.347,0.469,PP
177,BlakeMulligan1,10/16/2017 18:47,0,3,want see happy death day,,,9.20059e+17,0.0258,0.358,0.459,0.183,NN
178,annalet16,10/16/2017 18:47,0,1,cinesercla happy death day rio de janeiro,@larissadionisi4,,9.20059e+17,-0.0516,0.31,0.294,0.397,NN
179,larissadionisi4,10/16/2017 18:46,0,3,cinesercla happy death day rio de janeiro,,,9.20059e+17,-0.0516,0.31,0.294,0.397,NN
180,Judithxgarcia,10/16/2017 18:46,1,0,want see happy death day,,,9.20058e+17,0.0258,0.358,0.459,0.183,NN
181,MarvTheComedian,10/16/2017 18:45,0,1,box office talk happy death day getting number,@GraceRandolph,,9.20058e+17,0.0258,0.281,0.36,0.36,NN
182,dgraciii,10/16/2017 18:45,0,0,saw happy death day horror version groundhog day,,,9.20058e+17,-0.5994,0.466,0.227,0.307,Neg
183,nikkibarnhart7,10/16/2017 18:44,0,1,happy death day favorite movie list,,,9.20058e+17,0.4215,0.287,0.493,0.221,PP
184,MargeTLarge,10/16/2017 18:44,0,0,worlds worst logo constantly record skipping dear gods,,#HappyDeathDay,9.20058e+17,-0.3612,0.323,0.205,0.472,Neg
185,nattsurf,10/16/2017 18:44,0,1,happy death day scares box office gazettextra,,,9.20058e+17,-0.3818,0.45,0.264,0.286,Neg
186,AlanShadow203,10/16/2017 18:44,0,1,theaters seeing,,#HappyDeathDay,9.20058e+17,0.0,0.0,0.0,1.0,NN
187,i_am_a_cat4,10/16/2017 18:43,0,0,getting ready watch happy death day wish luck scream lol,@whydontwemusic,,9.20058e+17,0.7964,0.272,0.605,0.123,PP
188,BestVegasEvents,10/16/2017 18:43,0,0,box office top happy death day parties,,,9.20058e+17,0.5106,0.258,0.543,0.199,PP
189,JordanVercoe4,10/16/2017 18:43,0,0,want watch happy death day bad,,,9.20058e+17,-0.5267,0.514,0.347,0.139,Neg
190,jesssiccaaaa1,10/16/2017 18:43,0,4,wanna see happy death day,,,9.20058e+17,-0.0516,0.368,0.349,0.283,NN
191,okleslie,10/16/2017 18:42,0,2,texas roadhouse happy death day,,,9.20057e+17,-0.0516,0.368,0.349,0.283,NN
